time,Muttonpulao_02_calories absorbed,Cholebhature_01_calories absorbed,Curdrice_01_calories absorbed,Lemonrice_01_calories absorbed,Pasta_01_calories absorbed,Masaladosa_01_calories absorbed,Vegetable_Biryani_01_calories absorbed,Rapid_starch_01_calories absorbed,Chickenbreast_01_calories absorbed,Rice_01_calories absorbed,Eggwhite_01_calories absorbed,Paneer_01_calories absorbed,Milk_Chocolate_01_calories absorbed,Peanuts_01_calories absorbed,Curd_01_calories absorbed,Glucose_01_calories absorbed,Biscuit_01_calories absorbed,Glucose_02_calories absorbed,Bread_Meal_01_100_calories absorbed,Chickensandwich_01_calories absorbed,Ghee_01_calories absorbed,Apple_Pineapplesalad_01_calories absorbed,Spinach_01_calories absorbed,Bread_meal_02_calories absorbed,Orange_01_calories absorbed,Omelette_01_calories absorbed,Muttonpulao_01_calories absorbed,Arabinose_01_calories absorbed
422.01,737.82149,703.62716,694.29571,740.23887,841.21661,481.63723,726.4113,,,769.3428,,600.40574,497.2007,390.88377,49.71159,,,,846.533,723.22414,,279.08591,15.10349,1135.23643,39.55242,423.27254,740.23887,0.18049
423.01,739.47285,705.23006,695.62965,741.76739,842.18824,482.72912,728.02039,,,769.65118,,601.73784,497.64075,391.20815,49.7119,,,,847.43294,724.77077,,279.08724,15.10388,1137.97627,39.55284,423.95189,741.76739,0.18083
424.01,741.12393,706.83264,696.96114,743.29458,843.1489,483.81458,729.62883,,,769.95082,,603.06914,498.07632,391.52924,49.71221,,,,848.32195,726.31607,,279.08853,15.10428,1140.71369,39.55326,424.62915,743.29458,0.18118
425.01,742.77475,708.43491,698.29019,744.82041,844.09863,484.89359,731.23661,,,770.24188,,604.39963,498.50743,391.84707,49.71252,,,,849.20009,727.86005,,279.08979,15.10467,1143.44867,39.55368,425.30434,744.82041,0.18156
426.01,744.4253,710.03687,699.61678,746.3449,845.03747,485.96618,732.84374,,,770.52445,,605.72931,498.93412,392.16164,49.71283,,,,850.0674,729.40269,,279.09101,15.10507,1146.18117,39.5541,425.97743,746.3449,0.18197
427.01,746.07559,711.63851,700.9409,747.86804,845.96539,487.03234,734.45021,,,770.79868,,607.05817,499.35639,392.47295,49.71314,,,,850.92396,730.944,,279.0922,15.10547,1148.91116,39.55452,426.64843,747.86804,0.18242
428.01,747.72557,713.2398,702.26254,749.38982,846.88236,488.09213,736.05599,,,771.06477,,608.38622,499.77426,392.78103,49.71346,,,,851.76977,732.48397,,279.09335,15.10586,1151.63863,39.55494,427.31732,749.38982,0.18288
429.01,749.37525,714.84072,703.58169,750.91021,847.78831,489.1456,737.66108,,,771.32289,,609.71348,500.18773,393.08589,49.71377,,,,852.60482,734.0226,,279.09448,15.10626,1154.36353,39.55537,427.9841,750.91021,0.18335
430.01,751.0246,716.44128,704.89832,752.4292,848.6832,490.1928,739.26546,,,771.57316,,611.03994,500.59684,393.38755,49.71409,,,,853.42909,735.55986,,279.09557,15.10665,1157.08585,39.55579,428.64878,752.4292,0.18381
431.01,752.67365,718.04148,706.21241,753.94679,849.5671,491.23381,740.86912,,,771.81571,,612.36559,501.0016,393.68604,49.7144,,,,854.24252,737.09577,,279.09663,15.10705,1159.80555,39.55621,429.31135,753.94679,0.18428
432.01,754.32237,719.64131,707.52396,755.46298,850.44011,492.26874,742.47208,,,772.05069,,613.69044,501.40205,393.98136,49.71472,,,,855.04518,738.63031,,279.09767,15.10744,1162.52261,39.55663,429.97181,755.46298,0.18475
433.01,755.97076,721.24077,708.83297,756.97777,851.30226,493.29768,744.07434,,,772.27821,,615.01446,501.79822,394.27353,49.71504,,,,855.83715,740.16348,,279.09867,15.10783,1165.237,39.55705,430.63016,756.97777,0.18521
434.01,757.61882,722.83986,710.13945,758.4912,852.15359,494.32074,745.6759,,,772.49843,,616.33767,502.19012,394.56255,49.71535,,,,856.6185,741.69527,,279.09966,15.10823,1167.94872,39.55748,431.28638,758.4912,0.18568
435.01,759.26655,724.43858,711.44343,760.00327,852.99409,495.33806,747.27677,,,772.71153,,617.66005,502.57776,394.84844,49.71567,,,,857.3893,743.22569,,279.10062,15.10862,1170.65775,39.5579,431.94046,760.00327,0.18615
436.01,760.91395,726.03694,712.7449,761.51398,853.82372,496.34975,748.87694,,,772.91765,,618.98161,502.96118,395.13121,49.71599,,,,858.14957,744.75472,,279.10155,15.10902,1173.36408,39.55832,432.59241,761.51398,0.18661
437.01,762.56103,727.63494,714.04384,763.02332,854.64249,497.35595,750.47643,,,773.11694,,620.30234,503.3404,395.4109,49.71631,,,,858.89927,746.28236,,279.10246,15.10941,1176.06768,39.55875,433.24223,763.02332,0.18708
438.01,764.20781,729.23259,715.34025,764.53129,855.45047,498.35679,752.07524,,,773.30958,,621.62226,503.71545,395.68752,49.71663,,,,859.6384,747.80862,,279.10335,15.10981,1178.76852,39.55917,433.88992,764.53129,0.18754
439.01,765.8543,730.82989,716.63411,766.03789,856.24774,499.3524,753.67336,,,773.49575,,622.94135,504.08638,395.96109,49.71695,,,,860.36704,749.3335,,279.10422,15.1102,1181.46659,39.5596,434.53549,766.03789,0.188
440.01,767.50047,732.42686,717.92544,767.54313,857.03435,500.34293,755.2708,,,773.67556,,624.25961,504.4532,396.23161,49.71727,,,,861.08528,750.85698,,279.10507,15.1106,1184.16185,39.56002,435.17891,767.54313,0.18846
441.01,769.14634,734.02346,719.21422,769.04699,857.81036,501.3285,756.86753,,,773.84915,,625.57705,504.81594,396.49911,49.7176,,,,861.79321,752.37908,,279.1059,15.11099,1186.85429,39.56044,435.82018,769.04699,0.18892
442.01,770.79188,735.61969,720.50045,770.54947,858.57575,502.30922,758.46356,,,774.01668,,626.89367,505.1746,396.7636,49.71792,,,,862.4909,753.89979,,279.10672,15.11138,1189.54387,39.56087,436.4593,770.54947,0.18938
443.01,772.4371,737.21556,721.7841,772.05054,859.33049,503.28522,760.05888,,,774.1783,,628.20948,505.52922,397.02511,49.71824,,,,863.17835,755.41911,,279.10751,15.11177,1192.23058,39.5613,437.09627,772.05054,0.18984
444.01,774.082,738.81105,723.06517,773.55021,860.07461,504.25661,761.65347,,,774.33419,,629.52448,505.87983,397.28367,49.71857,,,,863.85552,756.93704,,279.10829,15.11212,1194.91438,39.56172,437.73109,773.55021,0.1903
445.01,775.7266,740.40619,724.34362,775.04845,860.8082,505.22352,763.24734,,,774.48451,,630.83866,506.22647,397.53928,49.71889,,,,864.52245,758.45357,,279.10905,15.11243,1197.59525,39.56215,438.36377,775.04845,0.19076
446.01,777.37086,742.00094,725.61946,776.54528,861.53133,506.18606,764.84048,,,774.62937,,632.15202,506.56916,397.79196,49.71922,,,,865.17923,759.96871,,279.10979,15.11273,1200.27315,39.56257,438.99429,776.54528,0.19122
447.01,779.01478,743.5953,726.89266,778.04067,862.24407,507.14437,766.43288,,,774.76888,,633.46457,506.90791,398.04174,49.71954,,,,865.82596,761.48244,,279.11052,15.11303,1202.94806,39.563,439.62264,778.04067,0.19168
448.01,780.65833,745.18925,728.16323,779.53461,862.94646,508.09859,768.02451,,,774.90318,,634.7763,507.24275,398.28861,49.71987,,,,866.46275,762.99477,,279.11124,15.11333,1205.61995,39.56342,440.24882,779.53461,0.19214
449.01,782.30149,746.78278,729.43114,781.02711,863.63847,509.04886,769.61538,,,775.03242,,636.08722,507.5737,398.53262,49.7202,,,,867.08963,764.5057,,279.11194,15.11365,1208.2888,39.56385,440.87282,781.02711,0.19259
450.01,783.94429,748.37589,730.69639,782.51816,864.32006,509.99534,771.20549,,,775.15676,,637.39733,507.9008,398.77377,49.72053,,,,867.70657,766.01521,,279.11263,15.11398,1210.95459,39.56428,441.49464,782.51816,0.19305
451.01,785.58672,749.96859,731.95898,784.00777,864.99133,510.93816,772.79485,,,775.27636,,638.70661,508.2241,399.01209,49.72086,,,,868.31356,767.52332,,279.1133,15.11435,1213.61731,39.5647,442.1143,784.00777,0.19351
452.01,787.22881,751.5609,733.21894,785.49598,865.6524,511.87746,774.38349,,,775.39133,,640.01505,508.54362,399.2476,49.72119,,,,868.9107,769.03001,,279.11396,15.11474,1216.27694,39.56513,442.73177,785.49598,0.19396
453.01,788.87055,753.15283,734.47626,786.98279,866.30337,512.81338,775.97141,,,775.50177,,641.32265,508.8594,399.48032,49.72152,,,,869.4981,770.5353,,279.11461,15.11513,1218.93346,39.56556,443.34706,786.98279,0.19442
454.01,790.51194,754.74438,735.73095,788.4682,866.94432,513.74603,777.5586,,,775.60781,,642.62941,509.17145,399.71025,49.72185,,,,870.0759,772.03918,,279.11525,15.11552,1221.58685,39.56598,443.96015,788.4682,0.19488
455.01,792.15297,756.33552,736.98299,789.95219,867.57527,514.67552,779.14505,,,775.7096,,643.93535,509.47979,399.93743,49.72218,,,,870.6442,773.54166,,279.11588,15.11591,1224.23709,39.56641,444.57104,789.95219,0.19533
456.01,793.79365,757.92626,738.23238,791.43476,868.1962,515.60199,780.73076,,,775.80728,,645.24046,509.78448,400.16187,49.72251,,,,871.203,775.04273,,279.11649,15.1163,1226.88416,39.56684,445.17973,791.43476,0.19579
457.01,795.43398,759.51661,739.47911,792.91589,868.80716,516.5256,782.31572,,,775.90099,,646.54475,510.08554,400.3836,49.72284,,,,871.75232,776.5424,,279.11709,15.11669,1229.52803,39.56726,445.78623,792.91589,0.19624
458.01,797.07398,761.10658,740.72315,794.3956,869.40828,517.44653,783.89995,,,775.99087,,647.84821,510.383,400.60265,49.72318,,,,872.29219,778.04066,,279.11769,15.11709,1232.16868,39.56769,446.39053,794.3956,0.1967
459.01,798.71364,762.69617,741.96451,795.87387,869.99969,518.36496,785.48343,,,776.077,,649.15084,510.67691,400.81903,49.72351,,,,872.82275,779.53753,,279.11827,15.11748,1234.80608,39.56811,446.99264,795.87387,0.19716
460.01,800.35296,764.28537,743.20318,797.3507,870.58147,519.28108,787.06616,,,776.15951,,650.45263,510.96728,401.03275,49.72384,,,,873.34413,781.033,,279.11885,15.11787,1237.44021,39.56854,447.59253,797.3507,0.19761
461.01,801.99193,765.87416,744.43915,798.82608,871.15364,520.19509,788.64813,,,776.23856,,651.75361,511.25413,401.24384,49.72418,,,,873.85646,782.52707,,279.11941,15.11826,1240.07104,39.56896,448.1902,798.82608,0.19807
462.01,803.63052,767.46252,745.67241,800.3,871.71618,521.10717,790.22931,,,776.31427,,653.05376,511.53749,401.45232,49.72451,,,,874.35978,784.01975,,279.11997,15.11866,1242.69854,39.56939,448.78566,800.3,0.19853
463.01,805.26873,769.05047,746.90293,801.77242,872.26914,522.01747,791.8097,,,776.38676,,654.3531,511.8174,401.65822,49.72485,,,,874.8541,785.51102,,279.12052,15.11905,1245.3227,39.56981,449.37889,801.77242,0.19898
464.01,806.90657,770.63798,748.13067,803.24334,872.81267,522.92617,793.38929,,,776.45612,,655.65162,512.0939,401.86156,49.72518,,,,875.33944,787.00088,,279.12106,15.11944,1247.94347,39.57024,449.96991,803.24334,0.19944
465.01,808.54402,772.22506,749.35564,804.71277,873.34688,523.83344,794.96809,,,776.52246,,656.94932,512.36702,402.06237,49.72552,,,,875.81589,788.48935,,279.12159,15.11983,1250.56083,39.57066,450.5587,804.71277,0.1999
466.01,810.18109,773.81171,750.57784,806.1807,873.87184,524.73945,796.54609,,,776.58584,,658.24619,512.63679,402.26064,49.72585,,,,876.28356,789.97641,,279.12212,15.12023,1253.17477,39.57109,451.14527,806.1807,0.20035
467.01,811.81775,775.39792,751.79726,807.64714,874.38761,525.64442,798.12328,,,776.64638,,659.54222,512.90322,402.45642,49.72619,,,,876.74255,791.46206,,279.12263,15.12062,1255.78525,39.57151,451.72959,807.64714,0.20081
468.01,813.45399,776.98367,753.01392,809.1121,874.89419,526.54859,799.69968,,,776.7042,,660.83743,513.16635,402.64971,49.72653,,,,877.19297,792.94632,,279.12313,15.12101,1258.39227,39.57193,452.31166,809.1121,0.20127
469.01,815.08983,778.56898,754.22782,810.5756,875.3916,527.45224,801.27529,,,776.7594,,662.1318,513.42622,402.84055,49.72686,,,,877.63489,794.42917,,279.12354,15.1214,1260.99582,39.57236,452.89148,810.5756,0.20173
470.01,816.72529,780.15386,755.43895,812.03763,875.87997,528.35567,802.85012,,,776.81211,,663.42533,513.68286,403.02896,49.7272,,,,878.06838,795.91063,,279.12389,15.12179,1263.59589,39.57278,453.46905,812.03763,0.20218
471.01,818.36038,781.73833,756.6473,813.49819,876.35947,529.25919,804.42419,,,776.86239,,664.71803,513.93632,403.21495,49.72754,,,,878.4935,797.39069,,279.12419,15.12218,1266.19244,39.5732,454.04438,813.49819,0.20264
472.01,819.99509,783.32239,757.85287,814.95728,876.8302,530.16312,805.99748,,,776.91033,,666.00988,514.18662,403.39856,49.72787,,,,878.91038,798.86936,,279.12446,15.12258,1268.78546,39.57362,454.61746,814.95728,0.2031
473.01,821.62944,784.90603,759.05567,816.41491,877.29225,531.06775,807.57,,,776.95603,,667.3009,514.43379,403.5798,49.72821,,,,879.31915,800.34664,,279.12472,15.12297,1271.37492,39.57405,455.18828,816.41491,0.20356
474.01,823.2634,786.48925,760.25569,817.87107,877.74569,531.97337,809.14174,,,776.99959,,668.59107,514.67785,403.75869,49.72855,,,,879.71989,801.82254,,279.12496,15.12336,1273.96079,39.57446,455.75683,817.87107,0.20402
475.01,824.89697,788.07204,761.45291,819.32574,878.19052,532.88023,810.71268,,,777.0411,,669.88042,514.91883,403.93525,49.72889,,,,880.11269,803.29706,,279.1252,15.12375,1276.54307,39.57482,456.32311,819.32574,0.20447
476.01,826.53016,789.65439,762.64732,820.77892,878.62682,533.78854,812.28282,,,777.08065,,671.16893,515.15679,404.10951,49.72923,,,,880.49761,804.7702,,279.12547,15.12415,1279.12171,39.57515,456.88711,820.77892,0.20493
477.01,828.16298,791.23632,763.8389,822.23059,879.05472,534.69849,813.85217,,,777.11831,,672.45662,515.39175,404.2815,49.72957,,,,880.87474,806.24195,,279.12573,15.12454,1281.69671,39.57547,457.44885,822.23059,0.20539
478.01,829.79542,792.81782,765.02765,823.68076,879.47435,535.6102,815.42071,,,777.15416,,673.74347,515.62374,404.45123,49.7299,,,,881.24419,807.71233,,279.12601,15.12493,1284.26803,39.57579,458.00832,823.68076,0.20585
479.01,831.42748,794.39889,766.21354,825.12941,879.88583,536.52379,816.98845,,,777.18828,,675.02949,515.85279,404.61872,49.7302,,,,881.60611,809.18134,,279.12628,15.12532,1286.83564,39.57611,458.56552,825.12941,0.20631
480.01,833.05915,795.97951,767.39657,826.57653,880.28924,537.43929,818.55536,,,777.22073,,676.31468,516.07893,404.784,49.73048,,,,881.9606,810.64896,,279.12655,15.12572,1289.39952,39.57646,459.12042,826.57653,0.20676
481.01,834.69038,797.55967,768.57672,828.02211,880.68466,538.35673,820.12143,,,777.25159,,677.59905,516.30218,404.94709,49.73074,,,,882.30773,812.11521,,279.12683,15.12611,1291.95963,39.57683,459.67303,828.02211,0.20722
482.01,836.32118,799.13934,769.75397,829.46613,881.07213,539.27608,821.68664,,,777.28094,,678.88259,516.52258,405.108,49.73099,,,,882.64757,813.58008,,279.1271,15.12651,1294.51596,39.57724,460.22334,829.46613,0.20768
483.01,837.95155,800.71854,770.9283,830.9086,881.45172,540.19733,823.251,,,777.30885,,680.16531,516.74017,405.26677,49.73125,,,,882.98015,815.04356,,279.12738,15.1269,1297.06848,39.57766,460.77135,830.9086,0.20814
484.01,839.58149,802.29725,772.0997,832.34951,881.82359,541.1204,824.81452,,,777.33538,,681.44719,516.95497,405.42341,49.73151,,,,883.30559,816.50567,,279.12766,15.12729,1299.61718,39.57809,461.31707,832.34951,0.20859
485.01,841.21101,803.87551,773.26819,833.78888,882.18784,542.04522,826.3772,,,777.36057,,682.72823,517.16702,405.57795,49.73179,,,,883.62404,817.9664,,279.12794,15.12769,1302.16204,39.57851,461.86049,833.78888,0.20905
486.01,842.84012,805.45331,774.43379,835.22675,882.54458,542.97171,827.93908,,,777.38449,,684.00842,517.37635,405.73041,49.73209,,,,883.93562,819.42575,,279.12822,15.12809,1304.70305,39.57894,462.40159,835.22675,0.20951
487.01,844.46881,807.03066,775.59649,836.66311,882.8939,543.89973,829.50014,,,777.40721,,685.28776,517.58298,405.8808,49.73241,,,,884.2404,820.88374,,279.1285,15.12848,1307.24019,39.57937,462.94037,836.66311,0.20997
488.01,846.09708,808.60754,776.7563,838.09795,883.23584,544.82915,831.06038,,,777.42878,,686.56626,517.78694,406.02914,49.73272,,,,884.53849,822.34037,,279.12878,15.12888,1309.77345,39.57979,463.47683,838.09795,0.21042
489.01,847.72493,810.18396,777.9132,839.53126,883.57047,545.7598,832.61979,,,777.44928,,687.84392,517.98826,406.17547,49.73304,,,,884.82997,823.79564,,279.12906,15.12927,1312.30279,39.58022,464.01096,839.53126,0.21088
490.01,849.35238,811.75992,779.06716,840.96304,883.89794,546.69152,834.17837,,,777.46874,,689.12075,518.18698,406.3198,49.73336,,,,885.11497,825.24955,,279.12934,15.12967,1314.8282,39.58065,464.54277,840.96304,0.21133
491.01,850.97943,813.33545,780.21819,842.39329,884.21839,547.62412,835.73614,,,777.48721,,690.39673,518.38313,406.46216,49.73369,,,,885.39359,826.70211,,279.12963,15.13007,1317.34965,39.58107,465.07225,842.39329,0.21179
492.01,852.60608,814.91053,781.36628,843.82201,884.53195,548.55744,837.29308,,,777.50474,,691.67187,518.57675,406.60255,49.73401,,,,885.66595,828.15331,,279.12991,15.13047,1319.86713,39.5815,465.59941,843.82201,0.21224
493.01,854.23234,816.48516,782.51143,845.24919,884.83871,549.49127,838.84918,,,777.52136,,692.94616,518.76785,406.74101,49.73434,,,,885.93214,829.60316,,279.13019,15.13087,1322.3806,39.58193,466.12423,845.24919,0.2127
494.01,855.85818,818.05933,783.65364,846.67482,885.13873,550.42542,840.40445,,,777.53714,,694.21962,518.95647,406.87755,49.73466,,,,886.1923,831.05167,,279.13047,15.13126,1324.89005,39.58235,466.6467,846.67482,0.21315
495.01,857.48359,819.63303,784.79288,848.09888,885.43211,551.3597,841.95886,,,777.55212,,695.49224,519.14262,407.0122,49.73499,,,,886.44654,832.49883,,279.13076,15.13166,1327.39544,39.58278,467.16682,848.09888,0.21361
496.01,859.10859,821.20625,785.92912,849.52137,885.71896,552.2939,843.51241,,,777.56634,,696.76404,519.32635,407.14497,49.73531,,,,886.69494,833.94465,,279.13104,15.13206,1329.89676,39.5832,467.68459,849.52137,0.21406
497.01,860.73316,822.779,787.06235,850.94227,885.99942,553.22782,845.06508,,,777.57983,,698.03501,519.50768,407.27589,49.73564,,,,886.93758,835.38911,,279.13132,15.13246,1332.39398,39.58362,468.20002,850.94227,0.21451
498.01,862.35729,824.35126,788.19255,852.36156,886.27358,554.16129,846.61688,,,777.59264,,699.30514,519.68665,407.40497,49.73597,,,,887.17456,836.83222,,279.13161,15.13286,1334.88706,39.58405,468.7131,852.36156,0.21496
499.01,863.98099,825.92304,789.31971,853.77925,886.54153,555.0941,848.16779,,,777.60479,,700.57444,519.86327,407.53225,49.7363,,,,887.40601,838.27399,,279.13189,15.13326,1337.37599,39.58447,469.22381,853.77925,0.21541
500.01,865.60423,827.49431,790.44384,855.19535,886.80339,556.02609,849.71781,,,777.61631,,701.84289,520.03756,407.65772,49.73662,,,,887.63203,839.7144,,279.13218,15.13366,1339.86073,39.58489,469.73216,855.19535,0.21586
