time,Muttonpulao_02_calories absorbed,Cholebhature_01_calories absorbed,Curdrice_01_calories absorbed,Lemonrice_01_calories absorbed,Pasta_01_calories absorbed,Masaladosa_01_calories absorbed,Vegetable_Biryani_01_calories absorbed,Rapid_starch_01_calories absorbed,Chickenbreast_01_calories absorbed,Rice_01_calories absorbed,Eggwhite_01_calories absorbed,Paneer_01_calories absorbed,Milk_Chocolate_01_calories absorbed,Peanuts_01_calories absorbed,Curd_01_calories absorbed,Glucose_01_calories absorbed,Biscuit_01_calories absorbed,Glucose_02_calories absorbed,Bread_Meal_01_100_calories absorbed,Chickensandwich_01_calories absorbed,Ghee_01_calories absorbed,Apple_Pineapplesalad_01_calories absorbed,Spinach_01_calories absorbed,Bread_meal_02_calories absorbed,Orange_01_calories absorbed,Omelette_01_calories absorbed,Muttonpulao_01_calories absorbed,Arabinose_01_calories absorbed
306.01,544.70204,516.18087,524.73327,554.17214,661.73786,344.0383,535.80318,,,655.81472,,440.57981,412.80159,330.03576,49.67081,,,,674.04886,538.12489,,275.41744,15.05932,807.36287,39.50445,331.04076,554.17214,0.12822
307.01,546.38354,517.8025,526.30541,555.84541,663.74055,345.19759,537.48184,,,657.37964,,442.00048,413.82074,330.7361,49.67177,,,,676.01645,539.74632,,275.54703,15.0597,810.22376,39.50481,331.94379,555.84541,0.12869
308.01,548.06448,519.42417,527.8759,557.5176,665.73777,346.35771,539.15971,,,658.93894,,443.42045,414.83488,331.43427,49.67254,,,,677.97805,541.36536,,275.67308,15.06008,813.08483,39.50521,332.84506,557.5176,0.12915
309.01,549.74486,521.04586,529.44473,559.18869,667.72947,347.51867,540.83676,,,660.49245,,444.83971,415.84399,332.13024,49.67315,,,,679.9336,542.98206,,275.79564,15.06046,815.94606,39.50562,333.74453,559.18869,0.12961
310.01,551.42467,522.66755,531.01188,560.85865,669.71557,348.68045,542.513,,,662.03999,,446.25829,416.84805,332.82397,49.67367,,,,681.88304,544.5965,,275.91475,15.06084,818.80743,39.50603,334.64222,560.85865,0.13007
311.01,553.10394,524.28924,532.57734,562.52747,671.69601,349.84306,544.1884,,,663.58138,,447.67617,417.84703,333.51545,49.67413,,,,683.82629,546.20887,,276.03045,15.06122,821.66891,39.50644,335.53811,562.52747,0.13054
312.01,554.78269,525.91092,534.14108,564.19515,673.67072,351.0065,545.86298,,,665.11649,,449.09336,418.84095,334.20464,49.67459,,,,685.76329,547.81947,,276.14282,15.0616,824.53048,39.50685,336.43223,564.19515,0.131
313.01,556.46092,527.53261,535.70311,565.8617,675.63963,352.17076,547.53675,,,666.64515,,450.50984,419.8298,334.8915,49.67504,,,,687.69396,549.42867,,276.2519,15.06198,827.39212,39.50726,337.32455,565.8617,0.13146
314.01,558.13865,529.15428,537.26342,567.52712,677.6027,353.33584,549.2097,,,668.16722,,451.92561,420.8136,335.576,49.67549,,,,689.61824,551.03687,,276.35776,15.06236,830.25381,39.50767,338.21508,567.52712,0.13192
315.01,559.81588,530.77595,538.82202,569.19143,679.55989,354.50177,550.88186,,,669.68252,,453.34066,421.79232,336.25808,49.67594,,,,691.53607,552.64439,,276.46047,15.06274,833.11553,39.50809,339.1038,569.19143,0.13238
316.01,561.49262,532.39761,540.37893,570.85466,681.51115,355.66853,552.55325,,,671.19088,,454.75497,422.76596,336.93769,49.67638,,,,693.44739,554.25152,,276.56005,15.06312,835.9773,39.5085,339.9907,570.85466,0.13285
317.01,563.1689,534.01926,541.93415,572.51678,683.45642,356.83615,554.22385,,,672.69214,,456.16857,423.73451,337.61481,49.67681,,,,695.35214,555.85846,,276.65657,15.0635,838.83911,39.50892,340.8758,572.51678,0.13331
318.01,564.84476,535.64091,543.48768,574.1778,685.39564,358.00461,555.8937,,,674.18615,,457.58144,424.69799,338.28941,49.67724,,,,697.25021,557.46537,,276.75007,15.06388,841.70094,39.50933,341.75908,574.1778,0.13377
319.01,566.52021,537.26256,545.03949,575.83771,687.32872,359.17392,557.56279,,,675.67277,,458.99359,425.65639,338.96147,49.67767,,,,699.1415,559.07238,,276.84061,15.06426,844.56277,39.50974,342.64057,575.83771,0.13423
320.01,568.19529,538.88423,546.58958,577.4965,689.2556,360.34408,559.23115,,,677.15183,,460.40501,426.60972,339.63095,49.6781,,,,701.02588,560.67956,,276.92827,15.06465,847.42457,39.51016,343.52025,577.4965,0.13468
321.01,569.86999,540.50591,548.13794,579.15419,691.17624,361.51511,560.89879,,,678.62317,,461.81569,427.55799,340.29782,49.67852,,,,702.90321,562.287,,277.01311,15.06503,850.28633,39.51057,344.39811,579.15419,0.13514
322.01,571.54433,542.12759,549.68456,580.81077,693.09055,362.687,562.56572,,,680.08659,,463.22565,428.50117,340.96204,49.67893,,,,704.77335,563.89474,,277.09519,15.06541,853.14802,39.51099,345.27416,580.81077,0.1356
323.01,573.21831,543.74925,551.22944,582.46622,694.99848,363.85975,564.23195,,,681.54193,,464.63489,429.43925,341.62358,49.67935,,,,706.6361,565.50282,,277.17456,15.0658,856.00964,39.5114,346.14839,582.46622,0.13606
324.01,574.89193,545.3709,552.77256,584.12052,696.89993,365.03337,565.89748,,,682.98901,,466.04342,430.37223,342.28242,49.67975,,,,708.49126,567.11126,,277.25127,15.06618,858.87116,39.51181,347.02079,584.12052,0.13651
325.01,576.56524,546.99252,554.31392,585.77368,698.79481,366.20785,567.56232,,,684.42771,,467.45123,431.30011,342.93854,49.68016,,,,710.33862,568.72009,,277.32538,15.06657,861.73257,39.51223,347.89138,585.77368,0.13697
326.01,578.23823,548.61414,555.85349,587.42567,700.68302,367.38318,569.2265,,,685.85786,,468.85833,432.22289,343.59192,49.68056,,,,712.17795,570.32931,,277.39696,15.06695,864.59382,39.51264,348.76015,587.42567,0.13743
327.01,579.91091,550.23573,557.39125,589.07651,702.56445,368.55938,570.89002,,,687.2793,,470.2647,433.14058,344.24253,49.68096,,,,714.00911,571.93895,,277.46608,15.06734,867.45488,39.51306,349.6271,589.07651,0.13788
328.01,581.58327,551.85728,558.92718,590.72617,704.43899,369.73643,572.55288,,,688.69184,,471.67035,434.05315,344.89032,49.68135,,,,715.83203,573.549,,277.53281,15.06772,870.31573,39.51347,350.49222,590.72617,0.13834
329.01,583.25529,553.47876,560.46128,592.37467,706.30651,370.91434,574.2151,,,690.09529,,473.07528,434.96059,345.53526,49.68175,,,,717.64672,575.15946,,277.59719,15.06811,873.17635,39.51389,351.3555,592.37467,0.13879
330.01,584.92698,555.10016,561.99355,594.02199,708.16684,372.09309,575.87667,,,691.4895,,474.47949,435.86288,346.17733,49.68213,,,,719.45322,576.77032,,277.65927,15.06849,876.03673,39.5143,352.21694,594.02199,0.13924
331.01,586.59835,556.72148,563.52399,595.66812,710.0198,373.2727,577.53761,,,692.87433,,475.88297,436.76003,346.81651,49.68252,,,,721.25162,578.38155,,277.7191,15.06888,878.89684,39.51472,353.07653,595.66812,0.1397
332.01,588.26941,558.34274,565.05259,597.31309,711.86516,374.45315,579.19794,,,694.24966,,477.28573,437.65204,347.45275,49.6829,,,,723.04199,579.99313,,277.77675,15.06927,881.75667,39.51513,353.93429,597.31309,0.14013
333.01,589.94019,559.96396,566.57938,598.95692,713.70273,375.63446,580.85771,,,695.61537,,478.68773,438.53895,348.08604,49.68328,,,,724.82436,581.60504,,277.83228,15.06965,884.61622,39.51555,354.7902,598.95692,0.14051
334.01,591.61072,561.58513,568.10434,600.59962,715.5323,376.81664,582.51693,,,696.9713,,480.08898,439.42074,348.71634,49.68365,,,,726.59881,583.21724,,277.88575,15.07004,887.47547,39.51596,355.64426,600.59962,0.14087
335.01,593.28098,563.20625,569.62749,602.24118,717.35373,377.99968,584.1756,,,698.31727,,481.48948,440.29742,349.34361,49.68403,,,,728.36535,584.82972,,277.93721,15.07043,890.3344,39.51638,356.49647,602.24118,0.14121
336.01,594.95099,564.82731,571.1488,603.88161,719.16695,379.18359,585.83371,,,699.65312,,482.88923,441.16897,349.96783,49.6844,,,,730.12405,586.44245,,277.98672,15.07082,893.193,39.51679,357.34682,603.88161,0.14155
337.01,596.62074,566.4483,572.66827,605.52087,720.97193,380.36836,587.49127,,,700.97873,,484.28825,442.03538,350.58898,49.68476,,,,731.87492,588.0554,,278.03433,15.0712,896.05124,39.51721,358.19531,605.52087,0.14191
338.01,598.29027,568.06923,574.18591,607.15897,722.76873,381.554,589.14828,,,702.29396,,485.68652,442.89666,351.20705,49.68513,,,,733.61795,589.66853,,278.08008,15.07159,898.90911,39.51763,359.04194,607.15897,0.14228
339.01,599.95958,569.6901,575.70168,608.7959,724.55737,382.74049,590.80476,,,703.59872,,487.08406,443.75284,351.82202,49.68549,,,,735.35312,591.28182,,278.12405,15.07198,901.76657,39.51804,359.88673,608.7959,0.1427
340.01,601.6287,571.31093,577.21557,610.43165,726.33795,383.92784,592.46072,,,704.89285,,488.48084,444.6039,352.43387,49.68585,,,,737.08037,592.89523,,278.16629,15.07237,904.62362,39.51846,360.72967,610.43165,0.14316
341.01,603.29762,572.93169,578.72759,612.06624,728.11051,385.11606,594.11614,,,706.17619,,489.87689,445.44986,353.04256,49.68621,,,,738.79966,594.50873,,278.20686,15.07275,907.4802,39.51888,361.57074,612.06624,0.14362
342.01,604.96632,574.55238,580.23771,613.69966,729.87514,386.30513,595.77104,,,707.44858,,491.27219,446.29069,353.64808,49.68657,,,,740.51095,596.1223,,278.2458,15.07314,910.33632,39.5193,362.40995,613.69966,0.14408
343.01,606.6348,576.17296,581.74593,615.33187,731.63185,387.49505,597.4254,,,708.70989,,492.66676,447.12638,354.2504,49.68692,,,,742.21417,597.73589,,278.28317,15.07353,913.19193,39.51972,363.24729,615.33187,0.14455
344.01,608.30307,577.79345,583.25222,616.96287,733.38064,388.68581,599.0792,,,709.95999,,494.0606,447.95692,354.84952,49.68727,,,,743.90926,599.34948,,278.31902,15.07392,916.04702,39.52014,364.08275,616.96287,0.14502
345.01,609.97113,579.41382,584.75657,618.59265,735.12152,389.8774,600.73244,,,711.19878,,495.45371,448.78233,355.44542,49.68762,,,,745.59611,600.96302,,278.35339,15.07431,918.90156,39.52056,364.91635,618.59265,0.14549
346.01,611.63898,581.03408,586.25897,620.22119,736.85447,391.06981,602.38514,,,712.42616,,496.84607,449.60261,356.03808,49.68797,,,,747.27465,602.57648,,278.38635,15.07469,921.75551,39.52097,365.74807,620.22119,0.14595
347.01,613.30661,582.65423,587.75939,621.84852,738.57948,392.26303,604.03731,,,713.64198,,498.23769,450.41775,356.62749,49.68831,,,,748.94477,604.18984,,278.41794,15.07508,924.60884,39.52139,366.57793,621.84852,0.14642
348.01,614.97402,584.27424,589.25786,623.47465,740.29653,393.45707,605.68893,,,714.84611,,499.62856,451.22776,357.21359,49.68866,,,,750.60644,605.80304,,278.44821,15.07547,927.46155,39.52182,367.40589,623.47465,0.14689
349.01,616.64119,585.89413,590.75438,625.09958,742.00561,394.65192,607.34004,,,716.03843,,501.01867,452.03263,357.79637,49.689,,,,752.25959,607.41605,,278.4772,15.07586,930.31362,39.52224,368.23195,625.09958,0.14736
350.01,618.30814,587.51388,592.24897,626.72333,743.70666,395.84759,608.99063,,,717.21886,,502.40802,452.83234,358.37582,49.68934,,,,753.90419,609.02882,,278.50495,15.07624,933.16505,39.52266,369.05612,626.72333,0.14782
351.01,619.97491,589.13351,593.74162,628.34588,745.39961,397.04406,610.64071,,,718.38735,,503.79661,453.62692,358.95192,49.68968,,,,755.54016,610.64133,,278.53151,15.07663,936.01582,39.52308,369.8784,628.34588,0.14829
352.01,621.64149,590.75303,595.23233,629.96725,747.08436,398.24134,612.29029,,,719.54383,,505.18444,454.41639,359.52465,49.69002,,,,757.16742,612.25354,,278.55692,15.07702,938.86591,39.5235,370.69879,629.96725,0.14875
353.01,623.30791,592.37245,596.72108,631.58742,748.76085,399.43942,613.93937,,,720.6882,,506.5715,455.20075,360.09402,49.69035,,,,758.7859,613.86543,,278.58124,15.0774,941.7153,39.52392,371.51729,631.58742,0.14921
354.01,624.97416,593.99176,598.20786,633.20641,750.42901,400.63829,615.58797,,,721.82033,,507.95779,455.98,360.65999,49.69069,,,,760.39553,615.47696,,278.6045,15.07779,944.56394,39.52435,372.3339,633.20641,0.14968
355.01,626.64024,595.61095,599.69268,634.82421,752.08879,401.83796,617.23606,,,722.9401,,509.34332,456.75414,361.22255,49.69102,,,,761.99626,617.08812,,278.62674,15.07818,947.41183,39.52477,373.14861,634.82421,0.15014
356.01,628.30614,597.23001,601.17553,636.44079,753.74012,403.0384,618.88365,,,724.04744,,510.7281,457.52316,361.78168,49.69136,,,,763.58805,618.69888,,278.648,15.07856,950.25895,39.52519,373.96141,636.44079,0.1506
357.01,629.97187,598.84893,602.65639,638.05615,755.3829,404.23961,620.53073,,,725.14229,,512.11212,458.28705,362.33738,49.69169,,,,765.17084,620.30921,,278.66832,15.0789,953.10527,39.52561,374.77231,638.05615,0.15106
358.01,631.63745,600.46772,604.13526,639.67027,757.01704,405.44157,622.17729,,,726.22462,,513.49538,459.04583,362.88964,49.69202,,,,766.74457,621.91909,,278.68774,15.07921,955.95077,39.52604,375.5813,639.67027,0.15152
359.01,633.30287,602.08639,605.61211,641.28315,758.64246,406.64428,623.82335,,,727.29437,,514.8779,459.79952,363.43847,49.69235,,,,768.30914,623.5285,,278.70629,15.0795,958.79542,39.52646,376.38841,641.28315,0.15198
360.01,634.96814,603.70492,607.08693,642.89477,760.25909,407.84771,625.46889,,,728.35144,,516.25965,460.54811,363.98384,49.69268,,,,769.86448,625.13741,,278.72402,15.07979,961.63918,39.52689,377.19361,642.89477,0.15244
361.01,636.63323,605.3233,608.55971,644.50512,761.86688,409.05185,627.1139,,,729.39571,,517.64064,461.2916,364.52573,49.69301,,,,771.41054,626.74581,,278.74095,15.08009,964.48203,39.52731,377.99689,644.50512,0.1529
362.01,638.29814,606.9415,610.03043,646.11419,763.46576,410.25669,628.75838,,,730.42709,,519.02088,462.02998,365.06414,49.69333,,,,772.94728,628.35368,,278.75713,15.08039,967.32392,39.52773,378.79826,646.11419,0.15336
363.01,639.96283,608.55951,611.49908,647.72193,765.05566,411.46219,630.40231,,,731.44555,,520.40037,462.76322,365.59905,49.69366,,,,774.47465,629.96099,,278.77258,15.08072,970.16486,39.52816,379.5977,647.72193,0.15382
364.01,641.62732,610.17733,612.96565,649.32834,766.6365,412.66835,632.04568,,,732.4511,,521.7791,463.49134,366.13047,49.69398,,,,775.9926,631.56772,,278.78733,15.08109,973.0048,39.52858,380.39521,649.32834,0.15428
365.01,643.29161,611.79496,614.43015,650.93342,768.20821,413.87513,633.68852,,,733.44371,,523.15708,464.21437,366.65839,49.69431,,,,777.50105,633.17384,,278.80141,15.08146,975.84373,39.52901,381.19081,650.93342,0.15474
366.01,644.95571,613.41241,615.89258,652.53718,769.77073,415.08254,635.33084,,,734.42337,,524.53428,464.9323,367.18279,49.69463,,,,778.99993,634.77933,,278.81486,15.08184,978.68164,39.52943,381.98448,652.53718,0.15519
367.01,646.61963,615.0297,617.35294,654.13964,771.32404,416.29056,636.97266,,,735.39001,,525.9107,465.64516,367.70365,49.69496,,,,780.48923,636.38417,,278.8277,15.08222,981.5185,39.52986,382.77622,654.13964,0.15565
368.01,648.28337,616.64682,618.81126,655.74079,772.86811,417.49918,638.61397,,,736.34357,,527.28633,466.35293,368.22096,49.69528,,,,781.96891,637.98834,,278.83995,15.0826,984.35431,39.53028,383.56601,655.74079,0.15611
369.01,649.94693,618.26375,620.26752,657.34064,774.40289,418.70838,640.25477,,,737.28402,,528.66118,467.05562,368.73472,49.6956,,,,783.43896,639.59182,,278.85165,15.08298,987.18905,39.53071,384.35387,657.34064,0.15657
370.01,651.6103,619.8805,621.72171,658.93915,775.92831,419.91814,641.89506,,,738.2114,,530.03526,467.75322,369.24492,49.69592,,,,784.89932,641.19459,,278.86282,15.08336,990.02268,39.53113,385.13978,658.93915,0.15703
371.01,653.2735,621.49708,623.17383,660.53634,777.44428,421.12842,643.53482,,,739.12575,,531.40856,468.44576,369.75156,49.69624,,,,786.34993,642.79664,,278.87348,15.08375,992.8552,39.53156,385.92375,660.53634,0.15748
372.01,654.93654,623.11348,624.62386,662.13218,778.95074,422.3392,645.17407,,,740.02708,,532.78109,469.13324,370.25466,49.69656,,,,787.79072,644.39795,,278.88365,15.08413,995.68656,39.53198,386.70579,662.13218,0.15794
373.01,656.59943,624.72972,626.07179,663.72669,780.44765,423.55046,646.81282,,,740.91534,,534.15284,469.81568,370.75419,49.69688,,,,789.22163,645.99851,,278.89337,15.08451,998.51675,39.53241,387.4859,663.72669,0.1584
374.01,658.26216,626.34579,627.51762,665.31986,781.93498,424.76216,648.45104,,,741.79048,,535.52382,470.49308,371.25016,49.6972,,,,790.64262,647.59831,,278.90265,15.08489,1001.34574,39.53283,388.26406,665.31986,0.15886
375.01,659.92472,627.96167,628.96134,666.9117,783.4127,425.97427,650.08875,,,742.65247,,536.89401,471.16544,371.74255,49.69752,,,,792.05368,649.19734,,278.9115,15.08528,1004.1735,39.53325,389.04026,666.9117,0.15932
376.01,661.58709,629.57734,630.40293,668.50219,784.88073,427.18676,651.72591,,,743.50137,,538.26344,471.83273,372.23136,49.69784,,,,793.45477,650.79557,,278.91996,15.08566,1007.0,39.53368,389.81451,668.50219,0.15978
377.01,663.24928,631.19281,631.84239,670.09131,786.33899,428.39957,653.36253,,,744.33723,,539.63211,472.49498,372.7166,49.69816,,,,794.84583,652.39299,,278.92804,15.08604,1009.82523,39.5341,390.5868,670.09131,0.16023
378.01,664.91129,632.80806,633.27968,671.67907,787.7874,429.61266,654.99858,,,745.16008,,541.00001,473.1522,373.19827,49.69848,,,,796.22678,653.9896,,278.93575,15.08642,1012.64914,39.53452,391.35715,671.67907,0.16069
379.01,666.57311,634.4231,634.71479,673.26545,789.22591,430.82598,656.63408,,,745.96993,,542.36714,473.80438,373.67638,49.69879,,,,797.59754,655.58537,,278.94312,15.08681,1015.4717,39.53494,392.12554,673.26545,0.16115
380.01,668.23474,636.03791,636.14771,674.85047,790.65447,432.03948,658.26901,,,746.76674,,543.73349,474.45153,374.15092,49.69911,,,,798.95808,657.18029,,278.95017,15.08719,1018.29289,39.53537,392.89198,674.85047,0.16161
381.01,669.89615,637.65249,637.57843,676.43414,792.07308,433.25311,659.90337,,,747.55049,,545.09907,475.09364,374.62188,49.69943,,,,800.30837,658.77435,,278.9569,15.08757,1021.11268,39.53579,393.65645,676.43414,0.16207
382.01,671.55731,639.26681,639.00697,678.01647,793.4817,434.46681,661.53717,,,748.32124,,546.46387,475.7307,375.08924,49.69975,,,,801.64841,660.36752,,278.96333,15.08795,1023.93104,39.53621,394.41893,678.01647,0.16253
383.01,673.21825,640.88088,640.43333,679.59747,794.88026,435.68053,663.1704,,,749.07907,,547.82788,476.36272,375.55302,49.70006,,,,802.97818,661.9598,,278.96948,15.08834,1026.74798,39.53663,395.17944,679.59747,0.16299
384.01,674.87898,642.49472,641.85752,681.17716,796.26872,436.89422,664.80309,,,749.8241,,549.19111,476.98973,376.01321,49.70038,,,,804.29764,663.55115,,278.97536,15.08872,1029.56348,39.53705,395.93798,681.17716,0.16345
385.01,676.53952,644.10833,643.27954,682.75555,797.64701,438.10782,666.43523,,,750.55638,,550.55355,477.61175,376.46983,49.7007,,,,805.60672,665.14156,,278.98098,15.0891,1032.37751,39.53747,396.69454,682.75555,0.16391
386.01,678.19987,645.72173,644.69937,684.33265,799.01512,439.32125,668.06684,,,751.27593,,551.91518,478.2288,376.92287,49.70101,,,,806.90538,666.73103,,278.98636,15.08948,1035.19006,39.53789,397.44913,684.33265,0.16437
387.01,679.86003,647.33492,646.11702,685.90847,800.37303,440.53445,669.69791,,,751.98273,,553.27602,478.84087,377.37232,49.70133,,,,808.19361,668.31954,,278.99151,15.08987,1038.00108,39.5383,398.20173,685.90847,0.16483
388.01,681.51999,648.94788,647.53248,687.48301,801.72074,441.74732,671.32844,,,752.67685,,554.63607,479.44796,377.81819,49.70165,,,,809.4714,669.90708,,278.99643,15.09025,1040.81057,39.53866,398.95235,687.48301,0.16529
389.01,683.17975,650.56059,648.94575,689.05626,803.05818,442.95977,672.95841,,,753.35837,,555.99532,480.05006,378.26047,49.70196,,,,810.73874,671.49364,,279.00115,15.09063,1043.6185,39.53899,399.70098,689.05626,0.16575
390.01,684.8393,652.17307,650.35682,690.62821,804.38529,444.17172,674.58781,,,754.02742,,557.3538,480.64718,378.69919,49.70228,,,,811.9956,673.07921,,279.00567,15.09102,1046.42484,39.53931,400.44762,690.62821,0.16621
391.01,686.49866,653.78532,651.76566,692.19886,805.702,445.38304,676.21665,,,754.68409,,558.71149,481.23935,379.13435,49.70259,,,,813.24191,674.66377,,279.00999,15.0914,1049.22957,39.53963,401.19227,692.19886,0.16667
392.01,688.15784,655.39734,653.17228,693.7682,807.00827,446.59362,677.84493,,,755.32846,,560.06839,481.82659,379.56595,49.70287,,,,814.47759,676.24732,,279.01414,15.09178,1052.03266,39.53995,401.93494,693.7682,0.16713
393.01,689.81682,657.00913,654.57665,695.33625,808.30409,447.80335,679.47263,,,755.96052,,561.42451,482.40892,379.99399,49.70312,,,,815.70264,677.82984,,279.01811,15.09217,1054.83408,39.54029,402.67561,695.33625,0.16759
394.01,691.47561,658.62067,655.97876,696.903,809.58946,449.01207,681.09976,,,756.58029,,562.77983,482.98633,380.41847,49.70336,,,,816.91704,679.41132,,279.02192,15.09255,1057.63379,39.54067,403.41429,696.903,0.16805
395.01,693.13417,660.23194,657.37861,698.46844,810.86432,450.21965,682.7263,,,757.18788,,564.13438,483.55881,380.83939,49.7036,,,,818.1208,680.99176,,279.02558,15.09294,1060.43178,39.54107,404.15095,698.46844,0.16851
396.01,694.79248,661.84292,658.77616,700.03254,812.12862,451.42592,684.35222,,,757.78341,,565.48814,484.12637,381.25675,49.70384,,,,819.31388,682.57113,,279.02909,15.09332,1063.228,39.54149,404.8856,700.03254,0.16897
397.01,696.45054,663.45362,660.17142,701.59531,813.38228,452.6307,685.97751,,,758.367,,566.84113,484.68902,381.67056,49.70408,,,,820.49624,684.14942,,279.03245,15.09371,1066.02243,39.54191,405.61825,701.59531,0.16943
398.01,698.10836,665.06402,661.56437,703.15674,814.62525,453.83382,687.6022,,,758.93874,,568.19333,485.24677,382.08083,49.70434,,,,821.66781,685.72662,,279.03569,15.0941,1068.81506,39.54233,406.34888,703.15674,0.16989
399.01,699.76593,666.67414,662.955,704.71686,815.85753,455.03509,689.22627,,,759.4987,,569.54474,485.79965,382.48758,49.70462,,,,822.82854,687.30272,,279.03879,15.09448,1071.60584,39.54275,407.0775,704.71686,0.17035
400.01,701.42325,668.28399,664.34334,706.27567,817.07914,456.23432,690.84975,,,760.04689,,570.89535,486.34766,382.89079,49.70491,,,,823.97846,688.8777,,279.04177,15.09487,1074.39478,39.54317,407.80411,706.27567,0.1708
401.01,703.08033,669.89356,665.72939,707.83321,818.2901,457.4313,692.47265,,,760.5834,,572.24514,486.89082,383.29046,49.7052,,,,825.11763,690.45154,,279.04464,15.09526,1077.18185,39.54359,408.52868,707.83321,0.17126
402.01,704.73716,671.50284,667.11317,709.38948,819.49038,458.62582,694.09496,,,761.10839,,573.59414,487.42912,383.6866,49.7055,,,,826.24605,692.02424,,279.0474,15.09565,1079.96705,39.54402,409.25121,709.38948,0.17172
403.01,706.39375,673.11185,668.49466,710.94445,820.67991,459.81765,695.71667,,,761.622,,574.94233,487.96258,384.07923,49.70579,,,,827.36369,693.59579,,279.05005,15.09604,1082.75034,39.54444,409.97172,710.94445,0.17218
404.01,708.0501,674.72057,669.87385,712.49814,821.85864,461.00653,697.33778,,,762.12426,,576.28972,488.49123,384.46835,49.70609,,,,828.47051,695.16617,,279.05261,15.09642,1085.5317,39.54486,410.69019,712.49814,0.17264
405.01,709.70622,676.32903,671.25073,714.05052,823.02656,462.19223,698.95831,,,762.61516,,577.6363,489.01509,384.85398,49.70639,,,,829.56644,696.73538,,279.05507,15.09681,1088.31111,39.54528,411.40664,714.05052,0.17309
406.01,711.36213,677.93723,672.6253,715.60162,824.18368,463.37449,700.57824,,,763.09473,,578.98209,489.53418,385.23612,49.70669,,,,830.6515,698.30341,,279.05743,15.0972,1091.08854,39.5457,412.12106,715.60162,0.17355
407.01,713.01781,679.54516,673.99755,717.15142,825.33002,464.55305,702.19758,,,763.56306,,580.32706,490.04851,385.61477,49.70699,,,,831.72572,699.87025,,279.05972,15.09759,1093.86396,39.54613,412.83344,717.15142,0.174
408.01,714.67325,681.15281,675.36747,718.69993,826.46557,465.72767,703.81631,,,764.02034,,581.67124,490.55809,385.98995,49.70729,,,,832.78911,701.4359,,279.06191,15.09798,1096.63735,39.54655,413.54378,718.69993,0.17446
409.01,716.32844,682.76016,676.73506,720.24712,827.59029,466.89809,705.43443,,,764.46681,,583.01462,491.0629,386.36166,49.70759,,,,833.84169,703.00034,,279.06404,15.09838,1099.40868,39.54697,414.25207,720.24712,0.17491
410.01,717.98339,684.36722,678.10029,721.79299,828.7041,468.06407,707.05191,,,764.90266,,584.3572,491.56299,386.72992,49.7079,,,,834.88341,704.56356,,279.06608,15.09877,1102.17793,39.54739,414.95831,721.79299,0.17537
411.01,719.63809,685.97399,679.46316,723.33752,829.80696,469.22538,708.66877,,,765.32799,,585.699,492.05836,387.09475,49.7082,,,,835.91421,706.12556,,279.06806,15.09916,1104.94506,39.54781,415.66251,723.33752,0.17582
412.01,721.29255,687.58045,680.82363,724.88071,830.8989,470.38178,710.28498,,,765.74285,,587.04,492.54904,387.45615,49.70851,,,,836.93406,707.68633,,279.06996,15.09955,1107.71005,39.54823,416.36466,724.88071,0.17628
413.01,722.94674,689.1866,682.18169,726.42255,831.97992,471.53307,711.90055,,,766.14728,,588.3802,493.03504,387.81413,49.70881,,,,837.94298,709.24585,,279.0718,15.09994,1110.47285,39.54865,417.06477,726.42255,0.17673
414.01,724.60066,690.79243,683.53734,727.96304,833.05003,472.67905,713.51546,,,766.54137,,589.7196,493.51637,388.1687,49.70912,,,,838.94101,710.80413,,279.07358,15.10034,1113.23345,39.54907,417.76281,727.96304,0.17718
415.01,726.25426,692.39792,684.89058,729.50218,834.10923,473.81954,715.1297,,,766.92531,,591.0582,493.99303,388.51986,49.70942,,,,839.92816,712.36115,,279.07531,15.10073,1115.99181,39.54949,418.45878,729.50218,0.17763
416.01,727.90756,694.00306,686.2414,731.03996,835.15745,474.95436,716.74328,,,767.29935,,592.39601,494.46503,388.86764,49.70973,,,,840.90445,713.91689,,279.07697,15.10112,1118.74793,39.5499,419.15268,731.03996,0.17808
417.01,729.56056,695.60785,687.5898,732.5764,836.19464,476.08338,718.3562,,,767.66363,,593.73301,494.9324,389.21204,49.71004,,,,841.86982,715.47134,,279.07858,15.10152,1121.50178,39.55032,419.84451,732.5764,0.17853
418.01,731.21329,697.21234,688.9358,734.11152,837.22086,477.20646,719.96848,,,768.01831,,595.0692,495.39517,389.55308,49.71035,,,,842.82426,717.02451,,279.08014,15.10191,1124.25336,39.55074,420.53427,734.11152,0.17898
419.01,732.86575,698.81651,690.27939,735.64532,838.23614,478.32348,721.58014,,,768.36344,,596.40456,495.85337,389.89076,49.71066,,,,843.76778,718.57638,,279.08165,15.10231,1127.00264,39.55116,421.22196,735.64532,0.17942
420.01,734.51794,700.42038,691.62057,737.17782,839.24052,479.43435,723.19117,,,768.69912,,597.7391,496.30702,390.22509,49.71097,,,,844.70041,720.12694,,279.08311,15.1027,1129.74959,39.55158,421.90757,737.17782,0.1798
421.01,736.16986,702.02394,692.95935,738.70901,840.23402,480.53895,724.80156,,,769.02551,,599.07282,496.75613,390.55609,49.71128,,,,845.62215,721.6762,,279.08453,15.10309,1132.4942,39.552,422.5911,738.70901,0.18015
