time,Muttonpulao_02_Ghrelin,Cholebhature_01_Ghrelin,Curdrice_01_Ghrelin,Lemonrice_01_Ghrelin,Pasta_01_Ghrelin,Masaladosa_01_Ghrelin,Vegetable_Biryani_01_Ghrelin,Rapid_starch_01_Ghrelin,Chickenbreast_01_Ghrelin,Rice_01_Ghrelin,Eggwhite_01_Ghrelin,Paneer_01_Ghrelin,Milk_Chocolate_01_Ghrelin,Peanuts_01_Ghrelin,Curd_01_Ghrelin,Glucose_01_Ghrelin,Biscuit_01_Ghrelin,Glucose_02_Ghrelin,Bread_Meal_01_100_Ghrelin,Chickensandwich_01_Ghrelin,Ghee_01_Ghrelin,Apple_Pineapplesalad_01_Ghrelin,Spinach_01_Ghrelin,Bread_meal_02_Ghrelin,Orange_01_Ghrelin,Omelette_01_Ghrelin,Muttonpulao_01_Ghrelin,Arabinose_01_Ghrelin
417.01,0.0,0.0,1e-05,0.0,0.56849,0.0,0.0,,,5.19554,,0.0,1.34087,1.83089,14.51103,,,,0.7218,0.0,,14.21651,14.52428,1e-05,14.51231,0.00039,0.0,14.52201
418.01,0.0,0.0,1e-05,0.0,0.58884,0.0,0.0,,,5.29523,,0.0,1.37093,1.87289,14.5117,,,,0.74605,0.0,,14.22644,14.5243,1e-05,14.51342,0.00041,0.0,14.522
419.01,0.0,0.0,1e-05,0.0,0.60977,0.0,0.0,,,5.39585,,0.0,1.40153,1.91566,14.51231,,,,0.77096,0.0,,14.23589,14.52432,1e-05,14.51442,0.00043,0.0,14.52199
420.01,0.0,0.0,1e-05,0.0,0.63129,0.0,0.0,,,5.49739,,0.0,1.43265,1.95921,14.51287,,,,0.79655,0.0,,14.24489,14.52434,1e-05,14.51534,0.00045,0.0,14.52235
421.01,0.0,0.0,1e-05,0.0,0.65342,0.0,0.0,,,5.59976,,0.0,1.46431,2.00354,14.51338,,,,0.82284,0.0,,14.25344,14.52435,1e-05,14.51616,0.00047,0.0,14.52341
422.01,0.0,0.0,1e-05,0.0,0.67617,0.0,0.0,,,5.70291,,0.0,1.49651,2.04868,14.51384,,,,0.84982,0.0,,14.26157,14.52436,1e-05,14.51691,0.00049,0.0,14.52425
423.01,0.0,0.0,1e-05,0.0,0.69957,0.0,0.0,,,5.80677,,0.0,1.52927,2.09462,14.51426,,,,0.87752,0.0,,14.26929,14.52437,1e-05,14.51759,0.00051,0.0,14.5237
424.01,0.0,0.0,1e-05,0.0,0.72364,0.0,0.0,,,5.9113,,0.0,1.56259,2.14139,14.51464,,,,0.90595,0.0,,14.2766,14.52438,1e-05,14.51819,0.00054,0.0,14.52129
425.01,0.0,0.0,1e-05,0.0,0.74836,0.0,0.0,,,6.01645,,0.0,1.59648,2.18897,14.51497,,,,0.93511,0.0,,14.28354,14.52439,1e-05,14.51874,0.00056,0.0,14.51717
426.01,0.0,0.0,1e-05,0.0,0.77376,0.0,0.0,,,6.12223,,0.0,1.63092,2.23736,14.51527,,,,0.965,0.0,,14.29011,14.5244,1e-05,14.51922,0.00059,0.0,14.51175
427.01,0.0,0.0,1e-05,0.0,0.79984,0.0,0.0,,,6.22859,,0.0,1.66593,2.28658,14.51554,,,,0.99565,0.0,,14.29633,14.52441,1e-05,14.51966,0.00061,0.0,14.5049
428.01,0.0,0.0,1e-05,0.0,0.82665,0.0,0.0,,,6.33545,,0.0,1.70151,2.33664,14.51577,,,,1.02706,0.0,,14.3022,14.52444,1e-05,14.52005,0.00064,0.0,14.49674
429.01,0.0,0.0,1e-05,0.0,0.85418,1e-05,0.0,,,6.44277,,0.0,1.73767,2.38753,14.51597,,,,1.05925,0.0,,14.30775,14.52448,1e-05,14.5204,0.00067,0.0,14.48885
430.01,0.0,0.0,1e-05,0.0,0.88243,1e-05,0.0,,,6.55046,,0.0,1.77443,2.43927,14.51614,,,,1.09222,0.0,,14.31299,14.52454,1e-05,14.5207,0.0007,0.0,14.48261
431.01,0.0,0.0,1e-05,0.0,0.91137,1e-05,0.0,,,6.65843,,0.0,1.81177,2.49185,14.51628,,,,1.12597,0.0,,14.31792,14.5246,1e-05,14.52098,0.00073,0.0,14.47852
432.01,0.0,0.0,1e-05,0.0,0.94099,1e-05,0.0,,,6.76658,,0.0,1.8497,2.54527,14.5164,,,,1.16048,0.0,,14.32257,14.52466,1e-05,14.52122,0.00077,0.0,14.47649
433.01,0.0,0.0,1e-05,0.0,0.97129,1e-05,0.0,,,6.87486,,0.0,1.88821,2.59953,14.51651,,,,1.19572,0.0,,14.32695,14.52472,1e-05,14.52144,0.0008,0.0,14.47614
434.01,0.0,0.0,1e-05,0.0,1.00226,1e-05,0.0,,,6.98319,,0.0,1.92731,2.65462,14.51659,,,,1.23169,0.0,,14.33106,14.52477,1e-05,14.52164,0.00084,0.0,14.47702
435.01,0.0,0.0,1e-05,0.0,1.03394,1e-05,0.0,,,7.09157,,0.0,1.967,2.71056,14.51666,,,,1.2684,0.0,,14.33493,14.52482,2e-05,14.52182,0.00088,0.0,14.47875
436.01,0.0,0.0,2e-05,0.0,1.06644,1e-05,0.0,,,7.20019,,0.0,2.00733,2.76738,14.51672,,,,1.30596,0.0,,14.33855,14.52486,2e-05,14.52197,0.00092,0.0,14.48103
437.01,0.0,0.0,2e-05,0.0,1.09976,1e-05,0.0,,,7.30898,,0.0,2.04828,2.82507,14.51676,,,,1.34442,0.0,,14.34195,14.52489,2e-05,14.52212,0.00096,0.0,14.48366
438.01,0.0,0.0,2e-05,0.0,1.1339,1e-05,0.0,,,7.41783,,0.0,2.08987,2.88363,14.5168,,,,1.38378,0.0,,14.34513,14.52491,2e-05,14.52224,0.001,0.0,14.48647
439.01,0.0,0.0,2e-05,0.0,1.16886,1e-05,0.0,,,7.52669,,0.0,2.13209,2.94304,14.51682,,,,1.42404,0.0,,14.34811,14.52491,2e-05,14.52236,0.00104,0.0,14.48933
440.01,0.0,0.0,2e-05,0.0,1.20465,1e-05,0.0,,,7.63555,,0.0,2.17495,3.00331,14.51684,,,,1.4652,0.0,,14.35089,14.5249,2e-05,14.52246,0.00109,0.0,14.49214
441.01,0.0,0.0,2e-05,0.0,1.24128,1e-05,0.0,,,7.74441,,0.0,2.21844,3.06444,14.51686,,,,1.50725,0.0,,14.35349,14.52489,2e-05,14.52256,0.00114,0.0,14.49483
442.01,0.0,0.0,2e-05,0.0,1.27878,1e-05,0.0,,,7.85321,,0.0,2.26259,3.12644,14.51688,,,,1.5502,0.0,,14.35592,14.52487,2e-05,14.52264,0.00119,0.0,14.49736
443.01,0.0,0.0,2e-05,0.0,1.31719,1e-05,0.0,,,7.96188,,0.0,2.30739,3.18931,14.51689,,,,1.5941,0.0,,14.35818,14.52484,2e-05,14.52272,0.00125,0.0,14.49971
444.01,0.0,0.0,2e-05,0.0,1.3565,1e-05,0.0,,,8.07029,,0.0,2.35287,3.25306,14.51691,,,,1.63896,0.0,,14.36029,14.52502,2e-05,14.52279,0.0013,0.0,14.50189
445.01,0.0,0.0,2e-05,0.0,1.3967,1e-05,0.0,,,8.17839,,0.0,2.39901,3.31766,14.51692,,,,1.6848,0.0,,14.36225,14.52597,3e-05,14.52286,0.00136,0.0,14.50391
446.01,0.0,0.0,3e-05,0.0,1.43781,1e-05,0.0,,,8.28619,,0.0,2.44582,3.38312,14.51693,,,,1.7316,0.0,,14.36408,14.52722,3e-05,14.52291,0.00142,0.0,14.50576
447.01,0.0,0.0,3e-05,0.0,1.47977,1e-05,0.0,,,8.39361,,0.0,2.4933,3.44943,14.51694,,,,1.77931,0.0,,14.36578,14.52774,3e-05,14.52297,0.00148,0.0,14.50744
448.01,0.0,0.0,3e-05,0.0,1.52259,1e-05,0.0,,,8.50058,,0.0,2.54146,3.51659,14.51696,,,,1.8279,0.0,,14.36737,14.52694,3e-05,14.52302,0.00155,0.0,14.50897
449.01,0.0,0.0,3e-05,0.0,1.5663,1e-05,0.0,,,8.607,,0.0,2.59028,3.58461,14.51697,,,,1.87738,0.0,,14.36884,14.52475,3e-05,14.52306,0.00162,0.0,14.51036
450.01,0.0,0.0,3e-05,0.0,1.6109,1e-05,0.0,,,8.71276,,0.0,2.63978,3.6535,14.51699,,,,1.92779,0.0,,14.37021,14.52145,3e-05,14.5231,0.00169,0.0,14.51161
451.01,0.0,0.0,3e-05,0.0,1.65635,2e-05,0.0,,,8.81777,,0.0,2.68996,3.72323,14.51701,,,,1.9791,0.0,,14.37149,14.51707,4e-05,14.52313,0.00176,0.0,14.51273
452.01,0.0,0.0,3e-05,0.0,1.70265,2e-05,0.0,,,8.92209,,0.0,2.74082,3.7938,14.51703,,,,2.03133,0.0,,14.37269,14.51137,4e-05,14.52316,0.00184,0.0,14.51375
453.01,0.0,0.0,4e-05,0.0,1.74991,2e-05,0.0,,,9.02587,,0.0,2.79238,3.86521,14.51706,,,,2.08457,0.0,,14.37383,14.50537,4e-05,14.52319,0.00192,0.0,14.51466
454.01,0.0,0.0,4e-05,0.0,1.79813,2e-05,0.0,,,9.12905,,0.0,2.84465,3.93745,14.51708,,,,2.13881,0.0,,14.37491,14.50029,4e-05,14.52322,0.00201,0.0,14.51547
455.01,0.0,0.0,4e-05,0.0,1.84735,2e-05,0.0,,,9.23156,,0.0,2.89763,4.01052,14.51712,,,,2.19405,0.0,,14.37594,14.49674,4e-05,14.52324,0.0021,0.0,14.51619
456.01,0.0,0.0,4e-05,0.0,1.89761,2e-05,0.0,,,9.33336,,0.0,2.95133,4.08444,14.51715,,,,2.25034,0.0,,14.37691,14.49479,5e-05,14.52326,0.00219,0.0,14.51683
457.01,0.0,0.0,4e-05,0.0,1.9489,2e-05,0.0,,,9.43438,,0.0,3.00576,4.15919,14.51718,,,,2.3077,0.0,,14.37783,14.49418,5e-05,14.52329,0.00228,0.0,14.5174
458.01,0.0,0.0,5e-05,0.0,2.0012,2e-05,0.0,,,9.53456,,0.0,3.06092,4.23475,14.51722,,,,2.36614,0.0,,14.3787,14.4946,5e-05,14.52332,0.00238,0.0,14.51791
459.01,0.0,0.0,5e-05,0.0,2.05451,2e-05,0.0,,,9.63391,,0.0,3.11681,4.31111,14.51726,,,,2.42563,0.0,,14.37951,14.49573,5e-05,14.52337,0.00249,0.0,14.51835
460.01,0.0,0.0,5e-05,0.0,2.10883,2e-05,0.0,,,9.73237,,0.0,3.17345,4.38826,14.51731,,,,2.48615,0.0,,14.38029,14.49734,5e-05,14.52343,0.0026,0.0,14.51874
461.01,0.0,0.0,5e-05,0.0,2.1642,2e-05,0.0,,,9.82987,,0.0,3.23084,4.4662,14.51736,,,,2.5477,0.0,,14.38101,14.49924,6e-05,14.5235,0.00271,0.0,14.51909
462.01,0.0,0.0,6e-05,0.0,2.22064,3e-05,0.0,,,9.92637,,0.0,3.28898,4.54493,14.51743,,,,2.61029,0.0,,14.3817,14.50129,6e-05,14.52357,0.00283,0.0,14.51939
463.01,0.0,0.0,6e-05,0.0,2.27815,3e-05,0.0,,,10.02186,,0.0,3.34786,4.62444,14.51751,,,,2.67397,0.0,,14.38234,14.50338,6e-05,14.52364,0.00295,0.0,14.51965
464.01,0.0,0.0,6e-05,0.0,2.33664,3e-05,0.0,,,10.11625,,0.0,3.4075,4.70473,14.51761,,,,2.7387,0.0,,14.38295,14.50541,7e-05,14.52372,0.00308,0.0,14.51988
465.01,0.0,0.0,7e-05,0.0,2.3961,3e-05,0.0,,,10.20951,,0.0,3.4679,4.78577,14.51772,,,,2.80444,0.0,,14.38353,14.50734,7e-05,14.52378,0.00322,0.0,14.52009
466.01,0.0,0.0,7e-05,0.0,2.45652,3e-05,0.0,,,10.30165,,0.0,3.52905,4.86755,14.51785,,,,2.87115,0.0,,14.38408,14.50911,7e-05,14.52383,0.00336,0.0,14.52027
467.01,0.0,0.0,7e-05,0.0,2.5179,3e-05,0.0,,,10.39263,,0.0,3.59095,4.95005,14.51798,,,,2.93881,0.0,,14.38461,14.51074,8e-05,14.52388,0.0035,0.0,14.52042
468.01,0.0,0.0,8e-05,0.0,2.58024,3e-05,0.0,,,10.48239,,0.0,3.6536,5.03328,14.51811,,,,3.00737,0.0,,14.38514,14.51223,8e-05,14.52391,0.00365,0.0,14.52056
469.01,0.0,0.0,8e-05,0.0,2.64356,3e-05,0.0,,,10.57089,,0.0,3.71701,5.11722,14.51824,,,,3.07686,0.0,,14.38633,14.51358,8e-05,14.52394,0.00381,0.0,14.52068
470.01,0.0,0.0,8e-05,0.0,2.70796,4e-05,0.0,,,10.65822,,0.0,3.78119,5.20189,14.51837,,,,3.14742,0.0,,14.38972,14.51481,9e-05,14.52395,0.00398,0.0,14.52078
471.01,0.0,0.0,9e-05,0.0,2.77341,4e-05,0.0,,,10.74438,,0.0,3.84617,5.28727,14.51849,,,,3.21907,0.0,,14.39586,14.51592,9e-05,14.52394,0.00415,0.0,14.52088
472.01,0.0,0.0,9e-05,0.0,2.83993,4e-05,0.0,,,10.82936,,0.0,3.91194,5.37333,14.5186,,,,3.29178,0.0,,14.40427,14.51692,0.0001,14.52393,0.00433,0.0,14.52096
473.01,0.0,0.0,0.0001,0.0,2.90752,4e-05,0.0,,,10.9131,,0.0,3.9785,5.46006,14.51871,,,,3.36554,0.0,,14.41423,14.51781,0.0001,14.52391,0.00451,0.0,14.52103
474.01,0.0,0.0,0.0001,0.0,2.97619,4e-05,0.0,,,10.99556,,0.0,4.04585,5.54745,14.5188,,,,3.44036,0.0,,14.42505,14.51861,0.00011,14.52389,0.00471,0.0,14.5211
475.01,0.0,0.0,0.00011,0.0,3.04597,4e-05,0.0,,,11.07676,,0.0,4.11398,5.63548,14.5189,,,,3.51621,0.0,,14.43615,14.51933,0.00011,14.52419,0.00491,0.0,14.52115
476.01,0.0,0.0,0.00011,0.0,3.11684,5e-05,0.0,,,11.15669,,0.0,4.1829,5.72416,14.51898,,,,3.59312,0.0,,14.44658,14.51997,0.00012,14.52526,0.00512,0.0,14.5212
477.01,0.0,0.0,0.00012,0.0,3.18879,5e-05,0.0,,,11.23531,,0.0,4.25263,5.81348,14.51906,,,,3.67106,0.0,,14.45508,14.52053,0.00012,14.52634,0.00534,0.0,14.52125
478.01,0.0,0.0,0.00012,0.0,3.2618,5e-05,0.0,,,11.31261,,0.0,4.32317,5.90342,14.51914,,,,3.75002,0.0,,14.46144,14.52102,0.00013,14.52633,0.00557,0.0,14.52129
479.01,0.0,0.0,0.00013,0.0,3.33585,5e-05,0.0,,,11.3886,,0.0,4.39453,5.99395,14.5195,,,,3.82997,0.0,,14.46613,14.52145,0.00013,14.52476,0.00581,0.0,14.52132
480.01,0.0,0.0,0.00014,0.0,3.41095,5e-05,0.0,,,11.46327,,0.0,4.4667,6.08506,14.52076,,,,3.91091,0.0,,14.46966,14.52183,0.00014,14.5217,0.00605,0.0,14.52136
481.01,0.0,0.0,0.00014,0.0,3.48703,5e-05,0.0,,,11.5366,,0.0,4.53966,6.17673,14.52262,,,,3.99278,0.0,,14.47237,14.52215,0.00015,14.51745,0.00631,0.0,14.52138
482.01,0.0,0.0,0.00015,0.0,3.56409,5e-05,0.0,,,11.60853,,0.0,4.61342,6.26895,14.5242,,,,4.07559,0.0,,14.4745,14.52243,0.00015,14.51187,0.00658,0.0,14.52141
483.01,0.0,0.0,0.00016,0.0,3.6421,5e-05,0.0,,,11.67908,,0.0,4.68798,6.36172,14.52494,,,,4.15928,0.0,,14.47616,14.52267,0.00016,14.50493,0.00686,0.0,14.52143
484.01,0.0,0.0,0.00017,0.0,3.72101,5e-05,0.0,,,11.74825,,0.0,4.76336,6.45502,14.52475,,,,4.24382,0.0,,14.47746,14.52286,0.00017,14.49802,0.00715,0.0,14.52145
485.01,0.0,0.0,0.00017,0.0,3.80078,5e-05,0.0,,,11.81608,,0.0,4.83954,6.54882,14.52372,,,,4.32914,0.0,,14.47847,14.52302,0.00018,14.49245,0.00746,0.0,14.52147
486.01,0.0,0.0,0.00018,0.0,3.88144,5e-05,0.0,,,11.88257,,0.0,4.91654,6.6431,14.52173,,,,4.41527,0.0,,14.47927,14.52316,0.00018,14.48873,0.00777,0.0,14.52148
487.01,0.0,0.0,0.00019,0.0,3.96311,5e-05,0.0,,,11.94773,,0.0,4.99437,6.73785,14.51851,,,,4.50234,0.0,,14.47989,14.52326,0.00019,14.48682,0.0081,0.0,14.5215
488.01,0.0,0.0,0.0002,0.0,4.04581,6e-05,0.0,,,12.01154,,0.0,5.07301,6.83306,14.51485,,,,4.59032,0.0,,14.48037,14.52335,0.0002,14.48642,0.00845,0.0,14.52151
489.01,0.0,0.0,0.00021,0.0,4.12952,6e-05,0.0,,,12.07403,,0.0,5.15247,6.92871,14.51165,,,,4.67918,0.0,,14.48073,14.52341,0.00021,14.48712,0.00881,0.0,14.52153
490.01,0.0,0.0,0.00022,0.0,4.2142,6e-05,0.0,,,12.13521,,0.0,5.23274,7.02479,14.50939,,,,4.76891,0.0,,14.48098,14.52346,0.00022,14.48857,0.00918,0.0,14.52157
491.01,0.0,0.0,0.00023,0.0,4.29982,6e-05,0.0,,,12.19508,,0.0,5.31383,7.12126,14.50815,,,,4.85947,0.0,,14.48115,14.52349,0.00023,14.49052,0.00957,0.0,14.52161
492.01,0.0,0.0,0.00024,0.0,4.38636,6e-05,0.0,,,12.25367,,0.0,5.39572,7.21811,14.5078,,,,4.95087,0.0,,14.48125,14.52351,0.00024,14.49276,0.00997,0.0,14.52167
493.01,0.0,0.0,0.00025,0.0,4.47384,6e-05,0.0,,,12.31097,,0.0,5.47842,7.31529,14.50811,,,,5.0431,0.0,,14.4813,14.52352,0.00025,14.49516,0.01039,0.0,14.52174
494.01,0.0,0.0,0.00026,0.0,4.56224,6e-05,0.0,,,12.36697,,0.0,5.5619,7.4128,14.50888,,,,5.1361,0.0,,14.48133,14.52352,0.00026,14.4976,0.01083,0.0,14.52181
495.01,0.0,0.0,0.00028,0.0,4.65154,6e-05,0.0,,,12.42169,,0.0,5.64619,7.5106,14.50993,,,,5.22982,0.0,,14.48135,14.52352,0.00027,14.49998,0.01128,0.0,14.52189
496.01,0.0,0.0,0.00029,0.0,4.74168,7e-05,0.0,,,12.47513,,0.0,5.73126,7.6087,14.51114,,,,5.32427,0.0,,14.48135,14.52351,0.00028,14.50225,0.01176,0.0,14.52196
497.01,0.0,0.0,0.0003,0.0,4.83265,7e-05,0.0,,,12.52731,,0.0,5.81713,7.70706,14.51243,,,,5.41945,0.0,,14.48134,14.52349,0.0003,14.50435,0.01225,0.0,14.52203
498.01,0.0,0.0,0.00032,0.0,4.92441,7e-05,0.0,,,12.57824,,0.0,5.9038,7.80565,14.51371,,,,5.51528,0.0,,14.48132,14.52347,0.00031,14.50629,0.01277,0.0,14.52209
499.01,0.0,0.0,0.00033,0.0,5.01692,7e-05,0.0,,,12.62795,,0.0,5.99124,7.90443,14.51494,,,,5.61171,0.0,,14.4813,14.52345,0.00032,14.50807,0.0133,0.0,14.52215
500.01,0.0,0.0,0.00035,0.0,5.1101,7e-05,0.0,,,12.67644,,0.0,6.07946,8.00337,14.51609,,,,5.70868,0.0,,14.48127,14.52342,0.00034,14.50969,0.01386,0.0,14.52219
