time,Muttonpulao_02_Ghrelin,Cholebhature_01_Ghrelin,Curdrice_01_Ghrelin,Lemonrice_01_Ghrelin,Pasta_01_Ghrelin,Masaladosa_01_Ghrelin,Vegetable_Biryani_01_Ghrelin,Rapid_starch_01_Ghrelin,Chickenbreast_01_Ghrelin,Rice_01_Ghrelin,Eggwhite_01_Ghrelin,Paneer_01_Ghrelin,Milk_Chocolate_01_Ghrelin,Peanuts_01_Ghrelin,Curd_01_Ghrelin,Glucose_01_Ghrelin,Biscuit_01_Ghrelin,Glucose_02_Ghrelin,Bread_Meal_01_100_Ghrelin,Chickensandwich_01_Ghrelin,Ghee_01_Ghrelin,Apple_Pineapplesalad_01_Ghrelin,Spinach_01_Ghrelin,Bread_meal_02_Ghrelin,Orange_01_Ghrelin,Omelette_01_Ghrelin,Muttonpulao_01_Ghrelin,Arabinose_01_Ghrelin
289.01,0.0,0.0,0.0,0.0,0.00101,0.0,0.0,,,0.0841,,0.0,0.02501,0.0463,14.26257,,,,0.00168,0.0,,4.53081,14.48173,0.0,14.34004,0.0,0.0,14.51912
290.01,0.0,0.0,0.0,0.0,0.00107,0.0,0.0,,,0.0875,,0.0,0.0261,0.0481,14.26649,,,,0.00177,0.0,,4.63144,14.48336,0.0,14.34229,0.0,0.0,14.51934
291.01,0.0,0.0,0.0,0.0,0.00113,0.0,0.0,,,0.09104,,0.0,0.02724,0.04995,14.2703,,,,0.00187,0.0,,4.73336,14.48484,0.0,14.34449,0.0,0.0,14.51954
292.01,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,,,0.09472,,0.0,0.02842,0.05187,14.274,,,,0.00197,0.0,,4.83657,14.48618,0.0,14.34664,0.0,0.0,14.51971
293.01,0.0,0.0,0.0,0.0,0.00126,0.0,0.0,,,0.09855,,0.0,0.02964,0.05385,14.27759,,,,0.00208,0.0,,4.94106,14.48737,0.0,14.34873,0.0,0.0,14.51987
294.01,0.0,0.0,0.0,0.0,0.00134,0.0,0.0,,,0.10253,,0.0,0.03091,0.05589,14.28108,,,,0.00219,0.0,,5.04675,14.48845,0.0,14.35077,0.0,0.0,14.52
295.01,0.0,0.0,0.0,0.0,0.00141,0.0,0.0,,,0.10668,,0.0,0.03223,0.05799,14.28446,,,,0.00231,0.0,,5.15354,14.48942,0.0,14.35277,0.0,0.0,14.52012
296.01,0.0,0.0,0.0,0.0,0.00149,0.0,0.0,,,0.11098,,0.0,0.03359,0.06015,14.28773,,,,0.00243,0.0,,5.26137,14.49031,0.0,14.35471,0.0,0.0,14.52022
297.01,0.0,0.0,0.0,0.0,0.00158,0.0,0.0,,,0.11545,,0.0,0.035,0.06238,14.2909,,,,0.00256,0.0,,5.37023,14.49111,0.0,14.35661,0.0,0.0,14.52031
298.01,0.0,0.0,0.0,0.0,0.00167,0.0,0.0,,,0.12009,,0.0,0.03646,0.06468,14.29397,,,,0.0027,0.0,,5.48008,14.49184,0.0,14.35847,0.0,0.0,14.52039
299.01,0.0,0.0,0.0,0.0,0.00176,0.0,0.0,,,0.1249,,0.0,0.03797,0.06705,14.29694,,,,0.00284,0.0,,5.59092,14.4925,0.0,14.36029,0.0,0.0,14.52046
300.01,0.0,0.0,0.0,0.0,0.00186,0.0,0.0,,,0.12989,,0.0,0.03953,0.06949,14.29981,,,,0.00299,0.0,,5.70281,14.49311,0.0,14.36212,0.0,0.0,14.52052
301.01,0.0,0.0,0.0,0.0,0.00196,0.0,0.0,,,0.13508,,0.0,0.04115,0.072,14.30259,,,,0.00315,0.0,,5.81572,14.49366,0.0,14.36498,0.0,0.0,14.52058
302.01,0.0,0.0,0.0,0.0,0.00207,0.0,0.0,,,0.1405,,0.0,0.04283,0.07459,14.30528,,,,0.00332,0.0,,5.92956,14.49416,0.0,14.3706,0.0,0.0,14.52063
303.01,0.0,0.0,0.0,0.0,0.00218,0.0,0.0,,,0.14613,,0.0,0.04456,0.07726,14.30789,,,,0.00349,0.0,,6.04431,14.49463,0.0,14.37887,0.0,0.0,14.52067
304.01,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,,,0.15199,,0.0,0.04636,0.08,14.31042,,,,0.00367,0.0,,6.15995,14.49505,0.0,14.38852,0.0,0.0,14.52071
305.01,0.0,0.0,0.0,0.0,0.00243,0.0,0.0,,,0.15808,,0.0,0.04822,0.08283,14.31336,,,,0.00386,0.0,,6.27643,14.49544,0.0,14.39847,0.0,0.0,14.52075
306.01,0.0,0.0,0.0,0.0,0.00256,0.0,0.0,,,0.16441,,0.0,0.05014,0.08574,14.31766,,,,0.00406,0.0,,6.3937,14.4958,0.0,14.40813,0.0,0.0,14.52078
307.01,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,,,0.17099,,0.0,0.05213,0.08873,14.32347,,,,0.00427,0.0,,6.51169,14.49613,0.0,14.41709,0.0,0.0,14.52081
308.01,0.0,0.0,0.0,0.0,0.00285,0.0,0.0,,,0.17783,,0.0,0.05418,0.09181,14.3303,,,,0.00449,0.0,,6.63033,14.49644,0.0,14.42422,0.0,0.0,14.52083
309.01,0.0,0.0,0.0,0.0,0.003,0.0,0.0,,,0.18497,,0.0,0.0563,0.09497,14.3376,,,,0.00472,0.0,,6.74954,14.49673,0.0,14.42874,0.0,0.0,14.52085
310.01,0.0,0.0,0.0,0.0,0.00317,0.0,0.0,,,0.19239,,0.0,0.0585,0.09823,14.34497,,,,0.00497,0.0,,6.8693,14.497,0.0,14.43155,0.0,0.0,14.52087
311.01,0.0,0.0,0.0,0.0,0.00334,0.0,0.0,,,0.2001,,0.0,0.06077,0.10158,14.3522,,,,0.00522,0.0,,6.98956,14.49725,0.0,14.43373,0.0,0.0,14.52089
312.01,0.0,0.0,0.0,0.0,0.00352,0.0,0.0,,,0.20809,,0.0,0.06311,0.10503,14.35879,,,,0.00549,0.0,,7.11026,14.49749,0.0,14.43592,0.0,0.0,14.52091
313.01,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,,,0.21639,,0.0,0.06552,0.10857,14.36415,,,,0.00577,0.0,,7.23131,14.49773,0.0,14.43833,0.0,0.0,14.52092
314.01,0.0,0.0,0.0,0.0,0.0039,0.0,0.0,,,0.225,,0.0,0.06802,0.11221,14.36844,,,,0.00606,0.0,,7.35262,14.49795,0.0,14.44099,0.0,0.0,14.52094
315.01,0.0,0.0,0.0,0.0,0.00411,0.0,0.0,,,0.23394,,0.0,0.07059,0.11594,14.37207,,,,0.00637,0.0,,7.47407,14.49818,0.0,14.44379,0.0,0.0,14.52096
316.01,0.0,0.0,0.0,0.0,0.00432,0.0,0.0,,,0.24322,,0.0,0.07324,0.11978,14.37536,,,,0.00669,0.0,,7.59561,14.4984,0.0,14.44665,0.0,0.0,14.521
317.01,0.0,0.0,0.0,0.0,0.00455,0.0,0.0,,,0.25286,,0.0,0.07598,0.12372,14.37848,,,,0.00703,0.0,,7.7173,14.49862,0.0,14.44951,0.0,0.0,14.52104
318.01,0.0,0.0,0.0,0.0,0.00479,0.0,0.0,,,0.26288,,0.0,0.07881,0.12778,14.38148,,,,0.00739,0.0,,7.83912,14.49885,0.0,14.45231,0.0,0.0,14.5211
319.01,0.0,0.0,0.0,0.0,0.00504,0.0,0.0,,,0.27328,,0.0,0.08172,0.13194,14.38436,,,,0.00777,0.0,,7.96101,14.49908,0.0,14.45501,0.0,0.0,14.52117
320.01,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,,,0.28408,,0.0,0.08473,0.13622,14.3871,,,,0.00817,0.0,,8.08288,14.49931,0.0,14.45757,0.0,0.0,14.52125
321.01,0.0,0.0,0.0,0.0,0.00557,0.0,0.0,,,0.29532,,0.0,0.08783,0.14062,14.3897,,,,0.0086,0.0,,8.20462,14.49954,0.0,14.45996,0.0,0.0,14.52133
322.01,0.0,0.0,0.0,0.0,0.00586,0.0,0.0,,,0.307,,0.0,0.09103,0.14513,14.39218,,,,0.00905,0.0,,8.32613,14.49978,0.0,14.46216,0.0,0.0,14.5214
323.01,0.0,0.0,0.0,0.0,0.00617,0.0,0.0,,,0.31914,,0.0,0.09433,0.14976,14.39453,,,,0.00954,0.0,,8.44737,14.50003,0.0,14.46418,0.0,0.0,14.52148
324.01,0.0,0.0,0.0,0.0,0.00649,0.0,0.0,,,0.33174,,0.0,0.09773,0.15453,14.39676,,,,0.01006,0.0,,8.56832,14.50028,0.0,14.46601,0.0,0.0,14.52154
325.01,0.0,0.0,0.0,0.0,0.00683,0.0,0.0,,,0.34481,,0.0,0.10123,0.15942,14.39887,,,,0.01063,0.0,,8.68893,14.50054,0.0,14.46768,0.0,0.0,14.52159
326.01,0.0,0.0,0.0,0.0,0.00718,0.0,0.0,,,0.35836,,0.0,0.10484,0.16444,14.40085,,,,0.01123,0.0,,8.80912,14.50081,0.0,14.46922,0.0,0.0,14.52163
327.01,0.0,0.0,0.0,0.0,0.00756,0.0,0.0,,,0.37243,,0.0,0.10856,0.16959,14.40272,,,,0.01189,0.0,,8.92876,14.50108,0.0,14.47063,0.0,0.0,14.52166
328.01,0.0,0.0,0.0,0.0,0.00796,0.0,0.0,,,0.38704,,0.0,0.11239,0.17488,14.40448,,,,0.01259,0.0,,9.04774,14.50135,0.0,14.47193,0.0,0.0,14.52168
329.01,0.0,0.0,0.0,0.0,0.00838,0.0,0.0,,,0.40217,,0.0,0.11633,0.1803,14.40615,,,,0.01333,0.0,,9.166,14.50164,0.0,14.47312,0.0,0.0,14.52169
330.01,0.0,0.0,0.0,0.0,0.00883,0.0,0.0,,,0.41784,,0.0,0.12039,0.18587,14.40775,,,,0.01413,0.0,,9.2835,14.50193,0.0,14.47422,0.0,0.0,14.52169
331.01,0.0,0.0,0.0,0.0,0.00932,0.0,0.0,,,0.43404,,0.0,0.12456,0.19158,14.40929,,,,0.01497,0.0,,9.40018,14.50222,0.0,14.47523,1e-05,0.0,14.52168
332.01,0.0,0.0,0.0,0.0,0.00984,0.0,0.0,,,0.45077,,0.0,0.12885,0.19744,14.41076,,,,0.01586,0.0,,9.51597,14.50253,0.0,14.47617,1e-05,0.0,14.52168
333.01,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,,,0.46803,,0.0,0.13327,0.20345,14.41218,,,,0.0168,0.0,,9.6308,14.50283,0.0,14.47704,1e-05,0.0,14.52209
334.01,0.0,0.0,0.0,0.0,0.011,0.0,0.0,,,0.48593,,0.0,0.13781,0.20962,14.41354,,,,0.01779,0.0,,9.74464,14.50314,0.0,14.47784,1e-05,0.0,14.5232
335.01,0.0,0.0,0.0,0.0,0.01165,0.0,0.0,,,0.50448,,0.0,0.14248,0.21594,14.41485,,,,0.01884,0.0,,9.85742,14.50346,0.0,14.47859,1e-05,0.0,14.52399
336.01,0.0,0.0,0.0,0.0,0.01235,0.0,0.0,,,0.5237,,0.0,0.14729,0.22243,14.41611,,,,0.01994,0.0,,9.96912,14.50378,0.0,14.47929,1e-05,0.0,14.52332
337.01,0.0,0.0,0.0,0.0,0.01309,0.0,0.0,,,0.54357,,0.0,0.15224,0.22908,14.41733,,,,0.0211,0.0,,10.07968,14.50411,0.0,14.47995,1e-05,0.0,14.52081
338.01,0.0,0.0,0.0,0.0,0.01388,0.0,0.0,,,0.56412,,0.0,0.15732,0.23591,14.4185,,,,0.02232,0.0,,10.18907,14.50444,0.0,14.48057,1e-05,0.0,14.51665
339.01,0.0,0.0,0.0,0.0,0.01473,0.0,0.0,,,0.58534,,0.0,0.16256,0.24292,14.41963,,,,0.02361,0.0,,10.29724,14.50479,0.0,14.48115,1e-05,0.0,14.51122
340.01,0.0,0.0,0.0,0.0,0.01562,0.0,0.0,,,0.60728,,0.0,0.16793,0.25011,14.42071,,,,0.02496,0.0,,10.40411,14.50514,0.0,14.48169,1e-05,0.0,14.50427
341.01,0.0,0.0,0.0,0.0,0.01657,0.0,0.0,,,0.62997,,0.0,0.17346,0.25748,14.42176,,,,0.02638,0.0,,10.50963,14.50551,0.0,14.48222,1e-05,0.0,14.49605
342.01,0.0,0.0,0.0,0.0,0.01757,0.0,0.0,,,0.65343,,0.0,0.17913,0.26504,14.42278,,,,0.02786,0.0,,10.61372,14.5059,0.0,14.48272,1e-05,0.0,14.48823
343.01,0.0,0.0,0.0,0.0,0.01863,0.0,0.0,,,0.67767,,0.0,0.18497,0.27279,14.42377,,,,0.02942,0.0,,10.71637,14.5063,0.0,14.4832,1e-05,0.0,14.48212
344.01,0.0,0.0,0.0,0.0,0.01975,0.0,0.0,,,0.70267,,0.0,0.19097,0.28074,14.42473,,,,0.03106,0.0,,10.81755,14.50672,0.0,14.48367,1e-05,0.0,14.47818
345.01,0.0,0.0,0.0,0.0,0.02093,0.0,0.0,,,0.72843,,0.0,0.19712,0.28889,14.42567,,,,0.03277,0.0,,10.91721,14.50714,0.0,14.48412,1e-05,0.0,14.47629
346.01,0.0,0.0,0.0,0.0,0.02217,0.0,0.0,,,0.75494,,0.0,0.20344,0.29725,14.42658,,,,0.03457,0.0,,11.01532,14.50756,0.0,14.48456,1e-05,0.0,14.47605
347.01,0.0,0.0,0.0,0.0,0.02348,0.0,0.0,,,0.78224,,0.0,0.20993,0.30581,14.42747,,,,0.03645,0.0,,11.11181,14.50798,0.0,14.485,1e-05,0.0,14.47702
348.01,0.0,0.0,0.0,0.0,0.02484,0.0,0.0,,,0.81033,,0.0,0.21659,0.31459,14.42835,,,,0.03842,0.0,,11.20664,14.50839,0.0,14.48543,1e-05,0.0,14.4788
349.01,0.0,0.0,0.0,0.0,0.02628,0.0,0.0,,,0.83921,,0.0,0.22341,0.32358,14.42922,,,,0.04047,0.0,,11.29978,14.50879,0.0,14.48586,1e-05,0.0,14.48111
350.01,0.0,0.0,0.0,0.0,0.02778,0.0,0.0,,,0.86886,,0.0,0.23042,0.33279,14.43007,,,,0.04262,0.0,,11.39123,14.50919,0.0,14.48629,1e-05,0.0,14.48375
351.01,0.0,0.0,0.0,0.0,0.02936,0.0,0.0,,,0.89937,,0.0,0.23761,0.34224,14.43091,,,,0.04487,0.0,,11.48103,14.50957,0.0,14.48672,2e-05,0.0,14.48656
352.01,0.0,0.0,0.0,0.0,0.03102,0.0,0.0,,,0.93073,,0.0,0.24498,0.35193,14.43175,,,,0.04722,0.0,,11.56913,14.50995,0.0,14.48715,2e-05,0.0,14.4894
353.01,0.0,0.0,0.0,0.0,0.03276,0.0,0.0,,,0.963,,0.0,0.25255,0.36186,14.43257,,,,0.04969,0.0,,11.65552,14.51031,0.0,14.48758,2e-05,0.0,14.4922
354.01,0.0,0.0,0.0,0.0,0.03458,0.0,0.0,,,0.99622,,0.0,0.26032,0.37203,14.43339,,,,0.05227,0.0,,11.74018,14.51067,0.0,14.48801,2e-05,0.0,14.49487
355.01,0.0,0.0,0.0,0.0,0.03649,0.0,0.0,,,1.03039,,0.0,0.26829,0.38246,14.43421,,,,0.05497,0.0,,11.8231,14.51101,0.0,14.48845,2e-05,0.0,14.49738
356.01,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,,,1.06553,,0.0,0.27645,0.39315,14.43503,,,,0.05779,0.0,,11.90426,14.51135,0.0,14.48889,2e-05,0.0,14.49972
357.01,0.0,0.0,0.0,0.0,0.0406,0.0,0.0,,,1.10161,,0.0,0.28483,0.40411,14.43584,,,,0.06073,0.0,,11.98366,14.51197,0.0,14.48933,2e-05,0.0,14.50187
358.01,0.0,0.0,0.0,0.0,0.04281,0.0,0.0,,,1.13863,,0.0,0.29343,0.41534,14.43665,,,,0.06382,0.0,,12.06133,14.51343,0.0,14.48978,2e-05,0.0,14.50387
359.01,0.0,0.0,0.0,0.0,0.04512,0.0,0.0,,,1.17661,,0.0,0.30224,0.42685,14.43746,,,,0.06704,0.0,,12.13725,14.51527,0.0,14.49024,2e-05,0.0,14.5057
360.01,0.0,0.0,0.0,0.0,0.04755,0.0,0.0,,,1.21561,,0.0,0.31126,0.43864,14.43827,,,,0.07041,0.0,,12.21143,14.51651,0.0,14.49069,2e-05,0.0,14.50737
361.01,0.0,0.0,0.0,0.0,0.05008,0.0,0.0,,,1.25565,,0.0,0.32051,0.45072,14.43908,,,,0.07393,0.0,,12.28384,14.51655,0.0,14.49115,3e-05,0.0,14.50888
362.01,0.0,0.0,0.0,0.0,0.05273,0.0,0.0,,,1.2967,,0.0,0.32999,0.4631,14.4399,,,,0.0776,0.0,,12.35449,14.51529,0.0,14.49162,3e-05,0.0,14.51025
363.01,0.0,0.0,0.0,0.0,0.05551,0.0,0.0,,,1.33871,,0.0,0.3397,0.47577,14.44071,,,,0.08142,0.0,,12.42341,14.51294,0.0,14.49209,3e-05,0.0,14.51149
364.01,0.0,0.0,0.0,0.0,0.05841,0.0,0.0,,,1.38164,,0.0,0.34964,0.48876,14.44152,,,,0.08541,0.0,,12.49061,14.50936,0.0,14.49256,3e-05,0.0,14.51261
365.01,0.0,0.0,0.0,0.0,0.06144,0.0,0.0,,,1.42546,,0.0,0.35982,0.50206,14.44234,,,,0.08956,0.0,,12.5561,14.50436,0.0,14.49304,3e-05,0.0,14.51361
366.01,0.0,0.0,0.0,0.0,0.0646,0.0,0.0,,,1.47017,,0.0,0.37024,0.51568,14.44315,,,,0.09388,0.0,,12.6199,14.49904,0.0,14.49352,3e-05,0.0,14.51451
367.01,0.0,0.0,0.0,0.0,0.0679,0.0,0.0,,,1.51583,,0.0,0.38089,0.52962,14.44397,,,,0.09838,0.0,,12.68201,14.4946,0.0,14.494,4e-05,0.0,14.51532
368.01,0.0,0.0,0.0,0.0,0.07134,0.0,0.0,,,1.56261,,0.0,0.39181,0.5439,14.44478,,,,0.10306,0.0,,12.74247,14.49161,0.0,14.49449,4e-05,0.0,14.51603
369.01,0.0,0.0,0.0,0.0,0.07494,0.0,0.0,,,1.61048,,0.0,0.40298,0.55852,14.4456,,,,0.10794,0.0,,12.80129,14.49013,0.0,14.49499,4e-05,0.0,14.51667
370.01,0.0,0.0,0.0,0.0,0.0787,0.0,0.0,,,1.65941,,0.0,0.41442,0.5735,14.44642,,,,0.11302,0.0,,12.85851,14.48992,0.0,14.49549,4e-05,0.0,14.51723
371.01,0.0,0.0,0.0,0.0,0.08264,0.0,0.0,,,1.7094,,0.0,0.42612,0.58884,14.44724,,,,0.11831,0.0,,12.91415,14.49067,0.0,14.49601,4e-05,0.0,14.51773
372.01,0.0,0.0,0.0,0.0,0.08674,0.0,0.0,,,1.76046,,0.0,0.43811,0.60456,14.44806,,,,0.12382,0.0,,12.96823,14.49207,0.0,14.49654,5e-05,0.0,14.51817
373.01,0.0,0.0,0.0,0.0,0.09103,0.0,0.0,,,1.81264,,0.0,0.45037,0.62065,14.44889,,,,0.12956,0.0,,13.02077,14.49389,0.0,14.49709,5e-05,0.0,14.51856
374.01,0.0,0.0,0.0,0.0,0.0955,0.0,0.0,,,1.86597,,0.0,0.4629,0.63711,14.44972,,,,0.13553,0.0,,13.0718,14.49596,0.0,14.49766,5e-05,0.0,14.5189
375.01,0.0,0.0,0.0,0.0,0.10016,0.0,0.0,,,1.92047,,0.0,0.47573,0.65397,14.45056,,,,0.14173,0.0,,13.12134,14.49816,0.0,14.49823,5e-05,0.0,14.51919
376.01,0.0,0.0,0.0,0.0,0.10502,0.0,0.0,,,1.97609,,0.0,0.48885,0.67123,14.45142,,,,0.14818,0.0,,13.16943,14.50038,0.0,14.49881,6e-05,0.0,14.51945
377.01,0.0,0.0,0.0,0.0,0.11009,0.0,0.0,,,2.03281,,0.0,0.50227,0.68891,14.45229,,,,0.15488,0.0,,13.21609,14.50253,0.0,14.49939,6e-05,0.0,14.51968
378.01,0.0,0.0,0.0,0.0,0.11537,0.0,0.0,,,2.09064,,0.0,0.51599,0.707,14.45318,,,,0.16185,0.0,,13.26135,14.50456,0.0,14.49996,6e-05,0.0,14.51988
379.01,0.0,0.0,0.0,0.0,0.12088,0.0,0.0,,,2.14954,,0.0,0.53002,0.72552,14.45407,,,,0.16908,0.0,,13.30525,14.50644,0.0,14.50053,6e-05,0.0,14.52005
380.01,0.0,0.0,0.0,0.0,0.1266,0.0,0.0,,,2.20951,,0.0,0.54435,0.74446,14.45497,,,,0.17658,0.0,,13.34779,14.50817,0.0,14.50108,7e-05,0.0,14.52021
381.01,0.0,0.0,0.0,0.0,0.13255,0.0,0.0,,,2.27054,,0.0,0.559,0.76383,14.45586,,,,0.18435,0.0,,13.38901,14.50976,0.0,14.50163,7e-05,0.0,14.52034
382.01,0.0,0.0,0.0,0.0,0.13872,0.0,0.0,,,2.33258,,0.0,0.57396,0.78365,14.45676,,,,0.19238,0.0,,13.42895,14.51121,0.0,14.50216,7e-05,0.0,14.52046
383.01,0.0,0.0,0.0,0.0,0.14512,0.0,0.0,,,2.39554,,0.0,0.58925,0.80392,14.45764,,,,0.2007,0.0,,13.46762,14.51255,0.0,14.50269,8e-05,0.0,14.52056
384.01,0.0,0.0,0.0,0.0,0.15177,0.0,0.0,,,2.45943,,0.0,0.60485,0.82465,14.45852,,,,0.20929,0.0,,13.50506,14.51377,0.0,14.5032,8e-05,0.0,14.52065
385.01,0.0,0.0,0.0,0.0,0.15869,0.0,0.0,,,2.52446,,0.0,0.6208,0.84587,14.45938,,,,0.21821,0.0,,13.5413,14.51488,0.0,14.5037,9e-05,0.0,14.52073
386.01,0.0,0.0,0.0,0.0,0.16587,0.0,0.0,,,2.59066,,0.0,0.63708,0.86757,14.46023,,,,0.22745,0.0,,13.57637,14.51589,0.0,14.50419,9e-05,0.0,14.5208
387.01,0.0,0.0,0.0,0.0,0.17333,0.0,0.0,,,2.65808,,0.0,0.65372,0.88976,14.46108,,,,0.23703,0.0,,13.6103,14.51681,0.0,14.50468,0.0001,0.0,14.52087
388.01,0.0,0.0,0.0,0.0,0.18108,0.0,0.0,,,2.7267,,0.0,0.67071,0.91245,14.46191,,,,0.24694,0.0,,13.64311,14.51764,0.0,14.50561,0.0001,0.0,14.52092
389.01,0.0,0.0,0.0,0.0,0.18912,0.0,0.0,,,2.79649,,0.0,0.68806,0.93566,14.46272,,,,0.25719,0.0,,13.67482,14.51839,0.0,14.50753,0.00011,0.0,14.52097
390.01,0.0,0.0,0.0,0.0,0.19746,0.0,0.0,,,2.86742,,0.0,0.70578,0.95939,14.46353,,,,0.2678,0.0,,13.70547,14.51907,0.0,14.50967,0.00011,0.0,14.52102
391.01,0.0,0.0,0.0,0.0,0.20613,0.0,0.0,,,2.9395,,0.0,0.72387,0.98366,14.46434,,,,0.27878,0.0,,13.73509,14.51969,0.0,14.51084,0.00012,0.0,14.52106
392.01,0.0,0.0,0.0,0.0,0.21512,0.0,0.0,,,3.01271,,0.0,0.74233,1.00847,14.46559,,,,0.29015,0.0,,13.7637,14.52023,0.0,14.51053,0.00012,0.0,14.52109
393.01,0.0,0.0,0.0,0.0,0.22443,0.0,0.0,,,3.08714,,0.0,0.76117,1.03383,14.46834,,,,0.30191,0.0,,13.79132,14.52072,0.0,14.50878,0.00013,0.0,14.52112
394.01,0.0,0.0,0.0,0.0,0.23408,0.0,0.0,,,3.16279,,0.0,0.7804,1.05975,14.47261,,,,0.31406,0.0,,13.81798,14.52116,0.0,14.50584,0.00013,0.0,14.52115
395.01,0.0,0.0,0.0,0.0,0.24408,0.0,0.0,,,3.23962,,0.0,0.80001,1.08623,14.47764,,,,0.32661,0.0,,13.8437,14.52155,0.0,14.50142,0.00014,0.0,14.52118
396.01,0.0,0.0,0.0,0.0,0.25443,0.0,0.0,,,3.3175,,0.0,0.82002,1.1133,14.4827,,,,0.33956,0.0,,13.86851,14.52189,0.0,14.49559,0.00015,0.0,14.5212
397.01,0.0,0.0,0.0,0.0,0.26514,0.0,0.0,,,3.39637,,0.0,0.84042,1.14096,14.48733,,,,0.35292,0.0,,13.89243,14.5222,0.0,14.4898,0.00015,0.0,14.52122
398.01,0.0,0.0,0.0,0.0,0.2762,0.0,0.0,,,3.47621,,0.0,0.86123,1.16922,14.49134,,,,0.3667,0.0,,13.91549,14.52247,0.0,14.48525,0.00016,0.0,14.52124
399.01,0.0,0.0,0.0,0.0,0.28763,0.0,0.0,,,3.55697,,0.0,0.88244,1.19808,14.49426,,,,0.38089,0.0,,13.9377,14.5227,0.0,14.48239,0.00017,0.0,14.52125
400.01,0.0,0.0,0.0,0.0,0.29941,0.0,0.0,,,3.63868,,0.0,0.90406,1.22754,14.49562,,,,0.3955,0.0,,13.9591,14.52291,0.0,14.48117,0.00018,0.0,14.52127
401.01,0.0,0.0,0.0,0.0,0.31155,0.0,0.0,,,3.72135,,0.0,0.92609,1.25761,14.49595,,,,0.41052,0.0,,13.97969,14.52309,0.0,14.4813,0.00019,0.0,14.52129
402.01,0.0,0.0,0.0,0.0,0.3241,0.0,0.0,,,3.80514,,0.0,0.94855,1.28831,14.49601,,,,0.426,0.0,,13.9995,14.52325,0.0,14.4824,0.00019,0.0,14.52131
403.01,0.0,0.0,0.0,0.0,0.33708,0.0,0.0,,,3.89007,,0.0,0.97144,1.31966,14.49626,,,,0.44196,0.0,,14.01856,14.52339,0.0,14.48417,0.0002,0.0,14.52134
404.01,0.0,0.0,0.0,0.0,0.3505,0.0,0.0,,,3.97622,,0.0,0.99479,1.35167,14.49685,,,,0.45842,0.0,,14.03688,14.52352,0.0,14.48637,0.00021,0.0,14.52138
405.01,0.0,0.0,0.0,0.0,0.36436,0.0,0.0,,,4.06364,,0.0,1.01858,1.38434,14.49777,,,,0.4754,0.0,,14.05448,14.52363,0.0,14.48882,0.00022,0.0,14.52144
406.01,0.0,0.0,0.0,0.0,0.37867,0.0,0.0,,,4.15229,,0.0,1.04282,1.41767,14.49892,,,,0.49289,0.0,,14.07139,14.52373,0.0,14.49138,0.00024,0.0,14.52151
407.01,0.0,0.0,0.0,0.0,0.39343,0.0,0.0,,,4.24214,,0.0,1.06751,1.45168,14.5002,,,,0.51091,0.0,,14.08761,14.52381,0.0,14.49395,0.00025,0.0,14.52159
408.01,0.0,0.0,0.0,0.0,0.40866,0.0,0.0,,,4.33308,,0.0,1.09267,1.48637,14.50154,,,,0.52945,0.0,,14.10318,14.52389,0.0,14.49645,0.00026,0.0,14.52166
409.01,0.0,0.0,0.0,0.0,0.42438,0.0,0.0,,,4.42504,,0.0,1.1183,1.52176,14.50288,,,,0.54853,0.0,,14.11811,14.52395,0.0,14.49882,0.00027,0.0,14.52174
410.01,0.0,0.0,0.0,0.0,0.44061,0.0,0.0,,,4.518,,0.0,1.14441,1.55786,14.5042,,,,0.56817,0.0,,14.13241,14.52401,0.0,14.50104,0.00028,0.0,14.52181
411.01,0.0,0.0,0.0,0.0,0.45734,0.0,0.0,,,4.612,,0.0,1.171,1.59468,14.50545,,,,0.5884,0.0,,14.1461,14.52407,0.0,14.50308,0.0003,0.0,14.52187
412.01,0.0,0.0,0.0,0.0,0.4746,0.0,0.0,,,4.70708,,0.0,1.19808,1.63222,14.50661,,,,0.60922,0.0,,14.15921,14.52411,0.0,14.50496,0.00031,0.0,14.52192
413.01,0.0,0.0,0.0,0.0,0.49235,0.0,0.0,,,4.80318,,0.0,1.22565,1.67048,14.50768,,,,0.6306,0.0,,14.17175,14.52416,0.0,14.5067,0.00032,0.0,14.52196
414.01,0.0,0.0,0.0,0.0,0.51061,0.0,0.0,,,4.90021,,0.0,1.25371,1.70947,14.50864,,,,0.65255,0.0,,14.18373,14.52419,1e-05,14.5083,0.00034,0.0,14.52199
415.01,0.0,0.0,0.0,0.0,0.52938,0.0,0.0,,,4.99802,,0.0,1.28226,1.74919,14.50951,,,,0.67507,0.0,,14.19517,14.52423,1e-05,14.50976,0.00036,0.0,14.52201
416.01,0.0,0.0,1e-05,0.0,0.54867,0.0,0.0,,,5.09648,,0.0,1.31131,1.78966,14.51031,,,,0.69814,0.0,,14.20609,14.52426,1e-05,14.5111,0.00037,0.0,14.52201
