time,Muttonpulao_02_PYY,Cholebhature_01_PYY,Curdrice_01_PYY,Lemonrice_01_PYY,Pasta_01_PYY,Masaladosa_01_PYY,Vegetable_Biryani_01_PYY,Rapid_starch_01_PYY,Chickenbreast_01_PYY,Rice_01_PYY,Eggwhite_01_PYY,Paneer_01_PYY,Milk_Chocolate_01_PYY,Peanuts_01_PYY,Curd_01_PYY,Glucose_01_PYY,Biscuit_01_PYY,Glucose_02_PYY,Bread_Meal_01_100_PYY,Chickensandwich_01_PYY,Ghee_01_PYY,Apple_Pineapplesalad_01_PYY,Spinach_01_PYY,Bread_meal_02_PYY,Orange_01_PYY,Omelette_01_PYY,Muttonpulao_01_PYY,Arabinose_01_PYY
330.01,30.26163,23.44693,17.83371,19.69303,20.41933,14.94238,20.71239,,,8.0921,,30.54564,45.46817,27.52218,0.11361,,,,21.11854,53.74606,,4.44506,0.03616,36.1665,0.03646,21.71305,19.69303,0.04686
331.01,30.22878,23.45212,17.84146,19.68669,20.41824,14.95281,20.69947,,,8.05186,,30.54121,45.40754,27.60865,0.10879,,,,21.11561,53.57646,,4.36648,0.03628,36.15959,0.03652,21.70574,19.68669,0.04701
332.01,30.19708,23.45746,17.84928,19.68055,20.41712,14.96316,20.68701,,,8.0125,,30.53689,45.34458,27.69523,0.10435,,,,21.1126,53.41697,,4.28858,0.0364,36.15292,0.03658,21.69818,19.68055,0.04715
333.01,30.16651,23.46295,17.85718,19.67462,20.41598,14.97342,20.67499,,,7.974,,30.53269,45.27929,27.78177,0.10026,,,,21.10951,53.26728,,4.21138,0.03652,36.14651,0.03665,21.69039,19.67462,0.04713
334.01,30.13705,23.4686,17.86515,19.66889,20.4148,14.9836,20.66343,,,7.93631,,30.5286,45.2117,27.86815,0.09649,,,,21.10633,53.12705,,4.13488,0.03665,36.14036,0.03673,21.68235,19.66889,0.0468
335.01,30.10869,23.47438,17.87318,19.66336,20.41356,14.99368,20.65233,,,7.89939,,30.52463,45.14182,27.95424,0.09301,,,,21.10308,52.99592,,4.05909,0.03677,36.13445,0.03682,21.67406,19.66336,0.04609
336.01,30.0814,23.4803,17.88127,19.65803,20.41227,15.00368,20.64169,,,7.86321,,30.52077,45.06969,28.03991,0.08978,,,,21.09975,52.87354,,3.98402,0.03689,36.1288,0.03692,21.66553,19.65803,0.04506
337.01,30.05516,23.48635,17.88941,19.65289,20.41093,15.01358,20.63152,,,7.82773,,30.51702,44.99531,28.12504,0.0868,,,,21.09634,52.75954,,3.90967,0.03702,36.12339,0.03702,21.65675,19.65289,0.04379
338.01,30.02996,23.49252,17.89761,19.64794,20.40953,15.02339,20.62181,,,7.79291,,30.51339,44.91871,28.20952,0.08403,,,,21.09285,52.65355,,3.83606,0.03714,36.11824,0.03713,21.64771,19.64794,0.04239
339.01,30.00576,23.4988,17.90585,19.64318,20.40809,15.0331,20.61255,,,7.75871,,30.50986,44.83991,28.29322,0.08147,,,,21.08927,52.5552,,3.76319,0.03727,36.11333,0.03724,21.63842,19.64318,0.04098
340.01,29.98254,23.50519,17.91414,19.6386,20.40661,15.04272,20.60376,,,7.72511,,30.50644,44.75894,28.37604,0.07908,,,,21.08559,52.46413,,3.69105,0.03739,36.10867,0.03736,21.62888,19.6386,0.03968
341.01,29.9603,23.5117,17.92246,19.6342,20.40509,15.05224,20.59542,,,7.69206,,30.50313,44.6758,28.45785,0.07685,,,,21.0818,52.37996,,3.61968,0.03751,36.10426,0.03748,21.61908,19.6342,0.03857
342.01,29.939,23.5183,17.93081,19.62999,20.40354,15.06165,20.58754,,,7.65954,,30.49993,44.59053,28.53856,0.07478,,,,21.07789,52.30233,,3.54905,0.03763,36.10009,0.03761,21.60902,19.62999,0.03765
343.01,29.91863,23.52501,17.9392,19.62595,20.40197,15.07097,20.58012,,,7.6275,,30.49684,44.50315,28.61806,0.07284,,,,21.07385,52.23089,,3.4792,0.03776,36.09616,0.03774,21.5987,19.62595,0.03689
344.01,29.89915,23.53181,17.94761,19.62208,20.40037,15.08018,20.57313,,,7.59591,,30.49384,44.41369,28.69624,0.07103,,,,21.06966,52.16529,,3.41011,0.03788,36.09248,0.03787,21.58813,19.62208,0.03627
345.01,29.88055,23.5387,17.95605,19.61839,20.39874,15.08929,20.56659,,,7.56475,,30.49095,44.32216,28.77301,0.06934,,,,21.06531,52.10518,,3.34179,0.03799,36.08903,0.038,21.57729,19.61839,0.03576
346.01,29.8628,23.54567,17.9645,19.61486,20.39708,15.0983,20.56048,,,7.53397,,30.48817,44.22859,28.84827,0.06775,,,,21.06078,52.05022,,3.27426,0.03811,36.08583,0.03814,21.56618,19.61486,0.03536
347.01,29.84589,23.55272,17.97296,19.6115,20.39537,15.10719,20.5548,,,7.50355,,30.48549,44.13301,28.92193,0.06625,,,,21.05607,52.00009,,3.20751,0.03823,36.08287,0.03828,21.55481,19.6115,0.03504
348.01,29.82978,23.55986,17.98143,19.6083,20.39362,15.11598,20.54955,,,7.47346,,30.48291,44.03544,28.9939,0.06484,,,,21.05115,51.95446,,3.14155,0.03834,36.08015,0.03842,21.54318,19.6083,0.03479
349.01,29.81447,23.56707,17.9899,19.60526,20.3918,15.12465,20.54472,,,7.44366,,30.48043,43.93591,29.0641,0.06352,,,,21.046,51.91304,,3.07639,0.03845,36.07766,0.03857,21.53128,19.60526,0.03461
350.01,29.79993,23.57435,17.99838,19.60238,20.38992,15.13321,20.54029,,,7.41413,,30.47805,43.83443,29.13243,0.06227,,,,21.04062,51.87553,,3.01203,0.03856,36.0754,0.03871,21.51911,19.60238,0.03448
351.01,29.78612,23.5817,18.00686,19.59965,20.38796,15.14165,20.53627,,,7.38483,,30.47576,43.73105,29.19883,0.06109,,,,21.03499,51.84163,,2.94847,0.03866,36.07337,0.03886,21.50667,19.59965,0.0344
352.01,29.77304,23.58911,18.01532,19.59707,20.3859,15.14998,20.53264,,,7.35574,,30.47357,43.62578,29.26321,0.05997,,,,21.02909,51.81107,,2.88573,0.03877,36.07158,0.03901,21.49396,19.59707,0.03436
353.01,29.76066,23.59659,18.02378,19.59465,20.38372,15.15819,20.5294,,,7.32683,,30.47148,43.51865,29.3255,0.05891,,,,21.0229,51.78359,,2.82379,0.03887,36.07002,0.03916,21.48097,19.59465,0.03435
354.01,29.74896,23.60412,18.03221,19.59236,20.38142,15.16628,20.52654,,,7.29807,,30.46949,43.40969,29.38563,0.05791,,,,21.01641,51.75893,,2.76267,0.03896,36.06868,0.03931,21.46772,19.59236,0.03437
355.01,29.73793,23.61172,18.04063,19.59023,20.37897,15.17424,20.52406,,,7.26943,,30.46759,43.29892,29.44354,0.05695,,,,21.0096,51.73685,,2.70237,0.03906,36.06757,0.03947,21.45419,19.59023,0.03441
356.01,29.72754,23.61937,18.04903,19.58823,20.37637,15.18208,20.52194,,,7.24088,,30.46578,43.18637,29.49915,0.05605,,,,21.00246,51.71712,,2.64289,0.03914,36.06669,0.03962,21.44039,19.58823,0.03448
357.01,29.71778,23.62708,18.0574,19.58637,20.3736,15.18978,20.52019,,,7.21241,,30.46406,43.07207,29.55242,0.05518,,,,20.99498,51.69952,,2.58423,0.03914,36.06602,0.03978,21.42631,19.58637,0.03457
358.01,29.70861,23.63483,18.06574,19.58465,20.37063,15.19736,20.51878,,,7.18398,,30.46243,42.95604,29.60327,0.05436,,,,20.98713,51.68383,,2.5264,0.03891,36.06558,0.03994,21.41196,19.58465,0.03467
359.01,29.70002,23.64263,18.07404,19.58305,20.36746,15.20481,20.51771,,,7.15556,,30.4609,42.83832,29.65166,0.05357,,,,20.9789,51.66987,,2.46941,0.0384,36.06536,0.0401,21.39733,19.58305,0.03478
360.01,29.692,23.65048,18.08231,19.58159,20.36406,15.21212,20.51698,,,7.12714,,30.45945,42.71893,29.69754,0.05282,,,,20.97028,51.65744,,2.41324,0.03764,36.06535,0.04025,21.38243,19.58159,0.03491
361.01,29.68453,23.65838,18.09053,19.58025,20.36042,15.21929,20.51658,,,7.0987,,30.4581,42.5979,29.74085,0.0521,,,,20.96125,51.64637,,2.3579,0.03669,36.06556,0.04041,21.36725,19.58025,0.03505
362.01,29.67759,23.66632,18.09871,19.57904,20.35652,15.22632,20.5165,,,7.0702,,30.45683,42.47525,29.78155,0.05141,,,,20.95179,51.63648,,2.3034,0.03563,36.06599,0.04057,21.35179,19.57904,0.03519
363.01,29.67117,23.6743,18.10684,19.57795,20.35235,15.23321,20.51673,,,7.04162,,30.45565,42.35102,29.81961,0.05075,,,,20.9419,51.62762,,2.24974,0.03454,36.06662,0.04073,21.33605,19.57795,0.03535
364.01,29.66523,23.68232,18.11491,19.57698,20.34789,15.23995,20.51727,,,7.01294,,30.45455,42.22523,29.85497,0.05012,,,,20.93155,51.61964,,2.19691,0.03352,36.06747,0.04089,21.32003,19.57698,0.03551
365.01,29.65978,23.69038,18.12293,19.57613,20.34312,15.24655,20.51811,,,6.98414,,30.45354,42.09791,29.88761,0.04951,,,,20.92074,51.61241,,2.14491,0.03265,36.06852,0.04105,21.30373,19.57613,0.03568
366.01,29.65478,23.69847,18.13089,19.57539,20.33803,15.25299,20.51923,,,6.9552,,30.45261,41.96909,29.91749,0.04893,,,,20.90945,51.60578,,2.09375,0.03193,36.06978,0.04121,21.28716,19.57539,0.03585
367.01,29.65023,23.7066,18.13879,19.57476,20.3326,15.25927,20.52065,,,6.9261,,30.45177,41.8388,29.94458,0.04837,,,,20.89766,51.59965,,2.04343,0.03134,36.07124,0.04137,21.2703,19.57476,0.03603
368.01,29.64612,23.71477,18.14661,19.57425,20.32681,15.26539,20.52234,,,6.89682,,30.45101,41.70706,29.96885,0.04783,,,,20.88537,51.59388,,1.99393,0.03087,36.07291,0.04152,21.25316,19.57425,0.03621
369.01,29.64242,23.72297,18.15437,19.57384,20.32066,15.27135,20.5243,,,6.86733,,30.45034,41.5739,29.99028,0.04731,,,,20.87255,51.58839,,1.94528,0.03049,36.07478,0.04168,21.23574,19.57384,0.0364
370.01,29.63913,23.7312,18.16205,19.57355,20.31411,15.27714,20.52653,,,6.83763,,30.44974,41.43936,30.00885,0.0468,,,,20.85921,51.58306,,1.89745,0.0302,36.07685,0.04183,21.21803,19.57355,0.03659
371.01,29.63622,23.73947,18.16965,19.57335,20.30717,15.28276,20.52901,,,6.80769,,30.44922,41.30345,30.02454,0.04632,,,,20.84531,51.57781,,1.85046,0.02998,36.07911,0.04199,21.20005,19.57335,0.03678
372.01,29.63368,23.74776,18.17718,19.57327,20.29981,15.2882,20.53175,,,6.77749,,30.44878,41.16621,30.03732,0.04586,,,,20.83086,51.57255,,1.80429,0.02981,36.08157,0.04214,21.18178,19.57327,0.03698
373.01,29.63151,23.75608,18.18461,19.57329,20.29202,15.29346,20.53473,,,6.74703,,30.44841,41.02767,30.04719,0.04541,,,,20.81584,51.5672,,1.75895,0.0297,36.08423,0.04229,21.16323,19.57329,0.03718
374.01,29.62968,23.76443,18.19196,19.57342,20.28377,15.29854,20.53795,,,6.71628,,30.44813,40.88785,30.05414,0.04497,,,,20.80023,51.56168,,1.71443,0.02963,36.08707,0.04243,21.14439,19.57342,0.03738
375.01,29.62819,23.77281,18.19922,19.57365,20.27507,15.30342,20.54141,,,6.68522,,30.44792,40.74679,30.05815,0.04456,,,,20.78404,51.55593,,1.67073,0.0296,36.09011,0.04258,21.12527,19.57365,0.03759
376.01,29.62703,23.78122,18.20638,19.574,20.26589,15.3081,20.54509,,,6.65385,,30.44779,40.6045,30.05923,0.04415,,,,20.76723,51.54987,,1.62785,0.0296,36.09332,0.04272,21.10587,19.574,0.03779
377.01,29.62618,23.78965,18.21345,19.57444,20.25622,15.31259,20.549,,,6.62215,,30.44773,40.46102,30.05736,0.04376,,,,20.74981,51.54346,,1.58578,0.02962,36.09673,0.04286,21.08619,19.57444,0.038
378.01,29.62562,23.79811,18.22041,19.575,20.24604,15.31686,20.55313,,,6.59011,,30.44774,40.31637,30.05254,0.04339,,,,20.73177,51.53664,,1.54452,0.02967,36.10031,0.04299,21.06622,19.575,0.03821
379.01,29.62536,23.80659,18.22727,19.57566,20.23535,15.32092,20.55747,,,6.5577,,30.44783,40.17059,30.04478,0.04302,,,,20.71309,51.52936,,1.50407,0.02973,36.10408,0.04312,21.04597,19.57566,0.03842
380.01,29.62537,23.8151,18.23402,19.57643,20.22412,15.32476,20.56201,,,6.52493,,30.44799,40.02369,30.03408,0.04267,,,,20.69377,51.52156,,1.46441,0.02981,36.10802,0.04325,21.02543,19.57643,0.03864
381.01,29.62565,23.82362,18.24066,19.57732,20.21235,15.32836,20.56676,,,6.49179,,30.44822,39.87571,30.02044,0.04233,,,,20.67378,51.51321,,1.42556,0.0299,36.11215,0.04338,21.00462,19.57732,0.03885
382.01,29.6262,23.83217,18.24719,19.57831,20.20002,15.33173,20.57171,,,6.45825,,30.44852,39.72668,30.00387,0.04201,,,,20.65313,51.50427,,1.38749,0.03001,36.11644,0.0435,20.98352,19.57831,0.03907
383.01,29.62699,23.84075,18.2536,19.57942,20.18713,15.33485,20.57685,,,6.42431,,30.44889,39.57661,29.98438,0.04169,,,,20.63181,51.49469,,1.3502,0.03012,36.1209,0.04361,20.96213,19.57942,0.03929
384.01,29.62802,23.84934,18.25989,19.58063,20.17365,15.33771,20.58218,,,6.38997,,30.44933,39.42554,29.96197,0.04138,,,,20.6098,51.48446,,1.3137,0.03024,36.12553,0.04372,20.94046,19.58063,0.03951
385.01,29.62928,23.85796,18.26605,19.58196,20.15957,15.3403,20.58769,,,6.3552,,30.44983,39.27349,29.93667,0.04109,,,,20.5871,51.47352,,1.27797,0.03037,36.13033,0.04383,20.91851,19.58196,0.03973
386.01,29.63076,23.86659,18.27209,19.58341,20.14489,15.34262,20.59338,,,6.32002,,30.45041,39.12049,29.90849,0.0408,,,,20.5637,51.46187,,1.243,0.0305,36.13529,0.04393,20.89628,19.58341,0.03996
387.01,29.63245,23.87524,18.278,19.58496,20.1296,15.34464,20.59924,,,6.2844,,30.45105,38.96657,29.87744,0.04053,,,,20.53959,51.44945,,1.2088,0.03064,36.14042,0.04402,20.87376,19.58496,0.04018
388.01,29.63435,23.88391,18.28378,19.58664,20.11367,15.34637,20.60528,,,6.24835,,30.45175,38.81175,29.84355,0.04026,,,,20.51476,51.43626,,1.17535,0.03078,36.1457,0.04398,20.85097,19.58664,0.04041
389.01,29.63645,23.89261,18.28942,19.58843,20.09711,15.34777,20.61149,,,6.21185,,30.45252,38.65605,29.80682,0.04001,,,,20.48921,51.42227,,1.14264,0.03093,36.15114,0.04364,20.82789,19.58843,0.04063
390.01,29.63874,23.90132,18.29493,19.59033,20.07989,15.34885,20.61785,,,6.17491,,30.45335,38.49951,29.7673,0.03976,,,,20.46292,51.40746,,1.11067,0.03108,36.15673,0.04297,20.80453,19.59033,0.04086
391.01,29.64122,23.91004,18.30029,19.59235,20.06202,15.34957,20.62438,,,6.13751,,30.45425,38.34214,29.72498,0.03952,,,,20.43589,51.39181,,1.07944,0.03123,36.16247,0.042,20.78088,19.59235,0.04109
392.01,29.64386,23.91879,18.30551,19.59448,20.04347,15.34994,20.63106,,,6.09966,,30.4552,38.18398,29.67991,0.03919,,,,20.40812,51.3753,,1.04893,0.03138,36.16836,0.04084,20.75696,19.59448,0.04132
393.01,29.64668,23.92755,18.31059,19.59673,20.02425,15.34991,20.63789,,,6.06135,,30.45622,38.02504,29.6321,0.03864,,,,20.3796,51.35791,,1.01913,0.03154,36.1744,0.03956,20.73275,19.59673,0.04155
394.01,29.64965,23.93633,18.31551,19.59909,20.00433,15.34949,20.64487,,,6.02258,,30.4573,37.86535,29.58159,0.03786,,,,20.35031,51.33963,,0.99004,0.03169,36.18058,0.03825,20.70827,19.59909,0.04178
395.01,29.65279,23.94512,18.32029,19.60156,19.98372,15.34863,20.65199,,,5.98335,,30.45844,37.70494,29.5284,0.03688,,,,20.32026,51.32044,,0.96164,0.03185,36.1869,0.03705,20.6835,19.60156,0.042
396.01,29.65608,23.95393,18.32491,19.60415,19.9624,15.34733,20.65926,,,5.94366,,30.45964,37.54383,29.47256,0.03578,,,,20.28943,51.30034,,0.93394,0.03201,36.19336,0.03603,20.65846,19.60415,0.04223
397.01,29.65951,23.96276,18.32937,19.60684,19.94036,15.34554,20.66666,,,5.9035,,30.4609,37.38205,29.4141,0.03461,,,,20.25782,51.2793,,0.90692,0.03217,36.19995,0.03518,20.63313,19.60684,0.04246
398.01,29.66307,23.9716,18.33368,19.60964,19.9176,15.34326,20.6742,,,5.86289,,30.46221,37.21961,29.35305,0.03343,,,,20.22543,51.25732,,0.88057,0.03233,36.20667,0.03448,20.60752,19.60964,0.04269
399.01,29.66677,23.98046,18.33782,19.61256,19.8941,15.34043,20.68187,,,5.82181,,30.46358,37.05654,29.28945,0.03232,,,,20.19226,51.23439,,0.85488,0.03249,36.21352,0.0339,20.58164,19.61256,0.04291
400.01,29.67059,23.98933,18.3418,19.61557,19.86986,15.33704,20.68967,,,5.78028,,30.46501,36.89287,29.22333,0.03135,,,,20.15828,51.2105,,0.82984,0.03266,36.22051,0.03344,20.55547,19.61557,0.04314
401.01,29.67454,23.99821,18.34561,19.6187,19.84487,15.33304,20.69759,,,5.73829,,30.4665,36.72861,29.15471,0.03053,,,,20.12351,51.18563,,0.80545,0.03282,36.22761,0.03307,20.52903,19.6187,0.04336
402.01,29.67861,24.00712,18.34925,19.62192,19.81913,15.3284,20.70564,,,5.69585,,30.46804,36.5638,29.08365,0.02984,,,,20.08793,51.15978,,0.7817,0.03299,36.23484,0.03278,20.5023,19.62192,0.04358
403.01,29.68279,24.01604,18.35272,19.62525,19.79262,15.32307,20.71381,,,5.65296,,30.46963,36.39845,29.01017,0.02927,,,,20.05154,51.13294,,0.75856,0.03315,36.24218,0.03255,20.4753,19.62525,0.0438
404.01,29.68708,24.02497,18.35601,19.62867,19.76534,15.31702,20.72209,,,5.60962,,30.47127,36.23258,28.93431,0.02879,,,,20.01434,51.10512,,0.73604,0.03332,36.24964,0.03239,20.44802,19.62867,0.04402
405.01,29.69147,24.03391,18.35913,19.63219,19.73728,15.3102,20.73049,,,5.56585,,30.47297,36.06623,28.85611,0.02839,,,,19.97632,51.0763,,0.71413,0.03348,36.25721,0.03227,20.42047,19.63219,0.04424
406.01,29.69596,24.04287,18.36207,19.6358,19.70843,15.30256,20.73899,,,5.52164,,30.47472,35.89939,28.7756,0.02807,,,,19.93748,51.04647,,0.6928,0.03365,36.26489,0.0322,20.39263,19.6358,0.04445
407.01,29.70054,24.05184,18.36483,19.63951,19.6788,15.29405,20.74761,,,5.47699,,30.47652,35.73211,28.69283,0.02781,,,,19.89782,51.01563,,0.67207,0.03382,36.27268,0.03217,20.36453,19.63951,0.04466
408.01,29.70522,24.06083,18.3674,19.6433,19.64836,15.28463,20.75634,,,5.43193,,30.47838,35.56441,28.60783,0.0276,,,,19.85733,50.98378,,0.6519,0.03399,36.28057,0.03216,20.33614,19.6433,0.04486
409.01,29.70998,24.06984,18.36979,19.64718,19.61713,15.27423,20.76517,,,5.38644,,30.48028,35.39629,28.52065,0.02744,,,,19.81601,50.95092,,0.6323,0.03416,36.28855,0.03218,20.30749,19.64718,0.04506
410.01,29.71483,24.07886,18.37199,19.65114,19.58508,15.26282,20.7741,,,5.34054,,30.48223,35.22779,28.43132,0.02731,,,,19.77385,50.91704,,0.61325,0.03433,36.29664,0.03223,20.27855,19.65114,0.04526
411.01,29.71976,24.08788,18.37401,19.65518,19.55222,15.25034,20.78313,,,5.29425,,30.48423,35.05892,28.33988,0.02722,,,,19.73086,50.88214,,0.59474,0.0345,36.30481,0.03229,20.24935,19.65518,0.04545
412.01,29.72476,24.09693,18.37583,19.6593,19.51854,15.23674,20.79225,,,5.24756,,30.48627,34.88971,28.24638,0.02716,,,,19.68703,50.84623,,0.57676,0.03467,36.31308,0.03237,20.21987,19.6593,0.04564
413.01,29.72983,24.10598,18.37745,19.66349,19.48404,15.22196,20.80147,,,5.20048,,30.48837,34.72017,28.15085,0.02712,,,,19.64236,50.80929,,0.5593,0.03484,36.32143,0.03246,20.19012,19.66349,0.04583
414.01,29.73498,24.11505,18.37888,19.66776,19.4487,15.20597,20.81079,,,5.15303,,30.49051,34.55032,28.05334,0.0271,,,,19.59684,50.77133,,0.54236,0.03501,36.32987,0.03257,20.16009,19.66776,0.046
415.01,29.7402,24.12413,18.38011,19.6721,19.41254,15.1887,20.8202,,,5.10522,,30.49269,34.38019,27.9539,0.0271,,,,19.55048,50.73236,,0.52591,0.03518,36.33838,0.03269,20.1298,19.6721,0.04618
416.01,29.74548,24.13323,18.38114,19.67651,19.37553,15.17012,20.82969,,,5.05705,,30.49492,34.20979,27.85255,0.02712,,,,19.50328,50.69237,,0.50995,0.03535,36.34697,0.03281,20.09924,19.67651,0.04634
417.01,29.75082,24.14234,18.38197,19.68098,19.33769,15.15017,20.83927,,,5.00854,,30.49719,34.03913,27.74934,0.02714,,,,19.45523,50.65136,,0.49447,0.03552,36.35563,0.03295,20.0684,19.68098,0.0465
418.01,29.75622,24.15145,18.38259,19.68551,19.29899,15.12882,20.84894,,,4.9597,,30.49951,33.86825,27.64432,0.02718,,,,19.40634,50.60935,,0.47946,0.03569,36.36436,0.03309,20.0373,19.68551,0.04666
419.01,29.76168,24.16058,18.38301,19.69011,19.25945,15.10602,20.85868,,,4.91054,,30.50187,33.69716,27.53753,0.02723,,,,19.3566,50.56632,,0.4649,0.03586,36.37315,0.03323,20.00593,19.69011,0.0468
420.01,29.76719,24.16973,18.38322,19.69476,19.21906,15.08173,20.86851,,,4.86107,,30.50427,33.52587,27.42901,0.02728,,,,19.30601,50.52229,,0.45079,0.03603,36.382,0.03338,19.97429,19.69476,0.04681
421.01,29.77275,24.17888,18.38322,19.69946,19.17782,15.05591,20.87841,,,4.81131,,30.50672,33.35441,27.3188,0.02735,,,,19.25457,50.47726,,0.43712,0.0362,36.39091,0.03354,19.94239,19.69946,0.0465
422.01,29.77836,24.18805,18.383,19.70422,19.13571,15.02853,20.88839,,,4.76128,,30.5092,33.18278,27.20694,0.02742,,,,19.20228,50.43124,,0.42387,0.03636,36.39988,0.0337,19.91022,19.70422,0.04582
423.01,29.78403,24.19724,18.38257,19.70903,19.09275,14.99955,20.89844,,,4.71097,,30.51172,33.01102,27.09347,0.02749,,,,19.14915,50.38422,,0.41103,0.03653,36.40889,0.03386,19.87778,19.70903,0.04482
424.01,29.78973,24.20643,18.38193,19.71388,19.04893,14.96895,20.90857,,,4.66041,,30.51428,32.83913,26.97845,0.02757,,,,19.09517,50.33623,,0.39861,0.0367,36.41794,0.03403,19.84509,19.71388,0.04357
425.01,29.79548,24.21563,18.38107,19.71878,19.00424,14.9367,20.91876,,,4.60962,,30.51688,32.66713,26.8619,0.02765,,,,19.04034,50.28726,,0.38657,0.03686,36.42704,0.0342,19.81212,19.71878,0.04219
426.01,29.80127,24.22484,18.37999,19.72372,18.95869,14.90278,20.92903,,,4.5586,,30.51952,32.49504,26.74388,0.02773,,,,18.98467,50.23733,,0.37492,0.03702,36.43618,0.03437,19.7789,19.72372,0.04079
427.01,29.8071,24.23407,18.37869,19.7287,18.91228,14.86716,20.93936,,,4.50738,,30.52219,32.32287,26.62441,0.02782,,,,18.92816,50.18644,,0.36365,0.03719,36.44535,0.03454,19.74541,19.7287,0.03949
428.01,29.81297,24.24331,18.37716,19.73372,18.865,14.82985,20.94975,,,4.45596,,30.52491,32.15065,26.50355,0.02791,,,,18.8708,50.13459,,0.35274,0.03735,36.45455,0.03472,19.71166,19.73372,0.03838
429.01,29.81888,24.25256,18.37541,19.73878,18.81685,14.79082,20.96021,,,4.40437,,30.52765,31.97838,26.38134,0.028,,,,18.81261,50.08181,,0.34218,0.0375,36.46377,0.0349,19.67765,19.73878,0.03745
430.01,29.82482,24.26182,18.37344,19.74386,18.76783,14.75007,20.97073,,,4.35261,,30.53044,31.80608,26.25781,0.02809,,,,18.75358,50.0281,,0.33197,0.03766,36.47301,0.03508,19.64339,19.74386,0.03669
431.01,29.83079,24.27109,18.37124,19.74898,18.71795,14.7076,20.98131,,,4.30071,,30.53325,31.63377,26.133,0.02819,,,,18.69372,49.97347,,0.3221,0.03781,36.48227,0.03526,19.60886,19.74898,0.03607
432.01,29.83679,24.28037,18.36881,19.75412,18.66719,14.66342,20.99194,,,4.24868,,30.53611,31.46146,26.00696,0.02829,,,,18.63303,49.91793,,0.31255,0.03797,36.49154,0.03544,19.57407,19.75412,0.03556
433.01,29.84283,24.28966,18.36615,19.75929,18.61557,14.61752,21.00264,,,4.19653,,30.53899,31.28917,25.87973,0.02838,,,,18.57152,49.86149,,0.30332,0.03811,36.50083,0.03562,19.53903,19.75929,0.03515
434.01,29.84889,24.29896,18.36326,19.76448,18.56309,14.56992,21.01339,,,4.14429,,30.54191,31.11691,25.75133,0.02848,,,,18.50918,49.80417,,0.2944,0.03826,36.51011,0.03581,19.50373,19.76448,0.03483
435.01,29.85498,24.30828,18.36014,19.7697,18.50973,14.52062,21.02419,,,4.09197,,30.54486,30.94469,25.62183,0.02858,,,,18.44603,49.74598,,0.28578,0.0384,36.5194,0.03599,19.46818,19.7697,0.03459
436.01,29.8611,24.3176,18.35678,19.77493,18.45552,14.46965,21.03504,,,4.03959,,30.54785,30.77253,25.49124,0.02868,,,,18.38206,49.68693,,0.27744,0.03854,36.52868,0.03618,19.43237,19.77493,0.0344
437.01,29.86724,24.32694,18.35319,19.78018,18.40044,14.41703,21.04594,,,3.98716,,30.55086,30.60044,25.35961,0.02878,,,,18.31729,49.62703,,0.26939,0.03868,36.53795,0.03637,19.39631,19.78018,0.03427
438.01,29.8734,24.33628,18.34936,19.78544,18.34451,14.36277,21.05689,,,3.93469,,30.5539,30.42844,25.22698,0.02888,,,,18.25172,49.56631,,0.26161,0.03881,36.54721,0.03656,19.35999,19.78544,0.03419
439.01,29.87959,24.34564,18.34529,19.79072,18.28772,14.30692,21.06789,,,3.88222,,30.55697,30.25653,25.09338,0.02899,,,,18.18535,49.50477,,0.25409,0.03894,36.55645,0.03675,19.32342,19.79072,0.03415
440.01,29.88579,24.35501,18.34098,19.79601,18.23008,14.24948,21.07893,,,3.82974,,30.56008,30.08474,24.95886,0.02909,,,,18.11819,49.44243,,0.24683,0.03907,36.56567,0.03695,19.2866,19.79601,0.03414
441.01,29.89202,24.36439,18.33643,19.80131,18.17158,14.19048,21.09001,,,3.77729,,30.56321,29.91307,24.82344,0.02919,,,,18.05024,49.3793,,0.23982,0.03919,36.57486,0.03714,19.24953,19.80131,0.03416
442.01,29.89827,24.37378,18.33164,19.80662,18.11224,14.12995,21.10114,,,3.72487,,30.56637,29.74153,24.68717,0.0293,,,,17.98152,49.31541,,0.23305,0.03931,36.58402,0.03733,19.21221,19.80662,0.0342
443.01,29.90454,24.38318,18.32661,19.81193,18.05206,14.0679,21.11231,,,3.67251,,30.56955,29.57015,24.55007,0.0294,,,,17.91203,49.25076,,0.22651,0.03942,36.59314,0.03753,19.17465,19.81193,0.03427
444.01,29.91082,24.39259,18.32134,19.81725,17.99105,14.00433,21.12352,,,3.62022,,30.57276,29.39892,24.41219,0.02951,,,,17.84178,49.18538,,0.2202,0.03946,36.60222,0.03772,19.13683,19.81725,0.03436
445.01,29.91712,24.402,18.31582,19.82256,17.9292,13.93925,21.13476,,,3.56801,,30.576,29.22787,24.27356,0.02961,,,,17.77077,49.11928,,0.2141,0.03927,36.61125,0.03792,19.09876,19.82256,0.03446
446.01,29.92343,24.41143,18.31005,19.82788,17.86652,13.87265,21.14604,,,3.51591,,30.57926,29.05699,24.13421,0.02972,,,,17.69901,49.05248,,0.20821,0.0388,36.62023,0.03811,19.06045,19.82788,0.03457
