time,Muttonpulao_02_PYY,Cholebhature_01_PYY,Curdrice_01_PYY,Lemonrice_01_PYY,Pasta_01_PYY,Masaladosa_01_PYY,Vegetable_Biryani_01_PYY,Rapid_starch_01_PYY,Chickenbreast_01_PYY,Rice_01_PYY,Eggwhite_01_PYY,Paneer_01_PYY,Milk_Chocolate_01_PYY,Peanuts_01_PYY,Curd_01_PYY,Glucose_01_PYY,Biscuit_01_PYY,Glucose_02_PYY,Bread_Meal_01_100_PYY,Chickensandwich_01_PYY,Ghee_01_PYY,Apple_Pineapplesalad_01_PYY,Spinach_01_PYY,Bread_meal_02_PYY,Orange_01_PYY,Omelette_01_PYY,Muttonpulao_01_PYY,Arabinose_01_PYY
96.01,53.49653,36.49771,20.25131,27.64376,20.83784,13.85639,28.69101,5460.05579,,50.14551,,26.52206,24.51337,126.71467,6.86285,,,,20.84838,114.0036,,25.88077,5.83086,32.70517,2.93107,21.46404,27.64376,0.0287
97.01,53.26978,36.38351,20.20564,27.50709,20.94387,13.88602,28.6169,5546.19739,,50.42678,,26.63639,24.71863,128.98271,6.89142,,,,20.91765,114.46005,,25.85455,5.85042,32.876,2.93744,21.46228,27.50709,0.02861
98.01,53.036,36.26742,20.16031,27.37389,21.0462,13.9156,28.54297,5635.61757,,50.70497,,26.75104,24.92046,131.26533,6.91915,,,,20.98493,114.89587,,25.82635,5.86727,33.04419,2.94236,21.46019,27.37389,0.02853
99.01,52.79611,36.1498,20.11537,27.24409,21.14482,13.94486,28.46929,5728.55379,,50.97906,,26.86586,25.1188,133.56057,6.94602,,,,21.05019,115.31151,,25.79623,5.88137,33.20964,2.9458,21.4578,27.24409,0.02847
100.01,52.55099,36.031,20.07086,27.11761,21.23974,13.97346,28.3959,5825.24636,,51.24799,,26.98068,25.31363,135.86639,6.97202,,,,21.11344,115.70744,,25.76425,5.89268,33.37224,2.94776,21.45515,27.11761,0.02843
101.01,52.30145,35.91133,20.02679,26.99439,21.33096,14.00097,28.32289,5925.93886,,51.51069,,27.09534,25.50489,138.18062,6.99712,,,,21.17468,116.08415,,25.73049,5.90116,33.53188,2.94823,21.45226,26.99439,0.02839
102.01,52.04825,35.79108,19.98321,26.87434,21.41848,14.0269,28.25029,6030.87763,,51.76605,,27.20968,25.69255,140.50099,7.02131,,,,21.23389,116.44209,,25.69499,5.9068,33.68847,2.94721,21.44917,26.87434,0.02837
103.01,51.79208,35.67052,19.94012,26.75739,21.50231,14.0507,28.17817,6140.31036,,52.01299,,27.32355,25.87658,142.82511,7.04456,,,,21.2911,116.78174,,25.65781,5.90957,33.8419,2.9447,21.44591,26.75739,0.02836
104.01,51.53359,35.54988,19.89757,26.64348,21.58249,14.07182,28.10658,6254.49114,,52.25046,,27.43677,26.05698,145.15051,7.06686,,,,21.34629,117.10352,,25.61899,5.90946,33.9921,2.94072,21.4425,26.64348,0.02836
105.01,51.27341,35.42938,19.85558,26.53251,21.65904,14.08971,28.03555,6373.66975,,52.47739,,27.5492,26.23371,147.47464,7.08818,,,,21.39949,117.40788,,25.5786,5.90646,34.13897,2.93526,21.43896,26.53251,0.02836
106.01,51.01213,35.30921,19.81417,26.42439,21.732,14.10388,27.9651,6498.09159,,52.69278,,27.66071,26.40677,149.79484,7.10852,,,,21.45071,117.69523,,25.53666,5.90058,34.28244,2.92834,21.43532,26.42439,0.02837
107.01,50.75034,35.18953,19.77337,26.31906,21.80139,14.11393,27.89528,6627.99696,,52.89566,,27.77115,26.57616,152.10842,7.12784,,,,21.49996,117.96596,,25.49324,5.89183,34.42243,2.91998,21.4316,26.31906,0.02839
108.01,50.48858,35.07051,19.73318,26.21643,21.86727,14.11955,27.8261,6763.61692,,53.08512,,27.88042,26.74188,154.4126,7.14613,,,,21.54726,118.22043,,25.44836,5.88021,34.55889,2.9102,21.42781,26.21643,0.02841
109.01,50.22738,34.9523,19.69363,26.11643,21.92966,14.12054,27.7576,6905.17986,,53.26032,,27.98838,26.90393,156.70454,7.16337,,,,21.59264,118.45899,,25.40208,5.86575,34.69178,2.89901,21.42398,26.11643,0.02844
110.01,49.96722,34.83501,19.65473,26.019,21.98863,14.11683,27.68981,7052.89323,,53.42046,,28.09494,27.06235,158.98137,7.17955,,,,21.63611,118.68194,,25.35441,5.84847,34.82105,2.88644,21.42012,26.019,0.02848
111.01,49.70854,34.71878,19.6165,25.92405,22.04422,14.10847,27.62275,7206.93846,,53.56483,,28.19998,27.21714,161.24017,7.19463,,,,21.6777,118.8896,,25.30541,5.8284,34.94667,2.87253,21.41626,25.92405,0.02851
112.01,49.45172,34.60371,19.57895,25.83151,22.0965,14.0956,27.55643,,,53.69277,,28.30341,27.36835,163.47801,7.20861,,,,21.71745,119.08226,,25.25511,5.80558,35.06861,2.85728,21.41241,25.83151,0.02856
113.01,49.19712,34.48986,19.5421,25.74131,22.14551,14.07846,27.49086,,,53.8037,,28.40515,27.516,165.69189,7.22147,,,,21.75538,119.26019,,25.20355,5.78006,35.18687,2.84075,21.40858,25.74131,0.0286
114.01,48.94505,34.37733,19.50596,25.65339,22.19133,14.05734,27.42605,,,53.89712,,28.50514,27.66014,167.87882,7.2332,,,,21.79152,119.42364,,25.15074,5.75187,35.30144,2.82296,21.40479,25.65339,0.02866
115.01,48.69578,34.26617,19.47054,25.56768,22.23402,14.03258,27.36202,,,53.97259,,28.60332,27.8008,170.0358,7.24377,,,,21.82591,119.57285,,25.09673,5.72107,35.41233,2.80394,21.40106,25.56768,0.02871
116.01,48.44957,34.15646,19.43584,25.48412,22.27365,14.00456,27.29878,,,54.02978,,28.69962,27.93805,172.15982,7.25317,,,,21.85858,119.70802,,25.04155,5.68771,35.51956,2.78374,21.39739,25.48412,0.02877
117.01,48.20665,34.04825,19.40188,25.40268,22.31029,13.97367,27.23634,,,54.0684,,28.794,28.07195,174.24787,7.26139,,,,21.88956,119.82939,,24.98521,5.65186,35.62315,2.7624,21.39381,25.40268,0.02883
118.01,47.9672,33.94158,19.36866,25.32327,22.34402,13.94032,27.17472,,,54.08824,,28.88642,28.20256,176.29695,7.26841,,,,21.9189,119.93715,,24.92776,5.61357,35.72313,2.73994,21.39033,25.32327,0.02889
119.01,47.73138,33.83649,19.3362,25.24585,22.37491,13.90491,27.1139,,,54.08919,,28.97684,28.32996,178.30407,7.27423,,,,21.94663,120.03151,,24.86921,5.57291,35.81954,2.71642,21.38697,25.24585,0.02896
120.01,47.49933,33.73299,19.3045,25.17035,22.40305,13.86782,27.0539,,,54.07117,,29.06525,28.45421,180.26627,7.27883,,,,21.9728,120.11265,,24.8096,5.52995,35.91242,2.69188,21.38373,25.17035,0.02903
121.01,47.27117,33.6311,19.27356,25.09674,22.42852,13.82943,26.99471,,,54.0342,,29.15163,28.57541,182.18059,7.2822,,,,21.99745,120.18076,,24.74895,5.48476,36.00185,2.66636,21.38062,25.09674,0.0291
122.01,47.047,33.53084,19.2434,25.02495,22.45139,13.79008,26.93635,,,53.97837,,29.23599,28.69362,184.04414,7.28434,,,,22.02062,120.236,,24.68728,5.43742,36.08787,2.6399,21.37766,25.02495,0.02918
123.01,46.82691,33.43223,19.214,24.95496,22.47175,13.7501,26.87883,,,53.9038,,29.31831,28.80896,185.85404,7.28522,,,,22.04237,120.27854,,24.62461,5.388,36.17056,2.61255,21.37487,24.95496,0.02926
124.01,46.61097,33.33527,19.18538,24.8867,22.4897,13.7098,26.82214,,,53.81072,,29.39858,28.92152,187.60748,7.28485,,,,22.06272,120.30854,,24.56097,5.33659,36.24999,2.58436,21.37226,24.8867,0.02934
125.01,46.39924,33.23996,19.15755,24.82014,22.50532,13.66945,26.7663,,,53.69937,,29.47683,29.03139,189.30169,7.28322,,,,22.08174,120.32617,,24.49638,5.28326,36.32624,2.55537,21.36983,24.82014,0.02942
126.01,46.19174,33.1463,19.1305,24.75523,22.5187,13.6293,26.71129,,,53.57007,,29.55306,29.13867,190.93395,7.28033,,,,22.09947,120.33158,,24.43087,5.2281,36.39938,2.52563,21.3676,24.75523,0.02951
127.01,45.9885,33.05426,19.10423,24.69193,22.52994,13.58959,26.65711,,,53.42317,,29.62728,29.24349,192.50161,7.27616,,,,22.11598,120.32491,,24.36444,5.1712,36.4695,2.49518,21.36557,24.69193,0.0296
128.01,45.78952,32.96384,19.07875,24.63019,22.53914,13.5505,26.60377,,,53.25908,,29.69954,29.34593,194.00209,7.27072,,,,22.1313,120.30632,,24.29713,5.11263,36.5367,2.46408,21.36376,24.63019,0.02969
129.01,45.59481,32.87503,19.05405,24.56998,22.54637,13.51223,26.55127,,,53.07825,,29.76984,29.44612,195.4329,7.26401,,,,22.14549,120.27591,,24.22894,5.05248,36.60106,2.43236,21.36217,24.56998,0.02978
130.01,45.40437,32.78782,19.03013,24.51127,22.55173,13.47491,26.49961,,,52.88117,,29.83821,29.54418,196.79162,7.25601,,,,22.15861,120.23384,,24.15991,4.99084,36.66267,2.40007,21.36081,24.51127,0.02988
131.01,45.21818,32.70219,19.00698,24.45402,22.55533,13.43869,26.44879,,,52.66837,,29.90469,29.64021,198.07592,7.24674,,,,22.17069,120.18022,,24.09004,4.92781,36.72164,2.36726,21.35969,24.45402,0.02998
132.01,45.03621,32.61813,18.98461,24.3982,22.55724,13.40369,26.39879,,,52.4404,,29.9693,29.73433,199.28357,7.2362,,,,22.18181,120.11517,,24.01935,4.86345,36.77805,2.33397,21.35883,24.3982,0.03008
133.01,44.85842,32.53559,18.96302,24.34376,22.55757,13.37,26.34962,,,52.19784,,30.03207,29.82668,200.41242,7.22438,,,,22.192,120.03882,,23.94787,4.79787,36.83199,2.30025,21.35821,24.34376,0.03018
134.01,44.68477,32.45455,18.94219,24.29068,22.5564,13.33769,26.30126,,,51.94131,,30.09305,29.91735,201.46047,7.21129,,,,22.20132,119.95126,,23.87561,4.73115,36.88357,2.26615,21.35784,24.29068,0.03028
135.01,44.5152,32.37499,18.92212,24.23892,22.55383,13.30684,26.25371,,,51.67146,,30.15228,30.00648,202.42578,7.19693,,,,22.20982,119.85261,,23.80257,4.66338,36.93288,2.23169,21.35773,24.23892,0.03039
136.01,44.34966,32.29689,18.90279,24.18846,22.54993,13.27749,26.20697,,,51.38894,,30.2098,30.09418,203.30658,7.18131,,,,22.21755,119.74296,,23.72878,4.59464,36.98002,2.19694,21.35789,24.18846,0.0305
137.01,44.1881,32.22021,18.88421,24.13926,22.5448,13.24967,26.16103,,,51.09446,,30.26563,30.18058,204.10119,7.16443,,,,22.22456,119.6224,,23.65425,4.52502,37.02508,2.16193,21.35832,24.13926,0.03061
138.01,44.03045,32.14494,18.86636,24.0913,22.53852,13.22342,26.11589,,,50.78871,,30.31983,30.26579,204.80807,7.14631,,,,22.23089,119.49103,,23.579,4.4546,37.06814,2.1267,21.35902,24.0913,0.03072
139.01,43.87662,32.07103,18.84923,24.04454,22.53119,13.19874,26.07152,,,50.47244,,30.37242,30.34994,205.42582,7.12694,,,,22.2366,119.34894,,23.50303,4.38348,37.10929,2.09129,21.35998,24.04454,0.03084
140.01,43.72655,31.99844,18.83281,23.99894,22.52287,13.17564,26.02793,,,50.14637,,30.42345,30.43314,205.95316,7.10635,,,,22.24174,119.19623,,23.42637,4.31172,37.14863,2.05575,21.36121,23.99894,0.03095
141.01,43.58014,31.92715,18.8171,23.95449,22.51366,13.15412,25.98509,,,49.81129,,30.47298,30.51551,206.38897,7.08452,,,,22.24634,119.03297,,23.34901,4.23942,37.18625,2.0201,21.36271,23.95449,0.03107
142.01,43.43733,31.85712,18.80206,23.91115,22.50363,13.13416,25.94301,,,49.46796,,30.52103,30.59715,206.73229,7.06149,,,,22.25046,118.85925,,23.27098,4.16665,37.22222,1.98438,21.36447,23.91115,0.03119
143.01,43.29804,31.78832,18.78768,23.86891,22.49284,13.11575,25.90168,,,49.11719,,30.56765,30.67819,206.98227,7.03726,,,,22.25413,118.67516,,23.19229,4.0935,37.25662,1.94864,21.3665,23.86891,0.03131
144.01,43.16218,31.72072,18.77396,23.82773,22.48138,13.09885,25.86108,,,48.75977,,30.61287,30.75873,207.13826,7.01183,,,,22.25739,118.48079,,23.11293,4.02003,37.28954,1.91291,21.36879,23.82773,0.03144
145.01,43.02966,31.65428,18.76088,23.78758,22.46931,13.08345,25.8212,,,48.3965,,30.65673,30.83888,207.19975,6.98523,,,,22.26027,118.27623,,23.03294,3.94633,37.32103,1.87721,21.37134,23.78758,0.03156
146.01,42.90039,31.58897,18.74843,23.74843,22.4567,13.0695,25.78203,,,48.02821,,30.69927,30.91875,207.16638,6.95747,,,,22.26283,118.0616,,22.95231,3.87247,37.35118,1.84159,21.37413,23.74843,0.03169
147.01,42.77427,31.52475,18.73658,23.71025,22.44362,13.05697,25.74355,,,47.65569,,30.74053,30.99843,207.03796,6.92856,,,,22.26508,117.83698,,22.87105,3.79852,37.38005,1.80607,21.37717,23.71025,0.03181
148.01,42.65123,31.46158,18.72531,23.67303,22.43011,13.04583,25.70575,,,47.27976,,30.78054,31.07802,206.81448,6.89851,,,,22.26706,117.60248,,22.78917,3.72455,37.4077,1.77069,21.38045,23.67303,0.03194
149.01,42.53116,31.39943,18.71461,23.63672,22.41624,13.03601,25.66862,,,46.90122,,30.81935,31.15761,206.49606,6.86735,,,,22.2688,117.35822,,22.70668,3.65063,37.43419,1.73546,21.38396,23.63672,0.03207
150.01,42.41399,31.33827,18.70446,23.60132,22.40205,13.02749,25.63215,,,46.52086,,30.85697,31.23731,206.08303,6.83509,,,,22.27031,117.10431,,22.62359,3.57682,37.45958,1.70043,21.38769,23.60132,0.0322
151.01,42.29963,31.27806,18.69484,23.56678,22.38761,13.02021,25.59632,,,46.13946,,30.89345,31.31719,205.57584,6.80175,,,,22.27164,116.84086,,22.5399,3.50319,37.48392,1.66561,21.39164,23.56678,0.03234
152.01,42.18798,31.21877,18.68573,23.53308,22.37296,13.01412,25.56112,,,45.75778,,30.92881,31.39734,204.97515,6.76734,,,,22.27279,116.56802,,22.45563,3.42981,37.50725,1.63103,21.3958,23.53308,0.03247
153.01,42.07895,31.16036,18.67711,23.50018,22.35815,13.00918,25.52652,,,45.37654,,30.96307,31.47785,204.28175,6.73188,,,,22.27379,116.28591,,22.37077,3.35672,37.52964,1.59672,21.40016,23.50018,0.0326
154.01,41.97244,31.10278,18.66896,23.46808,22.34322,13.00534,25.49251,,,44.99645,,30.99629,31.55877,203.4966,6.6954,,,,22.27466,115.99467,,22.28534,3.28399,37.5511,1.56269,21.4047,23.46808,0.03274
155.01,41.86838,31.04602,18.66126,23.43673,22.3282,13.00255,25.45908,,,44.6182,,31.02847,31.64019,202.62084,6.65791,,,,22.27541,115.69444,,22.19934,3.21168,37.57171,1.52897,21.40942,23.43673,0.03288
156.01,41.76668,30.99003,18.65398,23.40611,22.31313,13.00076,25.4262,,,44.24244,,31.05965,31.72217,201.65574,6.61943,,,,22.27607,115.38534,,22.11277,3.13983,37.59147,1.49557,21.41431,23.40611,0.03301
157.01,41.66725,30.93479,18.6471,23.37621,22.29804,12.99992,25.39386,,,43.86976,,31.08985,31.80478,200.60275,6.57999,,,,22.27663,115.06752,,22.02565,3.0685,37.61044,1.46253,21.41936,23.37621,0.03315
158.01,41.57002,30.88026,18.64061,23.34698,22.28296,12.99998,25.36204,,,43.50073,,31.11909,31.88808,199.46346,6.5396,,,,22.27711,114.74114,,21.93797,2.99773,37.62865,1.42984,21.42456,23.34698,0.03328
159.01,41.47488,30.82639,18.63448,23.31841,22.26792,13.0009,25.33072,,,43.13588,,31.14739,31.97212,198.2396,6.49829,,,,22.27751,114.40633,,21.84975,2.92757,37.64611,1.39754,21.4299,23.31841,0.03333
160.01,41.38176,30.77316,18.6287,23.29046,22.25295,13.00263,25.29988,,,42.77569,,31.17478,32.05696,196.93305,6.45608,,,,22.27785,114.06325,,21.76099,2.85806,37.66286,1.36562,21.43536,23.29046,0.03324
161.01,41.29057,30.72052,18.62323,23.2631,22.23805,13.00513,25.26949,,,42.42057,,31.20128,32.14264,195.54583,6.41299,,,,22.27813,113.71204,,21.67169,2.78925,37.67892,1.33412,21.44093,23.2631,0.03298
162.01,41.20124,30.66845,18.61805,23.23632,22.22325,13.00836,25.23955,,,42.07091,,31.22691,32.2292,194.08007,6.36905,,,,22.27834,113.35285,,21.58185,2.72117,37.69433,1.30304,21.4466,23.23632,0.03259
163.01,41.11369,30.61691,18.61314,23.21009,22.20856,13.01226,25.21004,,,41.72705,,31.25168,32.31669,192.53806,6.32427,,,,22.27848,112.98581,,21.49149,2.65387,37.70909,1.27239,21.45236,23.21009,0.03209
164.01,41.02785,30.56588,18.60848,23.18438,22.19401,13.0168,25.18093,,,41.38925,,31.27562,32.40514,190.92218,6.27869,,,,22.27856,112.61107,,21.4006,2.58737,37.72324,1.24219,21.45821,23.18438,0.03154
165.01,40.94364,30.51532,18.60404,23.15916,22.17959,13.02194,25.1522,,,41.05774,,31.29873,32.49459,189.23494,6.23232,,,,22.27857,112.2288,,21.3092,2.52171,37.73678,1.21244,21.46413,23.15916,0.03099
166.01,40.86098,30.46519,18.59981,23.1344,22.16533,13.02764,25.12383,,,40.73268,,31.32104,32.58506,187.47893,6.1852,,,,22.27852,111.83912,,21.21728,2.45691,37.74974,1.18315,21.4701,23.1344,0.03055
167.01,40.7798,30.41545,18.59577,23.11008,22.15123,13.03387,25.09579,,,40.41418,,31.34255,32.67658,185.65685,6.13734,,,,22.27839,111.44221,,21.12485,2.39302,37.76212,1.15433,21.47612,23.11008,0.03023
168.01,40.70003,30.36608,18.59188,23.08616,22.13728,13.04059,25.06807,,,40.10232,,31.36329,32.76917,183.7715,6.08878,,,,22.27818,111.03819,,21.03191,2.33004,37.77395,1.12599,21.48217,23.08616,0.03002
169.01,40.62161,30.31704,18.58813,23.06264,22.12351,13.04776,25.04066,,,39.79708,,31.38328,32.86284,181.82573,6.03953,,,,22.27789,110.62724,,20.93847,2.26801,37.78524,1.09813,21.48825,23.06264,0.02991
170.01,40.54448,30.26831,18.58449,23.03947,22.1099,13.05535,25.01354,,,39.49844,,31.4025,32.95763,179.82251,5.98962,,,,22.27751,110.2095,,20.84453,2.20695,37.79601,1.07076,21.49435,23.03947,0.02989
171.01,40.46856,30.21986,18.58094,23.01664,22.09646,13.06334,24.98667,,,39.2063,,31.42099,33.05353,177.76482,5.93907,,,,22.27703,109.78515,,20.7501,2.14687,37.80625,1.04388,21.50045,23.01664,0.02992
172.01,40.3938,30.17165,18.57747,22.99412,22.08318,13.07169,24.96005,,,38.9205,,31.43875,33.15056,175.65573,5.88793,,,,22.27645,109.35437,,20.65519,2.0878,37.81598,1.01749,21.50655,22.99412,0.03001
173.01,40.32013,30.12365,18.57404,22.97187,22.07006,13.08038,24.93364,,,38.64086,,31.45579,33.24872,173.49834,5.8362,,,,22.27576,108.91734,,20.55979,2.02975,37.82521,0.9916,21.51264,22.97187,0.03015
174.01,40.24748,30.07582,18.57065,22.94987,22.0571,13.08938,24.90743,,,38.36714,,31.47212,33.34801,171.29581,5.78391,,,,22.27496,108.47427,,20.46391,1.97274,37.83396,0.9662,21.5187,22.94987,0.03031
175.01,40.17581,30.02814,18.56727,22.92811,22.04429,13.09866,24.8814,,,38.09906,,31.48777,33.44845,169.05129,5.7311,,,,22.27402,108.02535,,20.36755,1.91677,37.84224,0.94131,21.52473,22.92811,0.03051
176.01,40.10506,29.98059,18.56388,22.90656,22.03162,13.10821,24.85553,,,37.83632,,31.50272,33.55002,166.76799,5.67779,,,,22.27295,107.57081,,20.27072,1.86186,37.85005,0.91691,21.53072,22.90656,0.03073
177.01,40.03518,29.93313,18.56045,22.88519,22.01909,13.11799,24.82981,,,37.57855,,31.51701,33.65273,164.44911,5.62399,,,,22.27173,107.11088,,20.17343,1.80801,37.85741,0.89302,21.53667,22.88519,0.03096
178.01,39.96612,29.88573,18.55698,22.86398,22.00669,13.12799,24.80422,,,37.3254,,31.53061,33.75657,162.09786,5.56975,,,,22.27036,106.64583,,20.07568,1.75524,37.86431,0.86962,21.54256,22.86398,0.03121
179.01,39.89782,29.83837,18.55345,22.84291,21.99441,13.13819,24.77872,,,37.07643,,31.54356,33.86153,159.71746,5.51509,,,,22.26882,106.17592,,19.97747,1.70354,37.87078,0.84672,21.54839,22.84291,0.03147
180.01,39.83023,29.791,18.54983,22.82194,21.98224,13.14858,24.75331,,,36.83123,,31.55586,33.9676,157.31108,5.46002,,,,22.26711,105.70143,,19.87882,1.65292,37.8768,0.82431,21.55416,22.82194,0.03174
181.01,39.7633,29.7436,18.54611,22.80107,21.97018,13.15913,24.72796,,,36.58935,,31.56752,34.07477,154.88192,5.40459,,,,22.26521,105.22266,,19.77971,1.60339,37.8824,0.8024,21.55984,22.80107,0.03201
182.01,39.697,29.69615,18.54228,22.78026,21.95822,13.16982,24.70266,,,36.35031,,31.57854,34.18303,152.43311,5.34881,,,,22.26312,104.7399,,19.68017,1.55494,37.88758,0.78097,21.56545,22.78026,0.03228
183.01,39.63129,29.64862,18.53831,22.75951,21.94633,13.18066,24.67739,,,36.11366,,31.58894,34.29236,149.96776,5.2927,,,,22.26083,104.25348,,19.5802,1.50758,37.89234,0.76003,21.57098,22.75951,0.03256
184.01,39.56612,29.60098,18.53419,22.73878,21.93452,13.19161,24.65215,,,35.8789,,31.59871,34.40275,147.48896,5.23631,,,,22.25832,103.76372,,19.4798,1.46129,37.89669,0.73957,21.57642,22.73878,0.03284
185.01,39.50144,29.55321,18.52992,22.71806,21.92278,13.20267,24.6269,,,35.64555,,31.60787,34.51418,144.99973,5.17964,,,,22.2556,103.27097,,19.37898,1.41609,37.90062,0.71959,21.58177,22.71806,0.03312
186.01,39.43721,29.50528,18.52547,22.69732,21.91109,13.21382,24.60163,,,35.41312,,31.61642,34.62663,142.50302,5.12273,,,,22.25265,102.77557,,19.27775,1.37195,37.90415,0.70008,21.58703,22.69732,0.0334
187.01,39.37339,29.45715,18.52084,22.67655,21.89945,13.22507,24.57633,,,35.18113,,31.62437,34.74008,140.00176,5.0656,,,,22.24947,102.27788,,19.1761,1.32889,37.90728,0.68103,21.59218,22.67655,0.03367
188.01,39.30994,29.4088,18.51601,22.65572,21.88783,13.23639,24.55097,,,34.94912,,31.63174,34.85451,137.49878,5.00828,,,,22.24604,101.77824,,19.07406,1.28689,37.91001,0.66244,21.59723,22.65572,0.03395
189.01,39.24684,29.36021,18.51097,22.63484,21.87624,13.24777,24.52555,,,34.71661,,31.63853,34.96989,134.99685,4.95079,,,,22.24237,101.27702,,18.97161,1.24594,37.91235,0.64431,21.60218,22.63484,0.03423
190.01,39.18405,29.31134,18.5057,22.61387,21.86465,13.25922,24.50006,,,34.48318,,31.64474,35.08621,132.49869,4.89316,,,,22.23844,100.77457,,18.86878,1.20603,37.9143,0.62663,21.60702,22.61387,0.0345
191.01,39.12154,29.26218,18.50021,22.5928,21.85306,13.27071,24.47447,,,34.24839,,31.65038,35.20343,130.00689,4.8354,,,,22.23425,100.27126,,18.76557,1.16716,37.91585,0.60939,21.61176,22.5928,0.03477
192.01,39.05927,29.21268,18.49449,22.57161,21.84145,13.28225,24.44877,,,34.01184,,31.65545,35.32155,127.52399,4.77755,,,,22.22979,99.76744,,18.66199,1.12932,37.91702,0.59259,21.61639,22.57161,0.03504
193.01,38.99721,29.16282,18.48852,22.55029,21.82983,13.29383,24.42295,,,33.77317,,31.65998,35.44052,125.05244,4.71963,,,,22.22507,99.26348,,18.55804,1.09248,37.91779,0.57622,21.62091,22.55029,0.03531
194.01,38.93533,29.11256,18.48231,22.52883,21.81818,13.30544,24.39699,,,33.53202,,31.66396,35.56033,122.59457,4.66166,,,,22.22007,98.75971,,18.45373,1.05665,37.91818,0.56027,21.62531,22.52883,0.03558
195.01,38.8736,29.06189,18.47584,22.50721,21.80648,13.31708,24.37089,,,33.2881,,31.66741,35.68094,120.15266,4.60366,,,,22.2148,98.25648,,18.34907,1.02181,37.91818,0.54474,21.62962,22.50721,0.03584
196.01,38.812,29.01077,18.4691,22.48543,21.79474,13.32873,24.34463,,,33.04114,,31.67034,35.80233,117.72886,4.54566,,,,22.20925,97.75412,,18.24406,0.98794,37.91779,0.52961,21.63381,22.48543,0.0361
197.01,38.75051,28.95918,18.4621,22.46347,21.78293,13.34041,24.31822,,,32.7909,,31.67273,35.92447,115.32523,4.48767,,,,22.20341,97.25295,,18.13872,0.95503,37.91702,0.51489,21.6379,22.46347,0.03636
198.01,38.68909,28.90708,18.45484,22.44132,21.77106,13.3521,24.29163,,,32.5372,,31.67461,36.04733,112.94374,4.42973,,,,22.19729,96.75331,,18.03305,0.92307,37.91586,0.50056,21.64188,22.44132,0.03663
199.01,38.62773,28.85445,18.44731,22.41897,21.75911,13.36381,24.26485,,,32.2799,,31.67599,36.17089,110.58622,4.37185,,,,22.19089,96.2555,,17.92706,0.89203,37.91432,0.48661,21.64576,22.41897,0.03688
200.01,38.56639,28.80124,18.4395,22.39642,21.74708,13.37552,24.23788,,,32.0189,,31.67686,36.29511,108.25444,4.31404,,,,22.18421,95.75981,,17.82077,0.86191,37.91239,0.47305,21.64953,22.39642,0.03714
201.01,38.50506,28.74744,18.43143,22.37365,21.73497,13.38724,24.21072,,,31.75415,,31.67725,36.41996,105.95005,4.25635,,,,22.17724,95.26653,,17.71417,0.83269,37.91008,0.45985,21.6532,22.37365,0.0374
202.01,38.44372,28.69301,18.42308,22.35067,21.72276,13.39897,24.18335,,,31.48566,,31.67716,36.54541,103.67459,4.19877,,,,22.16999,94.77593,,17.60727,0.80436,37.90739,0.44702,21.65677,22.35067,0.03766
203.01,38.38235,28.63791,18.41446,22.32746,21.71044,13.4107,24.15578,,,31.21347,,31.6766,36.67144,101.4295,4.14134,,,,22.16245,94.28828,,17.50009,0.77689,37.90431,0.43455,21.66025,22.32746,0.03791
204.01,38.32093,28.58213,18.40557,22.30403,21.69803,13.42243,24.12799,,,30.93766,,31.67556,36.79801,99.21611,4.08407,,,,22.15463,93.80381,,17.39263,0.75026,37.90086,0.42243,21.66364,22.30403,0.03817
205.01,38.25945,28.52561,18.39642,22.28036,21.6855,13.43416,24.09999,,,30.65835,,31.67407,36.9251,97.03566,4.02698,,,,22.14654,93.32277,,17.28491,0.72447,37.89701,0.41065,21.66693,22.28036,0.03842
206.01,38.19789,28.46832,18.387,22.25646,21.67286,13.4459,24.07175,,,30.3757,,31.67213,37.05266,94.88926,3.9701,,,,22.13817,92.84539,,17.17693,0.6995,37.89279,0.3992,21.67013,22.25646,0.03867
207.01,38.13623,28.41022,18.37732,22.23232,21.66011,13.45764,24.04329,,,30.08992,,31.66975,37.18067,92.77795,3.91342,,,,22.12953,92.37188,,17.0687,0.67532,37.88818,0.38807,21.67325,22.23232,0.03893
208.01,38.07445,28.35127,18.36739,22.20794,21.64723,13.46937,24.0146,,,29.80122,,31.66694,37.30909,90.70265,3.85699,,,,22.12063,91.90242,,16.96022,0.65192,37.88319,0.37727,21.67629,22.20794,0.03918
209.01,38.01256,28.29143,18.3572,22.18333,21.63423,13.48111,23.98568,,,29.50985,,31.6637,37.4379,88.66419,3.8008,,,,22.11146,91.4372,,16.85152,0.62928,37.87782,0.36678,21.67924,22.18333,0.03943
210.01,37.95054,28.23067,18.34677,22.15848,21.62111,13.49284,23.95654,,,29.21609,,31.66006,37.56706,86.66329,3.74488,,,,22.10204,90.97639,,16.74259,0.60738,37.87208,0.35659,21.68213,22.15848,0.03969
211.01,37.88838,28.16893,18.3361,22.13339,21.60786,13.50458,23.92716,,,28.92021,,31.65601,37.69654,84.70061,3.68925,,,,22.09236,90.52016,,16.63345,0.58621,37.86595,0.3467,21.68494,22.13339,0.03994
212.01,37.82607,28.10619,18.3252,22.10807,21.59448,13.51631,23.89755,,,28.6225,,31.65156,37.8263,82.77667,3.63391,,,,22.08244,90.06865,,16.52411,0.56575,37.85945,0.3371,21.68769,22.10807,0.04019
