time,Muttonpulao_02_small peptides absorbed,Cholebhature_01_small peptides absorbed,Curdrice_01_small peptides absorbed,Lemonrice_01_small peptides absorbed,Pasta_01_small peptides absorbed,Masaladosa_01_small peptides absorbed,Vegetable_Biryani_01_small peptides absorbed,Rice_01_small peptides absorbed,Paneer_01_small peptides absorbed,Milk_Chocolate_01_small peptides absorbed,Peanuts_01_small peptides absorbed,Curd_01_small peptides absorbed,Bread_Meal_01_small peptides absorbed,Chickensandwich_01_small peptides absorbed,Apple_Pineapplesalad_01_small peptides absorbed,Spinach_01_small peptides absorbed,Bread_Meal_02_small peptides absorbed,Orange_01_small peptides absorbed,Omelette_01_small peptides absorbed
154.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00041,0.00128,0.00089,0.00095,0.00013,0.00052,0.00171,0.00089,1e-05,0.00062,0.0,0.00113
155.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00041,0.00128,0.00089,0.00095,0.00013,0.00052,0.0017,0.00088,1e-05,0.00062,0.0,0.00113
156.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.00041,0.00129,0.00089,0.00095,0.00012,0.00052,0.0017,0.00088,1e-05,0.00062,0.0,0.00113
157.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00057,0.00085,0.0004,0.00129,0.00089,0.00094,0.00012,0.00052,0.0017,0.00087,1e-05,0.00062,0.0,0.00113
158.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00056,0.00085,0.0004,0.00129,0.00089,0.00094,0.00012,0.00052,0.0017,0.00087,1e-05,0.00062,0.0,0.00113
159.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00056,0.00085,0.0004,0.00129,0.00089,0.00094,0.00011,0.00052,0.0017,0.00086,1e-05,0.00062,0.0,0.00113
160.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00056,0.00085,0.0004,0.00129,0.00089,0.00093,0.00011,0.00052,0.0017,0.00086,1e-05,0.00062,0.0,0.00113
161.01,0.00118,0.00101,0.00071,0.00076,0.00051,0.00056,0.00085,0.00039,0.00129,0.00089,0.00093,0.00011,0.00052,0.00169,0.00085,1e-05,0.00062,0.0,0.00113
162.01,0.00117,0.00101,0.00071,0.00076,0.00051,0.00056,0.00084,0.00039,0.00129,0.00089,0.00092,0.0001,0.00052,0.00169,0.00084,1e-05,0.00062,0.0,0.00112
163.01,0.00117,0.00101,0.00071,0.00076,0.00051,0.00056,0.00084,0.00039,0.00129,0.00089,0.00091,0.0001,0.00052,0.00169,0.00084,1e-05,0.00062,0.0,0.00112
164.01,0.00117,0.001,0.00071,0.00076,0.00051,0.00056,0.00084,0.00038,0.00128,0.00089,0.00091,0.0001,0.00052,0.00168,0.00083,1e-05,0.00062,0.0,0.00112
165.01,0.00117,0.001,0.00071,0.00076,0.00051,0.00056,0.00084,0.00038,0.00128,0.00089,0.0009,9e-05,0.00052,0.00168,0.00083,1e-05,0.00062,0.0,0.00112
166.01,0.00117,0.001,0.00071,0.00076,0.00051,0.00056,0.00084,0.00038,0.00128,0.00089,0.00089,9e-05,0.00052,0.00167,0.00082,1e-05,0.00062,0.0,0.00112
167.01,0.00117,0.001,0.00071,0.00076,0.00051,0.00056,0.00084,0.00038,0.00128,0.00089,0.00089,9e-05,0.00052,0.00167,0.00082,1e-05,0.00062,0.0,0.00112
168.01,0.00117,0.001,0.00071,0.00076,0.00051,0.00056,0.00084,0.00038,0.00128,0.00089,0.00088,8e-05,0.00052,0.00166,0.00081,1e-05,0.00062,0.0,0.00112
169.01,0.00117,0.001,0.00071,0.00076,0.00051,0.00056,0.00084,0.00038,0.00128,0.00089,0.00087,8e-05,0.00052,0.00166,0.00081,1e-05,0.00062,0.0,0.00112
170.01,0.00117,0.001,0.00071,0.00075,0.00051,0.00056,0.00084,0.00038,0.00128,0.00089,0.00087,8e-05,0.00052,0.00166,0.0008,1e-05,0.00062,0.0,0.00112
171.01,0.00117,0.001,0.00071,0.00075,0.00051,0.00056,0.00084,0.00037,0.00129,0.00089,0.00087,8e-05,0.00052,0.00165,0.0008,1e-05,0.00062,0.0,0.00112
172.01,0.00117,0.00101,0.00071,0.00075,0.00051,0.00056,0.00084,0.00037,0.00129,0.00089,0.00086,7e-05,0.00052,0.00165,0.00079,1e-05,0.00062,0.0,0.00111
173.01,0.00117,0.00101,0.00071,0.00075,0.00051,0.00055,0.00084,0.00037,0.00129,0.00089,0.00086,7e-05,0.00052,0.00165,0.00079,1e-05,0.00062,0.0,0.00111
174.01,0.00117,0.00101,0.00071,0.00075,0.00051,0.00055,0.00084,0.00037,0.00129,0.00089,0.00086,7e-05,0.00052,0.00164,0.00078,1e-05,0.00062,0.0,0.00111
175.01,0.00117,0.00101,0.00071,0.00075,0.00051,0.00055,0.00084,0.00037,0.00129,0.00089,0.00085,7e-05,0.00052,0.00164,0.00078,1e-05,0.00062,0.0,0.00111
176.01,0.00117,0.00101,0.00071,0.00075,0.00051,0.00055,0.00084,0.00037,0.00129,0.00089,0.00085,6e-05,0.00052,0.00164,0.00077,1e-05,0.00062,0.0,0.00111
177.01,0.00117,0.00101,0.00071,0.00075,0.00051,0.00055,0.00084,0.00037,0.00129,0.00088,0.00085,6e-05,0.00052,0.00164,0.00077,1e-05,0.00062,0.0,0.00111
178.01,0.00117,0.001,0.00071,0.00075,0.00051,0.00055,0.00084,0.00036,0.00129,0.00088,0.00084,6e-05,0.00052,0.00164,0.00076,0.0,0.00062,0.0,0.00111
179.01,0.00117,0.001,0.00071,0.00075,0.00051,0.00055,0.00084,0.00036,0.00129,0.00088,0.00083,6e-05,0.00052,0.00163,0.00076,0.0,0.00062,0.0,0.00111
180.01,0.00117,0.001,0.00071,0.00075,0.00051,0.00055,0.00084,0.00036,0.00129,0.00088,0.00083,6e-05,0.00052,0.00163,0.00075,0.0,0.00062,0.0,0.0011
181.01,0.00117,0.001,0.00071,0.00075,0.00051,0.00055,0.00084,0.00036,0.00128,0.00088,0.00082,5e-05,0.00052,0.00162,0.00075,0.0,0.00062,0.0,0.0011
182.01,0.00116,0.001,0.00071,0.00075,0.00051,0.00055,0.00084,0.00036,0.00128,0.00088,0.00082,5e-05,0.00052,0.00162,0.00074,0.0,0.00062,0.0,0.0011
183.01,0.00116,0.001,0.00071,0.00075,0.00051,0.00055,0.00084,0.00036,0.00128,0.00088,0.00081,5e-05,0.00052,0.00161,0.00074,0.0,0.00062,0.0,0.0011
184.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00055,0.00084,0.00036,0.00128,0.00088,0.00081,5e-05,0.00052,0.00161,0.00073,0.0,0.00062,0.0,0.0011
185.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00054,0.00084,0.00036,0.00128,0.00088,0.0008,5e-05,0.00052,0.0016,0.00072,0.0,0.00062,0.0,0.0011
186.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00054,0.00084,0.00036,0.00128,0.00088,0.0008,4e-05,0.00052,0.0016,0.00072,0.0,0.00062,0.0,0.0011
187.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00054,0.00084,0.00035,0.00128,0.00088,0.00079,4e-05,0.00052,0.0016,0.00071,0.0,0.00062,0.0,0.0011
188.01,0.00117,0.001,0.0007,0.00075,0.00051,0.00054,0.00084,0.00035,0.00128,0.00088,0.00079,4e-05,0.00052,0.00159,0.00071,0.0,0.00062,0.0,0.0011
189.01,0.00117,0.001,0.0007,0.00075,0.00051,0.00054,0.00084,0.00035,0.00128,0.00088,0.00079,4e-05,0.00052,0.00159,0.0007,0.0,0.00063,0.0,0.0011
190.01,0.00117,0.001,0.0007,0.00075,0.00051,0.00054,0.00084,0.00035,0.00129,0.00088,0.00078,4e-05,0.00052,0.00159,0.0007,0.0,0.00063,0.0,0.00109
191.01,0.00117,0.001,0.0007,0.00075,0.00051,0.00054,0.00084,0.00035,0.00129,0.00088,0.00078,4e-05,0.00052,0.00158,0.00069,0.0,0.00063,0.0,0.00109
192.01,0.00117,0.001,0.0007,0.00075,0.00051,0.00054,0.00084,0.00035,0.00129,0.00087,0.00078,4e-05,0.00052,0.00158,0.00069,0.0,0.00063,0.0,0.00109
193.01,0.00117,0.001,0.0007,0.00075,0.00051,0.00054,0.00084,0.00035,0.00129,0.00087,0.00078,3e-05,0.00052,0.00158,0.00068,0.0,0.00062,0.0,0.00109
194.01,0.00117,0.001,0.0007,0.00075,0.00051,0.00054,0.00084,0.00035,0.00129,0.00087,0.00077,3e-05,0.00052,0.00158,0.00068,0.0,0.00062,0.0,0.00109
195.01,0.00117,0.001,0.0007,0.00075,0.00051,0.00054,0.00084,0.00035,0.00128,0.00087,0.00077,3e-05,0.00052,0.00157,0.00067,0.0,0.00062,0.0,0.00109
196.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00053,0.00084,0.00035,0.00128,0.00087,0.00076,3e-05,0.00052,0.00157,0.00067,0.0,0.00062,0.0,0.00109
197.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00053,0.00084,0.00034,0.00128,0.00087,0.00076,3e-05,0.00052,0.00157,0.00066,0.0,0.00062,0.0,0.00108
198.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00053,0.00084,0.00034,0.00128,0.00087,0.00076,3e-05,0.00052,0.00156,0.00066,0.0,0.00062,0.0,0.00108
199.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00053,0.00084,0.00034,0.00128,0.00087,0.00075,3e-05,0.00052,0.00156,0.00065,0.0,0.00062,0.0,0.00108
200.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00053,0.00084,0.00034,0.00128,0.00087,0.00075,3e-05,0.00052,0.00155,0.00065,0.0,0.00062,0.0,0.00108
201.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00053,0.00084,0.00034,0.00128,0.00086,0.00074,2e-05,0.00052,0.00155,0.00064,0.0,0.00062,0.0,0.00108
202.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00053,0.00084,0.00034,0.00128,0.00086,0.00074,2e-05,0.00052,0.00155,0.00064,0.0,0.00062,0.0,0.00108
203.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00053,0.00084,0.00034,0.00128,0.00086,0.00074,2e-05,0.00052,0.00154,0.00063,0.0,0.00063,0.0,0.00108
204.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00053,0.00084,0.00034,0.00128,0.00086,0.00074,2e-05,0.00052,0.00154,0.00063,0.0,0.00063,0.0,0.00108
205.01,0.00116,0.001,0.0007,0.00075,0.00051,0.00053,0.00084,0.00034,0.00128,0.00086,0.00073,2e-05,0.00052,0.00153,0.00062,0.0,0.00063,0.0,0.00107
206.01,0.00116,0.001,0.0007,0.00074,0.00051,0.00053,0.00084,0.00034,0.00128,0.00086,0.00073,2e-05,0.00052,0.00153,0.00062,0.0,0.00063,0.0,0.00107
207.01,0.00116,0.001,0.0007,0.00074,0.00051,0.00053,0.00084,0.00034,0.00128,0.00086,0.00073,2e-05,0.00052,0.00153,0.00061,0.0,0.00063,0.0,0.00107
208.01,0.00116,0.001,0.0007,0.00074,0.00051,0.00052,0.00083,0.00034,0.00128,0.00086,0.00073,2e-05,0.00052,0.00153,0.0006,0.0,0.00063,0.0,0.00107
209.01,0.00116,0.001,0.0007,0.00074,0.00051,0.00052,0.00083,0.00034,0.00128,0.00085,0.00073,2e-05,0.00052,0.00153,0.0006,0.0,0.00063,0.0,0.00107
210.01,0.00116,0.001,0.0007,0.00074,0.00051,0.00052,0.00083,0.00033,0.00128,0.00085,0.00073,2e-05,0.00052,0.00152,0.00059,0.0,0.00063,0.0,0.00107
211.01,0.00116,0.001,0.0007,0.00074,0.00051,0.00052,0.00083,0.00033,0.00128,0.00085,0.00072,2e-05,0.00052,0.00152,0.00059,0.0,0.00063,0.0,0.00107
212.01,0.00116,0.001,0.0007,0.00074,0.00051,0.00052,0.00083,0.00033,0.00128,0.00085,0.00072,2e-05,0.00052,0.00152,0.00058,0.0,0.00063,0.0,0.00106
213.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00052,0.00083,0.00033,0.00128,0.00085,0.00072,1e-05,0.00052,0.00152,0.00058,0.0,0.00063,0.0,0.00106
214.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00052,0.00083,0.00033,0.00128,0.00085,0.00072,1e-05,0.00052,0.00151,0.00057,0.0,0.00063,0.0,0.00106
215.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00052,0.00083,0.00033,0.00128,0.00085,0.00071,1e-05,0.00052,0.00151,0.00057,0.0,0.00063,0.0,0.00106
216.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00052,0.00083,0.00033,0.00128,0.00084,0.00071,1e-05,0.00052,0.00151,0.00056,0.0,0.00063,0.0,0.00106
217.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.00052,0.00083,0.00033,0.00127,0.00084,0.00071,1e-05,0.00052,0.0015,0.00056,0.0,0.00063,0.0,0.00106
218.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.00051,0.00083,0.00033,0.00127,0.00084,0.00071,1e-05,0.00052,0.0015,0.00055,0.0,0.00063,0.0,0.00106
219.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.00051,0.00083,0.00033,0.00127,0.00084,0.00071,1e-05,0.00052,0.0015,0.00055,0.0,0.00063,0.0,0.00105
220.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00051,0.00083,0.00033,0.00127,0.00084,0.0007,1e-05,0.00052,0.00149,0.00054,0.0,0.00063,0.0,0.00105
221.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00051,0.00083,0.00033,0.00127,0.00084,0.0007,1e-05,0.00052,0.00149,0.00054,0.0,0.00063,0.0,0.00105
222.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00051,0.00083,0.00033,0.00127,0.00084,0.0007,1e-05,0.00052,0.00149,0.00053,0.0,0.00063,0.0,0.00105
223.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00051,0.00083,0.00033,0.00127,0.00083,0.0007,1e-05,0.00052,0.00148,0.00053,0.0,0.00063,0.0,0.00105
224.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00051,0.00083,0.00032,0.00127,0.00083,0.0007,1e-05,0.00052,0.00148,0.00052,0.0,0.00063,0.0,0.00105
225.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00051,0.00083,0.00032,0.00127,0.00083,0.0007,1e-05,0.00052,0.00148,0.00052,0.0,0.00063,0.0,0.00105
226.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00051,0.00083,0.00032,0.00127,0.00083,0.0007,1e-05,0.00052,0.00148,0.00051,0.0,0.00063,0.0,0.00105
227.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.00051,0.00083,0.00032,0.00127,0.00083,0.0007,1e-05,0.00052,0.00148,0.00051,0.0,0.00063,0.0,0.00104
228.01,0.00116,0.00099,0.00069,0.00074,0.00051,0.0005,0.00083,0.00032,0.00127,0.00082,0.0007,1e-05,0.00052,0.00148,0.0005,0.0,0.00063,0.0,0.00104
229.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.0005,0.00083,0.00032,0.00127,0.00082,0.0007,1e-05,0.00051,0.00148,0.0005,0.0,0.00063,0.0,0.00104
230.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.0005,0.00083,0.00032,0.00127,0.00082,0.0007,1e-05,0.00051,0.00147,0.00049,0.0,0.00063,0.0,0.00104
231.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.0005,0.00083,0.00032,0.00127,0.00082,0.0007,1e-05,0.00051,0.00147,0.00049,0.0,0.00063,0.0,0.00104
232.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.0005,0.00083,0.00032,0.00127,0.00082,0.0007,1e-05,0.00051,0.00147,0.00048,0.0,0.00063,0.0,0.00104
233.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.0005,0.00083,0.00032,0.00127,0.00081,0.0007,1e-05,0.00051,0.00147,0.00048,0.0,0.00063,0.0,0.00103
234.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.0005,0.00083,0.00032,0.00127,0.00081,0.00069,1e-05,0.00051,0.00146,0.00047,0.0,0.00063,0.0,0.00103
235.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.0005,0.00083,0.00032,0.00127,0.00081,0.00069,1e-05,0.00051,0.00146,0.00047,0.0,0.00063,0.0,0.00103
236.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.0005,0.00083,0.00032,0.00127,0.00081,0.00069,1e-05,0.00051,0.00146,0.00046,0.0,0.00063,0.0,0.00103
237.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.0005,0.00083,0.00032,0.00127,0.00081,0.00069,0.0,0.00051,0.00146,0.00046,0.0,0.00063,0.0,0.00103
238.01,0.00115,0.00099,0.00069,0.00074,0.00051,0.00049,0.00083,0.00032,0.00127,0.00081,0.00069,0.0,0.00051,0.00145,0.00045,0.0,0.00063,0.0,0.00103
239.01,0.00115,0.00098,0.00069,0.00073,0.00051,0.00049,0.00083,0.00032,0.00127,0.0008,0.00069,0.0,0.00051,0.00145,0.00045,0.0,0.00063,0.0,0.00103
240.01,0.00115,0.00098,0.00069,0.00073,0.00051,0.00049,0.00083,0.00032,0.00127,0.0008,0.00069,0.0,0.00051,0.00145,0.00044,0.0,0.00063,0.0,0.00102
241.01,0.00115,0.00098,0.00069,0.00073,0.00051,0.00049,0.00083,0.00032,0.00127,0.0008,0.00069,0.0,0.00051,0.00145,0.00044,0.0,0.00063,0.0,0.00102
242.01,0.00115,0.00098,0.00068,0.00073,0.00051,0.00049,0.00083,0.00031,0.00127,0.0008,0.00069,0.0,0.00051,0.00145,0.00043,0.0,0.00063,0.0,0.00102
243.01,0.00115,0.00098,0.00068,0.00073,0.00051,0.00049,0.00083,0.00031,0.00127,0.00079,0.00069,0.0,0.00051,0.00145,0.00043,0.0,0.00063,0.0,0.00102
244.01,0.00115,0.00098,0.00068,0.00073,0.00051,0.00049,0.00082,0.00031,0.00127,0.00079,0.00069,0.0,0.00051,0.00145,0.00042,0.0,0.00063,0.0,0.00102
245.01,0.00115,0.00098,0.00068,0.00073,0.00051,0.00049,0.00082,0.00031,0.00127,0.00079,0.00069,0.0,0.00051,0.00145,0.00042,0.0,0.00063,0.0,0.00102
246.01,0.00115,0.00098,0.00068,0.00073,0.00051,0.00048,0.00082,0.00031,0.00127,0.00079,0.00069,0.0,0.00051,0.00145,0.00041,0.0,0.00063,0.0,0.00101
247.01,0.00115,0.00097,0.00068,0.00073,0.00051,0.00048,0.00082,0.00031,0.00126,0.00078,0.00069,0.0,0.00051,0.00145,0.00041,0.0,0.00063,0.0,0.00101
248.01,0.00115,0.00097,0.00068,0.00073,0.00051,0.00048,0.00082,0.00031,0.00126,0.00078,0.00069,0.0,0.00051,0.00145,0.0004,0.0,0.00063,0.0,0.00101
249.01,0.00115,0.00097,0.00068,0.00073,0.00051,0.00048,0.00082,0.00031,0.00126,0.00078,0.00069,0.0,0.00051,0.00145,0.0004,0.0,0.00063,0.0,0.00101
250.01,0.00115,0.00097,0.00068,0.00073,0.00051,0.00048,0.00082,0.00031,0.00126,0.00078,0.00069,0.0,0.00051,0.00144,0.00039,0.0,0.00063,0.0,0.00101
251.01,0.00115,0.00097,0.00068,0.00073,0.00051,0.00048,0.00082,0.00031,0.00126,0.00078,0.00069,0.0,0.00051,0.00144,0.00039,0.0,0.00063,0.0,0.00101
252.01,0.00115,0.00097,0.00068,0.00073,0.00051,0.00048,0.00082,0.00031,0.00126,0.00077,0.00069,0.0,0.00051,0.00144,0.00038,0.0,0.00063,0.0,0.001
253.01,0.00115,0.00097,0.00068,0.00073,0.00051,0.00048,0.00082,0.00031,0.00126,0.00077,0.00069,0.0,0.00051,0.00144,0.00038,0.0,0.00063,0.0,0.001
254.01,0.00115,0.00097,0.00068,0.00073,0.00051,0.00048,0.00082,0.00031,0.00126,0.00077,0.00069,0.0,0.00051,0.00144,0.00037,0.0,0.00063,0.0,0.001
255.01,0.00115,0.00097,0.00068,0.00073,0.00051,0.00048,0.00082,0.00031,0.00126,0.00077,0.00069,0.0,0.00051,0.00144,0.00037,0.0,0.00063,0.0,0.001
256.01,0.00115,0.00096,0.00068,0.00073,0.00051,0.00048,0.00082,0.00031,0.00126,0.00076,0.00069,0.0,0.00051,0.00144,0.00036,0.0,0.00063,0.0,0.001
257.01,0.00115,0.00096,0.00068,0.00073,0.00051,0.00047,0.00082,0.00031,0.00126,0.00076,0.00069,0.0,0.00051,0.00144,0.00036,0.0,0.00063,0.0,0.001
258.01,0.00115,0.00096,0.00068,0.00073,0.0005,0.00047,0.00082,0.00031,0.00126,0.00076,0.00069,0.0,0.00051,0.00144,0.00036,0.0,0.00063,0.0,0.001
259.01,0.00115,0.00096,0.00068,0.00073,0.0005,0.00047,0.00082,0.00031,0.00126,0.00076,0.00069,0.0,0.00051,0.00144,0.00035,0.0,0.00063,0.0,0.00099
260.01,0.00115,0.00096,0.00068,0.00073,0.0005,0.00047,0.00082,0.00031,0.00126,0.00075,0.00069,0.0,0.00051,0.00145,0.00035,0.0,0.00063,0.0,0.00099
261.01,0.00115,0.00096,0.00067,0.00073,0.0005,0.00047,0.00082,0.00031,0.00126,0.00075,0.00069,0.0,0.00051,0.00145,0.00034,0.0,0.00063,0.0,0.00099
262.01,0.00114,0.00096,0.00067,0.00073,0.0005,0.00047,0.00082,0.00031,0.00126,0.00075,0.00069,0.0,0.00051,0.00145,0.00034,0.0,0.00063,0.0,0.00099
263.01,0.00114,0.00096,0.00067,0.00073,0.0005,0.00047,0.00082,0.00031,0.00126,0.00075,0.00069,0.0,0.0005,0.00145,0.00033,0.0,0.00063,0.0,0.00099
264.01,0.00114,0.00096,0.00067,0.00072,0.0005,0.00047,0.00082,0.00031,0.00126,0.00074,0.00069,0.0,0.0005,0.00145,0.00033,0.0,0.00063,0.0,0.00098
265.01,0.00114,0.00096,0.00067,0.00072,0.0005,0.00046,0.00082,0.00031,0.00125,0.00074,0.00069,0.0,0.0005,0.00145,0.00032,0.0,0.00063,0.0,0.00098
266.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,0.00031,0.00125,0.00074,0.00069,0.0,0.0005,0.00145,0.00032,0.0,0.00063,0.0,0.00098
267.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,0.00031,0.00125,0.00073,0.00069,0.0,0.0005,0.00145,0.00031,0.0,0.00063,0.0,0.00098
268.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,0.00031,0.00125,0.00073,0.00069,0.0,0.0005,0.00145,0.00031,0.0,0.00063,0.0,0.00098
269.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,0.00031,0.00125,0.00073,0.00069,0.0,0.0005,0.00146,0.0003,0.0,0.00063,0.0,0.00098
270.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,0.00031,0.00125,0.00073,0.00069,0.0,0.0005,0.00146,0.0003,0.0,0.00063,0.0,0.00098
271.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,0.00031,0.00125,0.00072,0.00069,0.0,0.0005,0.00146,0.00029,0.0,0.00063,0.0,0.00097
272.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,0.00031,0.00125,0.00072,0.00069,0.0,0.0005,0.00146,0.00029,0.0,0.00063,0.0,0.00097
273.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,0.00031,0.00125,0.00072,0.00069,0.0,0.0005,0.00146,0.00029,0.0,0.00063,0.0,0.00097
274.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,0.00031,0.00125,0.00072,0.00069,0.0,0.0005,0.00146,0.00028,0.0,0.00064,0.0,0.00097
275.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,0.00031,0.00125,0.00071,0.00069,0.0,0.0005,0.00146,0.00028,0.0,0.00064,0.0,0.00097
276.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00045,0.00082,0.00031,0.00125,0.00071,0.00069,0.0,0.0005,0.00146,0.00027,0.0,0.00064,0.0,0.00097
277.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00045,0.00082,0.00031,0.00125,0.00071,0.00069,0.0,0.0005,0.00146,0.00027,0.0,0.00064,0.0,0.00096
278.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00045,0.00081,0.00031,0.00125,0.0007,0.00069,0.0,0.0005,0.00146,0.00026,0.0,0.00064,0.0,0.00096
279.01,0.00114,0.00095,0.00066,0.00072,0.0005,0.00045,0.00081,0.00031,0.00125,0.0007,0.00069,0.0,0.0005,0.00146,0.00026,0.0,0.00064,0.0,0.00096
280.01,0.00114,0.00095,0.00066,0.00072,0.0005,0.00045,0.00081,0.00031,0.00125,0.0007,0.00069,0.0,0.0005,0.00146,0.00025,0.0,0.00064,0.0,0.00096
281.01,0.00114,0.00095,0.00066,0.00072,0.0005,0.00045,0.00081,0.00031,0.00125,0.0007,0.00068,0.0,0.0005,0.00146,0.00025,0.0,0.00064,0.0,0.00096
282.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00045,0.00081,0.00031,0.00125,0.00069,0.00068,0.0,0.00049,0.00146,0.00025,0.0,0.00064,0.0,0.00095
283.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00045,0.00081,0.00031,0.00124,0.00069,0.00068,0.0,0.00049,0.00145,0.00024,0.0,0.00064,0.0,0.00095
284.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,0.00031,0.00124,0.00069,0.00068,0.0,0.00049,0.00145,0.00024,0.0,0.00064,0.0,0.00095
285.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,0.00031,0.00124,0.00068,0.00068,0.0,0.00049,0.00145,0.00023,0.0,0.00064,0.0,0.00095
286.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,0.00031,0.00124,0.00068,0.00068,0.0,0.00049,0.00145,0.00023,0.0,0.00064,0.0,0.00095
287.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,0.00031,0.00124,0.00068,0.00068,0.0,0.00049,0.00145,0.00022,0.0,0.00064,0.0,0.00095
288.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,0.00031,0.00124,0.00068,0.00068,0.0,0.00049,0.00145,0.00022,0.0,0.00064,0.0,0.00094
289.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,0.00031,0.00124,0.00067,0.00067,0.0,0.00049,0.00145,0.00022,0.0,0.00064,0.0,0.00094
290.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,0.00031,0.00124,0.00067,0.00067,0.0,0.00049,0.00144,0.00021,0.0,0.00064,0.0,0.00094
291.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,0.00031,0.00124,0.00067,0.00067,0.0,0.00049,0.00144,0.00021,0.0,0.00064,0.0,0.00094
292.01,0.00114,0.00095,0.00066,0.00071,0.00049,0.00044,0.00081,0.00031,0.00124,0.00066,0.00067,0.0,0.00049,0.00144,0.0002,0.0,0.00064,0.0,0.00094
293.01,0.00114,0.00095,0.00066,0.00071,0.00049,0.00044,0.00081,0.0003,0.00124,0.00066,0.00067,0.0,0.00049,0.00144,0.0002,0.0,0.00064,0.0,0.00094
294.01,0.00113,0.00095,0.00066,0.00071,0.00049,0.00043,0.00081,0.0003,0.00124,0.00066,0.00067,0.0,0.00049,0.00144,0.0002,0.0,0.00064,0.0,0.00093
