time,Muttonpulao_02_fatty acids absorbed,Cholebhature_01_fatty acids absorbed,Curdrice_01_fatty acids absorbed,Lemonrice_01_fatty acids absorbed,Pasta_01_fatty acids absorbed,Masaladosa_01_fatty acids absorbed,Vegetable_Biryani_01_fatty acids absorbed,Rice_01_fatty acids absorbed,Paneer_01_fatty acids absorbed,Milk_Chocolate_01_fatty acids absorbed,Peanuts_01_fatty acids absorbed,Curd_01_fatty acids absorbed,Bread_Meal_01_fatty acids absorbed,Chickensandwich_01_fatty acids absorbed,Apple_Pineapplesalad_01_fatty acids absorbed,Spinach_01_fatty acids absorbed,Bread_Meal_02_fatty acids absorbed,Orange_01_fatty acids absorbed,Omelette_01_fatty acids absorbed
487.01,0.00042,0.00041,0.00018,0.00027,9e-05,0.00023,0.00033,0.0,0.00058,0.00015,0.00012,0.0,9e-05,0.0003,0.0,0.0,0.00019,0,0.00019
488.01,0.00042,0.00041,0.00018,0.00027,9e-05,0.00023,0.00033,0.0,0.00058,0.00015,0.00012,0.0,9e-05,0.0003,0.0,0.0,0.00019,0,0.00019
489.01,0.00042,0.00041,0.00018,0.00027,9e-05,0.00023,0.00033,0.0,0.00058,0.00015,0.00012,0.0,9e-05,0.0003,0.0,0.0,0.00019,0,0.00019
490.01,0.00042,0.00041,0.00018,0.00027,9e-05,0.00023,0.00033,0.0,0.00058,0.00015,0.00011,0.0,9e-05,0.0003,0.0,0.0,0.00019,0,0.00019
491.01,0.00042,0.00041,0.00018,0.00027,9e-05,0.00023,0.00033,0.0,0.00058,0.00015,0.00011,0.0,9e-05,0.0003,0.0,0.0,0.00019,0,0.00019
492.01,0.00042,0.00041,0.00018,0.00027,9e-05,0.00023,0.00033,0.0,0.00058,0.00014,0.00011,0.0,8e-05,0.0003,0.0,0.0,0.00019,0,0.00018
493.01,0.00042,0.00041,0.00018,0.00027,9e-05,0.00023,0.00033,0.0,0.00058,0.00014,0.00011,0.0,8e-05,0.0003,0.0,0.0,0.00019,0,0.00018
494.01,0.00042,0.00041,0.00018,0.00027,9e-05,0.00023,0.00033,0.0,0.00058,0.00014,0.00011,0.0,8e-05,0.0003,0.0,0.0,0.00019,0,0.00018
495.01,0.00042,0.00042,0.00018,0.00027,9e-05,0.00023,0.00033,0.0,0.00058,0.00014,0.00011,0.0,8e-05,0.0003,0.0,0.0,0.00019,0,0.00018
496.01,0.00042,0.00042,0.00018,0.00027,9e-05,0.00023,0.00033,0.0,0.00058,0.00014,0.00011,0.0,8e-05,0.0003,0.0,0.0,0.00019,0,0.00018
497.01,0.00042,0.00041,0.00018,0.00027,9e-05,0.00023,0.00033,0.0,0.00058,0.00014,0.00011,0.0,8e-05,0.0003,0.0,0.0,0.00019,0,0.00018
498.01,0.00042,0.00041,0.00018,0.00027,8e-05,0.00023,0.00033,0.0,0.00058,0.00014,0.0001,0.0,8e-05,0.0003,0.0,0.0,0.00019,0,0.00018
499.01,0.00042,0.00041,0.00018,0.00027,8e-05,0.00023,0.00033,0.0,0.00058,0.00014,0.0001,0.0,8e-05,0.0003,0.0,0.0,0.00019,0,0.00018
500.01,0.00042,0.00041,0.00018,0.00027,8e-05,0.00023,0.00033,0.0,0.00058,0.00014,0.0001,0.0,8e-05,0.0003,0.0,0.0,0.00019,0,0.00018
