time,Muttonpulao_02_CCK,Cholebhature_01_CCK,Curdrice_01_CCK,Lemonrice_01_CCK,Pasta_01_CCK,Masaladosa_01_CCK,Vegetable_Biryani_01_CCK,Rice_01_CCK,Paneer_01_CCK,Milk_Chocolate_01_CCK,Peanuts_01_CCK,Curd_01_CCK,Bread_Meal_01_CCK,Chickensandwich_01_CCK,Apple_Pineapplesalad_01_CCK,Spinach_01_CCK,Bread_Meal_02_CCK,Orange_01_CCK,Omelette_01_CCK
211.01,157.99954,149.96891,55.64019,78.60825,21.51021,45.18544,108.18391,4.72934,120.78745,17.47945,14.40473,0.10691,20.10386,84.852,4.12339,0.00471,46.6068,0.00416,43.76719
212.01,157.67616,149.77102,55.43255,78.37595,21.38655,45.05374,107.91405,4.71044,120.48798,17.34742,14.3487,0.1029,19.98166,84.70365,4.07036,0.00469,46.47067,0.00415,43.59197
213.01,157.35433,149.57425,55.22554,78.14483,21.26279,44.92209,107.64541,4.69162,120.19063,17.21617,14.2925,0.09904,19.85962,84.55525,4.01773,0.00467,46.33398,0.00415,43.41765
214.01,157.03495,149.37779,55.01936,77.915,21.13896,44.7901,107.37836,4.67288,119.89457,17.08576,14.23615,0.09531,19.73773,84.40659,3.96555,0.00465,46.19671,0.00415,43.24444
215.01,156.71807,149.1796,54.81431,77.68616,21.01511,44.65798,107.11273,4.65421,119.59865,16.95621,14.17967,0.09172,19.61597,84.25837,3.91384,0.00464,46.05886,0.00415,43.07236
216.01,156.4027,148.97629,54.61057,77.45781,20.89128,44.52625,106.84786,4.63557,119.30291,16.82754,14.12298,0.08825,19.49439,84.11112,3.86264,0.00463,45.92039,0.00416,42.90109
217.01,156.08714,148.76438,54.40815,77.22984,20.76751,44.3952,106.58313,4.61692,119.00824,16.69971,14.066,0.08492,19.37304,83.96505,3.81195,0.00462,45.78133,0.00416,42.73018
218.01,155.77098,148.54179,54.20678,77.00259,20.64381,44.26487,106.31862,4.59828,118.71541,16.57267,14.00869,0.08171,19.25195,83.81982,3.76169,0.00461,45.64174,0.00417,42.5596
219.01,155.4557,148.30834,54.00604,76.7764,20.52013,44.13493,106.05495,4.57969,118.42474,16.44639,13.95109,0.07862,19.13111,83.67471,3.71182,0.0046,45.50165,0.00417,42.38974
220.01,155.14262,148.06459,53.80587,76.55144,20.39645,44.00491,105.79263,4.56119,118.13594,16.32093,13.89322,0.07564,19.01049,83.52914,3.66233,0.0046,45.36108,0.00418,42.2209
221.01,154.83223,147.81105,53.60651,76.32765,20.2728,43.87463,105.53189,4.54279,117.84797,16.19632,13.83511,0.07277,18.89007,83.38326,3.61328,0.00459,45.22004,0.00419,42.05318
222.01,154.52415,147.54802,53.40808,76.10466,20.14924,43.74444,105.2723,4.52443,117.55984,16.07259,13.77676,0.07,18.76985,83.23774,3.56469,0.00459,45.07848,0.00421,41.88646
223.01,154.21721,147.27542,53.21057,75.88198,20.02582,43.61476,105.01316,4.50609,117.27219,15.94971,13.71809,0.06734,18.6499,83.09297,3.51658,0.00459,44.9364,0.00422,41.72036
224.01,153.91006,146.99393,53.01372,75.65977,19.90254,43.48579,104.75411,4.48774,116.986,15.82766,13.65902,0.06479,18.53023,82.94903,3.46891,0.00459,44.79386,0.00423,41.55456
225.01,153.60296,146.7061,52.81713,75.43845,19.7794,43.35747,104.49553,4.46943,116.70181,15.70638,13.59956,0.06233,18.4109,82.80542,3.42163,0.00459,44.6509,0.00424,41.38919
226.01,153.29733,146.41536,52.62043,75.21826,19.65636,43.22934,104.23798,4.45118,116.41961,15.58588,13.53976,0.05996,18.29186,82.66137,3.37469,0.00459,44.50756,0.00426,41.2246
227.01,152.99417,146.12471,52.42367,74.99925,19.53341,43.10102,103.98185,4.43302,116.13881,15.4662,13.47966,0.05768,18.17307,82.51665,3.32812,0.00459,44.36386,0.00428,41.061
228.01,152.69367,145.8361,52.22713,74.78126,19.4106,42.97257,103.72719,4.41493,115.85837,15.34738,13.41928,0.05549,18.05453,82.37172,3.28198,0.00459,44.21977,0.00429,40.89843
229.01,152.39506,145.54992,52.03099,74.56387,19.28798,42.84439,103.47338,4.39688,115.57784,15.22943,13.35858,0.05338,17.93627,82.22719,3.23627,0.00459,44.07526,0.00431,40.73666
230.01,152.09704,145.26481,51.83533,74.3468,19.16558,42.71682,103.21971,4.37882,115.29801,15.11231,13.29751,0.05136,17.81833,82.08333,3.191,0.0046,43.93037,0.00432,40.57533
231.01,151.79871,144.9787,51.63998,74.13033,19.0434,42.58997,102.96622,4.36076,115.0197,14.99597,13.23601,0.04942,17.70074,81.94012,3.14613,0.0046,43.78512,0.00434,40.4143
232.01,151.50079,144.69011,51.44469,73.91481,18.92142,42.46365,102.71344,4.34274,114.74334,14.8804,13.17414,0.04755,17.58352,81.79689,3.10159,0.0046,43.63957,0.00436,40.25383
233.01,151.20453,144.39716,51.2494,73.70043,18.79961,42.33735,102.46187,4.32478,114.46875,14.76562,13.11193,0.04575,17.46661,81.65294,3.0574,0.00461,43.49373,0.00438,40.09419
234.01,150.91068,144.09743,51.05437,73.48716,18.67797,42.21082,102.21175,4.30689,114.19516,14.65166,13.04942,0.04402,17.35,81.50846,3.01357,0.00461,43.3476,0.00439,39.93556
235.01,150.61914,143.78837,50.8599,73.27473,18.55657,42.08437,101.96287,4.28906,113.92176,14.53855,12.98664,0.04236,17.23368,81.36409,2.97015,0.00462,43.20116,0.00441,39.77789
236.01,150.32889,143.46749,50.66618,73.06277,18.43544,41.95841,101.71455,4.27123,113.64857,14.42629,12.92352,0.04076,17.11771,81.2203,2.92715,0.00462,43.05439,0.00443,39.62084
237.01,150.03876,143.13298,50.47325,72.85121,18.3146,41.83314,101.46622,4.25338,113.37642,14.31482,12.86003,0.03923,17.00211,81.07723,2.88455,0.00463,42.90732,0.00445,39.46412
238.01,149.74858,142.78492,50.28087,72.64036,18.19405,41.70857,101.2183,4.23554,113.10597,14.2041,12.79615,0.03776,16.88691,80.9346,2.8423,0.00463,42.76,0.00446,39.30779
239.01,149.45941,142.42547,50.08887,72.43052,18.07374,41.58436,100.97135,4.21774,112.83743,14.09415,12.73195,0.03635,16.7721,80.79171,2.80036,0.00463,42.61245,0.00448,39.15211
240.01,149.17232,142.05753,49.89731,72.22181,17.95366,41.46001,100.72577,4.19999,112.57035,13.98497,12.66747,0.03499,16.65763,80.64802,2.75874,0.00464,42.4647,0.0045,38.99731
241.01,148.8878,141.68391,49.70649,72.01409,17.83384,41.33549,100.48159,4.1823,112.30382,13.87661,12.60275,0.03369,16.54349,80.50411,2.71749,0.00464,42.31671,0.00451,38.8435
242.01,148.60537,141.3066,49.51664,71.80699,17.71432,41.21125,100.23839,4.16463,112.03731,13.76909,12.53777,0.03244,16.42971,80.36063,2.67663,0.00465,42.16847,0.00453,38.69052
243.01,148.32374,140.92667,49.32788,71.60026,17.59515,41.0876,99.99554,4.14694,111.77127,13.66237,12.4725,0.03124,16.31632,80.2179,2.63616,0.00465,42.01998,0.00455,38.53795
244.01,148.04202,140.54482,49.14011,71.39401,17.47633,40.96466,99.7528,4.12924,111.50645,13.55641,12.4069,0.03009,16.20336,80.07585,2.59606,0.00466,41.87127,0.00456,38.38564
245.01,147.76074,140.16239,48.95303,71.18857,17.35783,40.84227,99.51064,4.11154,111.24331,13.45118,12.34099,0.02898,16.09083,79.93404,2.55626,0.00466,41.72239,0.00458,38.23378
246.01,147.48111,139.78121,48.76648,70.98414,17.23962,40.72003,99.26956,4.09387,110.9819,13.34669,12.27485,0.02792,15.9787,79.79185,2.51674,0.00467,41.57336,0.0046,38.08265
247.01,147.20394,139.40274,48.58065,70.78082,17.1217,40.59761,99.02983,4.07625,110.72153,13.24297,12.20851,0.0269,15.86694,79.64915,2.47752,0.00467,41.42419,0.00461,37.93242
248.01,146.92935,139.02776,48.39577,70.57834,17.0041,40.47516,98.79131,4.05867,110.46125,13.14005,12.14201,0.02592,15.75555,79.50659,2.43864,0.00468,41.27483,0.00463,37.7831
249.01,146.65663,138.65592,48.21199,70.37628,16.88688,40.35308,98.55349,4.04107,110.20109,13.03794,12.07532,0.02499,15.64456,79.36473,2.40012,0.00468,41.12528,0.00464,37.63444
250.01,146.38438,138.28624,48.02931,70.17457,16.77005,40.23163,98.31588,4.02344,109.94175,12.93659,12.00838,0.02409,15.534,79.22382,2.36197,0.00469,40.97556,0.00466,37.48607
251.01,146.11231,137.91812,47.84753,69.97348,16.65361,40.11084,98.07855,4.00579,109.6839,12.83595,11.9412,0.02323,15.42391,79.08367,2.32413,0.00469,40.82571,0.00467,37.33797
252.01,145.84165,137.55194,47.66631,69.77329,16.53751,39.99045,97.842,3.98815,109.42782,12.73602,11.87382,0.0224,15.31427,78.94376,2.28657,0.00469,40.67575,0.00469,37.19046
253.01,145.57354,137.18843,47.48563,69.57416,16.42174,39.87007,97.60663,3.97054,109.17327,12.63682,11.8063,0.02161,15.20504,78.80368,2.24927,0.00469,40.52571,0.0047,37.04378
254.01,145.30846,136.82819,47.30574,69.37603,16.30631,39.74958,97.3726,3.95296,108.9194,12.53838,11.73869,0.02085,15.0962,78.66364,2.21228,0.00468,40.37558,0.00471,36.89802
255.01,145.04608,136.4712,47.12683,69.17858,16.19128,39.62927,97.1396,3.9354,108.66537,12.44072,11.67099,0.02012,14.98776,78.52429,2.17562,0.00467,40.22531,0.00473,36.75308
256.01,144.78536,136.11651,46.94896,68.98141,16.07667,39.50952,96.90705,3.9178,108.41174,12.34383,11.60317,0.01942,14.87977,78.38606,2.1393,0.00466,40.07492,0.00474,36.60864
257.01,144.52505,135.76294,46.77204,68.78466,15.96249,39.3905,96.67469,3.90017,108.1593,12.24765,11.53517,0.01875,14.77224,78.24912,2.10331,0.00465,39.92444,0.00475,36.46444
258.01,144.26534,135.41031,46.59582,68.58867,15.84872,39.27217,96.44282,3.88253,107.9085,12.15215,11.46703,0.01811,14.6652,78.11311,2.06762,0.00465,39.77391,0.00476,36.32061
259.01,144.00737,135.05925,46.42005,68.39365,15.73533,39.15416,96.2119,3.8649,107.65936,12.05735,11.3988,0.01749,14.55862,77.97748,2.03218,0.00464,39.62335,0.00477,36.17741
260.01,143.75201,134.71045,46.24483,68.19966,15.6223,39.03615,95.98223,3.8473,107.41138,11.96326,11.33055,0.0169,14.45245,77.84209,1.99704,0.00463,39.47278,0.00478,36.03503
261.01,143.49949,134.36431,46.07038,68.00652,15.50968,38.91818,95.75385,3.82973,107.16371,11.86991,11.26229,0.01633,14.34669,77.70739,1.96222,0.00463,39.32217,0.00479,35.8935
262.01,143.2492,134.02058,45.89684,67.81391,15.3975,38.8006,95.52625,3.81212,106.91592,11.77731,11.19401,0.01579,14.24137,77.57397,1.92773,0.00463,39.17149,0.00481,35.75262
263.01,143.00005,133.67818,45.72424,67.62158,15.28579,38.68367,95.29888,3.79444,106.66868,11.68542,11.12567,0.01527,14.13652,77.44212,1.89358,0.00463,39.02077,0.00482,35.61209
264.01,142.75126,133.33624,45.55242,67.42976,15.17453,38.56747,95.07178,3.77668,106.42268,11.59421,11.05725,0.01478,14.03217,77.31187,1.85973,0.00463,38.87004,0.00482,35.47181
265.01,142.50337,132.99524,45.38113,67.23876,15.0637,38.45185,94.8454,3.75884,106.17826,11.50365,10.98879,0.0143,13.9283,77.18268,1.82614,0.00463,38.71933,0.00483,35.33197
266.01,142.25737,132.65603,45.21025,67.04873,14.95327,38.33637,94.62013,3.74092,105.93529,11.41377,10.92035,0.01384,13.82489,77.05401,1.79282,0.00464,38.56868,0.00484,35.19283
267.01,142.01378,132.31926,45.03995,66.85966,14.84326,38.22081,94.39615,3.72288,105.69316,11.32458,10.85197,0.01341,13.7219,76.92603,1.7598,0.00464,38.41806,0.00485,35.0545
268.01,141.77233,131.9851,44.87043,66.67129,14.73368,38.10542,94.1733,3.70469,105.45115,11.23611,10.78366,0.01299,13.61934,76.79931,1.72711,0.00465,38.26747,0.00486,34.91696
269.01,141.53189,131.653,44.70179,66.48334,14.62459,37.99053,93.95102,3.68626,105.2093,11.14835,10.7154,0.01259,13.51725,76.6743,1.69476,0.00464,38.11688,0.00487,34.77992
270.01,141.2911,131.3219,44.53401,66.29573,14.51599,37.87633,93.72888,3.66759,104.96829,11.06126,10.64713,0.0122,13.41565,76.55113,1.66275,0.00443,37.96632,0.00488,34.64316
271.01,141.04936,130.99138,44.36686,66.10874,14.40787,37.7628,93.50723,3.64868,104.72868,10.9748,10.57887,0.01184,13.31456,76.42957,1.63104,0.00409,37.81584,0.00489,34.5067
272.01,140.80705,130.66202,44.20013,65.92262,14.30018,37.64966,93.28655,3.62957,104.49065,10.88897,10.51067,0.01149,13.21396,76.309,1.59959,0.00397,37.66546,0.00489,34.37078
273.01,140.5645,130.33453,44.03383,65.73746,14.19291,37.53649,93.06714,3.61028,104.25386,10.80379,10.44257,0.01115,13.11381,76.1889,1.56843,0.00414,37.5152,0.0049,34.23559
274.01,140.32155,130.00941,43.86817,65.55315,14.08609,37.42325,92.84903,3.59083,104.01753,10.71929,10.37461,0.01083,13.01409,76.06972,1.53759,0.00452,37.36502,0.00491,34.10122
275.01,140.07718,129.68652,43.7033,65.36938,13.97976,37.31032,92.63189,3.5712,103.78123,10.63547,10.30678,0.01052,12.91484,75.95193,1.50709,0.00504,37.21492,0.00491,33.96752
276.01,139.82978,129.36515,43.5393,65.18594,13.87392,37.19796,92.41519,3.55138,103.5453,10.55233,10.23903,0.01023,12.81607,75.83576,1.47694,0.00564,37.0649,0.00492,33.83416
277.01,139.57814,129.04445,43.37607,65.00291,13.76861,37.08627,92.19877,3.53137,103.31038,10.4698,10.17134,0.00994,12.71781,75.72112,1.4471,0.00653,36.91499,0.00493,33.70101
278.01,139.32239,128.72442,43.21332,64.82058,13.66377,36.97511,91.98305,3.51121,103.07685,10.38786,10.10374,0.00967,12.62006,75.60762,1.41754,0.00745,36.76523,0.00493,33.56822
279.01,139.06336,128.4057,43.05093,64.63913,13.55937,36.86414,91.76843,3.49092,102.84475,10.30654,10.03627,0.00942,12.52279,75.49474,1.38823,0.00806,36.61564,0.00494,33.43603
280.01,138.8018,128.08892,42.88902,64.45861,13.45541,36.75307,91.55513,3.47053,102.61352,10.22585,9.96898,0.00917,12.42597,75.38245,1.35923,0.00834,36.46621,0.00494,33.30459
281.01,138.53814,127.77441,42.72781,64.27882,13.35193,36.64203,91.34304,3.45002,102.38236,10.1458,9.90189,0.00893,12.32961,75.27135,1.33055,0.00837,36.31692,0.00495,33.17389
282.01,138.27225,127.46177,42.5674,64.09939,13.24896,36.53138,91.13175,3.42938,102.15125,10.06641,9.83496,0.00871,12.23371,75.162,1.30221,0.00824,36.16776,0.00495,33.04372
283.01,138.00351,127.15017,42.4078,63.92026,13.14651,36.42131,90.92086,3.40861,101.92082,9.98763,9.76815,0.00849,12.13832,75.05463,1.27419,0.00802,36.01874,0.00495,32.91377
284.01,137.73227,126.83911,42.24886,63.74167,13.04458,36.31186,90.71047,3.38771,101.6916,9.90942,9.70145,0.00828,12.04345,74.94907,1.24648,0.00776,35.86989,0.00495,32.78404
285.01,137.46005,126.52892,42.09028,63.56386,12.94311,36.20281,90.50101,3.36674,101.46385,9.83179,9.63491,0.00809,11.94909,74.84478,1.21904,0.00749,35.72126,0.00494,32.65479
286.01,137.18829,126.22023,41.93207,63.38694,12.84209,36.09382,90.29282,3.3457,101.23739,9.75474,9.56857,0.00791,11.8552,74.74125,1.19188,0.00721,35.57284,0.00493,32.52622
287.01,136.91784,125.91359,41.77444,63.21089,12.74154,35.98478,90.08602,3.32463,101.01149,9.6783,9.50246,0.00773,11.76175,74.63854,1.16504,0.00694,35.42463,0.00492,32.39841
288.01,136.64873,125.60906,41.61754,63.03543,12.64149,35.87592,89.88037,3.3035,100.78545,9.60249,9.43657,0.00756,11.66876,74.53707,1.13854,0.00668,35.27659,0.00491,32.27126
289.01,136.38004,125.306,41.46146,62.86021,12.54197,35.76754,89.67539,3.28228,100.55974,9.52728,9.37088,0.0074,11.57626,74.43713,1.11237,0.00644,35.12872,0.0049,32.14451
290.01,136.1102,125.00356,41.30612,62.68534,12.44298,35.65976,89.47089,3.26098,100.33502,9.45264,9.30533,0.00723,11.48427,74.33886,1.08653,0.00623,34.98106,0.0049,32.01796
291.01,135.83839,124.70167,41.15131,62.51114,12.34449,35.55253,89.26714,3.23962,100.11169,9.37855,9.23996,0.00707,11.39281,74.242,1.06098,0.00604,34.83364,0.00489,31.89171
292.01,135.56444,124.40089,40.99684,62.33778,12.24647,35.44554,89.06452,3.21822,99.88976,9.305,9.17479,0.00692,11.30183,74.14618,1.03572,0.00588,34.68647,0.00489,31.76597
293.01,135.28814,124.1018,40.8428,62.1653,12.14892,35.33851,88.86326,3.1968,99.66883,9.23201,9.10988,0.00677,11.21131,74.05141,1.01076,0.00573,34.53956,0.00488,31.64091
294.01,135.00907,123.80476,40.68937,61.99357,12.05185,35.23148,88.66334,3.17536,99.44815,9.15962,9.04524,0.00663,11.12124,73.95823,0.98613,0.00559,34.39289,0.00488,31.51654
295.01,134.7265,123.50958,40.53668,61.82229,11.9553,35.12474,88.46431,3.15385,99.22737,9.08781,8.98084,0.00649,11.03164,73.86725,0.96185,0.00547,34.24644,0.00489,31.3927
296.01,134.43954,123.21541,40.38476,61.65124,11.8593,35.01851,88.26562,3.13225,99.00704,9.01657,8.91665,0.00636,10.94253,73.77882,0.9379,0.00535,34.10021,0.00489,31.26914
297.01,134.14765,122.92156,40.23347,61.48065,11.76381,34.91287,88.06725,3.11058,98.78772,8.94585,8.85264,0.00624,10.85394,73.69294,0.91428,0.00525,33.95423,0.00489,31.14577
298.01,133.85161,122.62842,40.08262,61.31075,11.66882,34.80767,87.86945,3.08885,98.56973,8.87564,8.78885,0.00612,10.76585,73.60916,0.89096,0.00516,33.80855,0.0049,31.02276
299.01,133.55281,122.33666,39.9321,61.1417,11.5743,34.70255,87.67238,3.06708,98.35295,8.80596,8.72531,0.00602,10.67823,73.52698,0.86794,0.00508,33.66316,0.00491,30.9003
300.01,133.25259,122.04679,39.78206,60.97346,11.48025,34.59734,87.47598,3.04528,98.13687,8.73682,8.66206,0.00591,10.59106,73.44663,0.84524,0.00501,33.51807,0.00488,30.77852
301.01,132.95182,121.75894,39.63265,60.80584,11.38671,34.49226,87.2799,3.02343,97.92087,8.66825,8.5991,0.00582,10.50433,73.36877,0.82288,0.00494,33.37324,0.00461,30.65737
302.01,132.65062,121.47268,39.48399,60.63857,11.2937,34.38758,87.08341,3.00149,97.70499,8.60023,8.53639,0.00573,10.41809,73.2941,0.80087,0.00489,33.22866,0.00429,30.53663
303.01,132.34873,121.18716,39.33605,60.4716,11.20123,34.28348,86.88594,2.97946,97.48981,8.53272,8.4739,0.00565,10.33234,73.22318,0.7792,0.00484,33.08436,0.00429,30.4161
304.01,132.04629,120.90204,39.18864,60.30516,11.10927,34.17993,86.68761,2.95735,97.2758,8.4657,8.41163,0.00555,10.2471,73.15632,0.75784,0.0048,32.94036,0.00466,30.29581
305.01,131.74418,120.61781,39.04157,60.13947,11.01779,34.07671,86.48867,2.93518,97.06314,8.39917,8.3496,0.00526,10.16235,73.09348,0.73679,0.00476,32.7967,0.00527,30.17595
306.01,131.44338,120.33505,38.89487,59.97462,10.92677,33.97346,86.28926,2.91298,96.85152,8.33315,8.28787,0.00479,10.07804,73.03472,0.71605,0.00473,32.65337,0.00598,30.05669
307.01,131.14459,120.05414,38.7487,59.8105,10.83624,33.87015,86.08933,2.89073,96.64031,8.26765,8.22645,0.00434,9.99418,72.98078,0.69567,0.0047,32.51034,0.00677,29.9381
308.01,130.84779,119.77501,38.60319,59.64685,10.74623,33.76712,85.88866,2.86842,96.42912,8.20268,8.16532,0.00403,9.91077,72.93238,0.67564,0.00468,32.36761,0.00791,29.82005
309.01,130.55226,119.49707,38.45842,59.48348,10.65674,33.66458,85.68685,2.84601,96.21825,8.13823,8.10445,0.00385,9.82784,72.88995,0.65598,0.00466,32.22517,0.00895,29.70227
310.01,130.25731,119.21964,38.31428,59.32048,10.56779,33.56262,85.4839,2.82352,96.00823,8.07425,8.04379,0.00379,9.7454,72.85366,0.63666,0.00465,32.08306,0.00956,29.58464
311.01,129.96305,118.94273,38.17056,59.15808,10.47933,33.46112,85.28025,2.80096,95.79939,8.01073,7.98338,0.00384,9.66346,72.8235,0.61765,0.00464,31.94128,0.00979,29.46732
312.01,129.67013,118.66686,38.02713,58.99644,10.39134,33.35979,85.07631,2.77835,95.59176,7.94767,7.92326,0.00412,9.58198,72.79938,0.59895,0.00463,31.79988,0.00976,29.35047
313.01,129.37913,118.39255,37.88411,58.83561,10.30381,33.25838,84.8723,2.75571,95.38487,7.88509,7.86344,0.00447,9.50093,72.78159,0.58058,0.00463,31.65883,0.00956,29.23423
314.01,129.09032,118.12005,37.74167,58.67541,10.21677,33.15701,84.66816,2.73302,95.17803,7.82302,7.80394,0.00473,9.42031,72.7708,0.56256,0.00462,31.51811,0.00928,29.11858
315.01,128.80328,117.84906,37.5999,58.51552,10.13025,33.05596,84.46354,2.71026,94.97123,7.76145,7.74474,0.00486,9.34014,72.76721,0.5449,0.00462,31.3777,0.00896,29.00336
316.01,128.51697,117.5789,37.45883,58.35588,10.04425,32.95539,84.25812,2.68741,94.76497,7.70034,7.68577,0.0049,9.26045,72.77022,0.52759,0.00462,31.23763,0.00863,28.88828
317.01,128.23095,117.30917,37.3183,58.19671,9.95876,32.85532,84.052,2.66449,94.55973,7.63968,7.62704,0.00488,9.18123,72.77829,0.51062,0.00462,31.09791,0.00829,28.77337
318.01,127.94575,117.04014,37.17807,58.03821,9.87374,32.75559,83.84557,2.64152,94.35572,7.57944,7.56857,0.00483,9.10247,72.78914,0.49396,0.00462,30.95857,0.00795,28.65886
319.01,127.66209,116.77234,37.03815,57.88049,9.78917,32.65592,83.63916,2.61851,94.1528,7.51965,7.51041,0.00477,9.02413,72.80027,0.47763,0.00462,30.81962,0.00763,28.54491
320.01,127.38042,116.5062,36.89871,57.72352,9.70506,32.55621,83.43292,2.59549,93.95037,7.46032,7.45256,0.0047,8.94619,72.8096,0.46164,0.00462,30.68104,0.00734,28.43157
321.01,127.10074,116.2418,36.75989,57.56705,9.62145,32.45668,83.22674,2.57241,93.7478,7.40148,7.39503,0.00463,8.86866,72.81559,0.446,0.00463,30.5428,0.00707,28.31877
322.01,126.82246,115.97859,36.62176,57.4108,9.53835,32.35755,83.02033,2.54925,93.54551,7.34309,7.33778,0.00456,8.79153,72.8168,0.43072,0.00463,30.40489,0.00683,28.20627
323.01,126.54463,115.71588,36.48426,57.25485,9.45575,32.25892,82.81364,2.52603,93.34407,7.28513,7.28075,0.0045,8.71483,72.81198,0.41579,0.00463,30.26735,0.00661,28.09389
324.01,126.26716,115.45363,36.34721,57.09948,9.37363,32.16077,82.607,2.50276,93.14381,7.22758,7.22397,0.00443,8.63853,72.79986,0.40118,0.00464,30.1302,0.00642,27.98174
325.01,125.99062,115.19228,36.21044,56.94485,9.29195,32.06282,82.40085,2.47945,92.94476,7.17045,7.16749,0.00438,8.56261,72.77936,0.3869,0.00464,29.99346,0.00624,27.87001
326.01,125.71564,114.93234,36.07402,56.79098,9.2107,31.96486,82.1955,2.45613,92.74658,7.11374,7.11131,0.00433,8.48698,72.75002,0.37294,0.00465,29.85712,0.00608,27.75884
327.01,125.44251,114.67407,35.93811,56.63776,9.12991,31.86694,81.99103,2.43279,92.54862,7.05748,7.05545,0.00428,8.41165,72.71212,0.35932,0.00465,29.72117,0.00593,27.64825
328.01,125.17104,114.41734,35.80284,56.48494,9.04959,31.76929,81.7872,2.40941,92.35057,7.00168,6.99989,0.00425,8.33661,72.66621,0.34605,0.00465,29.58556,0.0058,27.53808
329.01,124.90053,114.16142,35.66821,56.33232,8.96975,31.67207,81.58366,2.38596,92.15289,6.9463,6.94459,0.00421,8.26188,72.61282,0.33313,0.00466,29.45033,0.00568,27.42813
330.01,124.63031,113.90575,35.53413,56.18008,8.89037,31.57535,81.38053,2.36245,91.95609,6.89131,6.88952,0.00417,8.18749,72.55232,0.32054,0.00466,29.3155,0.00558,27.3183
331.01,124.36057,113.65067,35.4004,56.02847,8.81139,31.479,81.17817,2.33892,91.7604,6.8367,6.83471,0.00414,8.11345,72.48474,0.30827,0.00467,29.18108,0.00548,27.20874
332.01,124.09193,113.39674,35.26696,55.87758,8.73278,31.38272,80.97686,2.31538,91.56574,6.78249,6.7802,0.0041,8.03977,72.41012,0.2963,0.00467,29.04708,0.0054,27.09963
333.01,123.8249,113.14437,35.13391,55.72741,8.65453,31.28639,80.77673,2.29184,91.37168,6.72869,6.726,0.00408,7.96644,72.32906,0.28466,0.00467,28.91351,0.00532,26.99105
334.01,123.55962,112.89366,35.0014,55.57776,8.57664,31.19019,80.57769,2.26828,91.17768,6.67531,6.67211,0.00405,7.89353,72.24247,0.27335,0.00468,28.78031,0.00526,26.88298
335.01,123.29565,112.64426,34.86952,55.42842,8.49912,31.09436,80.37933,2.24469,90.98375,6.62236,6.6185,0.00403,7.82107,72.15113,0.26238,0.00468,28.6475,0.0052,26.7752
336.01,123.03228,112.39546,34.73824,55.27934,8.42196,30.99902,80.18133,2.22104,90.79041,6.56979,6.56512,0.00401,7.74914,72.05562,0.25173,0.00468,28.51509,0.00515,26.66756
337.01,122.76921,112.14698,34.60741,55.13072,8.34512,30.90415,79.98397,2.19737,90.59807,6.51757,6.51199,0.004,7.67774,71.95618,0.24139,0.00469,28.38309,0.0051,26.56011
338.01,122.50684,111.89924,34.47687,54.98276,8.26858,30.80953,79.78758,2.1737,90.40688,6.46573,6.45913,0.00399,7.6069,71.85273,0.23134,0.00469,28.25154,0.00506,26.45301
339.01,122.24573,111.65271,34.34664,54.83554,8.19236,30.7149,79.59232,2.15004,90.21659,6.41426,6.40656,0.00398,7.5366,71.74525,0.22159,0.00469,28.12042,0.00503,26.34641
340.01,121.98629,111.40773,34.21685,54.68897,8.11651,30.62024,79.3982,2.12639,90.02666,6.36319,6.35431,0.00398,7.46682,71.63446,0.21216,0.00469,27.98972,0.005,26.24036
341.01,121.72844,111.16421,34.08763,54.5428,8.04108,30.52585,79.20496,2.10273,89.83675,6.31253,6.30235,0.00397,7.39761,71.52104,0.20303,0.00468,27.85942,0.00498,26.13476
342.01,121.47149,110.92168,33.95904,54.39688,7.96613,30.43191,79.01221,2.07904,89.64711,6.26225,6.25064,0.00397,7.32897,71.40549,0.1942,0.00468,27.72952,0.00496,26.02936
343.01,121.21483,110.67955,33.83098,54.25128,7.8917,30.33848,78.81983,2.05534,89.45821,6.21233,6.19916,0.00398,7.26094,71.28802,0.18567,0.00467,27.60003,0.00495,25.92405
344.01,120.95855,110.43783,33.70326,54.10621,7.81778,30.24544,78.62811,2.03163,89.27033,6.16274,6.14792,0.00398,7.19349,71.16851,0.17742,0.00466,27.47099,0.00493,25.81896
345.01,120.70317,110.19699,33.57579,53.96182,7.74437,30.15253,78.43731,2.00795,89.0835,6.1135,6.09696,0.00399,7.12659,71.04672,0.16944,0.00465,27.34241,0.00492,25.71425
346.01,120.44921,109.95743,33.44866,53.81815,7.67149,30.05956,78.24755,1.9843,88.8973,6.06463,6.0463,0.004,7.06021,70.9227,0.16174,0.00465,27.21427,0.00491,25.61001
347.01,120.19687,109.71936,33.32202,53.67504,7.5992,29.96665,78.05872,1.96067,88.71115,6.01614,5.99594,0.00401,6.99434,70.79699,0.15432,0.00464,27.08655,0.0049,25.50626
348.01,119.94587,109.48254,33.19595,53.5322,7.52752,29.87404,77.87054,1.93705,88.52501,5.96803,5.94584,0.00402,6.92899,70.67008,0.14717,0.00464,26.95923,0.0049,25.40281
349.01,119.69533,109.24639,33.07047,53.38959,7.45647,29.78187,77.68269,1.91341,88.33933,5.92027,5.89598,0.00403,6.86417,70.54224,0.1403,0.00464,26.83233,0.00489,25.29945
