time,Muttonpulao_02_CCK,Cholebhature_01_CCK,Curdrice_01_CCK,Lemonrice_01_CCK,Pasta_01_CCK,Masaladosa_01_CCK,Vegetable_Biryani_01_CCK,Rice_01_CCK,Paneer_01_CCK,Milk_Chocolate_01_CCK,Peanuts_01_CCK,Curd_01_CCK,Bread_Meal_01_CCK,Chickensandwich_01_CCK,Apple_Pineapplesalad_01_CCK,Spinach_01_CCK,Bread_Meal_02_CCK,Orange_01_CCK,Omelette_01_CCK
350.01,119.4449,109.01058,32.94545,53.24738,7.38603,29.69016,77.49524,1.88979,88.15451,5.87283,5.84634,0.00404,6.79989,70.41347,0.13368,0.00463,26.70587,0.00489,25.19619
351.01,119.19505,108.77533,32.82069,53.10577,7.31617,29.59874,77.30847,1.86619,87.97075,5.8257,5.79694,0.00405,6.73611,70.28347,0.1273,0.00464,26.57987,0.00489,25.09324
352.01,118.94638,108.5411,32.69618,52.96486,7.24687,29.50737,77.12261,1.84265,87.78792,5.77891,5.74782,0.00406,6.67279,70.15202,0.12116,0.00464,26.45432,0.00489,24.99074
353.01,118.69927,108.30825,32.57208,52.82461,7.17813,29.41598,76.93772,1.81915,87.6055,5.73247,5.69899,0.00407,6.60991,70.01931,0.11527,0.00464,26.32923,0.00488,24.88875
354.01,118.45374,108.07682,32.4485,52.68481,7.10998,29.32476,76.75362,1.7957,87.42295,5.68639,5.65045,0.00409,6.54748,69.8858,0.10963,0.00465,26.20454,0.00488,24.78719
355.01,118.2093,107.84638,32.3255,52.54519,7.04241,29.23391,76.56998,1.77225,87.24064,5.64065,5.60214,0.0041,6.48551,69.75183,0.10422,0.00465,26.08026,0.00488,24.68587
356.01,117.96515,107.61634,32.20304,52.40586,6.97541,29.14354,76.38662,1.74883,87.05906,5.59522,5.55405,0.00411,6.42401,69.61754,0.09904,0.00465,25.95642,0.00488,24.58464
357.01,117.72122,107.38667,32.08095,52.26703,6.90895,29.05358,76.20374,1.72544,86.87851,5.5501,5.50619,0.00412,6.36298,69.48272,0.09407,0.00445,25.83303,0.00488,24.48359
358.01,117.47801,107.15774,31.95909,52.12883,6.843,28.96381,76.02162,1.70212,86.69901,5.50527,5.45857,0.00413,6.30239,69.34701,0.08931,0.00412,25.71011,0.00488,24.38289
359.01,117.23603,106.92997,31.83753,51.99129,6.77753,28.87401,75.84042,1.67887,86.52027,5.46077,5.41123,0.00415,6.2422,69.2103,0.08476,0.00401,25.58766,0.00488,24.28264
360.01,116.99555,106.7036,31.7164,51.85427,6.71255,28.78425,75.66014,1.6557,86.34173,5.4166,5.36417,0.00416,6.1824,69.07289,0.08041,0.00422,25.46564,0.00489,24.18287
361.01,116.75638,106.4785,31.5958,51.71754,6.64809,28.69474,75.48047,1.63257,86.16311,5.37277,5.31737,0.00417,6.12302,68.93517,0.07626,0.00467,25.34403,0.00489,24.08341
362.01,116.51796,106.25405,31.47577,51.58089,6.58415,28.60564,75.30108,1.60948,85.98482,5.32925,5.27079,0.00418,6.06406,68.79736,0.0723,0.00527,25.22286,0.00489,23.98407
363.01,116.27972,106.02976,31.35619,51.44447,6.5207,28.517,75.12201,1.58645,85.80728,5.28602,5.22441,0.00419,6.00553,68.65947,0.06853,0.00594,25.10213,0.00489,23.88479
364.01,116.04182,105.80595,31.23691,51.30842,6.4577,28.42868,74.94353,1.56348,85.6307,5.24307,5.17826,0.0042,5.94743,68.52116,0.06493,0.00691,24.98186,0.00489,23.7857
365.01,115.80479,105.58309,31.11787,51.17283,6.39514,28.34042,74.76586,1.54061,85.45502,5.20042,5.13237,0.00421,5.88972,68.38204,0.06149,0.00792,24.86207,0.00489,23.68695
366.01,115.56906,105.36153,30.99915,51.03764,6.33301,28.25209,74.5891,1.51784,85.27985,5.15807,5.08674,0.00422,5.83238,68.24223,0.05823,0.0086,24.74274,0.00489,23.58864
367.01,115.33475,105.14134,30.8809,50.90265,6.27134,28.16388,74.41313,1.49515,85.10471,5.11605,5.04138,0.00423,5.77541,68.10212,0.05512,0.00891,24.62384,0.00489,23.49072
368.01,115.10149,104.92223,30.76318,50.76765,6.21013,28.076,74.23762,1.47254,84.92962,5.07434,4.99625,0.00424,5.71883,67.96203,0.05217,0.00893,24.50536,0.00489,23.39301
369.01,114.86871,104.70359,30.64597,50.63257,6.14939,27.98856,74.06227,1.44999,84.75504,5.03292,4.95133,0.00424,5.66266,67.82206,0.04937,0.00878,24.38732,0.00489,23.29538
370.01,114.63613,104.48518,30.52912,50.4976,6.08909,27.90154,73.88735,1.42752,84.58131,4.99176,4.90661,0.00425,5.60691,67.6821,0.04672,0.00853,24.26974,0.00489,23.19788
371.01,114.4041,104.26738,30.41251,50.36291,6.0292,27.81476,73.71312,1.40517,84.40858,4.95088,4.86212,0.00426,5.55154,67.54174,0.04419,0.00824,24.15263,0.00489,23.10065
372.01,114.1731,104.05059,30.29615,50.22857,5.9697,27.72796,73.53976,1.38294,84.23663,4.91028,4.81789,0.00427,5.49654,67.40069,0.0418,0.00794,24.03599,0.00488,23.00382
373.01,113.9435,103.83508,30.18016,50.09451,5.91061,27.64117,73.36728,1.36083,84.06501,4.86997,4.77391,0.00427,5.44188,67.25929,0.03953,0.00762,23.91981,0.00487,22.90744
374.01,113.71519,103.6208,30.06465,49.96055,5.85196,27.55461,73.19548,1.33883,83.89339,4.82998,4.73019,0.00428,5.3876,67.11793,0.03739,0.00732,23.80404,0.00486,22.81141
375.01,113.48764,103.40733,29.94967,49.82654,5.79374,27.46846,73.02403,1.31693,83.72202,4.79027,4.68667,0.00428,5.33369,66.97683,0.03536,0.00703,23.68871,0.00485,22.71551
376.01,113.26029,103.19416,29.83515,49.69258,5.73596,27.38276,72.8528,1.29512,83.55128,4.75083,4.64335,0.00428,5.28018,66.83595,0.03345,0.00676,23.57382,0.00484,22.61966
377.01,113.03325,102.98131,29.72091,49.55888,5.67858,27.29741,72.68207,1.27344,83.38145,4.71163,4.60024,0.00427,5.22706,66.69506,0.03163,0.00651,23.4594,0.00483,22.52399
378.01,112.80696,102.76917,29.60687,49.42558,5.62157,27.2122,72.51206,1.25189,83.21253,4.67269,4.55736,0.00427,5.1743,66.55376,0.02992,0.0063,23.34546,0.00483,22.42864
379.01,112.58185,102.5581,29.49312,49.29273,5.56495,27.12696,72.34289,1.2305,83.04417,4.63403,4.51472,0.00426,5.12189,66.41197,0.0283,0.00611,23.23199,0.00482,22.3337
380.01,112.35811,102.34828,29.37978,49.16022,5.50872,27.04179,72.17449,1.20925,82.87585,4.59564,4.47235,0.00426,5.06981,66.27005,0.02677,0.00593,23.11894,0.00482,22.23917
381.01,112.13548,102.13948,29.26694,49.02781,5.4529,26.95692,72.0066,1.18813,82.70754,4.55754,4.4302,0.00426,5.0181,66.1283,0.02533,0.00578,23.00632,0.00482,22.14487
382.01,111.91321,101.93122,29.1546,48.89548,5.39751,26.87245,71.83895,1.16712,82.53962,4.5197,4.38824,0.00425,4.96676,65.9869,0.02398,0.00564,22.89414,0.00482,22.05062
383.01,111.691,101.7232,29.04264,48.7634,5.34252,26.78841,71.67161,1.14625,82.37245,4.48209,4.34647,0.00425,4.9158,65.84571,0.0227,0.00551,22.78241,0.00482,21.95644
384.01,111.46929,101.51562,28.93089,48.63176,5.28789,26.70463,71.50482,1.12553,82.20618,4.44472,4.30491,0.00425,4.86522,65.70443,0.0215,0.00539,22.67115,0.00482,21.86249
385.01,111.24857,101.30889,28.81934,48.50065,5.23363,26.62092,71.33879,1.10499,82.04071,4.40761,4.26359,0.00426,4.81497,65.56278,0.02036,0.00529,22.56036,0.00482,21.76891
386.01,111.02917,101.10329,28.70813,48.37007,5.17973,26.53723,71.17359,1.08462,81.87559,4.37077,4.22251,0.00426,4.76505,65.42086,0.0193,0.0052,22.45002,0.00483,21.67574
387.01,110.81109,100.89888,28.59736,48.23984,5.12623,26.45371,71.00903,1.0644,81.71036,4.3342,4.18167,0.00426,4.71547,65.27904,0.01829,0.00512,22.3401,0.00481,21.58291
388.01,110.59394,100.69527,28.48708,48.10973,5.07313,26.37057,70.84483,1.04433,81.54532,4.29788,4.14104,0.00427,4.66624,65.13756,0.01735,0.00505,22.2306,0.00456,21.49025
389.01,110.37702,100.49197,28.37725,47.97985,5.02044,26.28787,70.68083,1.0244,81.38093,4.2618,4.10059,0.00428,4.61738,64.99651,0.01647,0.00498,22.12154,0.00425,21.39762
390.01,110.16028,100.28893,28.26771,47.85039,4.96812,26.20558,70.51721,1.00464,81.21744,4.22594,4.06033,0.00428,4.56889,64.85565,0.01564,0.00493,22.01294,0.00428,21.30511
391.01,109.94416,100.08651,28.15836,47.72151,4.91615,26.12349,70.35421,0.98506,81.05488,4.19031,4.0203,0.00428,4.52076,64.71464,0.01486,0.00488,21.90481,0.0047,21.21286
392.01,109.72908,99.88505,28.04924,47.59322,4.86453,26.04145,70.19198,0.96568,80.89298,4.15492,3.98049,0.00407,4.47294,64.57334,0.01413,0.00484,21.79714,0.00535,21.12096
393.01,109.51526,99.68477,27.94049,47.46545,4.81328,25.95952,70.03052,0.94649,80.73126,4.11979,3.94093,0.00371,4.42543,64.43199,0.01345,0.00481,21.68991,0.00611,21.0294
394.01,109.30257,99.48554,27.83218,47.33798,4.76241,25.87787,69.86959,0.92747,80.56947,4.08492,3.90158,0.00349,4.37827,64.29091,0.0128,0.00478,21.58308,0.00695,20.93806
395.01,109.09052,99.28682,27.72434,47.21067,4.71194,25.79666,69.70888,0.9086,80.40798,4.05029,3.86241,0.0035,4.33145,64.15027,0.0122,0.00475,21.47669,0.00815,20.84676
396.01,108.8786,99.08821,27.61688,47.08366,4.66186,25.71593,69.54842,0.88991,80.24715,4.01587,3.82342,0.00371,4.28499,64.01006,0.01164,0.00473,21.37074,0.00924,20.75548
397.01,108.66697,98.88998,27.50966,46.95713,4.61212,25.63557,69.38844,0.87142,80.08717,3.98165,3.78462,0.00401,4.23889,63.86994,0.01111,0.00471,21.26525,0.00989,20.66434
398.01,108.45609,98.69253,27.40262,46.83117,4.56272,25.55537,69.22914,0.85312,79.92797,3.94765,3.74605,0.00437,4.19311,63.72956,0.01062,0.0047,21.16022,0.01014,20.57348
399.01,108.2463,98.49615,27.29586,46.70576,4.51366,25.47523,69.07059,0.83504,79.76922,3.91388,3.7077,0.00496,4.14764,63.58901,0.01015,0.00469,21.05563,0.0101,20.48298
400.01,108.03772,98.30093,27.18948,46.58073,4.46497,25.39533,68.9127,0.81716,79.61048,3.88036,3.66959,0.00559,4.10248,63.44861,0.00972,0.00468,20.95147,0.0099,20.39279
401.01,107.83004,98.1066,27.08355,46.45592,4.41666,25.31586,68.75517,0.79945,79.45177,3.84706,3.6317,0.00601,4.05765,63.30863,0.00932,0.00468,20.84772,0.0096,20.30275
402.01,107.62275,97.91263,26.97807,46.33127,4.36873,25.23695,68.59774,0.78193,79.2935,3.81398,3.59399,0.00621,4.01318,63.16915,0.00894,0.00467,20.7444,0.00926,20.21274
403.01,107.41561,97.71881,26.87288,46.20695,4.32116,25.1586,68.44063,0.7646,79.13596,3.7811,3.55648,0.00624,3.96905,63.03005,0.00859,0.00467,20.64152,0.0089,20.12281
404.01,107.20895,97.52547,26.76789,46.08312,4.27392,25.08067,68.2841,0.74748,78.9793,3.74841,3.51917,0.00617,3.92526,62.89096,0.00826,0.00467,20.53911,0.00854,20.03309
405.01,107.00317,97.33297,26.6631,45.95983,4.22701,25.00294,68.12831,0.73058,78.82333,3.71593,3.48209,0.00605,3.88177,62.75162,0.00795,0.00467,20.43714,0.00819,19.9437
406.01,106.79858,97.14155,26.55863,45.83702,4.18044,24.92543,67.97325,0.71389,78.66763,3.68367,3.44524,0.0059,3.83858,62.61231,0.00767,0.00467,20.3356,0.00785,19.85469
407.01,106.5951,96.95115,26.45456,45.71449,4.13424,24.84838,67.81877,0.69738,78.51195,3.65165,3.40862,0.00574,3.79571,62.47338,0.0074,0.00467,20.23447,0.00753,19.76594
408.01,106.39225,96.76142,26.35095,45.59212,4.0884,24.77196,67.66456,0.68106,78.35647,3.61983,3.37219,0.00559,3.75316,62.33501,0.00715,0.00467,20.13375,0.00724,19.67725
409.01,106.18957,96.57191,26.24772,45.46996,4.04293,24.69623,67.51053,0.66492,78.20157,3.58821,3.33594,0.00544,3.71096,62.19717,0.00692,0.00467,20.03347,0.00699,19.58859
410.01,105.98715,96.38263,26.14472,45.34818,3.9978,24.62114,67.35691,0.64899,78.04746,3.55676,3.2999,0.0053,3.6691,62.05964,0.00671,0.00467,19.93362,0.00675,19.50005
411.01,105.78537,96.19393,26.04187,45.2269,3.95298,24.54654,67.20391,0.63328,77.89416,3.52549,3.26406,0.00517,3.62754,61.92205,0.00651,0.00468,19.83423,0.00654,19.41177
412.01,105.5846,96.00613,25.93925,45.10615,3.90849,24.47228,67.05164,0.6178,77.74136,3.49443,3.22845,0.00505,3.58628,61.78432,0.00632,0.00468,19.73528,0.00635,19.32383
413.01,105.38501,95.81938,25.83698,44.98579,3.86433,24.39851,66.90002,0.60253,77.5886,3.46357,3.19306,0.00495,3.54531,61.64678,0.00615,0.00468,19.63673,0.00618,19.23621
414.01,105.18637,95.63349,25.73512,44.8656,3.82053,24.32542,66.74881,0.58746,77.43585,3.43292,3.15788,0.00486,3.50466,61.50969,0.00599,0.00469,19.53859,0.00602,19.14877
415.01,104.98801,95.44802,25.63367,44.74555,3.77709,24.25316,66.59777,0.57259,77.28344,3.40246,3.1229,0.00478,3.46433,61.37317,0.00584,0.00469,19.44086,0.00588,19.06132
416.01,104.7897,95.2627,25.53253,44.62577,3.734,24.18178,66.44693,0.55793,77.13168,3.37217,3.0881,0.00471,3.42433,61.23713,0.0057,0.00469,19.34355,0.00575,18.97391
417.01,104.5918,95.07773,25.43152,44.50642,3.69121,24.11116,66.29654,0.5435,76.98071,3.34204,3.0535,0.00464,3.38466,61.10127,0.00557,0.00469,19.24669,0.00563,18.88667
418.01,104.39475,94.89345,25.33065,44.38757,3.64874,24.04116,66.14677,0.5293,76.83044,3.31209,3.01911,0.00457,3.34527,60.96533,0.00546,0.0047,19.15026,0.00553,18.79974
419.01,104.19882,94.71014,25.23004,44.26919,3.60658,23.97176,65.99769,0.51534,76.68047,3.28233,2.98494,0.00452,3.30617,60.8294,0.00535,0.0047,19.05425,0.00544,18.71314
420.01,104.00404,94.52781,25.1298,44.15112,3.56476,23.90313,65.84915,0.5016,76.53038,3.25278,2.95098,0.00447,3.26735,60.69381,0.00525,0.0047,18.95864,0.00536,18.6268
421.01,103.81004,94.34614,25.02997,44.03313,3.52329,23.83546,65.70091,0.48806,76.38046,3.22341,2.91723,0.00442,3.22884,60.55877,0.00516,0.00471,18.86341,0.00529,18.54057
422.01,103.61621,94.16467,24.9305,43.91531,3.48217,23.76889,65.55282,0.47475,76.23111,3.19421,2.88365,0.00438,3.19065,60.42435,0.00507,0.00471,18.7686,0.00522,18.45434
423.01,103.42252,93.98341,24.83127,43.79782,3.44136,23.7034,65.40505,0.46165,76.08256,3.16516,2.85027,0.00435,3.15278,60.29035,0.00499,0.00471,18.67421,0.00517,18.36818
424.01,103.22936,93.80264,24.73218,43.68078,3.40086,23.63883,65.2578,0.4488,75.93482,3.13627,2.8171,0.00432,3.1152,60.15643,0.00492,0.00471,18.58025,0.00512,18.28225
425.01,103.0371,93.6227,24.63327,43.56422,3.36066,23.57505,65.11122,0.43618,75.78768,3.10755,2.78414,0.00429,3.0779,60.02247,0.00485,0.00472,18.48672,0.00508,18.19662
426.01,102.84592,93.44375,24.53466,43.44806,3.32077,23.51212,64.96531,0.4238,75.6407,3.07901,2.75139,0.00427,3.04086,59.8887,0.00479,0.00472,18.39358,0.00504,18.1113
427.01,102.65571,93.26567,24.43643,43.33211,3.28121,23.4502,64.81983,0.41164,75.49366,3.05066,2.71886,0.00426,3.00412,59.75539,0.00474,0.00471,18.30083,0.00501,18.02615
428.01,102.46604,93.088,24.33859,43.21624,3.24199,23.38943,64.67453,0.39969,75.34688,3.02248,2.68651,0.00425,2.96767,59.62269,0.00469,0.00471,18.20847,0.00499,17.94105
429.01,102.27646,92.91035,24.24106,43.10057,3.2031,23.32986,64.52942,0.38797,75.20071,2.99444,2.65434,0.00424,2.93154,59.49058,0.00464,0.0047,18.11651,0.00496,17.85595
430.01,102.08712,92.73301,24.14372,42.98528,3.1645,23.27139,64.38471,0.37647,75.05528,2.96654,2.62237,0.00423,2.89571,59.35875,0.0046,0.00469,18.02498,0.00495,17.77098
431.01,101.89841,92.55632,24.04651,42.87045,3.12618,23.21383,64.24057,0.36522,74.91055,2.93879,2.59061,0.00423,2.86015,59.22689,0.00456,0.00469,17.93387,0.00493,17.68625
432.01,101.71065,92.38056,23.94953,42.75606,3.08816,23.15708,64.09706,0.3542,74.76621,2.9112,2.55907,0.00423,2.82486,59.09506,0.00452,0.00468,17.84316,0.00492,17.60182
433.01,101.52391,92.20576,23.85286,42.64199,3.05045,23.10129,63.95411,0.34341,74.62188,2.88379,2.52775,0.00423,2.78983,58.96355,0.00449,0.00467,17.75283,0.00491,17.51764
434.01,101.33793,92.03171,23.75657,42.52806,3.01307,23.04662,63.81141,0.33283,74.47757,2.85654,2.49663,0.00423,2.7551,58.83259,0.00446,0.00467,17.66288,0.0049,17.43356
435.01,101.15227,91.8579,23.66064,42.41425,2.97601,22.99317,63.66877,0.32247,74.33363,2.82944,2.46568,0.00424,2.72066,58.70225,0.00443,0.00466,17.57332,0.00489,17.34947
436.01,100.9667,91.68417,23.56496,42.3007,2.93926,22.94094,63.52638,0.31233,74.19034,2.80246,2.43492,0.00425,2.68652,58.57242,0.00441,0.00466,17.48416,0.00488,17.26543
437.01,100.78154,91.51083,23.46941,42.18756,2.90278,22.88979,63.38447,0.30242,74.04782,2.77562,2.40436,0.00425,2.65267,58.44276,0.00438,0.00466,17.39542,0.00488,17.18156
438.01,100.59713,91.33821,23.37402,42.07488,2.86659,22.83953,63.24316,0.29273,73.9059,2.74891,2.37402,0.00426,2.61908,58.31302,0.00436,0.00466,17.30708,0.00487,17.09795
439.01,100.41373,91.16649,23.27888,41.96261,2.83068,22.79017,63.10249,0.28328,73.76423,2.72236,2.34389,0.00427,2.58575,58.18347,0.00435,0.00466,17.21913,0.00487,17.01464
440.01,100.23129,90.99565,23.18408,41.85056,2.79509,22.7419,62.96229,0.27403,73.62256,2.69597,2.31398,0.00428,2.55268,58.05441,0.00433,0.00466,17.13154,0.00487,16.93153
441.01,100.04938,90.82536,23.08966,41.73862,2.75981,22.69486,62.82229,0.265,73.48108,2.66972,2.28426,0.00429,2.5199,57.92599,0.00432,0.00467,17.04432,0.00487,16.84845
442.01,99.8676,90.65521,22.99555,41.62684,2.72484,22.6491,62.68241,0.25617,73.34011,2.6436,2.25472,0.0043,2.48742,57.79819,0.0043,0.00467,16.95749,0.00486,16.76535
443.01,99.68601,90.48521,22.90161,41.51539,2.69016,22.60455,62.54288,0.24756,73.19985,2.61759,2.22537,0.00431,2.45522,57.67079,0.00429,0.00467,16.87106,0.00486,16.68234
444.01,99.50498,90.31569,22.80779,41.40435,2.65575,22.56106,62.40386,0.23917,73.06031,2.5917,2.19623,0.00432,2.42329,57.54346,0.00428,0.0045,16.78503,0.00486,16.59954
445.01,99.32481,90.14692,22.71414,41.29378,2.6216,22.5185,62.26547,0.23099,72.92122,2.56594,2.16729,0.00433,2.39161,57.41615,0.00427,0.00417,16.69939,0.00486,16.51702
446.01,99.14565,89.97903,22.62077,41.18352,2.58775,22.47696,62.12765,0.22302,72.78217,2.54032,2.13858,0.00434,2.36018,57.28911,0.00426,0.00405,16.61411,0.00486,16.43475
447.01,98.96731,89.81186,22.52775,41.07339,2.5542,22.43666,61.99019,0.21526,72.64313,2.51484,2.11006,0.00434,2.32902,57.16259,0.00425,0.00429,16.52919,0.00486,16.3526
448.01,98.78917,89.64505,22.43507,40.96336,2.52096,22.3977,61.85286,0.20768,72.50439,2.48948,2.08172,0.00435,2.29815,57.0367,0.00425,0.00478,16.44464,0.00486,16.27042
449.01,98.61104,89.47833,22.34265,40.85354,2.48801,22.36016,61.71572,0.20031,72.36623,2.46422,2.05356,0.00436,2.26756,56.91132,0.00424,0.00543,16.36046,0.00486,16.18824
450.01,98.43325,89.31189,22.25033,40.74408,2.45533,22.32394,61.57896,0.19313,72.22877,2.43907,2.02559,0.00437,2.23725,56.7862,0.00423,0.00614,16.27667,0.00486,16.1062
451.01,98.25619,89.14601,22.15812,40.63504,2.42291,22.28892,61.44275,0.18616,72.09193,2.41404,1.99782,0.00438,2.20719,56.66109,0.00423,0.00711,16.19328,0.00487,16.02441
452.01,98.0801,88.98093,22.06613,40.52641,2.39076,22.25512,61.30715,0.17939,71.95532,2.38913,1.97026,0.00439,2.17737,56.53608,0.00422,0.00816,16.11025,0.00487,15.94289
453.01,97.90497,88.81667,21.97445,40.41801,2.3589,22.22273,61.17202,0.17281,71.81861,2.36434,1.94291,0.0044,2.1478,56.41144,0.0042,0.00887,16.02756,0.00487,15.86157
454.01,97.73051,88.65294,21.88312,40.30967,2.32734,22.19195,61.03713,0.16641,71.68206,2.33968,1.91575,0.0044,2.1185,56.28737,0.00419,0.0092,15.94522,0.00487,15.7803
455.01,97.55615,88.48936,21.79209,40.20145,2.29607,22.16295,60.90235,0.16018,71.546,2.31511,1.88876,0.00441,2.08947,56.16391,0.00417,0.00924,15.86324,0.00487,15.69901
456.01,97.3819,88.32593,21.70126,40.09352,2.26508,22.1358,60.76782,0.15415,71.41064,2.29064,1.86196,0.00442,2.06073,56.04088,0.00416,0.0091,15.78164,0.00487,15.61777
457.01,97.20808,88.16291,21.61052,39.98598,2.23434,22.11043,60.63369,0.14829,71.27602,2.26625,1.83535,0.00442,2.03225,55.91798,0.00415,0.00885,15.70042,0.00487,15.5367
458.01,97.03504,88.00059,21.51991,39.87883,2.20386,22.08681,60.5001,0.14262,71.14193,2.24197,1.80895,0.00443,2.004,55.79511,0.00413,0.00855,15.61957,0.00486,15.45589
459.01,96.86294,87.83912,21.42956,39.77201,2.17366,22.06512,60.36705,0.13712,71.00797,2.2178,1.78276,0.00444,1.97598,55.67244,0.00412,0.00824,15.53906,0.00485,15.37533
460.01,96.69167,87.6784,21.33951,39.66533,2.14374,22.0456,60.23432,0.13179,70.87396,2.19373,1.75676,0.00444,1.94822,55.55023,0.00411,0.00791,15.45889,0.00484,15.29489
461.01,96.52084,87.51798,21.2498,39.55869,2.11411,22.02846,60.10169,0.12662,70.7402,2.16976,1.73095,0.00445,1.92073,55.42861,0.00411,0.00758,15.37906,0.00483,15.21447
462.01,96.35005,87.35754,21.16033,39.4522,2.08475,22.01385,59.96918,0.12162,70.60698,2.14587,1.70531,0.00445,1.8935,55.30755,0.0041,0.00728,15.29958,0.00482,15.13402
463.01,96.17945,87.19731,21.07099,39.34601,2.05565,22.00173,59.83697,0.11678,70.47443,2.12205,1.67985,0.00444,1.86654,55.18676,0.0041,0.00699,15.22048,0.00481,15.05368
464.01,96.00938,87.03763,20.98174,39.2402,2.0268,21.99197,59.70523,0.1121,70.3425,2.09833,1.65459,0.00444,1.83982,55.06598,0.0041,0.00673,15.14174,0.00481,14.97353
465.01,95.84013,86.87872,20.89266,39.13476,1.99821,21.98456,59.57405,0.10759,70.21093,2.0747,1.62953,0.00443,1.81333,54.94524,0.0041,0.0065,15.06336,0.0048,14.89363
466.01,95.67175,86.72064,20.80384,39.02956,1.96989,21.97968,59.44334,0.10322,70.07935,2.05116,1.60466,0.00443,1.78707,54.8248,0.0041,0.0063,14.9853,0.0048,14.81394
467.01,95.50401,86.56319,20.71533,38.92446,1.94185,21.97754,59.31286,0.099,69.94779,2.02772,1.57998,0.00442,1.76106,54.70486,0.00411,0.00611,14.90757,0.00479,14.7343
468.01,95.33652,86.40593,20.62712,38.81943,1.91409,21.97828,59.18241,0.09493,69.81655,2.00437,1.55548,0.00442,1.73531,54.58549,0.0041,0.00594,14.83017,0.00479,14.65463
469.01,95.16909,86.24872,20.53909,38.71461,1.88658,21.98196,59.05218,0.09099,69.68588,1.98108,1.53115,0.00442,1.70982,54.46656,0.00388,0.00579,14.75313,0.00479,14.57498
470.01,95.00197,86.09184,20.45114,38.61012,1.85932,21.98843,58.92237,0.0872,69.55589,1.95787,1.507,0.00442,1.68458,54.34777,0.00351,0.00565,14.67645,0.00479,14.49547
471.01,94.83549,85.93556,20.3633,38.50603,1.8323,21.99745,58.79309,0.08355,69.42643,1.93474,1.48303,0.00442,1.65956,54.2289,0.00321,0.00553,14.60012,0.0048,14.41618
472.01,94.66988,85.78003,20.27566,38.40227,1.80554,22.00889,58.66437,0.08003,69.29719,1.91169,1.45927,0.00442,1.63478,54.11019,0.00308,0.00542,14.52412,0.0048,14.33714
473.01,94.50509,85.62522,20.1883,38.29868,1.77904,22.02266,58.53607,0.07664,69.16794,1.88873,1.43569,0.00442,1.61023,53.99191,0.00311,0.00532,14.44844,0.0048,14.25826
474.01,94.34074,85.47084,20.10125,38.19516,1.75282,22.03851,58.40792,0.07337,69.03886,1.86585,1.41229,0.00442,1.58592,53.87418,0.00324,0.00523,14.37307,0.00479,14.17937
475.01,94.17646,85.31653,20.01445,38.09177,1.72686,22.056,58.27986,0.07022,68.91023,1.84304,1.38906,0.00443,1.56187,53.75698,0.00346,0.00515,14.29803,0.00457,14.10044
476.01,94.01233,85.16233,19.92776,37.98864,1.70115,22.07446,58.15209,0.0672,68.78224,1.82029,1.366,0.00443,1.53806,53.64013,0.00388,0.00508,14.22334,0.00426,14.02158
477.01,93.84867,85.00852,19.84114,37.88586,1.67567,22.09305,58.02476,0.06429,68.6549,1.79761,1.34312,0.00444,1.51448,53.52331,0.00438,0.00502,14.14901,0.00427,13.9429
478.01,93.68575,84.85536,19.75465,37.78347,1.65042,22.11093,57.89797,0.0615,68.52796,1.77499,1.32042,0.00444,1.49112,53.40646,0.00474,0.00497,14.075,0.00467,13.86445
479.01,93.52371,84.70297,19.66839,37.68136,1.62543,22.12745,57.77166,0.05882,68.40106,1.75245,1.29791,0.00425,1.46798,53.28984,0.00493,0.00492,14.00131,0.00531,13.78622
480.01,93.36237,84.55119,19.58241,37.57932,1.60069,22.14208,57.64566,0.05624,68.27416,1.72998,1.27558,0.00389,1.44508,53.17366,0.005,0.00488,13.92791,0.0061,13.70807
481.01,93.20116,84.39969,19.4967,37.47735,1.57622,22.15424,57.51974,0.05377,68.14755,1.70759,1.25342,0.00368,1.42241,53.058,0.00498,0.00485,13.85483,0.00697,13.62986
482.01,93.03992,84.24826,19.41116,37.37555,1.55199,22.16338,57.39396,0.05139,68.02145,1.68525,1.23142,0.00375,1.39999,52.94276,0.00492,0.00482,13.78208,0.00818,13.55165
483.01,92.87896,84.09704,19.32566,37.27405,1.528,22.16887,57.2685,0.04912,67.89598,1.66297,1.2096,0.004,1.3778,52.82771,0.00485,0.0048,13.70966,0.00935,13.47355
484.01,92.71863,83.94631,19.2402,37.1729,1.50423,22.17014,57.1435,0.04694,67.77105,1.64074,1.18796,0.00435,1.35582,52.71262,0.00476,0.00478,13.63758,0.01007,13.39566
485.01,92.55913,83.79625,19.15489,37.0721,1.4807,22.16683,57.01902,0.04485,67.64632,1.61859,1.16649,0.00477,1.33405,52.59757,0.00467,0.00476,13.56581,0.01037,13.318
486.01,92.40046,83.64688,19.06981,36.97149,1.45742,22.15883,56.89493,0.04286,67.52148,1.5965,1.14521,0.00544,1.3125,52.4828,0.00459,0.00475,13.49433,0.01035,13.2405
487.01,92.24234,83.49793,18.985,36.8709,1.43438,22.14613,56.77103,0.04094,67.39678,1.57449,1.1241,0.00618,1.29118,52.36848,0.0045,0.00474,13.42315,0.01015,13.16303
488.01,92.08427,83.34905,18.90042,36.77039,1.41159,22.12873,56.64721,0.03911,67.27251,1.55253,1.10315,0.00669,1.27009,52.25466,0.00443,0.00473,13.35227,0.00985,13.08551
