time,Muttonpulao_02_small peptides absorbed,Cholebhature_01_small peptides absorbed,Curdrice_01_small peptides absorbed,Lemonrice_01_small peptides absorbed,Pasta_01_small peptides absorbed,Masaladosa_01_small peptides absorbed,Vegetable_Biryani_01_small peptides absorbed,Rapid_starch_01_small peptides absorbed,Chickenbreast_01_small peptides absorbed,Rice_01_small peptides absorbed,Eggwhite_01_small peptides absorbed,Paneer_01_small peptides absorbed,Milk_Chocolate_01_small peptides absorbed,Peanuts_01_small peptides absorbed,Curd_01_small peptides absorbed,Glucose_01_small peptides absorbed,Biscuit_01_small peptides absorbed,Glucose_02_small peptides absorbed,Bread_Meal_01_100_small peptides absorbed,Chickensandwich_01_small peptides absorbed,Ghee_01_small peptides absorbed,Apple_Pineapplesalad_01_small peptides absorbed,Spinach_01_small peptides absorbed,Bread_meal_02_small peptides absorbed,Orange_01_small peptides absorbed,Omelette_01_small peptides absorbed,Muttonpulao_01_small peptides absorbed,Arabinose_01_small peptides absorbed
394.01,0.0011,0.00095,0.00058,0.00067,0.00035,0.00033,0.00078,,,0.00019,,0.00117,0.00032,0.00032,0.0,,,,0.00034,0.00139,,0.0,0.0,0.00064,0.0,0.00074,0.00067,0
395.01,0.0011,0.00095,0.00058,0.00066,0.00035,0.00033,0.00078,,,0.00018,,0.00117,0.00032,0.00031,0.0,,,,0.00034,0.00139,,0.0,0.0,0.00064,0.0,0.00074,0.00066,0
396.01,0.0011,0.00095,0.00058,0.00066,0.00035,0.00033,0.00078,,,0.00018,,0.00117,0.00032,0.00031,0.0,,,,0.00033,0.00139,,0.0,0.0,0.00064,0.0,0.00074,0.00066,0
397.01,0.00109,0.00095,0.00058,0.00066,0.00035,0.00033,0.00078,,,0.00018,,0.00117,0.00031,0.0003,0.0,,,,0.00033,0.00139,,0.0,0.0,0.00064,0.0,0.00074,0.00066,0
398.01,0.00109,0.00094,0.00058,0.00066,0.00034,0.00033,0.00078,,,0.00018,,0.00117,0.00031,0.0003,0.0,,,,0.00033,0.00139,,0.0,0.0,0.00064,0.0,0.00074,0.00066,0
399.01,0.00109,0.00094,0.00058,0.00066,0.00034,0.00033,0.00078,,,0.00017,,0.00117,0.00031,0.00029,0.0,,,,0.00033,0.00139,,0.0,0.0,0.00064,0.0,0.00073,0.00066,0
400.01,0.00109,0.00094,0.00058,0.00066,0.00034,0.00033,0.00078,,,0.00017,,0.00117,0.0003,0.00029,0.0,,,,0.00032,0.00139,,0.0,0.0,0.00064,0.0,0.00073,0.00066,0
401.01,0.00109,0.00094,0.00058,0.00066,0.00034,0.00033,0.00078,,,0.00017,,0.00117,0.0003,0.00029,0.0,,,,0.00032,0.00139,,0.0,0.0,0.00064,0.0,0.00073,0.00066,0
402.01,0.00109,0.00094,0.00058,0.00066,0.00033,0.00033,0.00078,,,0.00017,,0.00117,0.0003,0.00028,0.0,,,,0.00032,0.00139,,0.0,0.0,0.00064,0.0,0.00073,0.00066,0
403.01,0.00109,0.00094,0.00058,0.00066,0.00033,0.00033,0.00078,,,0.00016,,0.00116,0.00029,0.00028,0.0,,,,0.00032,0.00139,,0.0,0.0,0.00064,0.0,0.00072,0.00066,0
404.01,0.00109,0.00094,0.00058,0.00066,0.00033,0.00032,0.00078,,,0.00016,,0.00116,0.00029,0.00027,0.0,,,,0.00031,0.00139,,0.0,0.0,0.00064,0.0,0.00072,0.00066,0
405.01,0.00109,0.00094,0.00057,0.00066,0.00033,0.00032,0.00078,,,0.00016,,0.00116,0.00029,0.00027,0.0,,,,0.00031,0.00139,,0.0,0.0,0.00064,0.0,0.00072,0.00066,0
406.01,0.00109,0.00094,0.00057,0.00066,0.00032,0.00032,0.00078,,,0.00016,,0.00116,0.00028,0.00027,0.0,,,,0.00031,0.00139,,0.0,0.0,0.00064,0.0,0.00072,0.00066,0
407.01,0.00109,0.00094,0.00057,0.00066,0.00032,0.00032,0.00078,,,0.00015,,0.00116,0.00028,0.00026,0.0,,,,0.00031,0.00139,,0.0,0.0,0.00064,0.0,0.00072,0.00066,0
408.01,0.00109,0.00094,0.00057,0.00066,0.00032,0.00032,0.00077,,,0.00015,,0.00116,0.00028,0.00026,0.0,,,,0.0003,0.00139,,0.0,0.0,0.00064,0.0,0.00072,0.00066,0
409.01,0.00109,0.00094,0.00057,0.00066,0.00032,0.00032,0.00077,,,0.00015,,0.00116,0.00027,0.00026,0.0,,,,0.0003,0.00139,,0.0,0.0,0.00064,0.0,0.00071,0.00066,0
410.01,0.00109,0.00094,0.00057,0.00066,0.00032,0.00032,0.00077,,,0.00014,,0.00116,0.00027,0.00025,0.0,,,,0.0003,0.00139,,0.0,0.0,0.00064,0.0,0.00071,0.00066,0
411.01,0.00109,0.00094,0.00057,0.00066,0.00031,0.00032,0.00077,,,0.00014,,0.00116,0.00027,0.00025,0.0,,,,0.0003,0.00139,,0.0,0.0,0.00064,0.0,0.00071,0.00066,0
412.01,0.00109,0.00094,0.00057,0.00065,0.00031,0.00032,0.00077,,,0.00014,,0.00116,0.00026,0.00024,0.0,,,,0.00029,0.00139,,0.0,0.0,0.00064,0.0,0.00071,0.00065,0
413.01,0.00109,0.00094,0.00057,0.00065,0.00031,0.00032,0.00077,,,0.00014,,0.00116,0.00026,0.00024,0.0,,,,0.00029,0.00139,,0.0,0.0,0.00064,0.0,0.0007,0.00065,0
414.01,0.00109,0.00094,0.00057,0.00065,0.00031,0.00032,0.00077,,,0.00013,,0.00116,0.00026,0.00024,0.0,,,,0.00029,0.00139,,0.0,0.0,0.00063,0.0,0.0007,0.00065,0
415.01,0.00109,0.00094,0.00056,0.00065,0.0003,0.00032,0.00077,,,0.00013,,0.00116,0.00025,0.00023,0.0,,,,0.00029,0.00139,,0.0,0.0,0.00063,0.0,0.0007,0.00065,0
416.01,0.00109,0.00094,0.00056,0.00065,0.0003,0.00032,0.00077,,,0.00013,,0.00116,0.00025,0.00023,0.0,,,,0.00028,0.00138,,0.0,0.0,0.00063,0.0,0.0007,0.00065,0
417.01,0.00109,0.00094,0.00056,0.00065,0.0003,0.00032,0.00077,,,0.00013,,0.00116,0.00025,0.00022,0.0,,,,0.00028,0.00138,,0.0,0.0,0.00063,0.0,0.0007,0.00065,0
418.01,0.00109,0.00094,0.00056,0.00065,0.0003,0.00032,0.00077,,,0.00012,,0.00115,0.00024,0.00022,0.0,,,,0.00028,0.00138,,0.0,0.0,0.00063,0.0,0.00069,0.00065,0
419.01,0.00109,0.00094,0.00056,0.00065,0.00029,0.00032,0.00077,,,0.00012,,0.00115,0.00024,0.00022,0.0,,,,0.00028,0.00138,,0.0,0.0,0.00063,0.0,0.00069,0.00065,0
420.01,0.00109,0.00094,0.00056,0.00065,0.00029,0.00032,0.00077,,,0.00012,,0.00115,0.00024,0.00021,0.0,,,,0.00027,0.00138,,0.0,0.0,0.00063,0.0,0.00069,0.00065,0
421.01,0.00109,0.00094,0.00056,0.00065,0.00029,0.00032,0.00077,,,0.00012,,0.00115,0.00023,0.00021,0.0,,,,0.00027,0.00138,,0.0,0.0,0.00063,0.0,0.00069,0.00065,0
422.01,0.00109,0.00094,0.00056,0.00065,0.00029,0.00032,0.00077,,,0.00011,,0.00115,0.00023,0.00021,0.0,,,,0.00027,0.00138,,0.0,0.0,0.00063,0.0,0.00069,0.00065,0
423.01,0.00109,0.00094,0.00056,0.00065,0.00028,0.00031,0.00077,,,0.00011,,0.00115,0.00023,0.0002,0.0,,,,0.00027,0.00138,,0.0,0.0,0.00063,0.0,0.00068,0.00065,0
424.01,0.00109,0.00094,0.00056,0.00065,0.00028,0.00031,0.00077,,,0.00011,,0.00115,0.00022,0.0002,0.0,,,,0.00026,0.00138,,0.0,0.0,0.00063,0.0,0.00068,0.00065,0
425.01,0.00109,0.00094,0.00056,0.00065,0.00028,0.00031,0.00077,,,0.00011,,0.00115,0.00022,0.0002,0.0,,,,0.00026,0.00138,,0.0,0.0,0.00063,0.0,0.00068,0.00065,0
426.01,0.00109,0.00094,0.00056,0.00065,0.00027,0.00031,0.00077,,,0.0001,,0.00115,0.00022,0.00019,0.0,,,,0.00026,0.00138,,0.0,0.0,0.00063,0.0,0.00068,0.00065,0
427.01,0.00109,0.00094,0.00055,0.00065,0.00027,0.00031,0.00077,,,0.0001,,0.00115,0.00021,0.00019,0.0,,,,0.00026,0.00138,,0.0,0.0,0.00063,0.0,0.00068,0.00065,0
428.01,0.00109,0.00094,0.00055,0.00065,0.00027,0.00031,0.00077,,,0.0001,,0.00115,0.00021,0.00019,0.0,,,,0.00025,0.00137,,0.0,0.0,0.00063,0.0,0.00067,0.00065,0
429.01,0.00109,0.00094,0.00055,0.00064,0.00027,0.00031,0.00077,,,0.0001,,0.00115,0.00021,0.00018,0.0,,,,0.00025,0.00137,,0.0,0.0,0.00063,0.0,0.00067,0.00064,0
430.01,0.00109,0.00094,0.00055,0.00064,0.00026,0.00031,0.00077,,,9e-05,,0.00115,0.0002,0.00018,0.0,,,,0.00025,0.00137,,0.0,0.0,0.00063,0.0,0.00067,0.00064,0
431.01,0.00109,0.00094,0.00055,0.00064,0.00026,0.00031,0.00077,,,9e-05,,0.00115,0.0002,0.00018,0.0,,,,0.00024,0.00137,,0.0,0.0,0.00063,0.0,0.00067,0.00064,0
432.01,0.00109,0.00094,0.00055,0.00064,0.00026,0.00031,0.00077,,,9e-05,,0.00114,0.0002,0.00017,0.0,,,,0.00024,0.00137,,0.0,0.0,0.00063,0.0,0.00066,0.00064,0
433.01,0.00109,0.00094,0.00055,0.00064,0.00026,0.00031,0.00077,,,9e-05,,0.00114,0.0002,0.00017,0.0,,,,0.00024,0.00137,,0.0,0.0,0.00063,0.0,0.00066,0.00064,0
434.01,0.00109,0.00094,0.00055,0.00064,0.00025,0.00031,0.00077,,,9e-05,,0.00114,0.00019,0.00017,0.0,,,,0.00024,0.00137,,0.0,0.0,0.00063,0.0,0.00066,0.00064,0
435.01,0.00109,0.00094,0.00055,0.00064,0.00025,0.00031,0.00077,,,8e-05,,0.00114,0.00019,0.00016,0.0,,,,0.00023,0.00137,,0.0,0.0,0.00063,0.0,0.00066,0.00064,0
436.01,0.00109,0.00094,0.00054,0.00064,0.00025,0.00031,0.00077,,,8e-05,,0.00114,0.00019,0.00016,0.0,,,,0.00023,0.00137,,0.0,0.0,0.00063,0.0,0.00066,0.00064,0
437.01,0.00109,0.00094,0.00054,0.00064,0.00025,0.00031,0.00077,,,8e-05,,0.00114,0.00018,0.00016,0.0,,,,0.00023,0.00136,,0.0,0.0,0.00063,0.0,0.00065,0.00064,0
438.01,0.00109,0.00094,0.00054,0.00064,0.00024,0.00031,0.00077,,,8e-05,,0.00114,0.00018,0.00015,0.0,,,,0.00022,0.00136,,0.0,0.0,0.00063,0.0,0.00065,0.00064,0
439.01,0.00109,0.00094,0.00054,0.00064,0.00024,0.00031,0.00077,,,7e-05,,0.00114,0.00018,0.00015,0.0,,,,0.00022,0.00136,,0.0,0.0,0.00063,0.0,0.00065,0.00064,0
440.01,0.00109,0.00094,0.00054,0.00064,0.00024,0.00031,0.00076,,,7e-05,,0.00114,0.00017,0.00015,0.0,,,,0.00022,0.00136,,0.0,0.0,0.00063,0.0,0.00065,0.00064,0
441.01,0.00109,0.00094,0.00054,0.00064,0.00023,0.00031,0.00076,,,7e-05,,0.00114,0.00017,0.00014,0.0,,,,0.00022,0.00136,,0.0,0.0,0.00063,0.0,0.00065,0.00064,0
442.01,0.00109,0.00094,0.00054,0.00064,0.00023,0.00031,0.00076,,,7e-05,,0.00114,0.00017,0.00014,0.0,,,,0.00021,0.00136,,0.0,0.0,0.00063,0.0,0.00064,0.00064,0
443.01,0.00109,0.00094,0.00054,0.00064,0.00023,0.00031,0.00076,,,7e-05,,0.00114,0.00017,0.00014,0.0,,,,0.00021,0.00136,,0.0,0.0,0.00062,0.0,0.00064,0.00064,0
444.01,0.00109,0.00094,0.00054,0.00064,0.00023,0.0003,0.00076,,,6e-05,,0.00113,0.00016,0.00014,0.0,,,,0.00021,0.00136,,0.0,0.0,0.00062,0.0,0.00064,0.00064,0
445.01,0.00109,0.00094,0.00054,0.00064,0.00022,0.0003,0.00076,,,6e-05,,0.00113,0.00016,0.00013,0.0,,,,0.00021,0.00136,,0.0,0.0,0.00062,0.0,0.00064,0.00064,0
446.01,0.00109,0.00094,0.00054,0.00063,0.00022,0.0003,0.00076,,,6e-05,,0.00113,0.00016,0.00013,0.0,,,,0.0002,0.00135,,0.0,0.0,0.00062,0.0,0.00063,0.00063,0
447.01,0.00109,0.00094,0.00053,0.00063,0.00022,0.0003,0.00076,,,6e-05,,0.00113,0.00015,0.00013,0.0,,,,0.0002,0.00135,,0.0,0.0,0.00062,0.0,0.00063,0.00063,0
448.01,0.00109,0.00094,0.00053,0.00063,0.00021,0.0003,0.00076,,,6e-05,,0.00113,0.00015,0.00012,0.0,,,,0.0002,0.00135,,0.0,0.0,0.00062,0.0,0.00063,0.00063,0
449.01,0.00109,0.00094,0.00053,0.00063,0.00021,0.0003,0.00076,,,6e-05,,0.00113,0.00015,0.00012,0.0,,,,0.00019,0.00135,,0.0,0.0,0.00062,0.0,0.00063,0.00063,0
450.01,0.00109,0.00094,0.00053,0.00063,0.00021,0.0003,0.00076,,,5e-05,,0.00113,0.00015,0.00012,0.0,,,,0.00019,0.00135,,0.0,0.0,0.00062,0.0,0.00062,0.00063,0
451.01,0.00108,0.00094,0.00053,0.00063,0.00021,0.0003,0.00076,,,5e-05,,0.00113,0.00014,0.00012,0.0,,,,0.00019,0.00135,,0.0,0.0,0.00062,0.0,0.00062,0.00063,0
452.01,0.00108,0.00093,0.00053,0.00063,0.0002,0.0003,0.00076,,,5e-05,,0.00113,0.00014,0.00011,0.0,,,,0.00019,0.00135,,0.0,0.0,0.00062,0.0,0.00062,0.00063,0
453.01,0.00108,0.00093,0.00053,0.00063,0.0002,0.0003,0.00076,,,5e-05,,0.00113,0.00014,0.00011,0.0,,,,0.00018,0.00135,,0.0,0.0,0.00062,0.0,0.00062,0.00063,0
454.01,0.00108,0.00093,0.00053,0.00063,0.0002,0.0003,0.00076,,,5e-05,,0.00113,0.00013,0.00011,0.0,,,,0.00018,0.00134,,0.0,0.0,0.00062,0.0,0.00062,0.00063,0
455.01,0.00108,0.00093,0.00053,0.00063,0.0002,0.0003,0.00076,,,5e-05,,0.00113,0.00013,0.00011,0.0,,,,0.00018,0.00134,,0.0,0.0,0.00062,0.0,0.00061,0.00063,0
456.01,0.00108,0.00093,0.00052,0.00063,0.00019,0.0003,0.00076,,,4e-05,,0.00112,0.00013,0.0001,0.0,,,,0.00018,0.00134,,0.0,0.0,0.00062,0.0,0.00061,0.00063,0
457.01,0.00108,0.00093,0.00052,0.00063,0.00019,0.0003,0.00076,,,4e-05,,0.00112,0.00013,0.0001,0.0,,,,0.00017,0.00134,,0.0,0.0,0.00062,0.0,0.00061,0.00063,0
458.01,0.00108,0.00093,0.00052,0.00063,0.00019,0.0003,0.00076,,,4e-05,,0.00112,0.00012,0.0001,0.0,,,,0.00017,0.00134,,0.0,0.0,0.00062,0.0,0.00061,0.00063,0
459.01,0.00108,0.00093,0.00052,0.00063,0.00018,0.0003,0.00076,,,4e-05,,0.00112,0.00012,0.0001,0.0,,,,0.00017,0.00134,,0.0,0.0,0.00062,0.0,0.00061,0.00063,0
460.01,0.00108,0.00093,0.00052,0.00063,0.00018,0.0003,0.00076,,,4e-05,,0.00112,0.00012,9e-05,0.0,,,,0.00016,0.00134,,0.0,0.0,0.00062,0.0,0.0006,0.00063,0
461.01,0.00108,0.00093,0.00052,0.00063,0.00018,0.0003,0.00076,,,4e-05,,0.00112,0.00012,9e-05,0.0,,,,0.00016,0.00134,,0.0,0.0,0.00062,0.0,0.0006,0.00063,0
462.01,0.00108,0.00093,0.00052,0.00063,0.00018,0.00029,0.00076,,,4e-05,,0.00112,0.00011,9e-05,0.0,,,,0.00016,0.00133,,0.0,0.0,0.00062,0.0,0.0006,0.00063,0
463.01,0.00108,0.00093,0.00052,0.00062,0.00017,0.00029,0.00076,,,3e-05,,0.00112,0.00011,9e-05,0.0,,,,0.00016,0.00133,,0.0,0.0,0.00061,0.0,0.0006,0.00062,0
464.01,0.00108,0.00093,0.00052,0.00062,0.00017,0.00029,0.00076,,,3e-05,,0.00112,0.00011,8e-05,0.0,,,,0.00015,0.00133,,0.0,0.0,0.00061,0.0,0.00059,0.00062,0
465.01,0.00108,0.00093,0.00051,0.00062,0.00017,0.00029,0.00076,,,3e-05,,0.00112,0.00011,8e-05,0.0,,,,0.00015,0.00133,,0.0,0.0,0.00061,0.0,0.00059,0.00062,0
466.01,0.00108,0.00093,0.00051,0.00062,0.00017,0.00029,0.00075,,,3e-05,,0.00112,0.0001,8e-05,0.0,,,,0.00015,0.00133,,0.0,0.0,0.00061,0.0,0.00059,0.00062,0
467.01,0.00108,0.00093,0.00051,0.00062,0.00016,0.00029,0.00075,,,3e-05,,0.00112,0.0001,8e-05,0.0,,,,0.00015,0.00133,,0.0,0.0,0.00061,0.0,0.00059,0.00062,0
468.01,0.00108,0.00093,0.00051,0.00062,0.00016,0.00029,0.00075,,,3e-05,,0.00112,0.0001,8e-05,0.0,,,,0.00014,0.00133,,0.0,0.0,0.00061,0.0,0.00058,0.00062,0
469.01,0.00108,0.00093,0.00051,0.00062,0.00016,0.00029,0.00075,,,3e-05,,0.00112,0.0001,7e-05,0.0,,,,0.00014,0.00132,,0.0,0.0,0.00061,0.0,0.00058,0.00062,0
470.01,0.00108,0.00093,0.00051,0.00062,0.00015,0.00029,0.00075,,,3e-05,,0.00111,0.0001,7e-05,0.0,,,,0.00014,0.00132,,0.0,0.0,0.00061,0.0,0.00058,0.00062,0
471.01,0.00108,0.00093,0.00051,0.00062,0.00015,0.00029,0.00075,,,2e-05,,0.00111,9e-05,7e-05,0.0,,,,0.00014,0.00132,,0.0,0.0,0.00061,0.0,0.00058,0.00062,0
472.01,0.00108,0.00093,0.00051,0.00062,0.00015,0.00029,0.00075,,,2e-05,,0.00111,9e-05,7e-05,0.0,,,,0.00013,0.00132,,0.0,0.0,0.00061,0.0,0.00058,0.00062,0
473.01,0.00108,0.00093,0.00051,0.00062,0.00015,0.00029,0.00075,,,2e-05,,0.00111,9e-05,7e-05,0.0,,,,0.00013,0.00132,,0.0,0.0,0.00061,0.0,0.00057,0.00062,0
474.01,0.00108,0.00093,0.00051,0.00062,0.00014,0.00029,0.00075,,,2e-05,,0.00111,9e-05,6e-05,0.0,,,,0.00013,0.00132,,0.0,0.0,0.00061,0.0,0.00057,0.00062,0
475.01,0.00108,0.00093,0.0005,0.00062,0.00014,0.00029,0.00075,,,2e-05,,0.00111,8e-05,6e-05,0.0,,,,0.00012,0.00132,,0.0,0.0,0.00061,0.0,0.00057,0.00062,0
476.01,0.00108,0.00093,0.0005,0.00062,0.00014,0.00029,0.00075,,,2e-05,,0.00111,8e-05,6e-05,0.0,,,,0.00012,0.00131,,0.0,0.0,0.00061,0.0,0.00057,0.00062,0
477.01,0.00108,0.00093,0.0005,0.00062,0.00014,0.00029,0.00075,,,2e-05,,0.00111,8e-05,6e-05,0.0,,,,0.00012,0.00131,,0.0,0.0,0.00061,0.0,0.00056,0.00062,0
478.01,0.00108,0.00093,0.0005,0.00062,0.00013,0.00029,0.00075,,,2e-05,,0.00111,8e-05,6e-05,0.0,,,,0.00012,0.00131,,0.0,0.0,0.00061,0.0,0.00056,0.00062,0
479.01,0.00108,0.00093,0.0005,0.00061,0.00013,0.00029,0.00075,,,2e-05,,0.00111,8e-05,5e-05,0.0,,,,0.00012,0.00131,,0.0,0.0,0.0006,0.0,0.00056,0.00061,0
480.01,0.00108,0.00093,0.0005,0.00061,0.00013,0.00029,0.00075,,,2e-05,,0.00111,7e-05,5e-05,0.0,,,,0.00011,0.00131,,0.0,0.0,0.0006,0.0,0.00056,0.00061,0
481.01,0.00108,0.00093,0.0005,0.00061,0.00013,0.00029,0.00075,,,2e-05,,0.00111,7e-05,5e-05,0.0,,,,0.00011,0.00131,,0.0,0.0,0.0006,0.0,0.00056,0.00061,0
482.01,0.00108,0.00093,0.0005,0.00061,0.00012,0.00029,0.00075,,,2e-05,,0.00111,7e-05,5e-05,0.0,,,,0.00011,0.00131,,0.0,0.0,0.0006,0.0,0.00055,0.00061,0
483.01,0.00108,0.00093,0.0005,0.00061,0.00012,0.00029,0.00075,,,1e-05,,0.00111,7e-05,5e-05,0.0,,,,0.00011,0.00131,,0.0,0.0,0.0006,0.0,0.00055,0.00061,0
484.01,0.00108,0.00093,0.00049,0.00061,0.00012,0.00029,0.00075,,,1e-05,,0.0011,7e-05,5e-05,0.0,,,,0.0001,0.0013,,0.0,0.0,0.0006,0.0,0.00055,0.00061,0
485.01,0.00108,0.00093,0.00049,0.00061,0.00012,0.00029,0.00075,,,1e-05,,0.0011,7e-05,5e-05,0.0,,,,0.0001,0.0013,,0.0,0.0,0.0006,0.0,0.00055,0.00061,0
486.01,0.00108,0.00093,0.00049,0.00061,0.00011,0.00029,0.00075,,,1e-05,,0.0011,6e-05,4e-05,0.0,,,,0.0001,0.0013,,0.0,0.0,0.0006,0.0,0.00054,0.00061,0
487.01,0.00108,0.00093,0.00049,0.00061,0.00011,0.00029,0.00075,,,1e-05,,0.0011,6e-05,4e-05,0.0,,,,0.0001,0.0013,,0.0,0.0,0.0006,0.0,0.00054,0.00061,0
488.01,0.00108,0.00093,0.00049,0.00061,0.00011,0.00029,0.00075,,,1e-05,,0.0011,6e-05,4e-05,0.0,,,,9e-05,0.0013,,0.0,0.0,0.0006,0.0,0.00054,0.00061,0
489.01,0.00108,0.00093,0.00049,0.00061,0.00011,0.00029,0.00075,,,1e-05,,0.0011,6e-05,4e-05,0.0,,,,9e-05,0.0013,,0.0,0.0,0.0006,0.0,0.00054,0.00061,0
490.01,0.00108,0.00093,0.00049,0.00061,0.0001,0.00029,0.00075,,,1e-05,,0.0011,6e-05,4e-05,0.0,,,,9e-05,0.0013,,0.0,0.0,0.0006,0.0,0.00053,0.00061,0
491.01,0.00108,0.00093,0.00049,0.00061,0.0001,0.00029,0.00075,,,1e-05,,0.0011,6e-05,4e-05,0.0,,,,9e-05,0.00129,,0.0,0.0,0.0006,0.0,0.00053,0.00061,0
492.01,0.00108,0.00093,0.00049,0.00061,0.0001,0.00029,0.00075,,,1e-05,,0.0011,5e-05,4e-05,0.0,,,,9e-05,0.00129,,0.0,0.0,0.0006,0.0,0.00053,0.00061,0
493.01,0.00108,0.00093,0.00048,0.00061,0.0001,0.00029,0.00075,,,1e-05,,0.0011,5e-05,3e-05,0.0,,,,8e-05,0.00129,,0.0,0.0,0.00059,0.0,0.00053,0.00061,0
494.01,0.00108,0.00093,0.00048,0.00061,9e-05,0.00029,0.00075,,,1e-05,,0.0011,5e-05,3e-05,0.0,,,,8e-05,0.00129,,0.0,0.0,0.00059,0.0,0.00053,0.00061,0
495.01,0.00108,0.00093,0.00048,0.0006,9e-05,0.00029,0.00074,,,1e-05,,0.0011,5e-05,3e-05,0.0,,,,8e-05,0.00129,,0.0,0.0,0.00059,0.0,0.00052,0.0006,0
496.01,0.00108,0.00093,0.00048,0.0006,9e-05,0.00029,0.00074,,,1e-05,,0.0011,5e-05,3e-05,0.0,,,,8e-05,0.00129,,0.0,0.0,0.00059,0.0,0.00052,0.0006,0
497.01,0.00108,0.00092,0.00048,0.0006,9e-05,0.00029,0.00074,,,1e-05,,0.00109,5e-05,3e-05,0.0,,,,8e-05,0.00129,,0.0,0.0,0.00059,0.0,0.00052,0.0006,0
498.01,0.00107,0.00092,0.00048,0.0006,9e-05,0.00029,0.00074,,,1e-05,,0.00109,4e-05,3e-05,0.0,,,,7e-05,0.00129,,0.0,0.0,0.00059,0.0,0.00052,0.0006,0
499.01,0.00107,0.00092,0.00048,0.0006,8e-05,0.00029,0.00074,,,1e-05,,0.00109,4e-05,3e-05,0.0,,,,7e-05,0.00128,,0.0,0.0,0.00059,0.0,0.00051,0.0006,0
500.01,0.00107,0.00092,0.00048,0.0006,8e-05,0.00029,0.00074,,,1e-05,,0.00109,4e-05,3e-05,0.0,,,,7e-05,0.00128,,0.0,0.0,0.00059,0.0,0.00051,0.0006,0
