time,Muttonpulao_02_small peptides absorbed,Cholebhature_01_small peptides absorbed,Curdrice_01_small peptides absorbed,Lemonrice_01_small peptides absorbed,Pasta_01_small peptides absorbed,Masaladosa_01_small peptides absorbed,Vegetable_Biryani_01_small peptides absorbed,Rapid_starch_01_small peptides absorbed,Chickenbreast_01_small peptides absorbed,Rice_01_small peptides absorbed,Eggwhite_01_small peptides absorbed,Paneer_01_small peptides absorbed,Milk_Chocolate_01_small peptides absorbed,Peanuts_01_small peptides absorbed,Curd_01_small peptides absorbed,Glucose_01_small peptides absorbed,Biscuit_01_small peptides absorbed,Glucose_02_small peptides absorbed,Bread_Meal_01_100_small peptides absorbed,Chickensandwich_01_small peptides absorbed,Ghee_01_small peptides absorbed,Apple_Pineapplesalad_01_small peptides absorbed,Spinach_01_small peptides absorbed,Bread_meal_02_small peptides absorbed,Orange_01_small peptides absorbed,Omelette_01_small peptides absorbed,Muttonpulao_01_small peptides absorbed,Arabinose_01_small peptides absorbed
272.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,,,0.00031,,0.00125,0.00072,0.00069,0.0,,,,0.0005,0.00146,,0.00029,0.0,0.00063,0.0,0.00097,0.00072,0
273.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,,,0.00031,,0.00125,0.00072,0.00069,0.0,,,,0.0005,0.00146,,0.00029,0.0,0.00063,0.0,0.00097,0.00072,0
274.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,,,0.00031,,0.00125,0.00072,0.00069,0.0,,,,0.0005,0.00146,,0.00028,0.0,0.00064,0.0,0.00097,0.00072,0
275.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00046,0.00082,,,0.00031,,0.00125,0.00071,0.00069,0.0,,,,0.0005,0.00146,,0.00028,0.0,0.00064,0.0,0.00097,0.00072,0
276.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00045,0.00082,,,0.00031,,0.00125,0.00071,0.00069,0.0,,,,0.0005,0.00146,,0.00027,0.0,0.00064,0.0,0.00097,0.00072,0
277.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00045,0.00082,,,0.00031,,0.00125,0.00071,0.00069,0.0,,,,0.0005,0.00146,,0.00027,0.0,0.00064,0.0,0.00096,0.00072,0
278.01,0.00114,0.00095,0.00067,0.00072,0.0005,0.00045,0.00081,,,0.00031,,0.00125,0.0007,0.00069,0.0,,,,0.0005,0.00146,,0.00026,0.0,0.00064,0.0,0.00096,0.00072,0
279.01,0.00114,0.00095,0.00066,0.00072,0.0005,0.00045,0.00081,,,0.00031,,0.00125,0.0007,0.00069,0.0,,,,0.0005,0.00146,,0.00026,0.0,0.00064,0.0,0.00096,0.00072,0
280.01,0.00114,0.00095,0.00066,0.00072,0.0005,0.00045,0.00081,,,0.00031,,0.00125,0.0007,0.00069,0.0,,,,0.0005,0.00146,,0.00025,0.0,0.00064,0.0,0.00096,0.00072,0
281.01,0.00114,0.00095,0.00066,0.00072,0.0005,0.00045,0.00081,,,0.00031,,0.00125,0.0007,0.00068,0.0,,,,0.0005,0.00146,,0.00025,0.0,0.00064,0.0,0.00096,0.00072,0
282.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00045,0.00081,,,0.00031,,0.00125,0.00069,0.00068,0.0,,,,0.00049,0.00146,,0.00025,0.0,0.00064,0.0,0.00095,0.00072,0
283.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00045,0.00081,,,0.00031,,0.00124,0.00069,0.00068,0.0,,,,0.00049,0.00145,,0.00024,0.0,0.00064,0.0,0.00095,0.00072,0
284.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,,,0.00031,,0.00124,0.00069,0.00068,0.0,,,,0.00049,0.00145,,0.00024,0.0,0.00064,0.0,0.00095,0.00072,0
285.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,,,0.00031,,0.00124,0.00068,0.00068,0.0,,,,0.00049,0.00145,,0.00023,0.0,0.00064,0.0,0.00095,0.00072,0
286.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,,,0.00031,,0.00124,0.00068,0.00068,0.0,,,,0.00049,0.00145,,0.00023,0.0,0.00064,0.0,0.00095,0.00072,0
287.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,,,0.00031,,0.00124,0.00068,0.00068,0.0,,,,0.00049,0.00145,,0.00022,0.0,0.00064,0.0,0.00095,0.00072,0
288.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,,,0.00031,,0.00124,0.00068,0.00068,0.0,,,,0.00049,0.00145,,0.00022,0.0,0.00064,0.0,0.00094,0.00072,0
289.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,,,0.00031,,0.00124,0.00067,0.00067,0.0,,,,0.00049,0.00145,,0.00022,0.0,0.00064,0.0,0.00094,0.00072,0
290.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,,,0.00031,,0.00124,0.00067,0.00067,0.0,,,,0.00049,0.00144,,0.00021,0.0,0.00064,0.0,0.00094,0.00072,0
291.01,0.00114,0.00095,0.00066,0.00072,0.00049,0.00044,0.00081,,,0.00031,,0.00124,0.00067,0.00067,0.0,,,,0.00049,0.00144,,0.00021,0.0,0.00064,0.0,0.00094,0.00072,0
292.01,0.00114,0.00095,0.00066,0.00071,0.00049,0.00044,0.00081,,,0.00031,,0.00124,0.00066,0.00067,0.0,,,,0.00049,0.00144,,0.0002,0.0,0.00064,0.0,0.00094,0.00071,0
293.01,0.00114,0.00095,0.00066,0.00071,0.00049,0.00044,0.00081,,,0.0003,,0.00124,0.00066,0.00067,0.0,,,,0.00049,0.00144,,0.0002,0.0,0.00064,0.0,0.00094,0.00071,0
294.01,0.00113,0.00095,0.00066,0.00071,0.00049,0.00043,0.00081,,,0.0003,,0.00124,0.00066,0.00067,0.0,,,,0.00049,0.00144,,0.0002,0.0,0.00064,0.0,0.00093,0.00071,0
295.01,0.00113,0.00095,0.00066,0.00071,0.00049,0.00043,0.00081,,,0.0003,,0.00124,0.00065,0.00067,0.0,,,,0.00049,0.00144,,0.00019,0.0,0.00064,0.0,0.00093,0.00071,0
296.01,0.00113,0.00095,0.00066,0.00071,0.00049,0.00043,0.00081,,,0.0003,,0.00124,0.00065,0.00067,0.0,,,,0.00048,0.00144,,0.00019,0.0,0.00064,0.0,0.00093,0.00071,0
297.01,0.00113,0.00095,0.00065,0.00071,0.00049,0.00043,0.00081,,,0.0003,,0.00124,0.00065,0.00066,0.0,,,,0.00048,0.00144,,0.00018,0.0,0.00064,0.0,0.00093,0.00071,0
298.01,0.00113,0.00095,0.00065,0.00071,0.00049,0.00043,0.00081,,,0.0003,,0.00124,0.00064,0.00066,0.0,,,,0.00048,0.00143,,0.00018,0.0,0.00064,0.0,0.00093,0.00071,0
299.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00043,0.00081,,,0.0003,,0.00124,0.00064,0.00066,0.0,,,,0.00048,0.00143,,0.00018,0.0,0.00064,0.0,0.00092,0.00071,0
300.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00043,0.00081,,,0.0003,,0.00123,0.00064,0.00066,0.0,,,,0.00048,0.00143,,0.00017,0.0,0.00064,0.0,0.00092,0.00071,0
301.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00043,0.00081,,,0.0003,,0.00123,0.00063,0.00066,0.0,,,,0.00048,0.00143,,0.00017,0.0,0.00064,0.0,0.00092,0.00071,0
302.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00043,0.00081,,,0.0003,,0.00123,0.00063,0.00065,0.0,,,,0.00048,0.00142,,0.00016,0.0,0.00064,0.0,0.00092,0.00071,0
303.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,,,0.0003,,0.00123,0.00063,0.00065,0.0,,,,0.00048,0.00142,,0.00016,0.0,0.00064,0.0,0.00092,0.00071,0
304.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,,,0.0003,,0.00123,0.00063,0.00065,0.0,,,,0.00048,0.00142,,0.00016,0.0,0.00064,0.0,0.00092,0.00071,0
305.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,,,0.0003,,0.00123,0.00062,0.00065,0.0,,,,0.00048,0.00142,,0.00015,0.0,0.00064,0.0,0.00091,0.00071,0
306.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,,,0.0003,,0.00123,0.00062,0.00065,0.0,,,,0.00048,0.00142,,0.00015,0.0,0.00064,0.0,0.00091,0.00071,0
307.01,0.00113,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,,,0.0003,,0.00123,0.00062,0.00064,0.0,,,,0.00048,0.00142,,0.00015,0.0,0.00064,0.0,0.00091,0.00071,0
308.01,0.00112,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,,,0.0003,,0.00123,0.00061,0.00064,0.0,,,,0.00047,0.00141,,0.00014,0.0,0.00064,0.0,0.00091,0.00071,0
309.01,0.00112,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,,,0.0003,,0.00123,0.00061,0.00064,0.0,,,,0.00047,0.00141,,0.00014,0.0,0.00064,0.0,0.00091,0.00071,0
310.01,0.00112,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,,,0.0003,,0.00123,0.00061,0.00064,0.0,,,,0.00047,0.00141,,0.00013,0.0,0.00064,0.0,0.00091,0.00071,0
311.01,0.00112,0.00095,0.00065,0.00071,0.00048,0.00042,0.00081,,,0.0003,,0.00123,0.0006,0.00063,0.0,,,,0.00047,0.00141,,0.00013,0.0,0.00064,0.0,0.0009,0.00071,0
312.01,0.00112,0.00095,0.00065,0.00071,0.00047,0.00041,0.00081,,,0.0003,,0.00123,0.0006,0.00063,0.0,,,,0.00047,0.00141,,0.00013,0.0,0.00064,0.0,0.0009,0.00071,0
313.01,0.00112,0.00095,0.00065,0.0007,0.00047,0.00041,0.0008,,,0.0003,,0.00123,0.0006,0.00063,0.0,,,,0.00047,0.00141,,0.00012,0.0,0.00064,0.0,0.0009,0.0007,0
314.01,0.00112,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,,,0.0003,,0.00123,0.00059,0.00063,0.0,,,,0.00047,0.0014,,0.00012,0.0,0.00064,0.0,0.0009,0.0007,0
315.01,0.00112,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,,,0.0003,,0.00123,0.00059,0.00062,0.0,,,,0.00047,0.0014,,0.00012,0.0,0.00064,0.0,0.0009,0.0007,0
316.01,0.00112,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,,,0.0003,,0.00122,0.00059,0.00062,0.0,,,,0.00047,0.0014,,0.00011,0.0,0.00064,0.0,0.00089,0.0007,0
317.01,0.00112,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,,,0.0003,,0.00122,0.00058,0.00062,0.0,,,,0.00047,0.0014,,0.00011,0.0,0.00064,0.0,0.00089,0.0007,0
318.01,0.00112,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,,,0.0003,,0.00122,0.00058,0.00062,0.0,,,,0.00046,0.0014,,0.00011,0.0,0.00064,0.0,0.00089,0.0007,0
319.01,0.00111,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,,,0.0003,,0.00122,0.00058,0.00061,0.0,,,,0.00046,0.0014,,0.00011,0.0,0.00064,0.0,0.00089,0.0007,0
320.01,0.00111,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,,,0.0003,,0.00122,0.00057,0.00061,0.0,,,,0.00046,0.00139,,0.0001,0.0,0.00064,0.0,0.00089,0.0007,0
321.01,0.00111,0.00095,0.00064,0.0007,0.00047,0.00041,0.0008,,,0.0003,,0.00122,0.00057,0.00061,0.0,,,,0.00046,0.00139,,0.0001,0.0,0.00064,0.0,0.00088,0.0007,0
322.01,0.00111,0.00095,0.00064,0.0007,0.00047,0.0004,0.0008,,,0.0003,,0.00122,0.00057,0.0006,0.0,,,,0.00046,0.00139,,0.0001,0.0,0.00064,0.0,0.00088,0.0007,0
323.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,,,0.0003,,0.00122,0.00056,0.0006,0.0,,,,0.00046,0.00139,,9e-05,0.0,0.00064,0.0,0.00088,0.0007,0
324.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,,,0.0003,,0.00122,0.00056,0.0006,0.0,,,,0.00046,0.00139,,9e-05,0.0,0.00064,0.0,0.00088,0.0007,0
325.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,,,0.0003,,0.00122,0.00056,0.00059,0.0,,,,0.00046,0.00139,,9e-05,0.0,0.00064,0.0,0.00088,0.0007,0
326.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,,,0.0003,,0.00122,0.00055,0.00059,0.0,,,,0.00046,0.00139,,9e-05,0.0,0.00064,0.0,0.00088,0.0007,0
327.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,,,0.00029,,0.00122,0.00055,0.00059,0.0,,,,0.00046,0.00138,,8e-05,0.0,0.00064,0.0,0.00087,0.0007,0
328.01,0.00111,0.00095,0.00064,0.0007,0.00046,0.0004,0.0008,,,0.00029,,0.00122,0.00055,0.00058,0.0,,,,0.00045,0.00138,,8e-05,0.0,0.00064,0.0,0.00087,0.0007,0
329.01,0.00111,0.00095,0.00063,0.0007,0.00046,0.0004,0.0008,,,0.00029,,0.00122,0.00054,0.00058,0.0,,,,0.00045,0.00138,,8e-05,0.0,0.00064,0.0,0.00087,0.0007,0
330.01,0.00111,0.00095,0.00063,0.0007,0.00046,0.0004,0.0008,,,0.00029,,0.00122,0.00054,0.00058,0.0,,,,0.00045,0.00138,,7e-05,0.0,0.00064,0.0,0.00087,0.0007,0
331.01,0.00111,0.00095,0.00063,0.0007,0.00046,0.00039,0.0008,,,0.00029,,0.00122,0.00054,0.00057,0.0,,,,0.00045,0.00138,,7e-05,0.0,0.00064,0.0,0.00087,0.0007,0
332.01,0.00111,0.00095,0.00063,0.0007,0.00045,0.00039,0.0008,,,0.00029,,0.00122,0.00053,0.00057,0.0,,,,0.00045,0.00138,,7e-05,0.0,0.00064,0.0,0.00086,0.0007,0
333.01,0.00111,0.00095,0.00063,0.0007,0.00045,0.00039,0.0008,,,0.00029,,0.00121,0.00053,0.00057,0.0,,,,0.00045,0.00138,,7e-05,0.0,0.00064,0.0,0.00086,0.0007,0
334.01,0.00111,0.00095,0.00063,0.0007,0.00045,0.00039,0.0008,,,0.00029,,0.00121,0.00053,0.00056,0.0,,,,0.00045,0.00138,,7e-05,0.0,0.00064,0.0,0.00086,0.0007,0
335.01,0.00111,0.00095,0.00063,0.0007,0.00045,0.00039,0.0008,,,0.00029,,0.00121,0.00052,0.00056,0.0,,,,0.00044,0.00138,,6e-05,0.0,0.00064,0.0,0.00086,0.0007,0
336.01,0.0011,0.00095,0.00063,0.0007,0.00045,0.00039,0.0008,,,0.00029,,0.00121,0.00052,0.00056,0.0,,,,0.00044,0.00138,,6e-05,0.0,0.00064,0.0,0.00086,0.0007,0
337.01,0.0011,0.00095,0.00063,0.00069,0.00045,0.00039,0.0008,,,0.00029,,0.00121,0.00052,0.00055,0.0,,,,0.00044,0.00138,,6e-05,0.0,0.00064,0.0,0.00085,0.00069,0
338.01,0.0011,0.00095,0.00063,0.00069,0.00045,0.00039,0.0008,,,0.00029,,0.00121,0.00051,0.00055,0.0,,,,0.00044,0.00138,,6e-05,0.0,0.00064,0.0,0.00085,0.00069,0
339.01,0.0011,0.00095,0.00063,0.00069,0.00045,0.00039,0.0008,,,0.00029,,0.00121,0.00051,0.00055,0.0,,,,0.00044,0.00138,,5e-05,0.0,0.00064,0.0,0.00085,0.00069,0
340.01,0.0011,0.00095,0.00063,0.00069,0.00045,0.00039,0.00079,,,0.00029,,0.00121,0.00051,0.00054,0.0,,,,0.00044,0.00138,,5e-05,0.0,0.00064,0.0,0.00085,0.00069,0
341.01,0.0011,0.00095,0.00063,0.00069,0.00044,0.00039,0.00079,,,0.00028,,0.00121,0.0005,0.00054,0.0,,,,0.00044,0.00138,,5e-05,0.0,0.00064,0.0,0.00085,0.00069,0
342.01,0.0011,0.00095,0.00063,0.00069,0.00044,0.00038,0.00079,,,0.00028,,0.00121,0.0005,0.00053,0.0,,,,0.00043,0.00138,,5e-05,0.0,0.00064,0.0,0.00085,0.00069,0
343.01,0.0011,0.00095,0.00063,0.00069,0.00044,0.00038,0.00079,,,0.00028,,0.00121,0.0005,0.00053,0.0,,,,0.00043,0.00138,,5e-05,0.0,0.00064,0.0,0.00084,0.00069,0
344.01,0.0011,0.00095,0.00062,0.00069,0.00044,0.00038,0.00079,,,0.00028,,0.00121,0.00049,0.00053,0.0,,,,0.00043,0.00138,,5e-05,0.0,0.00064,0.0,0.00084,0.00069,0
345.01,0.0011,0.00095,0.00062,0.00069,0.00044,0.00038,0.00079,,,0.00028,,0.00121,0.00049,0.00052,0.0,,,,0.00043,0.00138,,4e-05,0.0,0.00064,0.0,0.00084,0.00069,0
346.01,0.0011,0.00095,0.00062,0.00069,0.00044,0.00038,0.00079,,,0.00028,,0.00121,0.00049,0.00052,0.0,,,,0.00043,0.00138,,4e-05,0.0,0.00064,0.0,0.00084,0.00069,0
347.01,0.0011,0.00095,0.00062,0.00069,0.00044,0.00038,0.00079,,,0.00028,,0.00121,0.00048,0.00051,0.0,,,,0.00043,0.00138,,4e-05,0.0,0.00064,0.0,0.00084,0.00069,0
348.01,0.0011,0.00095,0.00062,0.00069,0.00043,0.00038,0.00079,,,0.00028,,0.0012,0.00048,0.00051,0.0,,,,0.00042,0.00138,,4e-05,0.0,0.00064,0.0,0.00083,0.00069,0
349.01,0.0011,0.00095,0.00062,0.00069,0.00043,0.00038,0.00079,,,0.00028,,0.0012,0.00048,0.00051,0.0,,,,0.00042,0.00138,,4e-05,0.0,0.00064,0.0,0.00083,0.00069,0
350.01,0.0011,0.00095,0.00062,0.00069,0.00043,0.00037,0.00079,,,0.00027,,0.0012,0.00047,0.0005,0.0,,,,0.00042,0.00138,,4e-05,0.0,0.00064,0.0,0.00083,0.00069,0
351.01,0.0011,0.00095,0.00062,0.00069,0.00043,0.00037,0.00079,,,0.00027,,0.0012,0.00047,0.0005,0.0,,,,0.00042,0.00138,,3e-05,0.0,0.00064,0.0,0.00083,0.00069,0
352.01,0.0011,0.00095,0.00062,0.00069,0.00043,0.00037,0.00079,,,0.00027,,0.0012,0.00047,0.00049,0.0,,,,0.00042,0.00138,,3e-05,0.0,0.00064,0.0,0.00083,0.00069,0
353.01,0.0011,0.00095,0.00062,0.00069,0.00043,0.00037,0.00079,,,0.00027,,0.0012,0.00046,0.00049,0.0,,,,0.00042,0.00138,,3e-05,0.0,0.00064,0.0,0.00082,0.00069,0
354.01,0.0011,0.00095,0.00062,0.00069,0.00043,0.00037,0.00079,,,0.00027,,0.0012,0.00046,0.00049,0.0,,,,0.00042,0.00138,,3e-05,0.0,0.00064,0.0,0.00082,0.00069,0
355.01,0.0011,0.00095,0.00062,0.00069,0.00042,0.00037,0.00079,,,0.00027,,0.0012,0.00046,0.00048,0.0,,,,0.00041,0.00138,,3e-05,0.0,0.00064,0.0,0.00082,0.00069,0
356.01,0.0011,0.00095,0.00062,0.00069,0.00042,0.00037,0.00079,,,0.00027,,0.0012,0.00045,0.00048,0.0,,,,0.00041,0.00138,,3e-05,0.0,0.00064,0.0,0.00082,0.00069,0
357.01,0.0011,0.00095,0.00062,0.00069,0.00042,0.00037,0.00079,,,0.00026,,0.0012,0.00045,0.00047,0.0,,,,0.00041,0.00138,,3e-05,0.0,0.00064,0.0,0.00082,0.00069,0
358.01,0.0011,0.00095,0.00061,0.00068,0.00042,0.00037,0.00079,,,0.00026,,0.0012,0.00045,0.00047,0.0,,,,0.00041,0.00138,,2e-05,0.0,0.00064,0.0,0.00082,0.00068,0
359.01,0.0011,0.00095,0.00061,0.00068,0.00042,0.00037,0.00079,,,0.00026,,0.0012,0.00044,0.00046,0.0,,,,0.00041,0.00138,,2e-05,0.0,0.00064,0.0,0.00081,0.00068,0
360.01,0.0011,0.00095,0.00061,0.00068,0.00042,0.00037,0.00079,,,0.00026,,0.0012,0.00044,0.00046,0.0,,,,0.00041,0.00138,,2e-05,0.0,0.00064,0.0,0.00081,0.00068,0
361.01,0.0011,0.00095,0.00061,0.00068,0.00041,0.00036,0.00079,,,0.00026,,0.0012,0.00044,0.00046,0.0,,,,0.0004,0.00138,,2e-05,0.0,0.00064,0.0,0.00081,0.00068,0
362.01,0.0011,0.00095,0.00061,0.00068,0.00041,0.00036,0.00079,,,0.00026,,0.0012,0.00043,0.00045,0.0,,,,0.0004,0.00139,,2e-05,0.0,0.00064,0.0,0.00081,0.00068,0
363.01,0.0011,0.00095,0.00061,0.00068,0.00041,0.00036,0.00079,,,0.00025,,0.0012,0.00043,0.00045,0.0,,,,0.0004,0.00139,,2e-05,0.0,0.00064,0.0,0.00081,0.00068,0
364.01,0.0011,0.00095,0.00061,0.00068,0.00041,0.00036,0.00079,,,0.00025,,0.00119,0.00042,0.00044,0.0,,,,0.0004,0.00139,,2e-05,0.0,0.00064,0.0,0.0008,0.00068,0
365.01,0.0011,0.00095,0.00061,0.00068,0.00041,0.00036,0.00079,,,0.00025,,0.00119,0.00042,0.00044,0.0,,,,0.0004,0.00139,,2e-05,0.0,0.00064,0.0,0.0008,0.00068,0
366.01,0.0011,0.00095,0.00061,0.00068,0.00041,0.00036,0.00079,,,0.00025,,0.00119,0.00042,0.00043,0.0,,,,0.00039,0.00139,,2e-05,0.0,0.00064,0.0,0.0008,0.00068,0
367.01,0.0011,0.00095,0.00061,0.00068,0.0004,0.00036,0.00079,,,0.00025,,0.00119,0.00041,0.00043,0.0,,,,0.00039,0.00139,,2e-05,0.0,0.00064,0.0,0.0008,0.00068,0
368.01,0.0011,0.00095,0.00061,0.00068,0.0004,0.00036,0.00079,,,0.00025,,0.00119,0.00041,0.00043,0.0,,,,0.00039,0.00139,,2e-05,0.0,0.00064,0.0,0.00079,0.00068,0
369.01,0.0011,0.00095,0.00061,0.00068,0.0004,0.00036,0.00078,,,0.00024,,0.00119,0.00041,0.00042,0.0,,,,0.00039,0.00139,,1e-05,0.0,0.00064,0.0,0.00079,0.00068,0
370.01,0.0011,0.00095,0.0006,0.00068,0.0004,0.00035,0.00078,,,0.00024,,0.00119,0.0004,0.00042,0.0,,,,0.00039,0.00139,,1e-05,0.0,0.00064,0.0,0.00079,0.00068,0
371.01,0.0011,0.00095,0.0006,0.00068,0.0004,0.00035,0.00078,,,0.00024,,0.00119,0.0004,0.00041,0.0,,,,0.00039,0.00139,,1e-05,0.0,0.00064,0.0,0.00079,0.00068,0
372.01,0.0011,0.00095,0.0006,0.00068,0.0004,0.00035,0.00078,,,0.00024,,0.00119,0.0004,0.00041,0.0,,,,0.00038,0.00139,,1e-05,0.0,0.00064,0.0,0.00079,0.00068,0
373.01,0.0011,0.00095,0.0006,0.00068,0.00039,0.00035,0.00078,,,0.00024,,0.00119,0.00039,0.0004,0.0,,,,0.00038,0.00139,,1e-05,0.0,0.00064,0.0,0.00079,0.00068,0
374.01,0.0011,0.00095,0.0006,0.00068,0.00039,0.00035,0.00078,,,0.00023,,0.00119,0.00039,0.0004,0.0,,,,0.00038,0.00139,,1e-05,0.0,0.00064,0.0,0.00078,0.00068,0
375.01,0.0011,0.00095,0.0006,0.00068,0.00039,0.00035,0.00078,,,0.00023,,0.00119,0.00039,0.0004,0.0,,,,0.00038,0.00139,,1e-05,0.0,0.00064,0.0,0.00078,0.00068,0
376.01,0.0011,0.00095,0.0006,0.00068,0.00039,0.00035,0.00078,,,0.00023,,0.00118,0.00038,0.00039,0.0,,,,0.00038,0.00139,,1e-05,0.0,0.00064,0.0,0.00078,0.00068,0
377.01,0.0011,0.00095,0.0006,0.00067,0.00039,0.00035,0.00078,,,0.00023,,0.00118,0.00038,0.00039,0.0,,,,0.00037,0.00139,,1e-05,0.0,0.00064,0.0,0.00078,0.00067,0
378.01,0.0011,0.00095,0.0006,0.00067,0.00038,0.00035,0.00078,,,0.00023,,0.00118,0.00038,0.00038,0.0,,,,0.00037,0.00139,,1e-05,0.0,0.00064,0.0,0.00078,0.00067,0
379.01,0.0011,0.00095,0.0006,0.00067,0.00038,0.00035,0.00078,,,0.00022,,0.00118,0.00037,0.00038,0.0,,,,0.00037,0.00139,,1e-05,0.0,0.00064,0.0,0.00077,0.00067,0
380.01,0.0011,0.00095,0.0006,0.00067,0.00038,0.00035,0.00078,,,0.00022,,0.00118,0.00037,0.00037,0.0,,,,0.00037,0.00139,,1e-05,0.0,0.00064,0.0,0.00077,0.00067,0
381.01,0.0011,0.00095,0.00059,0.00067,0.00038,0.00034,0.00078,,,0.00022,,0.00118,0.00037,0.00037,0.0,,,,0.00037,0.00139,,1e-05,0.0,0.00064,0.0,0.00077,0.00067,0
382.01,0.0011,0.00095,0.00059,0.00067,0.00038,0.00034,0.00078,,,0.00022,,0.00118,0.00036,0.00037,0.0,,,,0.00036,0.00139,,1e-05,0.0,0.00064,0.0,0.00077,0.00067,0
383.01,0.0011,0.00095,0.00059,0.00067,0.00037,0.00034,0.00078,,,0.00021,,0.00118,0.00036,0.00036,0.0,,,,0.00036,0.00139,,1e-05,0.0,0.00064,0.0,0.00077,0.00067,0
384.01,0.0011,0.00095,0.00059,0.00067,0.00037,0.00034,0.00078,,,0.00021,,0.00118,0.00036,0.00036,0.0,,,,0.00036,0.00139,,1e-05,0.0,0.00064,0.0,0.00076,0.00067,0
385.01,0.00109,0.00095,0.00059,0.00067,0.00037,0.00034,0.00078,,,0.00021,,0.00118,0.00035,0.00035,0.0,,,,0.00036,0.00139,,1e-05,0.0,0.00064,0.0,0.00076,0.00067,0
386.01,0.00109,0.00095,0.00059,0.00067,0.00037,0.00034,0.00078,,,0.00021,,0.00118,0.00035,0.00035,0.0,,,,0.00036,0.00139,,1e-05,0.0,0.00064,0.0,0.00076,0.00067,0
387.01,0.00109,0.00095,0.00059,0.00067,0.00037,0.00034,0.00078,,,0.0002,,0.00118,0.00035,0.00034,0.0,,,,0.00035,0.00139,,1e-05,0.0,0.00064,0.0,0.00076,0.00067,0
388.01,0.00109,0.00095,0.00059,0.00067,0.00036,0.00034,0.00078,,,0.0002,,0.00118,0.00034,0.00034,0.0,,,,0.00035,0.00139,,1e-05,0.0,0.00064,0.0,0.00076,0.00067,0
389.01,0.0011,0.00095,0.00059,0.00067,0.00036,0.00034,0.00078,,,0.0002,,0.00117,0.00034,0.00034,0.0,,,,0.00035,0.00139,,1e-05,0.0,0.00064,0.0,0.00075,0.00067,0
390.01,0.0011,0.00095,0.00059,0.00067,0.00036,0.00034,0.00078,,,0.0002,,0.00117,0.00034,0.00033,0.0,,,,0.00035,0.00139,,1e-05,0.0,0.00064,0.0,0.00075,0.00067,0
391.01,0.0011,0.00095,0.00059,0.00067,0.00036,0.00034,0.00078,,,0.00019,,0.00117,0.00033,0.00033,0.0,,,,0.00034,0.00139,,0.0,0.0,0.00064,0.0,0.00075,0.00067,0
392.01,0.0011,0.00095,0.00059,0.00067,0.00036,0.00034,0.00078,,,0.00019,,0.00117,0.00033,0.00032,0.0,,,,0.00034,0.00139,,0.0,0.0,0.00064,0.0,0.00075,0.00067,0
393.01,0.0011,0.00095,0.00059,0.00067,0.00035,0.00033,0.00078,,,0.00019,,0.00117,0.00033,0.00032,0.0,,,,0.00034,0.00139,,0.0,0.0,0.00064,0.0,0.00075,0.00067,0
