time,Muttonpulao_02_serum_glucose_mg_dl,Cholebhature_01_serum_glucose_mg_dl,Curdrice_01_serum_glucose_mg_dl,Lemonrice_01_serum_glucose_mg_dl,Pasta_01_serum_glucose_mg_dl,Masaladosa_01_serum_glucose_mg_dl,Vegetable_Biryani_01_serum_glucose_mg_dl,Rapid_starch_01_serum_glucose_mg_dl,Chickenbreast_01_serum_glucose_mg_dl,Rice_01_serum_glucose_mg_dl,Eggwhite_01_serum_glucose_mg_dl,Paneer_01_serum_glucose_mg_dl,Milk_Chocolate_01_serum_glucose_mg_dl,Peanuts_01_serum_glucose_mg_dl,Curd_01_serum_glucose_mg_dl,Glucose_01_serum_glucose_mg_dl,Biscuit_01_serum_glucose_mg_dl,Glucose_02_serum_glucose_mg_dl,Bread_Meal_01_100_serum_glucose_mg_dl,Chickensandwich_01_serum_glucose_mg_dl,Ghee_01_serum_glucose_mg_dl,Apple_Pineapplesalad_01_serum_glucose_mg_dl,Spinach_01_serum_glucose_mg_dl,Bread_meal_02_serum_glucose_mg_dl,Orange_01_serum_glucose_mg_dl,Omelette_01_serum_glucose_mg_dl,Muttonpulao_01_serum_glucose_mg_dl,Arabinose_01_serum_glucose_mg_dl
187.01,91.17761,92.1471,94.24267,93.38228,95.47979,84.65289,93.46088,,,81.24584,,85.54159,90.05138,71.46869,82.2498,,,,95.59483,76.95322,,86.86874,82.98079,96.23188,81.0754,86.27494,93.38228,84.9307
188.01,91.17672,92.14708,94.23489,93.37941,95.49219,84.67441,93.45899,,,81.3295,,85.53241,90.01764,71.55493,82.26323,,,,95.59408,76.96739,,86.83991,83.01552,96.27086,81.12148,86.25986,93.37941,84.93077
189.01,91.17578,92.14708,94.22701,93.37648,95.50473,84.6949,93.45708,,,81.41265,,85.52321,89.98381,71.64364,82.27723,,,,95.59393,76.98504,,86.8111,83.05031,96.31072,81.16793,86.2447,93.37648,84.93083
190.01,91.17478,92.1471,94.21906,93.3735,95.51736,84.71443,93.45515,,,81.49521,,85.514,89.9499,71.73477,82.29178,,,,95.59433,77.00607,,86.78233,83.08515,96.35131,81.21472,86.22946,93.3735,84.93089
191.01,91.17371,92.14713,94.21102,93.37046,95.53,84.73305,93.45318,,,81.57715,,85.50477,89.91589,71.82832,82.30687,,,,95.5952,77.03039,,86.75358,83.12001,96.39251,81.26183,86.21414,93.37046,84.93096
192.01,91.17258,92.14718,94.20292,93.36737,95.54259,84.7508,93.45117,,,81.65846,,85.49554,89.88178,71.92427,82.32247,,,,95.59649,77.05786,,86.72484,83.15488,96.43417,81.30922,86.19873,93.36737,84.93102
193.01,91.17141,92.14727,94.19478,93.36419,95.55505,84.76775,93.44913,,,81.73913,,85.4863,89.84756,72.02262,82.33859,,,,95.59812,77.08833,,86.69609,83.18973,96.47617,81.35688,86.18325,93.36419,84.93108
194.01,91.17021,92.14741,94.18658,93.36095,95.56732,84.78394,93.44708,,,81.81911,,85.47707,89.81324,72.12335,82.35519,,,,95.6,77.12165,,86.66732,83.22455,96.51834,81.40478,86.1677,93.36095,84.93114
195.01,91.16897,92.14761,94.17832,93.35764,95.57936,84.79942,93.44501,,,81.89838,,85.46783,89.77884,72.22645,82.37226,,,,95.60208,77.15763,,86.63854,83.25932,96.56057,81.4529,86.15209,93.35764,84.9312
196.01,91.16769,92.14785,94.16999,93.35427,95.59115,84.81424,93.44294,,,81.97692,,85.45858,89.74438,72.3319,82.3898,,,,95.6043,77.19606,,86.60974,83.29402,96.6027,81.50122,86.13643,93.35427,84.93126
197.01,91.16637,92.14813,94.16158,93.35087,95.60262,84.82843,93.44085,,,82.05474,,85.44932,89.70985,72.43966,82.40779,,,,95.60661,77.23675,,86.58093,83.32863,96.64464,81.5497,86.12071,93.35087,84.93132
198.01,91.16501,92.14846,94.15311,93.34742,95.61373,84.84203,93.43874,,,82.13194,,85.44007,89.67524,72.54973,82.4262,,,,95.60897,77.27948,,86.5521,83.36314,96.68631,81.59834,86.10493,93.34742,84.93138
199.01,91.16362,92.14887,94.14459,93.34391,95.62442,84.85506,93.4366,,,82.20856,,85.43084,89.64055,72.66208,82.44503,,,,95.6113,77.32402,,86.52322,83.39752,96.72759,81.6471,86.08909,93.34391,84.93144
200.01,91.16222,92.14938,94.13603,93.34032,95.63462,84.86758,93.43446,,,82.28467,,85.42162,89.60578,72.77669,82.46426,,,,95.61355,77.37017,,86.49429,83.43177,96.76837,81.69596,86.0732,93.34032,84.93149
201.01,91.16082,92.14998,94.12742,93.33666,95.64432,84.8796,93.4323,,,82.3603,,85.41241,89.57093,72.89356,82.48387,,,,95.61564,77.41769,,86.4653,83.46587,96.80857,81.74491,86.05728,93.33666,84.93155
202.01,91.15942,92.15065,94.11874,93.33294,95.65348,84.89116,93.43014,,,82.43549,,85.4032,89.53604,73.01265,82.50386,,,,95.61752,77.46639,,86.43625,83.49979,96.84807,81.79392,86.04132,93.33294,84.9316
203.01,91.158,92.15138,94.10999,93.32917,95.66209,84.90229,93.42797,,,82.51028,,85.39401,89.50109,73.13392,82.52419,,,,95.61916,77.51604,,86.40714,83.53353,96.88679,81.84297,86.02533,93.32917,84.93166
204.01,91.15655,92.15216,94.10117,93.32536,95.67011,84.913,93.42577,,,82.58476,,85.38482,89.46609,73.25734,82.54487,,,,95.62052,77.56645,,86.37798,83.56707,96.92468,81.89203,86.0093,93.32536,84.93171
205.01,91.1551,92.15299,94.0923,93.32148,95.6775,84.92331,93.42352,,,82.65907,,85.37565,89.43104,73.38287,82.56588,,,,95.62156,77.61742,,86.34875,83.60039,96.96169,81.9411,85.99323,93.32148,84.93177
206.01,91.15364,92.15388,94.08339,93.31755,95.68421,84.93324,93.42124,,,82.73329,,85.36651,89.39592,73.51049,82.58719,,,,95.62222,77.66878,,86.31942,83.63348,96.99776,81.99014,85.97712,93.31755,84.93182
207.01,91.15218,92.15481,94.07444,93.31353,95.69023,84.94282,93.41894,,,82.80753,,85.35738,89.36074,73.64016,82.60881,,,,95.62246,77.72034,,86.28998,83.66633,97.03284,82.03915,85.96099,93.31353,84.93187
208.01,91.15072,92.15574,94.06545,93.30945,95.69553,84.95206,93.41662,,,82.88184,,85.34827,89.32552,73.77185,82.6307,,,,95.62223,77.77197,,86.26045,83.69891,97.06685,82.08809,85.94483,93.30945,84.93192
209.01,91.14926,92.15664,94.0564,93.30532,95.70011,84.96098,93.41428,,,82.95629,,85.33916,89.29027,73.9055,82.65286,,,,95.6215,77.82352,,86.23081,83.73123,97.09976,82.13695,85.92866,93.30532,84.93197
210.01,91.14777,92.15744,94.04729,93.30114,95.70397,84.9696,93.41192,,,83.03096,,85.33007,89.255,74.04106,82.67527,,,,95.62024,77.87485,,86.20108,83.76327,97.13154,82.18571,85.91248,93.30114,84.93202
211.01,91.14626,92.1581,94.03814,93.29692,95.70709,84.97791,93.40953,,,83.10599,,85.32099,89.2197,74.17847,82.69793,,,,95.61843,77.92584,,86.17123,83.79501,97.16217,82.23436,85.89626,93.29692,84.93207
212.01,91.14474,92.15856,94.02897,93.29265,95.70943,84.98593,93.4071,,,83.18147,,85.31193,89.18436,74.31769,82.7208,,,,95.61605,77.97639,,86.14127,83.82644,97.19164,82.28287,85.88003,93.29265,84.93211
213.01,91.14321,92.15876,94.01978,93.28831,95.71097,84.99368,93.40464,,,83.25754,,85.30291,89.14899,74.45867,82.74389,,,,95.61306,78.02641,,86.11115,83.85755,97.21993,82.33124,85.86378,93.28831,84.93216
214.01,91.14169,92.15861,94.01056,93.28391,95.71171,85.00116,93.40217,,,83.33426,,85.2939,89.11359,74.60136,82.76718,,,,95.60943,78.07581,,86.08088,83.88833,97.24702,82.37943,85.84753,93.28391,84.9322
215.01,91.14018,92.15801,94.00132,93.27944,95.71166,85.00839,93.39968,,,83.41171,,85.28491,89.07818,74.7457,82.79064,,,,95.60512,78.12454,,86.05047,83.91877,97.27289,82.42744,85.83127,93.27944,84.93225
216.01,91.13867,92.15689,93.99204,93.27494,95.71081,85.01537,93.39718,,,83.48995,,85.27594,89.04278,74.89162,82.81428,,,,95.60013,78.17253,,86.01991,83.94887,97.29752,82.47524,85.81502,93.27494,84.93229
217.01,91.13715,92.15517,93.98272,93.2704,95.70917,85.02211,93.39466,,,83.56905,,85.26698,89.00739,75.03906,82.83808,,,,95.59444,78.21973,,85.98921,83.9786,97.32095,82.52283,85.79876,93.2704,84.93233
218.01,91.13562,92.15284,93.97336,93.26582,95.70673,85.02861,93.39212,,,83.64912,,85.25806,88.97198,75.18793,82.86202,,,,95.58805,78.2661,,85.95835,84.00796,97.34319,82.57019,85.78249,93.26582,84.93238
219.01,91.1341,92.14994,93.96396,93.26117,95.70348,85.03487,93.38954,,,83.73026,,85.24916,88.93656,75.33818,82.88609,,,,95.58094,78.31161,,85.92732,84.03695,97.36427,82.6173,85.76622,93.26117,84.93242
220.01,91.13259,92.14654,93.95449,93.25646,95.6994,85.04091,93.38694,,,83.81255,,85.2403,88.90114,75.48973,82.91027,,,,95.57309,78.35622,,85.8961,84.06555,97.38419,82.66415,85.74994,93.25646,84.93245
221.01,91.13111,92.14273,93.94492,93.25169,95.69451,85.04673,93.38433,,,83.89604,,85.23146,88.86572,75.64253,82.93456,,,,95.56447,78.39992,,85.86468,84.09375,97.40296,82.71072,85.73368,93.25169,84.93249
222.01,91.12964,92.13865,93.93519,93.24686,95.68881,85.05233,93.3817,,,83.98076,,85.22263,88.83034,75.79647,82.95895,,,,95.55509,78.44269,,85.83309,84.12156,97.4206,82.757,85.71743,93.24686,84.93253
223.01,91.12817,92.1345,93.92523,93.24201,95.68233,85.05773,93.37906,,,84.06676,,85.21382,88.79498,75.95149,82.98341,,,,95.54493,78.48452,,85.80131,84.14896,97.43712,82.80298,85.70119,93.24201,84.93257
224.01,91.12669,92.13048,93.91502,93.23712,95.67506,85.06291,93.3764,,,84.15409,,85.20503,88.75965,76.10747,83.00795,,,,95.53401,78.52538,,85.76935,84.17594,97.45259,82.84864,85.68496,93.23712,84.9326
225.01,91.12521,92.12679,93.90453,93.23219,95.66702,85.06789,93.37371,,,84.24281,,85.19627,88.72434,76.26433,83.03254,,,,95.52233,78.56526,,85.73719,84.2025,97.46703,82.89397,85.66873,93.23219,84.93264
226.01,91.12374,92.12366,93.89373,93.22719,95.65818,85.07267,93.37099,,,84.33299,,85.18754,88.68905,76.422,83.05717,,,,95.50988,78.60416,,85.7048,84.22864,97.4805,82.93895,85.6525,93.22719,84.93267
227.01,91.12229,92.12125,93.88264,93.22214,95.64857,85.07725,93.36825,,,84.42465,,85.17883,88.65379,76.58038,83.08184,,,,95.49664,78.64205,,85.67218,84.25434,97.493,82.98359,85.6363,93.22214,84.9327
228.01,91.12086,92.1197,93.87123,93.21703,95.63819,85.08164,93.3655,,,84.51782,,85.17015,88.61857,76.73939,83.10653,,,,95.48262,78.67894,,85.63933,84.27961,97.50457,83.02786,85.62011,93.21703,84.93273
229.01,91.11944,92.11909,93.85953,93.21189,95.62706,85.08585,93.36275,,,84.61249,,85.16147,88.58341,76.89893,83.13123,,,,95.46782,78.71479,,85.60627,84.30444,97.51524,83.07175,85.60395,93.21189,84.93276
230.01,91.11801,92.11939,93.84758,93.20673,95.61522,85.08988,93.35998,,,84.70866,,85.15281,88.54832,77.05888,83.15593,,,,95.45226,78.7496,,85.57299,84.32883,97.52506,83.11525,85.5878,93.20673,84.93279
231.01,91.11659,92.12049,93.83541,93.20154,95.60265,85.09373,93.35718,,,84.80634,,85.14418,88.51327,77.21914,83.18063,,,,95.43594,78.78335,,85.53948,84.35277,97.53408,83.15836,85.57167,93.20154,84.93282
232.01,91.11516,92.12225,93.8231,93.1963,95.58938,85.09739,93.35436,,,84.90557,,85.13557,88.47828,77.37963,83.2053,,,,95.41888,78.816,,85.50572,84.37626,97.54235,83.20105,85.55555,93.1963,84.93285
233.01,91.11377,92.12448,93.81069,93.19101,95.57539,85.10089,93.35151,,,85.00635,,85.12699,88.44333,77.54023,83.22994,,,,95.40109,78.84755,,85.47171,84.3993,97.54992,83.24333,85.53946,93.19101,84.93288
234.01,91.11239,92.12701,93.79822,93.18567,95.5607,85.10422,93.34865,,,85.10867,,85.11844,88.40845,77.70087,83.25454,,,,95.38254,78.87795,,85.43744,84.42188,97.55682,83.28518,85.52339,93.18567,84.9329
235.01,91.11104,92.12972,93.78575,93.18028,95.54534,85.10738,93.34577,,,85.2125,,85.10991,88.37365,77.86143,83.27909,,,,95.36326,78.90718,,85.40291,84.444,97.56307,83.3266,85.50736,93.18028,84.93293
236.01,91.1097,92.1325,93.7733,93.17487,95.52932,85.11039,93.34289,,,85.3178,,85.10139,88.33893,78.0218,83.30358,,,,95.34326,78.93521,,85.36815,84.46567,97.56871,83.36757,85.49135,93.17487,84.93295
237.01,91.10837,92.1353,93.76092,93.16943,95.51267,85.11324,93.33999,,,85.42453,,85.09289,88.3043,78.18187,83.328,,,,95.32256,78.96199,,85.33314,84.48687,97.57381,83.40808,85.47537,93.16943,84.93298
238.01,91.10704,92.13814,93.74866,93.16395,95.49538,85.11593,93.33705,,,85.53266,,85.08442,88.26974,78.34152,83.35234,,,,95.30118,78.98749,,85.29787,84.50762,97.5784,83.44814,85.45941,93.16395,84.933
239.01,91.10572,92.14109,93.73657,93.15842,95.47747,85.11847,93.33408,,,85.64218,,85.07597,88.23525,78.50067,83.3766,,,,95.27912,79.01165,,85.26233,84.52791,97.58255,83.48772,85.44348,93.15842,84.93302
240.01,91.10444,92.14425,93.72468,93.15284,95.45894,85.12086,93.33109,,,85.75306,,85.06754,88.20084,78.65921,83.40076,,,,95.2564,79.03443,,85.2265,84.54773,97.58628,83.52683,85.42758,93.15284,84.93304
241.01,91.10318,92.14775,93.713,93.1472,95.4398,85.12311,93.32808,,,85.86524,,85.05913,88.16653,78.81703,83.42482,,,,95.23303,79.0558,,85.1904,84.5671,97.58961,83.56545,85.41171,93.1472,84.93306
242.01,91.10194,92.15171,93.70153,93.14153,95.42009,85.12522,93.32507,,,85.97866,,85.05074,88.13232,78.97403,83.44877,,,,95.20902,79.0757,,85.15404,84.58601,97.59258,83.60358,85.39589,93.14153,84.93308
243.01,91.10071,92.15622,93.69027,93.13583,95.39981,85.12719,93.32204,,,86.09324,,85.04235,88.09822,79.13009,83.47259,,,,95.18438,79.09408,,85.11741,84.60445,97.59524,83.64121,85.38009,93.13583,84.9331
244.01,91.09949,92.16134,93.67922,93.1301,95.379,85.12904,93.31899,,,86.20893,,85.03399,88.06423,79.2851,83.49629,,,,95.15915,79.11092,,85.08052,84.62244,97.59762,83.67834,85.36433,93.1301,84.93312
245.01,91.09827,92.16708,93.66839,93.12434,95.35764,85.13075,93.31591,,,86.32566,,85.02564,88.03033,79.43896,83.51985,,,,95.13335,79.12615,,85.04334,84.63998,97.59977,83.71496,85.34859,93.12434,84.93313
246.01,91.09709,92.1735,93.65778,93.11853,95.33576,85.13234,93.3128,,,86.44338,,85.01731,87.99653,79.59156,83.54328,,,,95.10699,79.13976,,85.00585,84.65706,97.60173,83.75107,85.33289,93.11853,84.93315
247.01,91.09595,92.18059,93.64735,93.11267,95.31335,85.1338,93.30968,,,86.56204,,85.00901,87.96284,79.74282,83.56655,,,,95.08007,79.15172,,84.96805,84.67369,97.60353,83.78666,85.31723,93.11267,84.93316
248.01,91.09484,92.18833,93.63707,93.10677,95.29044,85.13516,93.30654,,,86.68156,,85.00071,87.92927,79.89263,83.58966,,,,95.05262,79.16202,,84.92993,84.68988,97.60517,83.82172,85.30161,93.10677,84.93318
249.01,91.09377,92.19668,93.6269,93.10084,95.26704,85.1364,93.30339,,,86.80185,,84.99243,87.89584,80.0409,83.61262,,,,95.02465,79.17064,,84.8915,84.70561,97.60669,83.85625,85.28604,93.10084,84.93319
250.01,91.09272,92.20556,93.61682,93.09489,95.24318,85.13754,93.30023,,,86.92283,,84.98416,87.86254,80.1875,83.63541,,,,94.99617,79.17759,,84.85278,84.72091,97.60813,83.89025,85.27051,93.09489,84.93321
251.01,91.09169,92.21486,93.60679,93.08891,95.21887,85.13857,93.29705,,,87.04442,,84.97591,87.82937,80.33235,83.65802,,,,94.96723,79.18286,,84.81376,84.73576,97.60951,83.92372,85.25501,93.08891,84.93322
252.01,91.09071,92.22449,93.5968,93.08289,95.19411,85.13949,93.29383,,,87.16655,,84.96768,87.79631,80.47536,83.68045,,,,94.93783,79.18646,,84.77443,84.75018,97.61087,83.95664,85.23955,93.08289,84.93323
253.01,91.08978,92.23437,93.58682,93.07682,95.1689,85.14031,93.29059,,,87.28917,,84.95947,87.76338,80.61645,83.70269,,,,94.90799,79.18842,,84.73476,84.76417,97.61224,83.98902,85.22414,93.07682,84.93324
254.01,91.08891,92.24442,93.57681,93.07071,95.14325,85.14103,93.28733,,,87.41221,,84.95128,87.73058,80.75552,83.72475,,,,94.87771,79.18876,,84.69477,84.77773,97.61361,84.02086,85.20878,93.07071,84.93325
255.01,91.08808,92.25456,93.56673,93.06455,95.11719,85.14165,93.28406,,,87.53558,,84.9431,87.69793,80.8925,83.7466,,,,94.84702,79.1875,,84.65447,84.79087,97.615,84.05214,85.19346,93.06455,84.93326
256.01,91.08729,92.2647,93.55655,93.05838,95.09073,85.14218,93.28078,,,87.6592,,84.93492,87.66544,81.0273,83.76826,,,,94.81592,79.18469,,84.61386,84.80358,97.61642,84.08287,85.17819,93.05838,84.93327
257.01,91.08652,92.27472,93.54624,93.05219,95.06389,85.14261,93.27748,,,87.78299,,84.92676,87.63309,81.15981,83.78971,,,,94.78444,79.18037,,84.57297,84.81589,97.61791,84.11306,85.16297,93.05219,84.93328
258.01,91.08577,92.28453,93.53582,93.04596,95.03666,85.14294,93.27415,,,87.90685,,84.91862,87.60089,81.28997,83.81095,,,,94.75261,79.17463,,84.53178,84.82778,97.61948,84.14268,85.14778,93.04596,84.93328
259.01,91.08507,92.29406,93.52526,93.0397,95.00907,85.14318,93.27079,,,88.03071,,84.91049,87.56882,81.41772,83.83197,,,,94.72045,79.16757,,84.49029,84.83927,97.62116,84.17175,85.13264,93.0397,84.93329
260.01,91.08441,92.30327,93.51457,93.03338,94.98111,85.14332,93.26742,,,88.15445,,84.90238,87.5369,81.54298,83.85278,,,,94.68795,79.15934,,84.44851,84.85035,97.62294,84.20027,85.11756,93.03338,84.93329
261.01,91.08379,92.31212,93.50371,93.02702,94.95279,85.14338,93.26402,,,88.27791,,84.89427,87.50514,81.66569,83.87336,,,,94.65513,79.15011,,84.40646,84.86105,97.62484,84.22823,85.10252,93.02702,84.9333
262.01,91.0832,92.32057,93.49267,93.02065,94.92413,85.14336,93.26063,,,88.40084,,84.88617,87.47355,81.78578,83.89371,,,,94.622,79.14007,,84.36414,84.87135,97.62683,84.25563,85.08754,93.02065,84.9333
263.01,91.08264,92.32856,93.48146,93.01426,94.89516,85.14326,93.25722,,,88.5229,,84.87808,87.44213,81.90319,83.91384,,,,94.58859,79.12944,,84.32155,84.88128,97.62895,84.28247,85.07261,93.01426,84.9333
264.01,91.08209,92.33605,93.47007,93.00786,94.86587,85.14307,93.2538,,,88.64368,,84.87,87.41087,82.01784,83.93373,,,,94.55492,79.11842,,84.2787,84.89082,97.63119,84.30875,85.05772,93.00786,84.9333
265.01,91.08156,92.343,93.45853,93.00143,94.83627,85.1428,93.25035,,,88.76265,,84.86193,87.37976,82.1297,83.95339,,,,94.521,79.10724,,84.23558,84.9,97.63359,84.33448,85.04289,93.00143,84.9333
266.01,91.08106,92.34942,93.44683,92.99497,94.80637,85.14245,93.24689,,,88.87924,,84.85388,87.34881,82.23872,83.9728,,,,94.48685,79.09613,,84.19219,84.90881,97.63613,84.35965,85.0281,92.99497,84.9333
267.01,91.08057,92.3553,93.43499,92.98847,94.77617,85.14203,93.2434,,,88.9929,,84.84585,87.31803,82.34486,83.99198,,,,94.45248,79.08535,,84.14855,84.91726,97.63881,84.38427,85.01337,92.98847,84.9333
268.01,91.08009,92.36067,93.423,92.98193,94.74568,85.14154,93.23992,,,89.10309,,84.83782,87.28742,82.44809,84.01091,,,,94.41789,79.07519,,84.10469,84.92536,97.64163,84.40834,84.99871,92.98193,84.93329
269.01,91.07958,92.36552,93.41086,92.97538,94.71491,85.14098,93.23643,,,89.20945,,84.8298,87.25699,82.54835,84.02959,,,,94.3831,79.06603,,84.06063,84.93311,97.64456,84.43185,84.9841,92.97538,84.93329
270.01,91.07901,92.36983,93.39858,92.96882,94.68388,85.14036,93.23293,,,89.31174,,84.82179,87.22675,82.64562,84.04803,,,,94.34813,79.05829,,84.01638,84.94052,97.64763,84.45482,84.96954,92.96882,84.93329
271.01,91.07836,92.3736,93.38618,92.96224,94.6526,85.13967,93.22941,,,89.40992,,84.81379,87.19666,82.73985,84.06622,,,,94.31299,79.05241,,83.97194,84.9476,97.65082,84.47724,84.95503,92.96224,84.93328
272.01,91.07761,92.37683,93.37369,92.95562,94.62107,85.13891,93.22586,,,89.50408,,84.80581,87.16674,82.83103,84.08415,,,,94.27771,79.04884,,83.92733,84.95435,97.65415,84.49911,84.94058,92.95562,84.93328
273.01,91.07673,92.37956,93.3611,92.94897,94.58928,85.13809,93.2223,,,89.59439,,84.79784,87.13698,82.91914,84.10183,,,,94.24229,79.04795,,83.88255,84.96078,97.65761,84.52045,84.92618,92.94897,84.93327
274.01,91.07571,92.3818,93.34844,92.94227,94.55725,85.13721,93.21873,,,89.68106,,84.78988,87.1074,83.00419,84.11926,,,,94.20674,79.05001,,83.83763,84.9669,97.66117,84.54124,84.91184,92.94227,84.93327
275.01,91.0745,92.3836,93.33568,92.93555,94.52498,85.13628,93.21516,,,89.76428,,84.78192,87.078,83.08614,84.13643,,,,94.17106,79.05513,,83.79259,84.97273,97.66482,84.56151,84.89757,92.93555,84.93326
276.01,91.07308,92.38495,93.32285,92.92881,94.4925,85.13529,93.21159,,,89.84418,,84.77396,87.04879,83.16498,84.15335,,,,94.13528,79.06331,,83.74745,84.97828,97.66855,84.58124,84.88336,92.92881,84.93326
277.01,91.07145,92.38587,93.30996,92.92207,94.4598,85.13425,93.20802,,,89.92087,,84.76602,87.01976,83.2407,84.17001,,,,94.09942,79.07442,,83.70222,84.98356,97.67236,84.60044,84.86919,92.92207,84.93325
278.01,91.06962,92.38636,93.29703,92.91529,94.42691,85.13316,93.20443,,,89.99446,,84.75808,86.99089,83.3133,84.18641,,,,94.06348,79.08828,,83.65689,84.98858,97.67624,84.61912,84.85508,92.91529,84.93324
279.01,91.06762,92.38644,93.28407,92.90849,94.39381,85.13201,93.20082,,,90.06509,,84.75015,86.96218,83.38279,84.20255,,,,94.02748,79.10471,,83.61146,84.99335,97.6802,84.63729,84.84103,92.90849,84.93324
280.01,91.0655,92.38615,93.27108,92.90165,94.36051,85.13082,93.19721,,,90.1329,,84.74224,86.93365,83.44919,84.21844,,,,93.99143,79.12364,,83.56596,84.99788,97.68421,84.65494,84.82704,92.90165,84.93323
281.01,91.06332,92.38552,93.25806,92.89478,94.32703,85.12959,93.1936,,,90.19811,,84.73433,86.9053,83.5125,84.23406,,,,93.95533,79.14508,,83.52041,85.00218,97.68825,84.67208,84.81312,92.89478,84.93322
282.01,91.06115,92.38457,93.24501,92.8879,94.29336,85.12831,93.19,,,90.26089,,84.72642,86.87715,83.57274,84.24943,,,,93.9192,79.16914,,83.47484,85.00626,97.6923,84.68872,84.79926,92.8879,84.93322
283.01,91.05905,92.38332,93.23193,92.88101,94.25953,85.127,93.1864,,,90.32147,,84.71853,86.84918,83.62992,84.26454,,,,93.88304,79.19598,,83.42926,85.01011,97.69636,84.70486,84.78547,92.88101,84.93321
284.01,91.05708,92.38176,93.21884,92.87411,94.22555,85.12565,93.18281,,,90.38003,,84.71064,86.82138,83.68404,84.27939,,,,93.84688,79.22578,,83.38367,85.01374,97.70041,84.72051,84.77172,92.87411,84.9332
285.01,91.05533,92.3799,93.20575,92.86719,94.19142,85.12425,93.1792,,,90.43677,,84.70276,86.79374,83.73515,84.29399,,,,93.81073,79.25862,,83.33809,85.01716,97.70446,84.73567,84.75804,92.86719,84.9332
286.01,91.05385,92.37776,93.19265,92.86022,94.15714,85.12282,93.17559,,,90.49186,,84.6949,86.76626,83.78328,84.30833,,,,93.77459,79.2945,,83.29254,85.02036,97.70848,84.75035,84.74442,92.86022,84.93319
287.01,91.05268,92.37537,93.17955,92.85323,94.12272,85.12134,93.17198,,,90.54547,,84.68705,86.73896,83.82846,84.32241,,,,93.73847,79.33328,,83.24704,85.02336,97.71246,84.76455,84.73087,92.85323,84.93318
288.01,91.05186,92.37276,93.16643,92.84621,94.08816,85.11984,93.16838,,,90.59773,,84.6792,86.71185,83.87072,84.33624,,,,93.70237,79.37472,,83.20162,85.02615,97.71637,84.77829,84.71739,92.84621,84.93318
289.01,91.05133,92.36994,93.15328,92.83918,94.05348,85.1183,93.16478,,,90.64871,,84.67136,86.68493,83.91011,84.34981,,,,93.66631,79.41848,,83.1563,85.02874,97.7202,84.79156,84.70397,92.83918,84.93317
290.01,91.05105,92.3669,93.14013,92.83215,94.0187,85.11673,93.1612,,,90.69845,,84.66352,86.65817,83.94663,84.36314,,,,93.6303,79.46419,,83.1111,85.03113,97.72393,84.80438,84.69062,92.83215,84.93316
291.01,91.05092,92.36363,93.12696,92.8251,93.98382,85.11512,93.15761,,,90.74695,,84.6557,86.63158,83.98035,84.37621,,,,93.59435,79.51159,,83.06602,85.03333,97.72757,84.81674,84.67732,92.8251,84.93316
292.01,91.05089,92.36014,93.1138,92.81802,93.94886,85.11347,93.15401,,,90.79419,,84.64789,86.60515,84.0113,84.38903,,,,93.55849,79.56052,,83.0211,85.03534,97.7311,84.82867,84.66408,92.81802,84.93315
293.01,91.0509,92.35645,93.10064,92.81091,93.91381,85.11178,93.15039,,,90.84015,,84.64009,86.57887,84.03955,84.4016,,,,93.5227,79.61101,,82.97635,85.03717,97.73451,84.84016,84.65092,92.81091,84.93314
294.01,91.05089,92.3526,93.08747,92.80377,93.87868,85.11007,93.14677,,,90.88477,,84.63229,86.55277,84.06514,84.41392,,,,93.487,79.66324,,82.93179,85.03881,97.73777,84.85122,84.63781,92.80377,84.93314
295.01,91.05085,92.34859,93.07428,92.79662,93.84349,85.10833,93.14313,,,90.92798,,84.6245,86.52685,84.08812,84.426,,,,93.45138,79.71748,,82.88746,85.04029,97.74088,84.86185,84.62478,92.79662,84.93313
296.01,91.05076,92.34442,93.06107,92.78947,93.80826,85.10657,93.13947,,,90.96969,,84.61671,86.5011,84.10853,84.43783,,,,93.41587,79.77402,,82.84337,85.0416,97.7438,84.87208,84.61182,92.78947,84.93313
297.01,91.0506,92.34008,93.04786,92.78232,93.77299,85.10477,93.13576,,,91.00977,,84.60893,86.4755,84.12641,84.44942,,,,93.38048,79.83308,,82.79956,85.04274,97.74655,84.88189,84.59891,92.78232,84.93312
298.01,91.05041,92.33556,93.03463,92.77515,93.7377,85.10294,93.13196,,,91.04811,,84.60116,86.45006,84.14184,84.46077,,,,93.34522,79.89479,,82.75604,85.04373,97.74912,84.89131,84.58607,92.77515,84.93311
299.01,91.05025,92.33087,93.02141,92.76797,93.70239,85.10107,93.12806,,,91.08462,,84.5934,86.42476,84.15486,84.47189,,,,93.31011,79.95919,,82.71283,85.04456,97.75151,84.90034,84.57329,92.76797,84.93311
300.01,91.05017,92.32605,93.00818,92.76076,93.66707,85.09919,93.12403,,,91.1192,,84.58565,86.39961,84.16554,84.48277,,,,93.27513,80.02622,,82.66995,85.04525,97.75368,84.90897,84.56058,92.76076,84.9331
301.01,91.05024,92.32111,92.99494,92.75353,93.63175,85.09728,93.11983,,,91.15178,,84.57791,86.37463,84.17395,84.49341,,,,93.2403,80.09579,,82.62743,85.04579,97.75564,84.91724,84.54795,92.75353,84.9331
