time,Muttonpulao_02_serum_glucose_mg_dl,Cholebhature_01_serum_glucose_mg_dl,Curdrice_01_serum_glucose_mg_dl,Lemonrice_01_serum_glucose_mg_dl,Pasta_01_serum_glucose_mg_dl,Masaladosa_01_serum_glucose_mg_dl,Vegetable_Biryani_01_serum_glucose_mg_dl,Rapid_starch_01_serum_glucose_mg_dl,Chickenbreast_01_serum_glucose_mg_dl,Rice_01_serum_glucose_mg_dl,Eggwhite_01_serum_glucose_mg_dl,Paneer_01_serum_glucose_mg_dl,Milk_Chocolate_01_serum_glucose_mg_dl,Peanuts_01_serum_glucose_mg_dl,Curd_01_serum_glucose_mg_dl,Glucose_01_serum_glucose_mg_dl,Biscuit_01_serum_glucose_mg_dl,Glucose_02_serum_glucose_mg_dl,Bread_Meal_01_100_serum_glucose_mg_dl,Chickensandwich_01_serum_glucose_mg_dl,Ghee_01_serum_glucose_mg_dl,Apple_Pineapplesalad_01_serum_glucose_mg_dl,Spinach_01_serum_glucose_mg_dl,Bread_meal_02_serum_glucose_mg_dl,Orange_01_serum_glucose_mg_dl,Omelette_01_serum_glucose_mg_dl,Muttonpulao_01_serum_glucose_mg_dl,Arabinose_01_serum_glucose_mg_dl
74.01,90.38213,92.06845,93.9573,90.11289,89.80785,86.36201,93.42218,62.09851,,74.45082,,87.57341,93.65424,81.08091,86.52459,,94.78245,,89.21425,85.05056,,91.71396,83.75919,87.15527,85.25229,88.11658,90.11289,84.92847
75.01,90.34565,92.03621,94.05005,90.43696,90.15389,86.28838,93.43052,60.95557,,74.44684,,87.50454,93.59217,80.86728,86.44312,,94.00768,,89.69056,84.93157,,91.66101,83.70178,87.56358,85.07105,88.05232,90.43696,84.92842
76.01,90.30986,92.00577,94.12768,90.73359,90.48918,86.21386,93.43416,59.45093,,74.47348,,87.43775,93.53128,80.65247,86.36146,,93.19329,,90.1183,84.81288,,91.60175,83.64465,87.97992,84.89308,87.99089,90.73359,84.92837
77.01,90.27536,91.97727,94.19131,91.00206,90.81143,86.13812,93.43385,57.49211,,74.52791,,87.37301,93.47192,80.43645,86.2797,,92.33371,,90.5012,84.69471,,91.5372,83.58783,88.4009,84.71845,87.93219,91.00206,84.92832
78.01,90.24268,91.95086,94.24216,91.24226,91.11924,86.06092,93.43031,55.12256,,74.60745,,87.31032,93.41436,80.21923,86.19792,,91.43654,,90.84385,84.57724,,91.46837,83.53138,88.82374,84.5472,87.87612,91.24226,84.92827
79.01,90.21227,91.92663,94.28158,91.45465,91.41188,85.98205,93.42428,52.37524,,74.70954,,87.24966,93.3588,80.00088,86.11618,,90.52941,,91.15131,84.46067,,91.39623,83.47534,89.24624,84.37937,87.82258,91.45465,84.92823
80.01,90.18452,91.90469,94.31099,91.64017,91.68924,85.90138,93.41644,49.33499,,74.83167,,87.19101,93.30536,79.78151,86.03451,,89.63939,,91.42866,84.34517,,91.32166,83.41974,89.66671,84.21496,87.77148,91.64017,84.92818
81.01,90.15971,91.8851,94.33175,91.80023,91.95169,85.8188,93.40745,46.15553,,74.97143,,87.13435,93.25412,79.56126,85.95297,,88.64597,,91.68075,84.23087,,91.2455,83.36462,90.08389,84.05398,87.72274,91.80023,84.92814
82.01,90.13803,91.8679,94.34524,91.93656,92.19994,85.73423,93.39788,43.00547,,75.12652,,87.07964,93.20512,79.34028,85.87161,,87.35175,,91.91202,84.1179,,91.1685,83.31003,90.49691,83.89643,87.6763,91.93656,84.9281
83.01,90.11959,91.85309,94.35276,92.05118,92.43486,85.64755,93.38826,40.0364,,75.29476,,87.02683,93.15837,79.11874,85.7905,,85.80147,,92.1264,84.00633,,91.09133,83.25599,90.90517,83.74231,87.63208,92.05118,84.92806
84.01,90.10444,91.84063,94.35552,92.1463,92.65743,85.5586,93.37903,37.379,,75.4742,,86.97588,93.11382,78.89681,85.70972,,84.0363,,92.32723,83.89621,,91.01457,83.20254,91.30832,83.59163,87.58999,92.1463,84.92802
85.01,90.09255,91.83046,94.35466,92.22425,92.86858,85.46719,93.37056,35.25072,,75.663,,86.92676,93.07137,78.67466,85.6293,,82.14869,,92.51729,83.78755,,90.93871,83.14973,91.70615,83.44439,87.54994,92.22425,84.92798
86.01,90.08386,91.82247,94.35121,92.28734,93.06925,85.37306,93.36313,33.8315,,75.85945,,86.87943,93.03091,78.45249,85.54931,,80.22593,,92.69881,83.68034,,90.86415,83.09758,92.09852,83.30057,87.51184,92.28734,84.92794
87.01,90.0783,91.81655,94.34609,92.33787,93.26031,85.2759,93.35698,32.57516,,76.06188,,86.83383,92.99228,78.23053,85.46976,,78.32348,,92.87356,83.57451,,90.79121,83.04612,92.48526,83.16016,87.47563,92.33787,84.92791
88.01,90.0757,91.81254,94.34006,92.37803,93.4426,85.17541,93.35225,31.47261,,76.26873,,86.78992,92.95535,78.00897,85.39068,,76.47329,,93.04295,83.47001,,90.72012,82.9954,92.8662,83.02313,87.44124,92.37803,84.92788
89.01,90.07593,91.81027,94.33381,92.40985,93.61688,85.07126,93.34903,30.50288,,76.47853,,86.74761,92.92001,77.78804,85.31211,,74.70792,,93.20809,83.36673,,90.65103,82.94543,93.24111,82.88947,87.40862,92.40985,84.92784
90.01,90.07878,91.8096,94.32789,92.43525,93.78377,84.96317,93.34736,29.64585,,76.68996,,86.70685,92.88612,77.56795,85.23411,,73.93263,,93.36981,83.26458,,90.58406,82.89625,93.60969,82.75915,87.37769,92.43525,84.92781
91.01,90.08406,91.81041,94.32275,92.45593,93.94378,84.85091,93.34723,28.88633,,76.90186,,86.66759,92.85353,77.34888,85.15671,,73.05797,,93.52873,83.16344,,90.51924,82.84789,93.97164,82.63219,87.34837,92.45593,84.92779
92.01,90.09158,91.81265,94.31875,92.47341,94.0973,84.73434,93.34859,28.21302,,77.11317,,86.62984,92.82208,77.13104,85.07997,,,,93.68523,83.06319,,90.45658,82.80037,94.32661,82.50855,87.32059,92.47341,84.92776
93.01,90.10116,91.81627,94.31614,92.48901,94.24465,84.61343,93.35136,27.61705,,77.32288,,86.59356,92.79161,76.91464,85.00391,,,,93.83954,82.96375,,90.39603,82.75373,94.67413,82.3882,87.29427,92.48901,84.92773
94.01,90.11266,91.8212,94.31508,92.50383,94.3861,84.48823,93.35545,27.09114,,77.53004,,86.55873,92.76195,76.6999,84.92853,,,,93.99175,82.86501,,90.33749,82.70799,95.01369,82.27109,87.26937,92.50383,84.92771
95.01,90.12593,91.82737,94.31564,92.51877,94.52192,84.35888,93.36073,26.80545,,77.73374,,86.52534,92.73301,76.48702,84.85386,,,,94.1419,82.76692,,90.28085,82.66317,95.34475,82.1572,87.24581,92.51877,84.92769
96.01,90.14084,91.83466,94.31785,92.53456,94.65229,84.22559,93.36704,26.73325,,77.93316,,86.49335,92.70466,76.27622,84.77993,,,,94.28999,82.66942,,90.22598,82.6193,95.66669,82.04651,87.22356,92.53456,84.92767
97.01,90.15723,91.84293,94.32166,92.55175,94.77733,84.08863,93.37422,26.56258,,78.12762,,86.46277,92.67682,76.06769,84.70677,,,,94.43598,82.57251,,90.17275,82.5764,95.97894,81.939,87.20255,92.55175,84.92765
98.01,90.17496,91.85203,94.32699,92.57073,94.89713,83.94826,93.38211,26.35023,,78.31655,,86.43357,92.64938,75.86164,84.63444,,,,94.57974,82.47618,,90.12101,82.53449,96.28091,81.83461,87.1827,92.57073,84.92763
99.01,90.19386,91.86178,94.33373,92.59172,95.01168,83.80478,93.39053,26.12951,,78.49941,,86.40575,92.62225,75.65826,84.56295,,,,94.7211,82.38046,,90.0706,82.4936,96.57201,81.73332,87.16395,92.59172,84.92762
100.01,90.21379,91.87206,94.34173,92.61484,95.12102,83.65845,93.39935,25.91934,,78.67569,,86.37928,92.59532,75.45774,84.49231,,,,94.85983,82.28539,,90.02138,82.45374,96.85165,81.6351,87.14625,92.61484,84.9276
101.01,90.23461,91.88272,94.35083,92.64006,95.22518,83.50954,93.40841,25.73007,,78.8449,,86.35411,92.56853,75.26025,84.42254,,,,94.99569,82.19103,,89.97318,82.41493,97.11926,81.53991,87.12955,92.64006,84.92759
102.01,90.25616,91.89362,94.36083,92.66729,95.32421,83.35831,93.41756,25.67842,,79.0066,,86.3302,92.54183,75.06594,84.35364,,,,95.12847,82.09744,,89.92587,82.3772,97.37427,81.4477,87.1138,92.66729,84.92758
103.01,90.27832,91.90464,94.37154,92.69635,95.41816,83.20503,93.42669,25.83412,,79.16039,,86.30748,92.51518,74.87494,84.28566,,,,95.25796,82.00467,,89.87932,82.34055,97.61619,81.35845,87.09895,92.69635,84.92757
104.01,90.301,91.91565,94.38277,92.72701,95.50703,83.05004,93.43567,25.88907,,79.30601,,86.28591,92.48856,74.68733,84.2186,,,,95.38397,81.91275,,89.83342,82.30501,97.84458,81.27212,87.08494,92.72701,84.92756
105.01,90.32416,91.92656,94.39435,92.75902,95.59081,82.89374,93.44438,25.89431,,79.44324,,86.26544,92.46191,74.5032,84.15251,,,,95.50628,81.82172,,89.78807,82.27059,98.05906,81.18868,87.07171,92.75902,84.92755
106.01,90.3478,91.93731,94.40609,92.79205,95.66947,82.73666,93.45276,25.88061,,79.57191,,86.24602,92.43521,74.32261,84.08739,,,,95.62466,81.73156,,89.74316,82.2373,98.2593,81.10809,87.05921,92.79205,84.92755
107.01,90.3719,91.94782,94.41784,92.82579,95.74301,82.57948,93.46075,25.90888,,79.69182,,86.2276,92.40842,74.14563,84.02323,,,,95.73889,81.64227,,89.69862,82.20515,98.44503,81.03032,87.04739,92.82579,84.92754
108.01,90.39641,91.95805,94.42943,92.85993,95.81147,82.42303,93.46828,26.21635,,79.80278,,86.21013,92.38155,73.97231,83.96005,,,,95.84879,81.55382,,89.65438,82.17417,98.616,80.95532,87.03622,92.85993,84.92754
109.01,90.42127,91.96795,94.44071,92.89413,95.87491,82.26829,93.47532,26.41044,,79.9047,,86.19355,92.3546,73.80271,83.89786,,,,95.9542,81.46618,,89.61038,82.14435,98.77204,80.88307,87.02565,92.89413,84.92754
110.01,90.4464,91.97749,94.45154,92.92811,95.93336,82.11642,93.48183,26.53632,,79.99753,,86.1778,92.3276,73.63685,83.83668,,,,96.05499,81.37928,,89.56657,82.11571,98.91306,80.81353,87.01566,92.92811,84.92753
111.01,90.4717,91.98665,94.46184,92.96158,95.98685,81.96866,93.48778,26.62963,,80.08134,,86.16284,92.30054,73.47476,83.77654,,,,96.15103,81.29306,,89.52295,82.08825,99.03905,80.74666,87.00617,92.96158,84.92753
112.01,90.49709,91.99541,94.47152,92.99431,96.03542,81.82631,93.49317,,,80.15624,,86.14864,92.27341,73.31645,83.71743,,,,96.24218,81.20745,,89.47947,82.06199,99.15008,80.68242,86.99715,92.99431,84.92753
113.01,90.52249,92.00382,94.48053,93.02607,96.07911,81.69068,93.49802,,,80.22232,,86.13516,92.2462,73.16195,83.65936,,,,96.3283,81.12236,,89.43614,82.03693,99.24626,80.62079,86.98856,93.02607,84.92754
114.01,90.54782,92.01187,94.48882,93.05666,96.11801,81.56304,93.50235,,,80.27969,,86.12235,92.21891,73.01131,83.60232,,,,96.40926,81.03772,,89.39293,82.01308,99.32775,80.56172,86.98036,93.05666,84.92754
115.01,90.57299,92.01959,94.49634,93.08593,96.15225,81.44456,93.50618,,,80.32846,,86.11017,92.19155,72.86453,83.54633,,,,96.48499,80.95346,,89.34984,81.99044,99.39477,80.50518,86.97254,93.08593,84.92754
116.01,90.59792,92.02697,94.50306,93.11375,96.18195,81.33626,93.50953,,,80.36881,,86.09858,92.16413,72.72164,83.49142,,,,96.55544,80.8695,,89.30687,81.96902,99.4476,80.45113,86.96505,93.11375,84.92755
117.01,90.62252,92.03403,94.50899,93.14004,96.20722,81.23898,93.51243,,,80.40097,,86.08753,92.1367,72.58265,83.43759,,,,96.6206,80.78579,,89.26405,81.94881,99.4866,80.39955,86.95786,93.14004,84.92756
118.01,90.64672,92.04076,94.51413,93.16474,96.22815,81.15334,93.51489,,,80.42525,,86.07698,92.10924,72.44754,83.38484,,,,96.68046,80.70229,,89.2214,81.92983,99.5122,80.35041,86.95093,93.16474,84.92756
119.01,90.67047,92.04718,94.51853,93.18781,96.24484,81.07978,93.51697,,,80.44199,,86.06692,92.08176,72.31633,83.33318,,,,96.73498,80.61895,,89.17892,81.91207,99.52485,80.30366,86.94422,93.18781,84.92757
120.01,90.69373,92.05331,94.52221,93.20924,96.25739,81.01852,93.51869,,,80.45149,,86.05731,92.05424,72.18904,83.2826,,,,96.78415,80.53576,,89.13662,81.89553,99.52506,80.25929,86.9377,93.20924,84.92758
121.01,90.71646,92.05917,94.5252,93.22903,96.26598,80.96957,93.52011,,,80.45405,,86.0481,92.0267,72.06565,83.2331,,,,96.82799,80.45271,,89.09452,81.88021,99.51333,80.21724,86.93135,93.22903,84.92759
122.01,90.73861,92.06476,94.52751,93.24723,96.2708,80.93281,93.52126,,,80.45,,86.03927,91.99917,71.94618,83.18471,,,,96.86657,80.36982,,89.05264,81.86611,99.49021,80.17749,86.92516,93.24723,84.92761
123.01,90.76014,92.07008,94.5292,93.26388,96.27205,80.90793,93.52217,,,80.43972,,86.03075,91.97165,71.83062,83.13743,,,,96.89997,80.28712,,89.01099,81.85322,99.4563,80.14001,86.91909,93.26388,84.92762
124.01,90.78102,92.07514,94.5303,93.27907,96.26991,80.89452,93.52287,,,80.42362,,86.02254,91.94416,71.71894,83.09125,,,,96.92832,80.20464,,88.9696,81.84155,99.41222,80.10476,86.91311,93.27907,84.92763
125.01,90.80122,92.07994,94.53089,93.29287,96.26455,80.89205,93.52339,,,80.40218,,86.0146,91.91667,71.61113,83.04619,,,,96.95173,80.12243,,88.92849,81.83109,99.35867,80.07171,86.90719,93.29287,84.92765
126.01,90.82074,92.0845,94.53102,93.30535,96.25612,80.89994,93.52375,,,80.37582,,86.00691,91.88919,71.50718,83.00223,,,,96.9703,80.04052,,88.88766,81.82184,99.2963,80.04084,86.90131,93.30535,84.92767
127.01,90.8396,92.08886,94.53074,93.31662,96.24481,80.91755,93.52399,,,80.34496,,85.99945,91.86168,71.40708,82.95937,,,,96.98414,79.95899,,88.84713,81.81378,99.22578,80.01211,86.89545,93.31662,84.92768
128.01,90.8578,92.09301,94.53008,93.32676,96.23084,80.94421,93.52414,,,80.31,,85.99219,91.83415,71.31084,82.91762,,,,96.99337,79.87787,,88.8069,81.80692,99.1478,79.98549,86.8896,93.32676,84.9277
129.01,90.87535,92.09698,94.52907,93.33587,96.21443,80.97925,93.5242,,,80.27134,,85.9851,91.80661,71.21842,82.87697,,,,96.99817,79.79724,,88.76697,81.80124,99.06301,79.96094,86.88375,93.33587,84.92772
130.01,90.89227,92.10078,94.52773,93.34406,96.19578,81.02199,93.52419,,,80.22947,,85.97815,91.77907,71.12981,82.83743,,,,96.99874,79.71715,,88.72737,81.79674,98.97212,79.93844,86.87787,93.34406,84.92775
131.01,90.90855,92.1044,94.52612,93.35143,96.17508,81.07175,93.52412,,,80.18489,,85.97133,91.75152,71.04498,82.79901,,,,96.99526,79.63763,,88.6881,81.7934,98.87581,79.91795,86.87194,93.35143,84.92777
132.01,90.92421,92.10785,94.52427,93.35805,96.15249,81.12787,93.52398,,,80.1381,,85.96463,91.72394,70.96392,82.7617,,,,96.98792,79.55874,,88.64917,81.79123,98.77479,79.89944,86.86593,93.35805,84.92779
133.01,90.93927,92.11115,94.52223,93.36402,96.12819,81.18972,93.52381,,,80.08955,,85.95804,91.6963,70.8866,82.7255,,,,96.97688,79.48048,,88.61057,81.7902,98.66972,79.88289,86.85984,93.36402,84.92782
134.01,90.95375,92.11432,94.52002,93.36941,96.10236,81.2567,93.5236,,,80.03962,,85.95153,91.6686,70.81302,82.69041,,,,96.96233,79.4029,,88.5723,81.79031,98.56124,79.86827,86.85366,93.36941,84.92784
135.01,90.96766,92.11735,94.51765,93.37429,96.07523,81.32824,93.52337,,,79.98872,,85.94508,91.64084,70.74316,82.65643,,,,96.94446,79.32601,,88.53434,81.79155,98.44997,79.85553,86.84737,93.37429,84.92787
136.01,90.98101,92.12023,94.51511,93.37873,96.04702,81.40378,93.52311,,,79.93722,,85.93868,91.61303,70.67698,82.62356,,,,96.92352,79.24982,,88.49671,81.7939,98.33652,79.84465,86.84097,93.37873,84.9279
137.01,90.99379,92.12296,94.51243,93.38279,96.01791,81.48281,93.52282,,,79.88559,,85.9323,91.58517,70.61446,82.59179,,,,96.89976,79.17432,,88.4594,81.79736,98.22149,79.83561,86.83445,93.38279,84.92793
138.01,91.00601,92.12553,94.50963,93.38653,95.98807,81.56484,93.52248,,,79.83427,,85.92595,91.55725,70.55555,82.56112,,,,96.87342,79.09952,,88.42243,81.8019,98.10548,79.82838,86.82778,93.38653,84.92796
139.01,91.01769,92.12795,94.50671,93.38999,95.95764,81.64942,93.52211,,,79.7837,,85.9196,91.52924,70.50022,82.53154,,,,96.84469,79.0254,,88.38577,81.80752,97.98905,79.82291,86.82095,93.38999,84.92799
140.01,91.02884,92.13023,94.5037,93.39319,95.92679,81.73612,93.5217,,,79.73424,,85.91325,91.50114,70.44844,82.50305,,,,96.81378,78.95195,,88.34942,81.8142,97.8727,79.81919,86.81395,93.39319,84.92803
141.01,91.03947,92.13237,94.50058,93.39616,95.89568,81.82453,93.52127,,,79.68623,,85.90689,91.47293,70.40019,82.47564,,,,96.78089,78.87918,,88.31336,81.82193,97.75692,79.81719,86.80679,93.39616,84.92806
142.01,91.0496,92.13437,94.49736,93.39894,95.8645,81.91428,93.52081,,,79.63997,,85.9005,91.44464,70.35543,82.44932,,,,96.74624,78.80707,,88.27758,81.83069,97.64215,79.81686,86.79946,93.39894,84.9281
143.01,91.05922,92.13623,94.49401,93.40156,95.8334,82.00503,93.52032,,,79.59583,,85.89407,91.41626,70.31413,82.42407,,,,96.71007,78.73563,,88.24209,81.84046,97.52881,79.81818,86.79196,93.40156,84.92813
144.01,91.06835,92.13794,94.49055,93.40405,95.80253,82.09644,93.51978,,,79.55417,,85.88758,91.38781,70.27625,82.39989,,,,96.6726,78.66487,,88.20689,81.85123,97.41734,79.82114,86.78427,93.40405,84.92817
145.01,91.077,92.1395,94.48699,93.4064,95.77198,82.18822,93.51918,,,79.51535,,85.88104,91.35925,70.24173,82.37677,,,,96.63403,78.5948,,88.17196,81.86298,97.30813,79.82569,86.77639,93.4064,84.92821
146.01,91.08519,92.14094,94.48334,93.40861,95.74186,82.28007,93.51855,,,79.47967,,85.87445,91.33059,70.21057,82.35472,,,,96.59456,78.52543,,88.13731,81.8757,97.20153,79.8318,86.7683,93.40861,84.92825
147.01,91.09297,92.14228,94.4796,93.41069,95.71229,82.37173,93.51788,,,79.44737,,85.86781,91.30179,70.18274,82.33371,,,,96.55433,78.45682,,88.1029,81.88937,97.09785,79.83946,86.76001,93.41069,84.9283
148.01,91.10034,92.14352,94.47575,93.41263,95.68339,82.46296,93.51719,,,79.41865,,85.86111,91.27289,70.1582,82.31374,,,,96.51355,78.389,,88.06874,81.90397,96.99737,79.84861,86.75153,93.41263,84.92834
149.01,91.10732,92.14466,94.47179,93.41443,95.65531,82.55355,93.51647,,,79.39371,,85.85433,91.24388,70.13692,82.29482,,,,96.47239,78.32201,,88.03481,81.91947,96.90034,79.85925,86.74285,93.41443,84.92839
150.01,91.11392,92.14569,94.4677,93.41611,95.62816,82.64327,93.51572,,,79.37276,,85.84747,91.21477,70.11887,82.27692,,,,96.43106,78.25593,,88.00112,81.93588,96.80699,79.87134,86.73397,93.41611,84.92843
151.01,91.12013,92.14662,94.46349,93.41766,95.60203,82.73194,93.51491,,,79.356,,85.84053,91.18556,70.104,82.26006,,,,96.38975,78.1908,,87.96767,81.95315,96.71756,79.88485,86.72489,93.41766,84.92848
152.01,91.12597,92.14745,94.45918,93.41907,95.57696,82.81939,93.51404,,,79.34362,,85.83352,91.15623,70.09229,82.24421,,,,96.34861,78.12668,,87.93445,81.97128,96.63224,79.89975,86.71559,93.41907,84.92853
153.01,91.13146,92.1482,94.45477,93.42033,95.55301,82.90544,93.51311,,,79.33576,,85.82644,91.12676,70.08371,82.22937,,,,96.30779,78.06364,,87.90144,81.99025,96.55117,79.91601,86.70607,93.42033,84.92858
154.01,91.13662,92.14887,94.45027,93.42143,95.53024,82.98996,93.51213,,,79.33246,,85.81928,91.09716,70.07823,82.21552,,,,96.2674,78.00174,,87.86863,82.01003,96.47447,79.93361,86.69634,93.42143,84.92863
155.01,91.14145,92.14947,94.44564,93.42239,95.50873,83.07283,93.5111,,,79.33379,,85.81203,91.06743,70.07583,82.20266,,,,96.22757,77.94105,,87.83602,82.03061,96.40222,79.95251,86.68642,93.42239,84.92868
156.01,91.14595,92.14998,94.44089,93.4232,95.48856,83.15392,93.51003,,,79.33975,,85.80468,91.0376,70.07646,82.19079,,,,96.18845,77.88161,,87.8036,82.05196,96.3345,79.97268,86.67629,93.4232,84.92874
157.01,91.15012,92.1504,94.436,93.42389,95.46974,83.23314,93.50889,,,79.35041,,85.79724,91.00766,70.08009,82.17989,,,,96.15015,77.82349,,87.77138,82.07407,96.27139,79.99411,86.66596,93.42389,84.92879
158.01,91.15395,92.15072,94.43101,93.42443,95.45229,83.31039,93.5077,,,79.3658,,85.78972,90.9776,70.08668,82.16996,,,,96.1128,77.76672,,87.73936,82.09691,96.21294,80.01675,86.65542,93.42443,84.92885
159.01,91.15747,92.15096,94.42591,93.42482,95.43622,83.3856,93.50645,,,79.38593,,85.78211,90.94741,70.09621,82.16098,,,,96.07647,77.71134,,87.70753,82.12046,96.15919,80.04058,86.64467,93.42482,84.9289
160.01,91.1607,92.15113,94.42072,93.42504,95.42152,83.4587,93.50516,,,79.41074,,85.77441,90.91709,70.10864,82.15294,,,,96.04122,77.65739,,87.67586,82.14471,96.11015,80.06557,86.63372,93.42504,84.92896
161.01,91.16365,92.15126,94.41544,93.4251,95.40822,83.52965,93.50383,,,79.44015,,85.76664,90.88663,70.12395,82.14583,,,,96.0071,77.60491,,87.64435,82.16962,96.06577,80.09169,86.62256,93.4251,84.92902
162.01,91.16635,92.15133,94.41004,93.42501,95.39637,83.59841,93.50248,,,79.47401,,85.75877,90.85605,70.14213,82.13965,,,,95.97419,77.55393,,87.61301,82.19519,96.02601,80.11892,86.61122,93.42501,84.92908
163.01,91.16878,92.15136,94.40452,93.42477,95.38599,83.66495,93.50109,,,79.51221,,85.75082,90.82536,70.16314,82.13438,,,,95.94256,77.50447,,87.58182,82.22138,95.99083,80.14721,86.5997,93.42477,84.92914
164.01,91.17097,92.15132,94.39888,93.42439,95.37707,83.72924,93.49965,,,79.55466,,85.74278,90.79456,70.18696,82.13002,,,,95.91228,77.45658,,87.5508,82.24817,95.96018,80.17655,86.58799,93.42439,84.9292
165.01,91.17293,92.15123,94.39313,93.42386,95.36957,83.79129,93.49817,,,79.60126,,85.73466,90.76364,70.21355,82.12654,,,,95.88339,77.41027,,87.51995,82.27555,95.93401,80.20691,86.57608,93.42386,84.92927
166.01,91.17467,92.15112,94.3873,93.42318,95.36345,83.85107,93.49666,,,79.65187,,85.72648,90.73257,70.2429,82.12395,,,,95.85592,77.36558,,87.48923,82.30349,95.91222,80.23826,86.56398,93.42318,84.92933
167.01,91.17623,92.15099,94.38137,93.42234,95.3587,83.90861,93.49513,,,79.70629,,85.71822,90.70137,70.27501,82.12221,,,,95.82988,77.32257,,87.45865,82.33197,95.89472,80.27057,86.55171,93.42234,84.9294
168.01,91.17761,92.15085,94.37534,93.42134,95.35528,83.96392,93.49359,,,79.76429,,85.7099,90.67004,70.30985,82.12133,,,,95.80529,77.28127,,87.4282,82.36097,95.88139,80.30381,86.53926,93.42134,84.92946
169.01,91.17882,92.1507,94.3692,93.42021,95.35319,84.01703,93.49204,,,79.82562,,85.70151,90.63859,70.34741,82.12129,,,,95.78217,77.24175,,87.39787,82.39046,95.87209,80.33795,86.52665,93.42021,84.92953
170.01,91.17985,92.15052,94.36294,93.41895,95.35238,84.06797,93.49048,,,79.89006,,85.69304,90.60702,70.38767,82.12208,,,,95.76055,77.20408,,87.36767,82.42043,95.86671,80.37296,86.51388,93.41895,84.92959
171.01,91.18071,92.15032,94.35656,93.41758,95.3528,84.11677,93.48888,,,79.95743,,85.68452,90.57534,70.43059,82.12369,,,,95.74043,77.16835,,87.33761,82.45084,95.86515,80.40883,86.50094,93.41758,84.92966
172.01,91.1814,92.15009,94.3501,93.41609,95.35437,84.16348,93.48726,,,80.02752,,85.67593,90.54352,70.47617,82.12611,,,,95.72182,77.13463,,87.30768,82.48169,95.86728,80.44551,86.48783,93.41609,84.92972
173.01,91.18194,92.14986,94.34355,93.41448,95.35703,84.20814,93.48561,,,80.1001,,85.66729,90.51156,70.52438,82.12933,,,,95.70466,77.10303,,87.27784,82.51294,95.87295,80.48299,86.47456,93.41448,84.92979
174.01,91.18234,92.14964,94.33692,93.41274,95.36073,84.2508,93.48395,,,80.1749,,85.6586,90.47947,70.57523,82.13332,,,,95.68892,77.07367,,87.2481,82.54457,95.882,80.52122,86.46114,93.41274,84.92985
175.01,91.18261,92.14941,94.33019,93.41089,95.36542,84.29153,93.48228,,,80.25162,,85.64985,90.44724,70.62868,82.13807,,,,95.67456,77.04667,,87.21845,82.57657,95.89425,80.5602,86.44758,93.41089,84.92992
176.01,91.18274,92.14917,94.32335,93.40894,95.37108,84.33039,93.4806,,,80.33002,,85.64104,90.41491,70.68474,82.14358,,,,95.66157,77.02216,,87.1889,82.6089,95.90953,80.59988,86.43388,93.40894,84.92999
177.01,91.18274,92.14891,94.31642,93.40692,95.37767,84.36743,93.47889,,,80.40987,,85.63217,90.38246,70.74336,82.14982,,,,95.64992,77.00029,,87.15945,82.64156,95.92769,80.64024,86.42004,93.40692,84.93005
178.01,91.18261,92.14863,94.30939,93.40481,95.3851,84.40273,93.47716,,,80.491,,85.62326,90.3499,70.80453,82.1568,,,,95.63956,76.98118,,87.1301,82.6745,95.94859,80.68126,86.40606,93.40481,84.93012
179.01,91.18237,92.14836,94.30229,93.40262,95.39331,84.43635,93.47539,,,80.57321,,85.61431,90.3172,70.86825,82.16448,,,,95.63045,76.96498,,87.10083,82.70773,95.97207,80.7229,86.39195,93.40262,84.93018
180.01,91.18204,92.14811,94.29513,93.40034,95.40223,84.46835,93.47361,,,80.6563,,85.60533,90.28437,70.93451,82.17285,,,,95.62251,76.95181,,87.07162,82.7412,95.99795,80.76514,86.3777,93.40034,84.93025
181.01,91.18164,92.14788,94.28789,93.39797,95.41181,84.4988,93.47183,,,80.74002,,85.59631,90.25141,71.00331,82.18191,,,,95.61568,76.9418,,87.04246,82.77491,96.02605,80.80796,86.36335,93.39797,84.93032
182.01,91.18116,92.14769,94.28056,93.39551,95.422,84.52778,93.47005,,,80.82416,,85.58725,90.21835,71.07463,82.19164,,,,95.60989,76.93508,,87.01337,82.80882,96.05619,80.85132,86.34888,93.39551,84.93038
183.01,91.18061,92.14752,94.27313,93.393,95.43274,84.55536,93.46826,,,80.90853,,85.57816,90.18518,71.14847,82.20202,,,,95.60511,76.93172,,86.98434,82.84293,96.0882,80.8952,86.33431,93.393,84.93045
184.01,91.17996,92.14737,94.26562,93.39043,95.44398,84.58159,93.46645,,,80.993,,85.56904,90.15191,71.2248,82.21304,,,,95.60129,76.93182,,86.95537,82.87719,96.12194,80.93957,86.31963,93.39043,84.93051
185.01,91.17923,92.14724,94.25803,93.38779,95.45563,84.60655,93.46462,,,81.07745,,85.55991,90.11853,71.30362,82.22469,,,,95.59835,76.93542,,86.92646,82.91161,96.15724,80.98442,86.30483,93.38779,84.93058
186.01,91.17845,92.14715,94.25038,93.38508,95.46759,84.63029,93.46276,,,81.16177,,85.55075,90.08502,71.38491,82.23695,,,,95.59622,76.94255,,86.89759,82.94615,96.19395,81.0297,86.28993,93.38508,84.93064
