_step,_runtime,_timestamp,train/reward,train/reward_rolling_avg,train/distance,train/consumption,train/actor_loss,train/critic_loss,train/entropy
2,0.247813749,1785044909.473954,-844.3871824044148,-1278.0017179360193,1373.4946557432413,105,-0.012744067789753899,1667.0093688964844,0.6557382084429264
4,0.247813749,1785044910.634861,-507.9442199651659,-896.2871870095632,1073.410866856575,73,-0.013005131360841915,413.8578586578369,0.5450851246714592
6,0.247813749,1785044911.858216,-15.24534796435495,-611.4075686159267,406.39146979153156,37,-0.008464674581773579,8.784166246652603,0.4203674755990505
8,0.247813749,1785044912.530105,-6.206738147643004,-465.98385891069313,369.26488567888737,33,-0.011599980411119759,6.149622395634651,0.29174911230802536
10,0.247813749,1785044913.1629188,-62.74595785803493,-366.6214584677818,501.6727564036846,39,-0.004452553694136441,12.44803249835968,0.427173875272274
12,0.247813749,1785044913.5043032,33.14055853568838,-302.607843438017,318.6353040933609,31,-0.01386731349339243,3.740565061569214,0.29413159377872944
14,0.247813749,1785044914.125175,126.80937339732574,-244.11193836314732,122.9691199734807,15,-0.003732803335878998,14.654435276985168,0.2620195532217622
16,0.247813749,1785044914.8901901,125.3901111302607,-197.19514100878538,151.13777640461922,11,-0.0015948727959766984,19.408015847206116,0.18118975963443518
18,0.247813749,1785044915.203969,132.92165713766713,-161.09089033000615,129.52677117660642,8,-0.0016410686075687408,8.18852561712265,0.16153070144355297
20,0.247813749,1785044915.681154,84.098734785653,-134.92358208663612,149.57368391752243,5,-0.0019307170368847437,7.995525538921356,0.1816460257396102
22,0.247813749,1785044916.4619489,140.2246373720529,-110.57946380258078,134.0818740874529,11,-0.0016226386651396751,7.559141635894775,0.1277823941782117
24,0.247813749,1785044916.7392051,116.20466294339954,-91.39476216228415,186.10401153564453,11,-0.0005930421757511795,3.292841985821724,0.20114082749933004
26,0.247813749,1785044917.622408,108.11179260527217,-74.34286507963431,154.01004160940647,12,-0.0042880032560788095,11.434230238199234,0.20668625086545944
28,0.247813749,1785044917.929775,126.15936779414326,-60.27630167156009,160.34347154572606,19,-0.002196936373366043,6.903372138738632,0.2438937947154045
30,0.247813749,1785044918.2615418,112.84433209021199,-48.34047199493643,159.07394907251,18,-0.0036567409988492727,2.097709357738495,0.2160037625581026
32,0.247813749,1785044918.558484,118.98821287516662,-38.38302901593407,157.0222354233265,15,-0.0024540493614040315,17.796434938907623,0.23524047527462244
34,0.247813749,1785044918.886413,130.0569980378186,-28.88959203008106,140.2616560012102,12,-0.002606398658826947,7.388086318969727,0.23856038879603148
36,0.247813749,1785044919.1591308,103.41746356662011,-20.986977492088155,164.62344755977392,10,-0.002682138394447975,11.204153776168823,0.2165410127490759
38,0.247813749,1785044919.49697,129.57403552587232,-13.142619025162452,125.84701281413436,17,-0.0027212402783334255,3.7618761360645294,0.25390953198075294
40,0.247813749,1785044919.787195,106.57065297176325,-6.572841867362877,148.67736154049635,20,-0.008513780834618956,1.8814954534173012,0.32464779913425446
42,0.247813749,1785044920.055182,129.24207172449835,0.02053363054842602,142.96598390489817,16,-0.0038164093857631087,18.002204179763794,0.32852521166205406
44,0.247813749,1785044920.355016,126.5266748589858,5.68355268432607,149.3688381537795,16,-0.003742200307897292,1.9714470729231834,0.3499831985682249
46,0.247813749,1785044920.636158,127.6576890049768,11.063941706226213,135.4557099454105,18,-0.0035133816418237984,2.429791085422039,0.33861533366143703
48,0.247813749,1785044920.947027,47.03343469848028,13.06556880412638,285.4607846811414,21,-0.0022429804084822536,24.08524614572525,0.30934449285268784
50,0.247813749,1785044921.274158,114.42370284422022,17.293379721213284,182.01275491341949,18,-0.005694226827472448,3.3358482271432877,0.32705421186983585
52,0.247813749,1785044921.548348,101.1453172245553,72.67365355618104,191.0373650379479,18,-0.0037530669942498207,15.28482672572136,0.28161397762596607
54,0.247813749,1785044921.887681,110.04866465127644,97.67729084046282,169.3581941984594,16,-0.005050056730397046,3.2911380231380463,0.20968286134302616
56,0.247813749,1785044922.197286,137.60299205982045,104.40347008308672,118.0038250759244,12,-0.003382250783033669,4.780358523130417,0.328488165512681
58,0.247813749,1785044922.49688,135.6167688591599,111.13793596736896,131.92679546494037,14,-0.00441834086086601,17.05348175764084,0.3388948570936918
60,0.247813749,1785044922.808328,52.10648179307191,113.23730799435444,299.66943342611194,24,0.010502939490834251,10.312398463487625,0.39956328086555004
62,0.247813749,1785044923.1215749,-15.718276401351996,111.66814720108279,381.2807116135955,33,0.0038096080534160137,7.8759550005197525,0.4844464212656021
64,0.247813749,1785044923.417013,3.8550216566636557,106.17816062002848,371.3027267232537,32,0.004874959966400638,9.043279320001602,0.4517878331243992
66,0.247813749,1785044923.719219,44.82127927597903,102.21783551278357,296.9438423886895,26,-0.002585807756986469,2.979915529489517,0.3871809411793947
68,0.247813749,1785044923.9893608,89.48272033377347,100.38051150011148,212.47605197131634,18,-0.007321028970181942,2.355753257870674,0.3274780958890915
70,0.247813749,1785044924.287052,130.28016746428506,101.30695661242484,140.50397739559412,18,-0.0020033163455082104,4.760183647274971,0.3769890256226063
72,0.247813749,1785044924.556416,-4.1493614051690155,98.03268211063804,355.34486808627844,30,-0.01090587250655517,11.159484475851059,0.41883622854948044
74,0.247813749,1785044924.855001,94.14476819985184,95.59581025171956,219.36209290474653,21,-0.008097147569060326,2.354438066482544,0.37562689930200577
76,0.247813749,1785044925.15052,97.43048768796514,95.08947906133233,184.24397467076778,14,-0.005278310592984781,2.1451693028211594,0.3286719713360071
78,0.247813749,1785044925.415333,115.48282500349306,94.22607436666885,170.81039710901678,21,-0.01062793587334454,2.204977236688137,0.330237302929163
80,0.247813749,1785044925.692385,126.46110517994906,94.17813806924231,144.01724349707365,16,-0.003908389538992196,3.2142633870244026,0.4079288002103567
82,0.247813749,1785044926.005377,129.5383860949886,94.84281771493534,138.06243809312582,14,-0.0032630410278216004,1.8286728337407112,0.30583613365888596
84,0.247813749,1785044926.282024,82.51890404570764,94.50307320016816,197.17052710801363,15,-0.004520334710832685,2.2497200444340706,0.33033292926847935
86,0.247813749,1785044926.5901241,75.20792362358839,93.15745211030608,218.73882351443172,18,-0.0005438869120553136,2.6169446110725403,0.32933202013373375
88,0.247813749,1785044926.8733912,125.39544311743306,92.39594629598818,164.4855784587562,21,-0.009174774517305195,4.899384796619415,0.4092084523290396
90,0.247813749,1785044927.1403441,146.28649973079897,92.88882349864302,122.07107350416481,16,-0.004802541108801961,6.208922386169434,0.3916470594704151
92,0.247813749,1785044927.431415,139.6657456683449,92.71187884630281,116.7584209293127,10,-0.006492251646704972,2.6088927015662193,0.3069625496864319
94,0.247813749,1785044927.709764,135.80058278532871,92.73546099508594,136.04528565332294,17,-0.0003279346274212003,1.6588803678750992,0.24193177744746208
96,0.247813749,1785044927.984084,145.53381980409347,92.94670329003164,128.97190974652767,13,-0.003508260764647275,3.456299215555191,0.31593448854982853
98,0.247813749,1785044928.276445,127.25234359577811,95.51468821640572,137.42933045327663,8,-0.006305621238425374,1.574306845664978,0.34507192485034466
100,0.247813749,1785044928.5457861,115.17121092454889,95.44398128976867,164.74544667452574,11,-0.0022513939038617536,3.3960998952388763,0.23159038741141558
102,0.247813749,1785044928.879223,100.84147085937295,95.56323450789989,170.0458967909217,16,-0.0035024692624574527,1.0464638583362103,0.2864008750766516
104,0.247813749,1785044929.146209,126.50643186523595,96.50244589498251,126.03793851286173,10,-0.005255146941635758,1.1220302917063236,0.3426896892488003
106,0.247813749,1785044929.4233239,116.2873929029101,96.18023580985191,153.8664322346449,19,-0.006824431126005948,5.620267480611801,0.3308591805398464
108,0.247813749,1785044929.739441,132.52193901717433,94.94404329508274,161.55087880790234,17,-0.0033054579980671406,7.625587090849876,0.3388251308351755
110,0.247813749,1785044930.0032582,139.2748618502456,96.59877767336832,108.76390020549297,12,-0.004432403889950365,3.4805181473493576,0.3552105464041233
112,0.247813749,1785044930.266881,94.48419919480666,100.61056268107848,183.1969359740615,17,-0.002481309638824314,7.602021157741547,0.2988090477883816
114,0.247813749,1785044930.558882,85.74974901410191,105.91380784386727,220.09666684269905,22,-0.0024356662179343402,4.807276055216789,0.34371349960565567
116,0.247813749,1785044930.8266098,93.38578134761472,108.64255938768596,191.59710594266653,21,-0.0030261980718933046,5.160503193736076,0.2613258259370923
118,0.247813749,1785044931.119929,121.48815632668045,110.61847982461761,136.7993704751134,12,-0.0024395260552410036,1.9607160165905952,0.17403172701597214
120,0.247813749,1785044931.38607,121.1791305538246,110.83044885444465,138.72382954880595,11,-0.00418203097069636,1.4315908886492252,0.15474778972566128
122,0.247813749,1785044931.6536782,120.79194292400783,114.12865893500326,152.5580851212144,6,-0.0022058795439079404,0.8984441012144089,0.17609674204140902
124,0.247813749,1785044931.983691,140.85777661278482,117.00448158071441,118.39157772809267,10,-0.0022803172760177404,2.6068441569805145,0.18121890351176262
126,0.247813749,1785044932.251214,135.4446756019147,117.21320880256917,137.1596863269806,8,-0.0025898758322000504,1.816679947078228,0.24224973004311323
128,0.247813749,1785044932.521406,125.84992949839831,118.41375389925243,127.18025840818882,11,-0.0033991403033724055,1.113593678921461,0.26892552711069584
130,0.247813749,1785044932.8201869,96.86433604537685,118.38538594020963,189.83424899727106,19,0.0024199242470785975,2.616372972726822,0.27600581757724285
132,0.247813749,1785044933.0898151,118.54038473163696,117.91626278484554,156.40390316396952,17,-0.0046487723011523485,2.684139847755432,0.2849181182682514
134,0.247813749,1785044933.3957891,107.54586464344361,117.9815540156314,164.02572299540043,16,-0.004847895237617195,1.3525719195604324,0.23287364654242992
136,0.247813749,1785044933.667837,130.2244673973322,120.17829767097041,117.55632635951042,10,-0.0016534270835109055,1.7842127904295921,0.187748147174716
138,0.247813749,1785044933.93093,108.00882818136805,120.44085377328554,171.37417370080948,9,-0.00421895703766495,2.1633329018950462,0.3064663391560316
