_step,_runtime,_timestamp,train/reward,train/reward_rolling_avg,train/distance,train/consumption,train/actor_loss,train/critic_loss,train/entropy
2,0.173957543,1784956958.063606,-1476.1266104442218,-1707.329511387541,1852.5049001574516,135,-0.009689881466329098,3320.5516204833984,0.6772918552160263
4,0.173957543,1784956959.126622,-324.129269264587,-1266.485897982726,905.7138466835022,76,-0.011430033628130332,131.04317903518677,0.5784072019159794
6,0.173957543,1784956960.142538,-51.99354391148713,-880.7524713924495,456.8598540723324,43,-0.013155719148926437,6.784002631902695,0.36558339931070805
8,0.173957543,1784956960.804404,48.36917088137761,-644.4160068625047,285.3865297436714,28,-0.001138794788857922,13.385450780391693,0.30959211476147175
10,0.173957543,1784956961.426271,107.06695734853301,-502.80407656327304,176.1075415238738,15,-0.000966604333370924,8.440599009394646,0.23343543615192175
12,0.173957543,1784956961.791868,95.4976928475797,-402.9437702400317,154.89931719005108,9,-0.0015451819053851068,12.275052726268768,0.18331999704241753
14,0.173957543,1784956962.739915,150.23648192878082,-325.5612759157171,114.86411362886429,9,-0.0015243538000504486,19.31865429878235,0.14068167377263308
16,0.173957543,1784956963.020992,101.72654573182092,-269.42223850096525,155.44674164056778,7,-0.0018459355051163584,5.582734048366547,0.1670778701081872
18,0.173957543,1784956963.296208,136.67530971621412,-224.65731710420982,143.67600182816386,8,-0.0011856290511786938,14.781203091144562,0.13380849920213223
20,0.173957543,1784956963.549967,118.97324630702013,-189.95177347318867,155.77412121742964,15,-0.0017005564295686781,6.3914573937654495,0.16162834409624338
22,0.173957543,1784956963.828545,96.17606520369276,-162.31337190959815,189.3109432309866,6,-0.0036348102148622274,0.996486134827137,0.1903607603162527
24,0.173957543,1784956964.0803342,128.6605004201256,-139.05400035894164,141.97433910518885,6,-0.00167185233294731,4.536867782473564,0.17840419616550207
26,0.173957543,1784956964.333728,119.91044897268269,-118.73550886489835,143.36560426652431,10,-0.0032432257721666247,15.9853355884552,0.14033568743616343
28,0.173957543,1784956964.6113799,112.59635621999965,-101.27056738971201,153.8049557954073,9,-0.0023379817430395633,0.9661372378468513,0.21943358052521944
30,0.173957543,1784956964.8631449,114.81336773948902,-86.1995741751314,143.92798659205437,7,-0.0008449633023701608,1.6802057102322578,0.13201447576284409
32,0.173957543,1784956965.115128,99.85848263125796,-74.73162301428742,172.01646522060037,9,-0.004177576309302822,14.52644544839859,0.17827233765274286
34,0.173957543,1784956965.3945541,100.15709943604068,-64.29503051408855,194.54933235794306,16,0.002671465917956084,6.3813057243824005,0.2527002030983567
36,0.173957543,1784956965.649754,133.65627860552587,-54.80817257040786,145.19228046014905,17,-0.005352954598492943,7.966196805238724,0.21543437894433737
38,0.173957543,1784956965.927959,138.1205801228563,-45.327659735030856,123.20047625154257,12,-0.0023573401267640293,2.4634505957365036,0.2111016707494855
40,0.173957543,1784956966.555351,119.95522075164605,-36.17696327828663,138.483780041337,14,-0.0034738513495540246,4.379256948828697,0.16233263444155455
42,0.173957543,1784956966.807909,128.89843103365854,-28.042189856476767,120.71864517778158,9,-0.0022250938054639846,7.539908200502396,0.1603406760841608
44,0.173957543,1784956967.106328,140.37291719509733,-20.896482296926962,138.19389153271914,12,-0.002303687884705141,1.6509621515870094,0.15954577829688787
46,0.173957543,1784956967.357867,125.33159310278886,-14.08895082565321,145.67422990500927,5,0.0027809206512756646,2.463562496006489,0.15184009075164795
48,0.173957543,1784956967.631299,147.132309728176,-8.138429995512212,107.27622776292264,12,-0.0015933815157040954,2.287903606891632,0.15572168584913015
50,0.173957543,1784956967.905944,129.2392210828414,-2.3917045572414297,140.12791837006807,6,-0.0013169135199859738,2.894544944167137,0.14571999479085207
52,0.173957543,1784956968.17172,134.72373198257245,71.48492944917035,125.95804782956839,7,-0.00207924036658369,1.5156609043478966,0.13288203161209822
54,0.173957543,1784956968.788436,165.9197226767996,110.84132385447148,101.04765213280916,11,-0.0011645492049865425,0.7192952521145344,0.14105073176324368
56,0.173957543,1784956969.069278,132.78123703014475,120.25769949554551,141.94411177933216,12,-0.00013485272211255506,1.927087638527155,0.18445645924657583
58,0.173957543,1784956969.3217402,141.12336026833688,122.73764365377492,134.26512886211276,11,-0.0029702673200517893,1.5181019082665443,0.19356722570955753
60,0.173957543,1784956969.5974,117.9757384168168,125.02236697496059,153.63014686107635,10,-0.002021661610342562,1.0371553227305412,0.19048950169235468
62,0.173957543,1784956969.8461702,131.15760449345845,126.58213355287722,136.93204749375582,7,-0.0012367540621198714,0.8909340016543865,0.155624657869339
64,0.173957543,1784956970.098062,130.44312179490603,125.93884346913266,138.406821295619,14,-0.0019128205021843314,2.7273089438676834,0.16310264356434345
66,0.173957543,1784956970.377085,136.54652872299565,126.2664736944164,124.24865775182843,14,-0.0031922548078000546,2.121499754488468,0.19553603697568178
68,0.173957543,1784956970.67084,148.2216365930897,127.15947687173622,111.16187712550163,14,-0.001720570944598876,2.2718341797590256,0.1528220260515809
